Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]
157	1	-1577.993	-1672.761	94.76808	0.185275	0.284771	0.175535	0.0145	0.0556052	0.00557649	0.0103399	0.0255404	0.00968522	0.00483466	0.184526	0.106386	0.0161276	0.644344	0.048616	0.190851	0.295111	0.201075	0.0241852	0.0604399	0.0240227	0.000160868	0.0036563	0.00458404	0.0482065	0.00315884	0.00316983	0.0030826	0.0084254	0.00178293	0.0003988	0.00765017	0.00923537	0.00868599	0.0046198	0.000312333	0.00178458	0.00134866	0.0115529	0.00325657
158	0	-1579.876	-1671.283	91.40682	0.146273	0.32869	0.191047	0.0211531	0.0234735	0.00624861	0.00453742	0.00528723	0.00649615	0.00229188	0.0316257	0.0687267	0.0363642	0.0834246	0.779859	0.152522	0.333227	0.196334	0.0276493	0.0257654	0.0243994	0.00107845	0.00148118	0.00456917	0.0725373	0.0025701	0.00080158	0.00993882	9.51937e-05	0.0027245	0.00122467	0.00998442	0.00796447	0.00605845	0.00452229	0.0074367	0.00645045	0.0278691	0.000340067	0.014025
159	1	-1580.316	-1676.754	96.43795	0.178333	0.263084	0.161648	0.011717	0.0509982	0.0059039	0.00998514	0.0235435	0.00966632	0.00408612	0.374919	0.0815475	0.0123622	0.493906	0.0372654	0.184237	0.27307	0.185191	0.0213833	0.0550843	0.0191134	0.00013971	0.00381451	0.00437778	0.042351	0.00337461	0.00360523	0.00287277	0.00837793	0.00176489	0.000391954	0.0087544	0.0107626	0.00866371	0.00505088	0.000297591	0.00194013	0.00164636	0.0113029	0.00281367
160	0	-1579.891	-1672.075	92.18364	0.165675	0.303161	0.179012	0.02206	0.0180718	0.00714399	0.00463062	0.00515652	0.00603999	0.00229672	0.0316257	0.0687267	0.0363642	0.0834246	0.779859	0.172819	0.307791	0.184168	0.0281	0.0203685	0.0213752	0.00108804	0.00141234	0.00462535	0.0725373	0.00237849	0.000968588	0.00973101	8.42295e-05	0.00285301	0.00128649	0.01051	0.00824108	0.00615932	0.00461542	0.00720391	0.00645045	0.0282279	0.000314124	0.0115476
161	1	-1580.128	-1675.199	95.07155	0.184643	0.279809	0.192935	0.0149057	0.054736	0.00583073	0.0091772	0.0217812	0.00885694	0.00443303	0.382938	0.0832916	0.0126266	0.504469	0.0166746	0.190473	0.288986	0.214716	0.0237626	0.059169	0.0187091	0.000127283	0.00427324	0.00437778	0.0470732	0.00322407	0.0034657	0.00282953	0.01166	0.00198313	0.000427679	0.00961903	0.0111283	0.00850117	0.00505088	0.000266504	0.00214794	0.00172066	0.010431	0.00284584
162	0	-1581.575	-1673.095	91.51977	0.168263	0.306367	0.17576	0.0159292	0.0114345	0.00745166	0.00435417	0.00524761	0.00767184	0.00220214	0.0557646	0.121184	0.0641198	0.1471	0.611832	0.175715	0.310722	0.181008	0.023601	0.0136367	0.021887	0.00112616	0.00129876	0.00464196	0.0776012	0.0025144	0.000881435	0.00940556	7.09902e-05	0.00278751	0.0012221	0.0112333	0.00768272	0.00605572	0.00479333	0.00721655	0.00712425	0.0301211	0.000401612	0.0112699
163	1	-1580.135	-1674.484	94.3492	0.185655	0.30421	0.204135	0.0134388	0.0421416	0.00594377	0.0110058	0.021226	0.0103238	0.00370058	0.0772031	0.12456	0.0188827	0.754418	0.0249364	0.191599	0.315216	0.225361	0.0237626	0.0458422	0.0194565	0.000139422	0.00507787	0.00439747	0.0493668	0.00290208	0.0034657	0.00294222	0.011184	0.0019336	0.00048026	0.0104848	0.0102283	0.00762245	0.00640993	0.000289195	0.00197309	0.00164993	0.0124838	0.00251205
164	0	-1581.424	-1673.904	92.48032	0.170251	0.323693	0.175981	0.0128774	0.0124561	0.00682985	0.00441249	0.00502735	0.00844139	0.0027556	0.129862	0.282206	0.149319	0.342558	0.0960552	0.17708	0.328105	0.181008	0.0213188	0.0152117	0.0200517	0.00114837	0.0014536	0.00498937	0.0689991	0.00306336	0.000814787	0.00971835	7.81642e-05	0.00278858	0.00110167	0.0130038	0.00690203	0.00602894	0.00449607	0.00647515	0.00712425	0.0309219	0.000404624	0.0105702
165	1	-1581.812	-1675.306	93.49415	0.197073	0.32948	0.190534	0.00978297	0.0452908	0.00647037	0.0110058	0.0206783	0.0101883	0.00352636	0.0772031	0.12456	0.0188827	0.754418	0.0249364	0.203544	0.340485	0.211212	0.0199712	0.0488171	0.0199381	0.000139422	0.00558218	0.00444848	0.0512042	0.00294303	0.00319537	0.00321212	0.011184	0.00193902	0.000508607	0.0121572	0.0116137	0.00869462	0.00578188	0.000272128	0.00245235	0.0016469	0.0124345	0.00233562
166	0	-1580.919	-1673.269	92.34993	0.184599	0.315795	0.195843	0.00890453	0.0128417	0.00729601	0.00441249	0.00500234	0.00889943	0.00286088	0.129862	0.282206	0.149319	0.342558	0.0960552	0.191895	0.320208	0.200845	0.017804	0.0157026	0.023846	0.00120929	0.00162472	0.00528245	0.0652272	0.00298727	0.000819474	0.00980918	7.29105e-05	0.00278858	0.00100268	0.0101963	0.00673718	0.00532373	0.00393655	0.00685879	0.00712425	0.036234	0.000404624	0.00840587
167	1	-1581.367	-1674.766	93.39905	0.190185	0.302353	0.194376	0.00703779	0.0406774	0.0058436	0.011831	0.019881	0.0109978	0.00292143	0.134186	0.46769	0.0708995	0.233595	0.0936295	0.196029	0.314184	0.214257	0.0180356	0.0435988	0.0209622	0.000139448	0.00568104	0.0039286	0.0512042	0.00282642	0.00296817	0.00284431	0.0117619	0.00174368	0.00053978	0.0126282	0.0125837	0.0115996	0.00542171	0.000317424	0.00245235	0.00216654	0.0121284	0.00222053
168	0	-1579.9	-1671.488	91.58772	0.172656	0.338197	0.202235	0.0132257	0.0169582	0.00735613	0.00425247	0.00579342	0.00889943	0.00310634	0.120049	0.260883	0.138036	0.316675	0.164356	0.180012	0.342449	0.208029	0.0221251	0.0200646	0.0248176	0.00122463	0.00183006	0.00447124	0.0647184	0.00281009	0.000734689	0.00980918	7.77631e-05	0.00264701	0.00107835	0.0118467	0.00821777	0.00585049	0.00324599	0.00658247	0.00781857	0.0349616	0.000404624	0.00719914
169	1	-1581.165	-1674.71	93.54561	0.192004	0.325558	0.158345	0.00596893	0.0380853	0.00569277	0.0123329	0.0207303	0.0115013	0.00280294	0.155141	0.384564	0.0819713	0.270073	0.108251	0.197696	0.337891	0.179075	0.0174703	0.0408882	0.0209622	0.000139448	0.00617825	0.00327197	0.0500753	0.00280704	0.00275876	0.00283994	0.0104496	0.0016033	0.000507837	0.0127845	0.01443	0.0130829	0.00573861	0.000328453	0.00203358	0.00195067	0.0121284	0.00195082
170	0	-1579.724	-1671.165	91.44134	0.178003	0.32923	0.222498	0.0145511	0.0164472	0.00751091	0.00409034	0.00547599	0.00805219	0.00361739	0.120049	0.260883	0.138036	0.316675	0.164356	0.185514	0.33332	0.227974	0.0226033	0.0200646	0.0271679	0.00131609	0.00178413	0.00447124	0.068206	0.00267268	0.000825047	0.0102496	8.15019e-05	0.00244126	0.00110513	0.0114087	0.0090766	0.00603971	0.00342083	0.00825084	0.00785224	0.0274439	0.000401003	0.00652344
171	1	-1583.073	-1675.93	92.85754	0.20126	0.347912	0.173879	0.00945302	0.0389441	0.00562257	0.0112339	0.0238831	0.0116506	0.00328742	0.155141	0.384564	0.0819713	0.270073	0.108251	0.206883	0.359146	0.197762	0.0211036	0.0422316	0.0196297	0.000148507	0.00628397	0.0033448	0.0543313	0.00240391	0.00253452	0.00269982	0.0111884	0.00148492	0.000574856	0.0123476	0.0115261	0.0145098	0.00604181	0.00040537	0.0019916	0.00179906	0.0111432	0.00202717
172	0	-1582.3	-1673.015	90.71481	0.193834	0.335779	0.228129	0.0162301	0.0142811	0.00594016	0.0042261	0.00611773	0.00859317	0.00452951	0.151722	0.329711	0.174454	0.136395	0.207718	0.199774	0.340005	0.234246	0.0248233	0.0188106	0.0268501	0.00141766	0.00174136	0.00584855	0.0672587	0.00276674	0.000783548	0.01049	8.21543e-05	0.00253816	0.00109125	0.00916598	0.00992624	0.00575582	0.00376068	0.00750699	0.00863669	0.0308763	0.000378218	0.00667975
173	1	-1583.742	-1675.871	92.12912	0.21756	0.314213	0.185149	0.0111729	0.0407425	0.00538244	0.0115268	0.0261417	0.0105975	0.00343991	0.24767	0.0175029	0.130861	0.431152	0.172814	0.222942	0.32574	0.211291	0.0217704	0.0441825	0.0188657	0.000160819	0.00646589	0.00368594	0.0574409	0.00269868	0.00248106	0.00245883	0.0100546	0.00186816	0.000725879	0.0114669	0.0110229	0.01732	0.0064632	0.000403486	0.00170458	0.00182002	0.0115198	0.0021593
174	0	-1582.413	-1671.596	89.18302	0.193703	0.323184	0.228279	0.0191458	0.0145467	0.00607078	0.00418089	0.00626294	0.00842682	0.00493968	0.193208	0.14643	0.222156	0.17369	0.264516	0.199774	0.327365	0.234542	0.0275726	0.0194863	0.0307206	0.00106258	0.00161981	0.00624664	0.0672587	0.00349889	0.00077521	0.0099333	6.93748e-05	0.00262626	0.00114354	0.0097202	0.00976083	0.00538454	0.00443932	0.00906632	0.00863296	0.0344142	0.000397829	0.00667975
175	1	-1580.399	-1674.131	93.7319	0.205088	0.312603	0.182699	0.0115979	0.0397175	0.00525026	0.0108939	0.026434	0.0100071	0.00330553	0.24767	0.0175029	0.130861	0.431152	0.172814	0.210338	0.323497	0.209133	0.0216051	0.043023	0.0191635	0.000176238	0.00629482	0.00335122	0.054453	0.00232317	0.00284146	0.00241893	0.00909302	0.0019905	0.000844407	0.010178	0.011175	0.0160834	0.00459253	0.000402769	0.00146373	0.00197046	0.00991475	0.00216477
176	0	-1583.809	-1672.2	88.39109	0.179134	0.349701	0.23442	0.0191304	0.0130951	0.00475116	0.00339955	0.00626294	0.0071645	0.00553817	0.193208	0.14643	0.222156	0.17369	0.264516	0.183885	0.353101	0.240683	0.0262949	0.0186332	0.0307206	0.00113231	0.00170502	0.00625071	0.0780251	0.00342257	0.00077521	0.0106587	5.99427e-05	0.00262626	0.00108173	0.0104663	0.0114001	0.00472135	0.00470968	0.00921725	0.00896921	0.0307232	0.000382289	0.00658949
177	1	-1579.618	-1673.734	94.11626	0.202374	0.287726	0.216156	0.0113767	0.0369162	0.00547149	0.0108708	0.0256844	0.00950653	0.00317461	0.278295	0.0196671	0.147042	0.360814	0.194182	0.207845	0.298597	0.24184	0.0208833	0.0400908	0.0213173	0.000199655	0.00665466	0.00302552	0.0492988	0.00225548	0.00272456	0.0027744	0.00948191	0.00196114	0.00095414	0.00947512	0.0112034	0.0175751	0.00426019	0.000415268	0.00141574	0.00218049	0.00943515	0.00240969
178	0	-1582.736	-1671.425	88.68924	0.178878	0.340994	0.213511	0.0167379	0.0108857	0.00518307	0.00368113	0.007096	0.00745726	0.00624703	0.252095	0.191061	0.233022	0.226629	0.0971928	0.184061	0.344675	0.220607	0.0241951	0.0171327	0.0315088	0.00117581	0.00187713	0.00662276	0.074002	0.0035775	0.000828092	0.00926289	6.28194e-05	0.00273069	0.00108173	0.0123106	0.0131885	0.00355661	0.0048059	0.0104955	0.00742415	0.0275687	0.000427138	0.00760371
179	1	-1581.149	-1675.161	94.01221	0.201881	0.333997	0.21196	0.011439	0.0373396	0.00596419	0.0122586	0.0274013	0.010981	0.00346053	0.278295	0.0196671	0.147042	0.360814	0.194182	0.207845	0.346256	0.239361	0.02242	0.0408001	0.0217561	0.000204317	0.00692649	0.00310362	0.0456947	0.00310201	0.00272456	0.00277285	0.0107659	0.00203304	0.00102716	0.0117943	0.0091524	0.0140842	0.00403559	0.00041432	0.00136768	0.00220995	0.00886231	0.00233269
180	0	-1582.467	-1671.89	89.42206	0.188194	0.320365	0.182635	0.0174718	0.0110824	0.00473628	0.00334249	0.00719897	0.00804934	0.00663719	0.273958	0.20763	0.25323	0.159561	0.105622	0.192931	0.323707	0.189834	0.0255212	0.0177195	0.0344375	0.00132914	0.00192019	0.00630152	0.0687255	0.00490923	0.000751721	0.00921651	6.23557e-05	0.00304838	0.00101836	0.0110507	0.0128795	0.00388572	0.00521359	0.00898139	0.00714181	0.0263791	0.000397067	0.00784613
181	1	-1580.794	-1674.405	93.61089	0.169501	0.33291	0.207284	0.0125517	0.0405029	0.00615925	0.0132018	0.032293	0.0099006	0.00373816	0.278295	0.0196671	0.147042	0.360814	0.194182	0.17566	0.346112	0.239577	0.0224523	0.044241	0.0219728	0.000195425	0.00695465	0.00320759	0.0450998	0.00332466	0.00249576	0.00354227	0.0120393	0.00207855	0.000858061	0.0129127	0.00857078	0.0137818	0.00407026	0.000448986	0.00172357	0.00222281	0.00828023	0.00239329
182	0	-1583.09	-1671.586	88.49613	0.188226	0.35233	0.169843	0.0179642	0.0141808	0.00470458	0.0035327	0.00786114	0.00660929	0.00594835	0.21015	0.159271	0.19425	0.122397	0.313933	0.192931	0.355863	0.177705	0.0245734	0.0201291	0.037792	0.00144585	0.00169136	0.00601717	0.0693851	0.00438164	0.000751721	0.0104317	6.23557e-05	0.00345571	0.00108322	0.0113083	0.0127101	0.00351157	0.00529485	0.00777746	0.00711988	0.0309823	0.000368244	0.00721869
183	1	-1581.934	-1674.564	92.63005	0.167997	0.334809	0.209242	0.0127735	0.0405797	0.006645	0.0114467	0.0302024	0.0099006	0.00438226	0.278295	0.0196671	0.147042	0.360814	0.194182	0.174642	0.346256	0.239444	0.0226741	0.044962	0.0201442	0.0002078	0.00838488	0.00315555	0.0510621	0.00294484	0.00259858	0.00332271	0.0134297	0.0019067	0.000906515	0.0146285	0.00849477	0.0137818	0.00394945	0.000433085	0.00172357	0.00225073	0.00764061	0.00218617
184	0	-1581.148	-1670.346	89.19803	0.17155	0.33276	0.170403	0.0188751	0.0156901	0.00465195	0.0038295	0.00730139	0.00753575	0.00625053	0.21015	0.159271	0.19425	0.122397	0.313933	0.176202	0.336589	0.177705	0.0264108	0.0219406	0.0352411	0.00136536	0.00136714	0.00512953	0.0636187	0.00437758	0.000594629	0.0108729	5.58887e-05	0.00364002	0.00113913	0.0115869	0.0133894	0.00349799	0.00538195	0.00831518	0.00782847	0.0300429	0.000377046	0.00832722
185	1	-1582.603	-1675.203	92.59954	0.174962	0.339402	0.191958	0.0100672	0.0481668	0.00764479	0.0125866	0.0315503	0.00967885	0.00359932	0.278295	0.0196671	0.147042	0.360814	0.194182	0.182607	0.351988	0.223508	0.019746	0.0517661	0.0201442	0.000211126	0.00887504	0.00315519	0.0539822	0.00296567	0.00289417	0.00313039	0.013156	0.00183918	0.000836948	0.013246	0.00849477	0.0131755	0.00361162	0.000440869	0.00178697	0.00209646	0.00681168	0.00212257
186	0	-1579.76	-1669.623	89.86311	0.167805	0.314107	0.16945	0.0210859	0.0166913	0.00409671	0.00353439	0.00759127	0.00816191	0.00533908	0.212975	0.147968	0.196861	0.124043	0.318153	0.171901	0.317642	0.177041	0.0292478	0.0220304	0.0379657	0.00131532	0.00124825	0.00561778	0.0561591	0.00421966	0.000551401	0.00997806	5.61245e-05	0.00351234	0.00119949	0.00956593	0.0160786	0.00349748	0.00523514	0.00831518	0.0074183	0.0325964	0.000356665	0.00798962
187	1	-1581.895	-1673.306	91.4111	0.172707	0.308044	0.204271	0.0135853	0.0530133	0.00747114	0.0144027	0.0367722	0.00895103	0.00371585	0.278295	0.0196671	0.147042	0.360814	0.194182	0.180178	0.322447	0.241043	0.0225363	0.0567292	0.0237771	0.000224565	0.00887504	0.00349244	0.0524203	0.0033954	0.00289417	0.00300886	0.015491	0.00192249	0.000904757	0.0127515	0.00950663	0.0131137	0.00390502	0.000523759	0.00160807	0.00231565	0.00612834	0.00247414
188	0	-1582.31	-1671.75	89.4397	0.175162	0.382932	0.180096	0.0186148	0.0167651	0.00385403	0.00378776	0.00657813	0.00814116	0.00564151	0.212975	0.147968	0.196861	0.124043	0.318153	0.179016	0.38672	0.186674	0.026756	0.0224066	0.0401505	0.00185801	0.00114988	0.00572403	0.055924	0.00537732	0.000551401	0.0090267	6.04503e-05	0.00401774	0.00116465	0.00809736	0.0153436	0.00356356	0.00471671	0.00744443	0.00631624	0.0359121	0.000317557	0.00830682
189	1	-1582.2	-1673.698	91.49841	0.181447	0.333054	0.173767	0.0141677	0.0529669	0.00737366	0.0160522	0.0359506	0.00968023	0.00345922	0.178619	0.0126231	0.452541	0.231583	0.124633	0.188821	0.349106	0.209717	0.023848	0.0564262	0.0237771	0.000221862	0.00828671	0.00362069	0.0516674	0.00335381	0.00220333	0.00291868	0.0163375	0.00189426	0.000819094	0.0127515	0.00950663	0.012999	0.00386501	0.000541034	0.00143427	0.00229181	0.00587135	0.00284199
190	0	-1579.907	-1670.55	90.64354	0.176824	0.368594	0.138236	0.0181541	0.0156758	0.00405862	0.0041024	0.00668934	0.00783911	0.00548983	0.167426	0.116322	0.368628	0.0975138	0.25011	0.180882	0.372697	0.144925	0.0259932	0.0211656	0.0379801	0.00183767	0.00114406	0.00516219	0.0561316	0.00546849	0.000632873	0.0072035	6.33644e-05	0.00370653	0.00112115	0.00835195	0.0152087	0.00378767	0.00447331	0.00671088	0.0056426	0.03379	0.000322833	0.00940931
191	1	-1582.034	-1673.183	91.14858	0.155418	0.318756	0.164728	0.0158646	0.0530058	0.00789096	0.0158577	0.0378634	0.0102825	0.00342037	0.176224	0.0124537	0.446471	0.228477	0.136374	0.163309	0.334614	0.202592	0.0261471	0.0564262	0.0230499	0.000215238	0.0078258	0.00354743	0.051939	0.00361985	0.00194024	0.00270553	0.0194383	0.00181491	0.00083064	0.0141745	0.00888198	0.012928	0.00431497	0.00066245	0.00143427	0.00256811	0.00564228	0.00208223
192	0	-1580.399	-1670.052	89.65325	0.174819	0.359127	0.143697	0.0196512	0.0171157	0.00404247	0.0041024	0.00728861	0.00917913	0.0052677	0.167426	0.116322	0.368628	0.0975138	0.25011	0.178861	0.36323	0.150986	0.0288303	0.0223834	0.0358722	0.00171157	0.00117439	0.00553244	0.0563586	0.00559114	0.000704852	0.006587	6.48861e-05	0.00332015	0.0011245	0.00874852	0.0159839	0.00345525	0.00454473	0.00707113	0.00485538	0.0403828	0.000369882	0.00938378
193	1	-1582.168	-1672.803	90.63441	0.159095	0.33926	0.192503	0.0155356	0.0495019	0.0113454	0.014695	0.0323598	0.0098667	0.00316157	0.176224	0.0124537	0.446471	0.228477	0.136374	0.170441	0.353955	0.224863	0.0254023	0.0526634	0.0218757	0.000185982	0.00656316	0.00354743	0.051939	0.00329059	0.00194024	0.00281595	0.0196098	0.00183306	0.000791234	0.0155977	0.0115895	0.014215	0.00389732	0.00064872	0.00149975	0.00276605	0.00611193	0.00187375
194	0	-1581.949	-1669.123	87.17393	0.157349	0.358869	0.151731	0.0285877	0.0188291	0.00469112	0.00436045	0.00725079	0.00917913	0.00498626	0.24417	0.169641	0.18018	0.142212	0.263798	0.16204	0.36323	0.158981	0.0377668	0.0238154	0.041246	0.00165801	0.00127832	0.00582607	0.0566556	0.00567921	0.000744836	0.00656975	7.28363e-05	0.00356549	0.00111698	0.00898172	0.0188188	0.00326136	0.00459672	0.00640271	0.00584677	0.0451956	0.000478062	0.0100969
195	1	-1583.76	-1674.336	90.57608	0.178907	0.329894	0.231665	0.0153331	0.0504878	0.011748	0.0153497	0.0364234	0.0102113	0.00354437	0.19571	0.0121592	0.43591	0.223073	0.133148	0.190655	0.345244	0.268088	0.0255444	0.0540322	0.0207228	0.00020479	0.00668579	0.00361127	0.0451858	0.003546	0.00211432	0.00277484	0.0194	0.00158729	0.000923855	0.0172409	0.0115673	0.0145424	0.00441875	0.000694591	0.0014268	0.00287994	0.00696359	0.00176436
196	0	-1581.603	-1668.781	87.17783	0.167693	0.320958	0.147234	0.0298253	0.0209262	0.00457578	0.00451756	0.0063237	0.00789751	0.00447418	0.24417	0.169641	0.18018	0.142212	0.263798	0.172268	0.325476	0.153558	0.0377228	0.0254004	0.0441663	0.00150749	0.00141079	0.00530801	0.0508969	0.00585976	0.000647919	0.00789618	6.9366e-05	0.00363387	0.00110978	0.00981731	0.0210153	0.00292464	0.00436682	0.00673836	0.00584677	0.0467701	0.00051121	0.0105874
197	1	-1581.611	-1672.832	91.22134	0.161111	0.33073	0.227359	0.0234673	0.0530743	0.0122455	0.015213	0.0346647	0.011192	0.00300966	0.19571	0.0121592	0.43591	0.223073	0.133148	0.173356	0.345943	0.262024	0.0346592	0.056084	0.0217313	0.000163735	0.00571834	0.00388318	0.0486839	0.00371337	0.00189359	0.00286559	0.0158799	0.00149492	0.000917123	0.0138839	0.0112219	0.0122739	0.00410708	0.000665112	0.00147403	0.00313299	0.0068215	0.00188916
198	0	-1581.956	-1667.137	85.18126	0.157425	0.308758	0.187231	0.026151	0.0218647	0.00431534	0.00528069	0.00553243	0.00802324	0.00447418	0.196629	0.136611	0.145098	0.309227	0.212435	0.16174	0.314039	0.192764	0.0341743	0.0263389	0.0457024	0.00150982	0.00143896	0.00497205	0.0575106	0.00534706	0.000766994	0.00635232	6.9366e-05	0.00388125	0.00115716	0.0129678	0.0310385	0.00286955	0.00351856	0.00699804	0.00612229	0.0421696	0.000585218	0.0106612
199	1	-1580.243	-1672.504	92.26063	0.159935	0.326137	0.212637	0.0195835	0.0552836	0.0119262	0.0177744	0.0318057	0.0117456	0.00219541	0.188645	0.0117202	0.420174	0.251119	0.128342	0.171861	0.343912	0.244442	0.0313292	0.057479	0.0232041	0.000164384	0.00448436	0.00377134	0.0428533	0.00363393	0.0018594	0.00276646	0.0154795	0.00160095	0.000918678	0.0134068	0.0113909	0.0126586	0.00462165	0.000665112	0.00157797	0.00354177	0.00726615	0.00166433
200	0	-1581.17	-1667.247	86.07713	0.164968	0.313984	0.18875	0.0230049	0.0251056	0.00462776	0.00489174	0.00579566	0.0083447	0.00406925	0.25057	0.132714	0.109937	0.300405	0.206375	0.169595	0.318875	0.194545	0.0313496	0.0291749	0.0471942	0.00163064	0.00144375	0.00479194	0.0494251	0.00484104	0.000810223	0.00658792	8.21366e-05	0.00373186	0.00103541	0.0132816	0.0292934	0.00287634	0.00366477	0.00709316	0.00710692	0.0421696	0.000531852	0.0108248
201	1	-1579.384	-1671.658	92.27336	0.175213	0.312814	0.201666	0.0184921	0.0559961	0.0111452	0.0193158	0.0318057	0.0128371	0.00224519	0.188645	0.0117202	0.420174	0.251119	0.128342	0.186358	0.33213	0.233472	0.0313292	0.0582413	0.0247322	0.000173288	0.00432073	0.00391376	0.0412066	0.00342027	0.0015796	0.00248903	0.0171676	0.00148838	0.000791428	0.0120143	0.0111559	0.0134245	0.00374863	0.000660485	0.00174559	0.00319506	0.00740683	0.00175554
