Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
23	-1519.051	-1980.548	461.4967	0.0959063	0.177377	0.162689	0.0785454	0.0476921	0.0515777	0.157437	0.23439	0.0474253	0.246854	0.153094	0.0134025	0.00805937	0.00877059	0.00777835	0.0049203	0.00509619	0.00757604	0.00577563	0.00834122	0.00962421	0.00779747	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.109309	0.185437	0.171459	0.0863238	0.0526124	0.0566739	0.165013	0.240165	0.0557665	0.256478	0.160891	0.00632805	0.00494035	0.0279836	0.00603568	0.000420409	0.00502146	0.00348094	0.0175533	0.0230684	0.00432938	0.0017241	0.00381469	0.00545833	0.0164861	0.00783577	0.0112114	0.00502289	0.0140175	0.0232016	0.0211931	0.00813813	0.00737085	0.0172703	0.00219943	0.000518034	0.0127516	0.00408659	0.00702081	0.00510968	0.00236201	0.0186912	0.000185962	0.00321433	0.00159474	0.000223709	0.0121961	0.00756091	0.0152171	0.00112069	0.00510061	0.00219884	0.00396453	0.0152304	0.00434673	0.0223549	0.00315306	0.00118914	0.000444351	0.00280205	0.00249165	0.0148437	0.0076758	0.00763541	0.00127233	0.0069883	0.00373865	0.00582058	0.00450506	0.00706326	0.0252897	0.0086765	0.000770904	0.00305569	0.00121969	0.0203475	0.000129863	0.00695676	0.00653855	0.0290492	0.00288114	0.00161031	0.00529283	0.0205286	0.00577081	0.0129203	0.00202527	0.00266823	0.00389404	0.00211136	0.0044763	0.01192	0.00145451	0.00353579	0.0024756	0.00703375	0.00815889	0.000746149	0.0401562	0.000740389	0.00477739	0.00440025	0.00770328	0.0012692	0.00574851	0.00135952	0.00400866	0.0264495	0.0121447	0.00561762	0.0112524	0.0225631	0.00683817	0.000556221	0.0203348	0.0154092	0.00107282	0.00755142	0.00354259	0.0118991	0.0458399
24	-1514.682	-1977.813	463.1306	0.0870154	0.179834	0.168573	0.0688255	0.0410014	0.0508537	0.156835	0.232958	0.044109	0.225741	0.198317	0.0140782	0.00802307	0.0104555	0.00638165	0.00516428	0.00578258	0.00780916	0.00594976	0.00798551	0.00965826	0.00811174	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.101094	0.187857	0.179028	0.0752071	0.0461657	0.0566363	0.164644	0.238908	0.0520945	0.235399	0.206429	0.00699908	0.00407209	0.0288797	0.00633418	0.000424356	0.00505919	0.00368412	0.0173059	0.0209726	0.00490877	0.00198923	0.00389789	0.00546721	0.0177515	0.00818088	0.0106129	0.00505481	0.0156043	0.0232016	0.0192546	0.00811907	0.00757845	0.0172703	0.00225127	0.000558023	0.0137365	0.0037459	0.00501004	0.00495413	0.00239763	0.0200503	0.000185962	0.00420336	0.00161887	0.000223709	0.0108719	0.00769118	0.0130998	0.00104145	0.00541452	0.00205977	0.0039222	0.0132475	0.00424696	0.0218778	0.00334067	0.00118914	0.000462889	0.0029196	0.00283948	0.0141487	0.00866277	0.00787174	0.00146777	0.00648469	0.00335558	0.00487205	0.00480339	0.00749669	0.029414	0.0086765	0.000880154	0.00322186	0.00121739	0.0187687	0.000131176	0.00758161	0.0062748	0.0315663	0.00267174	0.001248	0.00435862	0.0145014	0.00580521	0.0113541	0.00185443	0.00266823	0.00373034	0.00234238	0.00503554	0.00992954	0.00145451	0.00367788	0.00226245	0.00719897	0.00751987	0.000875078	0.0401562	0.00074058	0.00514619	0.004357	0.00820789	0.00126796	0.00554833	0.00135058	0.00399417	0.0244914	0.0133797	0.00486587	0.0115464	0.0197112	0.00721556	0.000491885	0.0199444	0.013571	0.000992257	0.00706409	0.00377366	0.0116829	0.0482979
25	-1514.917	-1981.612	466.6946	0.0743118	0.213278	0.15294	0.0670191	0.0402076	0.0535139	0.151184	0.212443	0.0431512	0.236096	0.215827	0.0125857	0.00796258	0.00960722	0.00614661	0.00575245	0.00579483	0.00624575	0.00671779	0.00683986	0.00962321	0.00860369	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0868975	0.221241	0.162547	0.0731657	0.04596	0.0593087	0.15743	0.21916	0.0499911	0.245719	0.224431	0.00881361	0.00407209	0.0299516	0.00619033	0.000511	0.00459241	0.00362688	0.0168148	0.021215	0.00434466	0.00198923	0.00425448	0.00594241	0.0184909	0.00744719	0.0102222	0.00499377	0.0148075	0.0256179	0.0178351	0.00848391	0.00803437	0.0145757	0.00256885	0.000504016	0.0127791	0.00346181	0.00450799	0.00415675	0.00237723	0.0173487	0.000178414	0.00398805	0.00163093	0.000174856	0.0109454	0.00875627	0.0122022	0.00114137	0.00541452	0.00222556	0.00504832	0.012158	0.00470451	0.0182079	0.00341162	0.00118914	0.000487366	0.00264822	0.00257876	0.0155261	0.00806695	0.0079982	0.00161009	0.00597259	0.00387821	0.00466638	0.00478797	0.00901867	0.0270178	0.0107152	0.000912882	0.00352622	0.00113735	0.0187687	0.000129351	0.00876576	0.00732528	0.0301833	0.00231437	0.00138128	0.00424827	0.015606	0.00514727	0.00904052	0.00175337	0.00266823	0.00398597	0.00225669	0.00476497	0.00822413	0.0013863	0.00360579	0.00257819	0.0062668	0.00751987	0.000904923	0.0370247	0.000818708	0.00538514	0.00433147	0.00924579	0.0012889	0.00508963	0.00113877	0.00418962	0.0210981	0.0124139	0.00444897	0.0107207	0.01606	0.00745742	0.000400851	0.020956	0.0143162	0.00105948	0.00700304	0.00379046	0.0114661	0.0447416
26	-1513.595	-1977.326	463.7308	0.0746458	0.275253	0.168662	0.0696384	0.0445295	0.0505994	0.154024	0.236946	0.0438582	0.226075	0.231069	0.011986	0.00844922	0.00896856	0.00585474	0.0060109	0.00664942	0.00624575	0.00683378	0.00613289	0.00981643	0.00783822	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0866318	0.283702	0.177631	0.0754931	0.0505404	0.0572488	0.16027	0.24378	0.0499911	0.235891	0.238907	0.00953547	0.00410065	0.0332231	0.00619033	0.000544541	0.00517578	0.00355911	0.0163325	0.0205605	0.00446022	0.0023576	0.00476413	0.00630186	0.0202829	0.00773327	0.0108086	0.00540089	0.0166165	0.026339	0.0184987	0.0100958	0.00778067	0.0152835	0.00270811	0.000504016	0.0149549	0.00335251	0.00527248	0.00431359	0.00298399	0.0149517	0.000193349	0.00408514	0.00159997	0.000165642	0.0111124	0.00818429	0.0114275	0.00108962	0.00549334	0.00232521	0.00553936	0.0111975	0.00436622	0.018271	0.00308231	0.00118914	0.000468149	0.00357076	0.00226405	0.0184272	0.00759693	0.00763083	0.00165179	0.00679424	0.00348344	0.00509377	0.00508958	0.0094059	0.0280646	0.0121239	0.00100453	0.0030525	0.00152024	0.0209227	0.000140774	0.0100227	0.0077179	0.0310759	0.00291603	0.00135033	0.00459643	0.0149243	0.00576859	0.00849566	0.00172797	0.00265988	0.00388508	0.002583	0.00503979	0.00893512	0.00147346	0.00354072	0.00268589	0.00543657	0.00781402	0.000952501	0.0343616	0.000804437	0.00448064	0.00408926	0.00926183	0.0011322	0.00396898	0.000907091	0.00418962	0.0239376	0.0125656	0.00491699	0.00873222	0.0160328	0.00873963	0.00036634	0.0200864	0.0154874	0.00118888	0.00702104	0.00385424	0.0121772	0.0397347
27	-1509.707	-1970.805	461.0979	0.0625058	0.292073	0.145963	0.0764852	0.0492578	0.0539894	0.187372	0.240364	0.0462126	0.211672	0.239877	0.0130942	0.00902924	0.00978404	0.00645776	0.00573441	0.00693384	0.00485998	0.00740838	0.00811099	0.00840436	0.00664839	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0756	0.301102	0.155747	0.082943	0.0549923	0.0609232	0.192232	0.247773	0.0543236	0.220077	0.246525	0.00914826	0.00406555	0.0348408	0.00638921	0.000539015	0.00498566	0.00327762	0.0154829	0.0205605	0.00420684	0.00255679	0.00434727	0.00664895	0.0184278	0.00807051	0.0106545	0.00565087	0.0167636	0.027824	0.0215438	0.0114538	0.00652081	0.016834	0.00254193	0.000551491	0.0157386	0.00296442	0.00500985	0.00444544	0.00327265	0.0138846	0.0001854	0.00386856	0.00168369	0.000164124	0.0121675	0.0115921	0.0118048	0.00114553	0.00528995	0.00247958	0.00487161	0.0119149	0.00365034	0.0190612	0.00281253	0.00129233	0.000499121	0.00440645	0.00209614	0.0195504	0.00792229	0.0063506	0.00182197	0.00694461	0.00328227	0.00509377	0.00496804	0.0103768	0.0285578	0.0118076	0.000998272	0.00314756	0.00140326	0.0195173	0.000141672	0.011465	0.0077179	0.0338301	0.00303205	0.0014364	0.00380637	0.0150453	0.00535973	0.00859516	0.00172797	0.00261984	0.00314153	0.00248901	0.00416216	0.00943485	0.00148639	0.00379868	0.00271601	0.00489692	0.00737558	0.000981099	0.037315	0.000836732	0.00484248	0.00408926	0.00906131	0.00110566	0.00348271	0.000874307	0.00465884	0.0249586	0.0128038	0.00499043	0.0111029	0.0188669	0.00763197	0.000401675	0.0200106	0.0128502	0.00113894	0.00632567	0.00402273	0.0105944	0.0417573
28	-1506.737	-1969.536	462.7995	0.0625058	0.229137	0.147464	0.0748305	0.0418334	0.0499987	0.200176	0.24023	0.0510391	0.196646	0.219819	0.0130942	0.00746523	0.00995959	0.00720365	0.00614114	0.00653817	0.00409913	0.00754254	0.00836912	0.00900523	0.00595958	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0756	0.236602	0.157424	0.0820341	0.0479746	0.0565368	0.204275	0.247773	0.0594083	0.205651	0.225779	0.00788483	0.00437112	0.0327624	0.0055967	0.00058817	0.00504651	0.00325415	0.0147152	0.0233955	0.00481947	0.00261308	0.00393127	0.00771564	0.0169152	0.00892052	0.0107431	0.00612481	0.0173741	0.0265449	0.0218834	0.0112112	0.00700336	0.0169791	0.00337857	0.000599562	0.0190051	0.00250013	0.00554988	0.00428633	0.00318044	0.0138846	0.000189985	0.00452692	0.00145852	0.000164124	0.010532	0.0115921	0.0122016	0.000942259	0.00494786	0.00238202	0.00456031	0.0113881	0.00373102	0.0205066	0.00307967	0.00137408	0.000555438	0.0045872	0.0021783	0.0210569	0.00737142	0.00816112	0.00168628	0.005768	0.0034601	0.00477153	0.00494896	0.0099805	0.0257548	0.0125137	0.000899914	0.00267622	0.0016057	0.0166759	0.000127351	0.0119923	0.00694805	0.0318197	0.00256384	0.00127517	0.00430629	0.0141383	0.0055704	0.00912234	0.00206876	0.00252206	0.0032499	0.00236625	0.00379197	0.0102379	0.00153902	0.00383162	0.00266345	0.00538061	0.00852832	0.000926715	0.0346031	0.000819203	0.00446977	0.00385946	0.00895174	0.00106625	0.00383685	0.000904383	0.00531555	0.0287312	0.0123579	0.00486289	0.00961069	0.0181601	0.00745615	0.000401675	0.0200971	0.0127729	0.00108135	0.00576005	0.00398634	0.00970343	0.0384508
29	-1506.655	-1969.646	462.9904	0.0664181	0.213201	0.163779	0.0749129	0.0467016	0.0442256	0.186114	0.265685	0.0478014	0.186347	0.255866	0.0122298	0.00772785	0.00910044	0.00924124	0.00545353	0.00653817	0.004371	0.00697259	0.00876512	0.00786785	0.00559506	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0786479	0.220929	0.172879	0.0841542	0.0521552	0.0507638	0.190485	0.272658	0.0565666	0.194215	0.261461	0.00689053	0.00517096	0.0327909	0.00578177	0.000488324	0.00481864	0.00325415	0.0145656	0.0235462	0.00478024	0.00288069	0.00351151	0.00771564	0.0161772	0.0084807	0.0106565	0.00700578	0.0224344	0.0283294	0.0215495	0.00985364	0.00885529	0.0159224	0.00325174	0.000515057	0.0174902	0.00232783	0.00597242	0.00419973	0.00346533	0.013437	0.000232054	0.00450187	0.00145634	0.000152079	0.0138968	0.010745	0.0123022	0.00096193	0.00537833	0.00316374	0.00435836	0.0121384	0.00364303	0.0175476	0.00307967	0.00122704	0.000555438	0.00420644	0.00199699	0.0245405	0.00745143	0.00819537	0.00186402	0.00636401	0.00319902	0.00382559	0.00527364	0.00886061	0.0230194	0.0103743	0.000881301	0.00288538	0.00182633	0.0172345	0.000110042	0.0148401	0.00668951	0.0305846	0.00295419	0.00140371	0.00445581	0.014207	0.00596155	0.00877869	0.00158611	0.00255286	0.00384703	0.00230573	0.00419326	0.00984331	0.00142461	0.00349545	0.00266345	0.00504209	0.00810724	0.000937362	0.0350693	0.000707608	0.00455427	0.00443379	0.0107861	0.00110869	0.00422708	0.000974058	0.00532984	0.0249143	0.0116894	0.00486289	0.00955787	0.0183387	0.00745615	0.000515988	0.0184141	0.0109645	0.000922758	0.00555472	0.00370786	0.0103995	0.0380868
30	-1504.325	-1966.403	462.0782	0.0702223	0.210183	0.166972	0.0681334	0.0462044	0.046845	0.203897	0.265695	0.0502653	0.184226	0.236911	0.0116484	0.00675259	0.00977615	0.00998631	0.00534712	0.00591497	0.00482518	0.00696248	0.00688512	0.00786785	0.00553294	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0818708	0.216936	0.176748	0.0781197	0.0515515	0.05276	0.208722	0.272658	0.0571504	0.192094	0.242444	0.00663388	0.00443369	0.0308974	0.00555584	0.00038015	0.00526316	0.00362004	0.0143476	0.0253865	0.00427473	0.00275995	0.00340557	0.00736771	0.0143673	0.007513	0.00988327	0.00671191	0.0224344	0.0227949	0.0224875	0.0103665	0.0100971	0.0141166	0.00331684	0.000513574	0.0201532	0.00201754	0.00753577	0.00399717	0.00392869	0.0126704	0.000265934	0.00456358	0.00150377	0.000152623	0.017207	0.0097853	0.0106466	0.00103498	0.00592192	0.00316374	0.00412289	0.0130256	0.00382243	0.0206465	0.00281151	0.0013744	0.000681964	0.00411376	0.00189797	0.0311566	0.00775944	0.00766448	0.00184632	0.00636401	0.00308104	0.00387338	0.00540993	0.0101911	0.0260284	0.0106594	0.000806483	0.00262338	0.00205613	0.0159484	0.000109073	0.0181286	0.00708799	0.0303328	0.00284863	0.00128811	0.00538301	0.0138253	0.0060558	0.00843175	0.00185672	0.00282011	0.00394608	0.00243666	0.0043216	0.00953616	0.00127507	0.00349545	0.00266345	0.00680639	0.00931133	0.000886447	0.0317526	0.000655935	0.00353239	0.0049106	0.0118198	0.00106905	0.00386553	0.00107152	0.00484969	0.0260723	0.0115391	0.00441333	0.010558	0.016767	0.00745615	0.000521236	0.0169155	0.0109645	0.000937352	0.00545341	0.00408884	0.00945463	0.0380868
31	-1505.468	-1966.829	461.3607	0.072482	0.248507	0.166365	0.0744958	0.0449332	0.0469741	0.200244	0.264068	0.0530276	0.179502	0.314668	0.0121927	0.0060158	0.0103827	0.009708	0.00528362	0.00646677	0.00442709	0.00642833	0.00731643	0.00838273	0.00490521	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0846747	0.254523	0.176748	0.0842038	0.0502168	0.0534408	0.204671	0.270496	0.060344	0.187884	0.319573	0.00653318	0.0047775	0.0289869	0.00598507	0.000350742	0.00544773	0.00383394	0.0139236	0.031312	0.00540759	0.00274983	0.00290398	0.00617337	0.0159861	0.00635035	0.00798735	0.00631272	0.0224344	0.0202795	0.0317744	0.0102003	0.0101275	0.0130455	0.00335163	0.000513574	0.0182276	0.0021515	0.00775791	0.00397866	0.00347968	0.0124745	0.000265934	0.00468222	0.00140336	0.000175615	0.0144651	0.0098055	0.00941532	0.00107165	0.00682046	0.0034984	0.00440839	0.0148147	0.00334203	0.0183089	0.00262813	0.00117896	0.000761349	0.00440165	0.00177393	0.0293444	0.00719523	0.00693808	0.00163763	0.00666918	0.00261867	0.00359288	0.00468599	0.0112052	0.0284617	0.0111222	0.000764091	0.0030285	0.00192459	0.0141704	9.53347e-05	0.0200021	0.00876711	0.0276008	0.00243427	0.00142211	0.00613487	0.0135506	0.006449	0.00949255	0.00204627	0.00297449	0.00398788	0.00235557	0.00388827	0.0111549	0.00125575	0.00379712	0.00250965	0.00695423	0.00700478	0.000946458	0.0317526	0.000758381	0.00319285	0.00466075	0.0114512	0.000982511	0.00340388	0.00117365	0.00428947	0.0278296	0.010149	0.00431949	0.00870193	0.0214924	0.00786016	0.000566891	0.0174636	0.010158	0.00102788	0.00599545	0.00382603	0.0105906	0.0354469
32	-1502.9	-1963.087	460.1869	0.0583942	0.232804	0.166429	0.0598157	0.0373109	0.0449363	0.220423	0.289798	0.0419965	0.179387	0.332329	0.0108277	0.0060158	0.0103192	0.0103382	0.0054273	0.00543313	0.00448219	0.00701206	0.00864031	0.00849741	0.00462604	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.069222	0.23882	0.176748	0.0701539	0.0427382	0.0503694	0.224906	0.29681	0.0506368	0.187884	0.336955	0.00720104	0.00476981	0.0242523	0.00581504	0.000394824	0.0056467	0.00324339	0.0131022	0.0332451	0.00582659	0.00300215	0.00270031	0.00620476	0.0137196	0.00635035	0.00875252	0.00747928	0.0204823	0.0170263	0.0314896	0.00993574	0.0104958	0.0151471	0.00323556	0.000549536	0.0200573	0.00216307	0.00770014	0.00408494	0.00377611	0.0125379	0.000288781	0.00464849	0.00163066	0.000175615	0.0142944	0.00977293	0.00974398	0.00115681	0.00682046	0.00440022	0.00561701	0.01497	0.00364309	0.0206689	0.00280598	0.00143997	0.000828891	0.00468161	0.00164923	0.0330087	0.00634339	0.00645613	0.00169775	0.00669727	0.00249589	0.00296277	0.0052125	0.00936225	0.0310485	0.0107614	0.00077058	0.00274213	0.00197706	0.0153858	7.98784e-05	0.0217926	0.00876711	0.0338539	0.00258918	0.00126355	0.00616288	0.0133519	0.00733682	0.00931908	0.00221971	0.00238754	0.00435384	0.00268795	0.00399332	0.0110066	0.00127252	0.00298142	0.00267296	0.00763587	0.00617332	0.000828362	0.0320285	0.000623639	0.00355471	0.00456047	0.0137566	0.000895482	0.00366325	0.00129358	0.00412922	0.0280775	0.0111369	0.00427614	0.00801308	0.0207608	0.00855019	0.000481448	0.0167478	0.010158	0.00112264	0.00576678	0.00398138	0.00968312	0.0339527
33	-1504.287	-1965.51	461.2231	0.052486	0.292	0.153776	0.0599918	0.0354302	0.0485028	0.191137	0.252681	0.0434245	0.216298	0.36887	0.00963622	0.00717728	0.00970428	0.00951255	0.00407519	0.00589626	0.00419911	0.00668524	0.00951195	0.00882103	0.00453334	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0621222	0.299178	0.16348	0.0695043	0.0395054	0.054399	0.195337	0.259366	0.0529365	0.225119	0.373403	0.00791671	0.00427797	0.0224258	0.00622236	0.000311194	0.00556891	0.00267325	0.011941	0.0328955	0.00521988	0.00281996	0.00266309	0.0057239	0.0135098	0.006554	0.00812238	0.00799304	0.0204823	0.0155027	0.0296653	0.009787	0.00999979	0.0148618	0.00304223	0.000535006	0.0206389	0.00194391	0.00819019	0.00415365	0.003432	0.0124287	0.000374789	0.00493199	0.00175222	0.000169592	0.0129017	0.0103169	0.00955012	0.00140903	0.00808577	0.00482628	0.00517278	0.0169949	0.00302509	0.0179803	0.00254904	0.00156919	0.000837489	0.00443648	0.00164923	0.035523	0.00679398	0.00544132	0.001643	0.00755158	0.00238232	0.00315335	0.00498181	0.0125094	0.0318204	0.00987004	0.000824901	0.00253854	0.00211144	0.0142924	8.87737e-05	0.0198665	0.00931426	0.0338539	0.002442	0.00126482	0.00531171	0.0136018	0.00736611	0.00905174	0.00219802	0.00240239	0.00420068	0.00310853	0.00343744	0.0107207	0.00140031	0.0030729	0.00319385	0.00862674	0.00548908	0.000924124	0.0343266	0.000624598	0.00350724	0.00539028	0.0127973	0.00092184	0.00372617	0.00137222	0.00417388	0.0270865	0.0121726	0.00351928	0.00801308	0.0197444	0.0072927	0.000467577	0.0167173	0.00970028	0.00120205	0.00658844	0.00398138	0.0110002	0.0335842
34	-1505.506	-1965.197	459.6907	0.0580758	0.302318	0.1535	0.0662177	0.0323735	0.0569251	0.189611	0.244432	0.0370158	0.232073	0.347344	0.00904264	0.00794285	0.00998065	0.0100208	0.00389235	0.00619408	0.00410037	0.00673003	0.0106314	0.00973286	0.00420131	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0671185	0.310261	0.16348	0.0762385	0.0362658	0.0631192	0.193711	0.251162	0.0476472	0.241806	0.351545	0.00712121	0.0040173	0.0224258	0.00625569	0.000274958	0.00627264	0.00253014	0.0126825	0.037116	0.00477344	0.0027828	0.00271525	0.00580623	0.0135098	0.00594935	0.00793929	0.00873646	0.0234748	0.0166539	0.0282347	0.0102277	0.0106313	0.0125289	0.00255343	0.000644451	0.0208173	0.00187362	0.00883594	0.00368937	0.0037721	0.013921	0.000358197	0.00505462	0.00168658	0.00015261	0.00891008	0.00963455	0.00810828	0.00129596	0.00742565	0.00432592	0.00575469	0.0156758	0.00282247	0.0162963	0.00264797	0.00155133	0.00087482	0.00462468	0.00184174	0.0331021	0.00802986	0.00541393	0.00190988	0.00688088	0.00235973	0.00253599	0.0052442	0.0119174	0.0343898	0.0106321	0.000815407	0.00299196	0.00252934	0.0136349	0.000100438	0.0234076	0.00950256	0.0362793	0.00222173	0.00116299	0.00478077	0.0140724	0.00737752	0.00884512	0.00229094	0.00219521	0.00446879	0.00300391	0.00315881	0.011937	0.00140031	0.00316881	0.00340356	0.0089949	0.00525685	0.00100078	0.0391557	0.000713593	0.00291202	0.00497101	0.0139729	0.000860615	0.00418146	0.00160889	0.00408464	0.0265578	0.0122606	0.00384609	0.0076262	0.0183321	0.00743545	0.000504593	0.0161681	0.00871437	0.00120205	0.00605163	0.00449303	0.0113337	0.0337587
35	-1503.502	-1963.557	460.0558	0.0771217	0.334689	0.169109	0.081625	0.0335657	0.0579109	0.196975	0.226818	0.0350107	0.222976	0.293627	0.00872703	0.00849141	0.00957129	0.00891522	0.0033426	0.00544573	0.00390305	0.00724937	0.00966695	0.00975245	0.00423	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0858487	0.34318	0.17868	0.0905402	0.0369083	0.0633566	0.200878	0.234067	0.0446776	0.232728	0.297857	0.00813852	0.00411064	0.0199669	0.00724408	0.000302901	0.00627459	0.00252829	0.0138177	0.0348074	0.0049582	0.00266598	0.00264168	0.00703287	0.01468	0.00582961	0.00773675	0.00994199	0.0234748	0.0163874	0.0288199	0.0108111	0.0102831	0.0153052	0.00255267	0.000644152	0.0215146	0.00196463	0.00925429	0.00334633	0.00398042	0.0124788	0.000399521	0.00542429	0.00179204	0.000165321	0.0087638	0.00963455	0.00808201	0.00137116	0.00554903	0.00465078	0.0056966	0.0147317	0.00248303	0.0170937	0.00264797	0.00160427	0.000953629	0.00437638	0.00184174	0.0322928	0.0072669	0.00509397	0.0022794	0.00684943	0.00209957	0.00232819	0.0052442	0.0117674	0.0325572	0.0103014	0.000749168	0.00287016	0.00213717	0.0139716	0.000100438	0.0219196	0.0091538	0.0355117	0.0018838	0.00119229	0.00478077	0.0130167	0.00706148	0.00899057	0.00243705	0.00203981	0.00389357	0.00296037	0.00372671	0.0112078	0.00148126	0.00299354	0.00293866	0.00931532	0.00555542	0.00103227	0.0424338	0.000783833	0.00277481	0.00552633	0.013554	0.000772132	0.0041891	0.00186399	0.00456299	0.0260203	0.0125476	0.00308098	0.00796805	0.0183321	0.00759231	0.000594035	0.0161681	0.00930699	0.00113823	0.00691534	0.00543248	0.0102628	0.0337383
