Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
95	1	-1489.5	-1960.774	471.2739	0.105799	0.11964	0.200934	0.427893	0.053101	0.0214979	0.178834	0.404306	0.0658129	0.265355	0.208182	0.00832224	0.00720864	0.0100082	0.00522603	0.00349328	0.00381364	0.00644104	0.00883334	0.00214811	0.00523875	0.00518953	0.0480425	0.0623235	0.165044	0.216337	0.0243524	0.0999443	0.054652	0.0966733	0.175931	0.031386	0.0253142	0.114122	0.126849	0.210942	0.433119	0.0565942	0.0253115	0.185275	0.41314	0.067961	0.270594	0.213371	0.0099422	0.00354069	0.000126278	0.00794978	0.00108309	0.00447164	0.00959623	0.0192719	0.00292304	0.00183289	0.00129904	0.00128445	0.0153731	0.00250758	0.0102312	0.00818358	0.00396441	0.0130087	0.0159423	0.00847677	0.0191345	0.00639935	0.00842121	0.0189185	0.00430059	0.00212325	0.00454546	0.00562094	0.0162102	0.0037667	0.00388351	0.0010716	0.00407976	0.0038145	0.00791252	0.00540581	0.0211683	0.00148766	0.0215553	0.000284024	0.00915379	7.08486e-05	0.000331751	0.000461029	0.000823246	0.00367642	0.00414634	0.000788956	0.0401875	0.00849689	0.0167768	0.0289545	0.00222411	0.0098929	0.00607873	0.00469023	0.00274038	0.00565216	0.00684096	0.00277974	0.00409359	0.0144757	0.003073	0.00558713	0.00228601	0.00502997	0.0268085	0.0289981	0.00636213	0.0181148	0.00683055	0.00023277	0.00532215	0.0222399	0.0132264	0.00507469	0.0373039	0.000724754	0.0175034	0.000497911	0.00465555	0.0103509	0.0087525	0.00134746	0.00667989	0.00713648	0.00418212	0.0164033	0.00333329	0.00659212	0.00469145	0.00566	0.00185288	0.00639145	0.00858925	0.0047886	0.0195815	0.00627109	0.0105795	0.00222416	0.0141	0.00134264	0.00187945	0.00156906	0.00151458	0.0023229	0.00965636	0.000558092	0.00795869	0.000314736
96	0	-1485.58	-1944.893	459.3132	0.0334562	0.361592	0.217171	0.193295	0.0291463	0.0647475	0.261895	0.239276	0.0141919	0.21456	0.204131	0.0086621	0.00931483	0.012115	0.0105867	0.00550936	0.00874683	0.00401373	0.00472535	0.0201324	0.0113955	0.00618765	0.143804	0.0503932	0.0378522	0.189876	0.163194	0.038729	0.0501704	0.0538279	0.00895709	0.187291	0.075905	0.0421183	0.370907	0.229286	0.203882	0.0346557	0.0734943	0.265909	0.244001	0.0343243	0.225956	0.210318	0.00913853	0.00444205	0.0279488	0.0107105	0.000299637	0.00707071	0.00442945	0.00513791	0.0405957	0.00518978	0.00267272	0.00257052	0.00528608	0.0166829	0.00357426	0.00737074	0.0102849	0.0115659	0.0149347	0.0268607	0.0120059	0.00755561	0.01536	0.00135188	0.000400528	0.0198977	0.00139847	0.0110914	0.00489689	0.00403382	0.00795291	0.00039606	0.00457709	0.00308913	0.000129395	0.0112161	0.00741507	0.0057331	0.00142865	0.00459222	0.00606014	0.00743551	0.00978591	0.00480878	0.0120502	0.00405704	0.00147981	0.00051857	0.00325352	0.00275381	0.0149706	0.00972026	0.00401083	0.00178519	0.00991356	0.0020372	0.00351991	0.00709764	0.0155417	0.0218709	0.0092228	0.000930487	0.0034342	0.00222701	0.00899962	0.000178899	0.0524013	0.00712257	0.0365491	0.00184134	0.00184189	0.00689052	0.0111066	0.0106053	0.00963467	0.00335423	0.00234527	0.00515881	0.00203306	0.00282378	0.00878723	0.00183349	0.00534505	0.00125424	0.0144498	0.00543276	0.00172202	0.0349468	0.00101212	0.0046841	0.00512647	0.0150316	0.00135193	0.00354394	0.00156798	0.0052347	0.0267869	0.00993812	0.00298536	0.0111827	0.0161294	0.00633837	0.000419464	0.0164746	0.00875667	0.000928951	0.00890998	0.00487287	0.00884819	0.0274345
97	1	-1486.21	-1958.505	472.2945	0.0989234	0.145354	0.213986	0.427848	0.0549682	0.02058	0.16103	0.43566	0.0699297	0.226204	0.220008	0.010316	0.00867927	0.00874885	0.00527016	0.00336996	0.00381364	0.00644104	0.00879215	0.00205165	0.00586877	0.00571275	0.0480425	0.0623235	0.165044	0.216337	0.0243524	0.0999443	0.054652	0.0966733	0.175931	0.031386	0.0253142	0.109239	0.154033	0.222735	0.433119	0.0583381	0.0243936	0.167471	0.444452	0.0719814	0.232073	0.22572	0.0110184	0.00464518	0.000143643	0.00680642	0.00106019	0.00497873	0.00919002	0.0159765	0.00284841	0.00183289	0.00117388	0.00139599	0.0159876	0.00239999	0.00838528	0.00772735	0.00375622	0.0131586	0.0150191	0.00673196	0.0197798	0.00538343	0.00886366	0.0161011	0.00430059	0.00237449	0.00536906	0.00539271	0.0142772	0.00413316	0.0049385	0.00126856	0.00436841	0.00388634	0.00843943	0.00521108	0.0244695	0.00148766	0.0244757	0.000311754	0.00759551	7.17147e-05	0.000311074	0.000445951	0.000857823	0.0038758	0.0043175	0.000776096	0.0401875	0.00859968	0.0162258	0.0287148	0.00202973	0.00977358	0.00596404	0.00470137	0.00288655	0.00678788	0.0075118	0.00251353	0.00467903	0.0123712	0.00389515	0.00639899	0.00241431	0.00514783	0.0259917	0.024479	0.0072389	0.018739	0.00669985	0.000197153	0.00590706	0.02057	0.0130677	0.00598378	0.035509	0.000731716	0.0183879	0.000521178	0.00425273	0.0103509	0.0086855	0.00113058	0.00565753	0.00795899	0.00415703	0.0175425	0.00346688	0.00616553	0.00487468	0.00599335	0.00169809	0.00632219	0.00839697	0.00471396	0.0189146	0.00549893	0.00968357	0.0020759	0.0137788	0.00124188	0.00149856	0.00175801	0.00143735	0.00185219	0.0102664	0.000485018	0.00705667	0.000331173
98	0	-1486.097	-1947.032	460.9352	0.0282246	0.304998	0.267196	0.173898	0.0309666	0.0618126	0.231681	0.247885	0.0157338	0.20589	0.205611	0.00877419	0.0093163	0.0150858	0.0123836	0.00611887	0.00849046	0.00375544	0.00516477	0.0172258	0.0125726	0.00645522	0.143804	0.0503932	0.0378522	0.189876	0.163194	0.038729	0.0501704	0.0538279	0.00895709	0.187291	0.075905	0.0369988	0.314314	0.282282	0.186281	0.0370855	0.0703031	0.235437	0.25305	0.0329596	0.218463	0.212066	0.00964259	0.00444205	0.0267968	0.0120583	0.000274741	0.00733751	0.00422905	0.00555431	0.0344739	0.00506803	0.00282244	0.00277764	0.00498618	0.0173839	0.0036004	0.00680942	0.010965	0.0104297	0.01348	0.0287897	0.0121737	0.00653011	0.0161492	0.00147573	0.000456158	0.0188739	0.00135387	0.0109514	0.0061565	0.00564802	0.0078997	0.000395962	0.0041926	0.00303337	0.000129399	0.0101272	0.00682134	0.00621186	0.00146153	0.0046884	0.00595528	0.00941072	0.00986281	0.00465814	0.0137336	0.00384554	0.00207242	0.000487409	0.00302081	0.00216991	0.0148324	0.00991668	0.00360667	0.00163043	0.0102261	0.00206286	0.00306909	0.00761098	0.0143154	0.0218709	0.00875386	0.000960318	0.00293091	0.00213556	0.00872364	0.000201261	0.0511413	0.00789455	0.0305436	0.00208764	0.00192271	0.00623692	0.0101784	0.00872685	0.00898654	0.00313714	0.00224195	0.00438886	0.00224882	0.00274703	0.0100187	0.00201697	0.00498729	0.00133561	0.0148004	0.00604339	0.00171907	0.0351884	0.00102554	0.00516983	0.00475573	0.0144532	0.00138194	0.00374223	0.00153273	0.00522042	0.025118	0.0100576	0.00310673	0.0111827	0.0174087	0.00683097	0.000413821	0.014393	0.0086677	0.000789639	0.00953445	0.0044472	0.0091764	0.0289367
99	1	-1489.639	-1959.672	470.0331	0.114017	0.136913	0.213449	0.433063	0.0600067	0.023094	0.189713	0.513611	0.0701311	0.214696	0.210758	0.0113247	0.00867927	0.00928626	0.00528376	0.00323169	0.00406126	0.00720091	0.00868215	0.00191938	0.00586877	0.00614798	0.0530757	0.0688529	0.182335	0.239002	0.0269037	0.110415	0.0603777	0.106801	0.0895959	0.0346743	0.0279663	0.125342	0.145593	0.222735	0.438347	0.0632384	0.0271552	0.196914	0.522293	0.0720505	0.220564	0.216906	0.0123316	0.00464518	0.000127612	0.0067022	0.00117654	0.00471946	0.00838597	0.0133782	0.00272785	0.00183877	0.00106508	0.00144544	0.0171001	0.00242246	0.00879235	0.00916654	0.00384821	0.0151613	0.0158725	0.00650513	0.0201362	0.00679283	0.00886028	0.0194365	0.00434824	0.00268345	0.00570009	0.00437989	0.0161874	0.00353046	0.00493059	0.00136412	0.0044702	0.00344011	0.00837333	0.00509798	0.0244695	0.00135755	0.025893	0.000246571	0.00806544	6.78909e-05	0.000318469	0.000437965	0.000857823	0.00389794	0.00415982	0.000822155	0.0382153	0.00818911	0.0140203	0.0256555	0.0020686	0.00948181	0.00596404	0.00480369	0.00263488	0.00603995	0.00671714	0.00244302	0.00492762	0.0136346	0.00426817	0.00630768	0.00271429	0.00606932	0.0257391	0.0229313	0.00694472	0.0166253	0.00733672	0.000203166	0.00677873	0.0197269	0.0146367	0.00458867	0.034502	0.000731716	0.0176823	0.00050306	0.00457461	0.0102465	0.00827256	0.001369	0.00578341	0.00856264	0.00387496	0.0179314	0.00323353	0.00647677	0.00531282	0.00638426	0.00154811	0.00535398	0.00990221	0.00517626	0.028121	0.00542904	0.00952346	0.00181598	0.0150265	0.00125878	0.00149923	0.0022174	0.00125808	0.00197155	0.0106985	0.000494792	0.00583171	0.000345468
100	0	-1486.968	-1946.505	459.5371	0.0278145	0.32095	0.294731	0.166822	0.0365331	0.0603363	0.244524	0.231426	0.00984365	0.202588	0.204572	0.00978474	0.00941449	0.0129078	0.012944	0.0049547	0.00948192	0.00378504	0.00598217	0.0187318	0.0123115	0.00825779	0.142734	0.0500184	0.0375706	0.188464	0.16198	0.0458792	0.0497972	0.0534275	0.00889046	0.185898	0.0753404	0.0375992	0.330364	0.307639	0.179766	0.0414878	0.0698182	0.248309	0.237408	0.0285755	0.214899	0.21283	0.0085473	0.00520128	0.0286959	0.0120583	0.000268743	0.00692395	0.00389315	0.00584995	0.0377567	0.00435157	0.0027473	0.00270241	0.00508973	0.0192365	0.00343204	0.00637827	0.010965	0.0111112	0.0141944	0.0262056	0.0128849	0.00692025	0.0190081	0.0013537	0.000470183	0.0183475	0.00133849	0.0108731	0.00664957	0.00542281	0.00746395	0.00043899	0.00444955	0.00303337	0.000119639	0.0106462	0.00687395	0.00656045	0.00151714	0.0048798	0.00602905	0.00894418	0.0100562	0.00494545	0.0154038	0.00418641	0.00243294	0.000562923	0.00327137	0.00196116	0.0121779	0.00991668	0.00342437	0.00152572	0.0112534	0.00209848	0.00326486	0.00695684	0.01528	0.0218072	0.00806889	0.00107317	0.00276611	0.0019332	0.00836327	0.000190046	0.0479275	0.00949051	0.0338014	0.00186058	0.00188226	0.00596908	0.0103719	0.00872685	0.00973931	0.00267785	0.00256922	0.00412833	0.00236632	0.00229272	0.00950457	0.00183054	0.00475291	0.00133561	0.0154013	0.00659558	0.00183413	0.0417061	0.000973757	0.00484055	0.00453875	0.0135996	0.00135791	0.0037767	0.00124677	0.00436573	0.0227462	0.00796324	0.00311493	0.00816761	0.0174473	0.00733721	0.000470662	0.0146257	0.0101045	0.000800657	0.00922433	0.0044901	0.00854987	0.0286392
101	1	-1485.077	-1957.086	472.0092	0.0988235	0.132455	0.220767	0.434948	0.0631244	0.0217294	0.192985	0.499027	0.0621728	0.196709	0.234702	0.0096175	0.00897427	0.00821948	0.00516183	0.00408087	0.00407724	0.00720091	0.00995696	0.00188263	0.0057485	0.00629933	0.0472235	0.0612611	0.272492	0.212649	0.0239373	0.0982406	0.0537204	0.0950254	0.0797169	0.030851	0.0248827	0.108441	0.141429	0.228987	0.44011	0.0672052	0.0258066	0.200186	0.508984	0.0640554	0.202457	0.241001	0.0134611	0.00472725	0.00013621	0.00546588	0.00117654	0.00471946	0.00829757	0.0119705	0.00272785	0.00168777	0.00104196	0.00142375	0.0149812	0.00234303	0.00924377	0.0098954	0.00392916	0.013793	0.014516	0.00641354	0.018829	0.00723717	0.00773007	0.0226987	0.00433313	0.00217482	0.00596128	0.00398233	0.0174833	0.00290168	0.00414593	0.00139232	0.00476691	0.0033796	0.00837333	0.00549136	0.0244695	0.00118045	0.0280371	0.000237021	0.00772744	9.01342e-05	0.00038239	0.000395641	0.000762765	0.00359936	0.00397146	0.000762274	0.0357249	0.00718385	0.012544	0.0228483	0.00275623	0.00849485	0.00525362	0.00498596	0.00322398	0.00652711	0.00665638	0.0021336	0.00502951	0.0135387	0.0038262	0.00588278	0.00239367	0.00583822	0.0270606	0.0221327	0.00741897	0.0166253	0.00704112	0.000154617	0.00651261	0.0208116	0.0139774	0.00477715	0.0367414	0.000751902	0.0189176	0.000558809	0.00457461	0.0104042	0.00960374	0.00134949	0.00554129	0.00716056	0.00407265	0.0155366	0.00329553	0.00542616	0.00531282	0.00654344	0.001481	0.00535398	0.00850786	0.00535791	0.0268245	0.00516159	0.00866441	0.0017606	0.0164026	0.00121989	0.001679	0.00240527	0.00109076	0.00186452	0.0110067	0.000463342	0.00551458	0.000392241
102	0	-1489.601	-1949.049	459.4487	0.028968	0.320404	0.373273	0.186164	0.035683	0.0513968	0.241536	0.262116	0.00880758	0.195178	0.182387	0.0102907	0.0100545	0.0131562	0.0114364	0.00459172	0.00948192	0.00378708	0.00569239	0.0200666	0.014494	0.00825779	0.142734	0.0500184	0.0375706	0.188464	0.16198	0.0458792	0.0497972	0.0534275	0.00889046	0.185898	0.0753404	0.0392587	0.330459	0.38643	0.197601	0.0402747	0.0608787	0.245323	0.267808	0.0288742	0.209672	0.190645	0.00835175	0.00463322	0.0270975	0.0126956	0.000228397	0.00803117	0.00361917	0.00588057	0.0419019	0.00485554	0.00308367	0.00266934	0.00411392	0.0230623	0.00342638	0.00657431	0.0109526	0.0121269	0.014176	0.0258581	0.0110263	0.00729121	0.0144408	0.0013566	0.000372494	0.0167352	0.00139812	0.00999043	0.00664957	0.00622736	0.00823608	0.000469026	0.00455935	0.00303337	9.97679e-05	0.00982556	0.00662876	0.00774517	0.00153821	0.00533206	0.00543388	0.0083181	0.00851851	0.00442727	0.0184845	0.00427551	0.00276432	0.000521568	0.00307483	0.00220904	0.0116197	0.00965497	0.00299107	0.00185321	0.0118165	0.00212802	0.00351889	0.00676409	0.0140421	0.0258339	0.00701997	0.000997841	0.00275845	0.00185253	0.00748682	0.000183744	0.040328	0.0107439	0.0379064	0.00171275	0.00202833	0.00596908	0.00955029	0.00861794	0.0123109	0.00299746	0.00243689	0.00387287	0.00239245	0.00218527	0.0107752	0.00172969	0.00474157	0.00137044	0.0138475	0.00621014	0.00194486	0.0424007	0.000973757	0.00509493	0.00449866	0.0141223	0.00130027	0.00326666	0.00108278	0.00508975	0.0220982	0.00799047	0.00317191	0.00748701	0.0190165	0.00667052	0.000446388	0.0146258	0.0104453	0.000824201	0.00756086	0.00424737	0.00903642	0.0263437
103	1	-1484.709	-1955.825	471.1158	0.0887432	0.14941	0.220039	0.439987	0.0561613	0.0202396	0.190424	0.542043	0.0617558	0.198131	0.308922	0.0100974	0.00897427	0.00894794	0.00493763	0.0038315	0.00328215	0.00708156	0.0102967	0.00161219	0.00517655	0.00660166	0.0472235	0.0612611	0.272492	0.212649	0.0239373	0.0982406	0.0537204	0.0950254	0.0797169	0.030851	0.0248827	0.0988407	0.158384	0.228987	0.444924	0.0599928	0.0235217	0.197506	0.55234	0.063368	0.203307	0.315524	0.0130749	0.00466734	0.00013582	0.00524046	0.00166668	0.00506201	0.0100948	0.0105937	0.00272785	0.00149997	0.00103837	0.00156116	0.0140467	0.00243591	0.00910592	0.00901304	0.00482354	0.0128231	0.0154968	0.00604529	0.0171807	0.00717784	0.00738882	0.0257668	0.00394909	0.00236981	0.00606305	0.00432211	0.0183077	0.0031007	0.00438738	0.00167635	0.00556413	0.00397647	0.00768619	0.00507154	0.0258152	0.00111404	0.0261249	0.000231111	0.00783108	9.94685e-05	0.000347039	0.000378346	0.000715253	0.00286214	0.00381994	0.000762274	0.0341278	0.00728126	0.0118692	0.0277833	0.00285605	0.00911149	0.00405831	0.00490988	0.00337151	0.00756948	0.00667427	0.00220194	0.0046557	0.0144314	0.00376972	0.00535461	0.00235968	0.00567045	0.0270606	0.0198135	0.00697179	0.0157444	0.00850501	0.000159184	0.00660218	0.0188493	0.0129769	0.0047761	0.0399918	0.000851818	0.0261016	0.000572771	0.00469399	0.010035	0.00985259	0.00148584	0.00554129	0.00809399	0.00376531	0.0151008	0.00408727	0.00596118	0.00438646	0.0069634	0.00137287	0.00530194	0.00959422	0.00588486	0.0241246	0.00452366	0.00871743	0.00171865	0.0185291	0.00123956	0.0015309	0.00260104	0.00109076	0.00172988	0.00858104	0.000438818	0.00551458	0.000392241
104	0	-1488.83	-1949.344	460.5142	0.0306713	0.333953	0.374477	0.239375	0.0325304	0.0457992	0.247514	0.263922	0.00811297	0.196672	0.196472	0.010072	0.00957672	0.0119526	0.00833778	0.00402424	0.00936449	0.00321746	0.00728773	0.0212217	0.0130007	0.00820243	0.142734	0.0500184	0.0375706	0.188464	0.16198	0.0458792	0.0497972	0.0534275	0.00889046	0.185898	0.0753404	0.0407433	0.34353	0.38643	0.247712	0.0365546	0.0551637	0.250732	0.27121	0.0293347	0.209672	0.204674	0.00835175	0.00379261	0.0278373	0.0137983	0.00020807	0.0079162	0.00395442	0.00672212	0.0419019	0.00485554	0.00306764	0.0024837	0.00413988	0.0206155	0.00361525	0.00760285	0.0109526	0.0147766	0.0143207	0.0246767	0.0114498	0.00857421	0.0138494	0.00141882	0.000422022	0.0166884	0.00162612	0.0105347	0.00713025	0.00608338	0.00730384	0.000487611	0.00463319	0.00344478	9.68818e-05	0.0095588	0.00718126	0.00689882	0.00153821	0.00568476	0.00483317	0.0083181	0.00803305	0.00442727	0.0182161	0.00403647	0.00244582	0.000437459	0.00336798	0.00210228	0.011518	0.00915012	0.00357936	0.00174881	0.0114656	0.00208542	0.00297037	0.00670127	0.0150751	0.0292108	0.00735493	0.000791389	0.00296319	0.0020321	0.00913156	0.000213346	0.0348676	0.0105632	0.0350125	0.00192692	0.00207616	0.00656924	0.00956431	0.00868936	0.0135229	0.00350911	0.00225984	0.00344553	0.00216396	0.00242143	0.010849	0.001765	0.00466801	0.00142856	0.0146298	0.00621014	0.0022008	0.0411131	0.000848207	0.00533935	0.00441032	0.0143359	0.00129653	0.00303646	0.00100638	0.00469664	0.0239561	0.00693798	0.00294059	0.00738192	0.0163979	0.00654841	0.000413579	0.0118348	0.0112088	0.000971728	0.00782009	0.00338833	0.0079629	0.0265587
105	1	-1481.873	-1953.287	471.4141	0.0815486	0.14236	0.256868	0.477732	0.0503474	0.015898	0.194514	0.542761	0.0506668	0.231342	0.308748	0.007856	0.00869086	0.00894794	0.0051092	0.0047435	0.00343799	0.00706157	0.009579	0.00181601	0.00539243	0.00677644	0.0472235	0.0612611	0.272492	0.212649	0.0239373	0.0982406	0.0537204	0.0950254	0.0797169	0.030851	0.0248827	0.0894046	0.15105	0.265816	0.482841	0.0550909	0.019336	0.201575	0.55234	0.0524828	0.236735	0.315524	0.0141868	0.004379	0.000134922	0.0058447	0.001768	0.00573394	0.0107153	0.0105264	0.00240458	0.00129443	0.001034	0.00162059	0.0138435	0.00268871	0.00915088	0.0101699	0.00501315	0.0141134	0.015739	0.00587389	0.0168179	0.00719604	0.00778977	0.0212901	0.0036495	0.00268114	0.0064885	0.00432211	0.0171453	0.00255282	0.00466193	0.0017041	0.00585332	0.00373248	0.00901322	0.00584594	0.0228631	0.00122523	0.0272542	0.000313884	0.00820228	9.69555e-05	0.000414676	0.00036073	0.000635088	0.00320031	0.00381994	0.000785415	0.0307645	0.00731882	0.0125184	0.0255254	0.00276318	0.00890028	0.00400449	0.00404407	0.00346317	0.00765323	0.00689639	0.00234284	0.0051397	0.012819	0.00401029	0.00522875	0.00287633	0.00574211	0.025083	0.0192376	0.00621069	0.0184451	0.00831354	0.000177094	0.00705459	0.0186362	0.0114009	0.00489135	0.0437661	0.000859613	0.027055	0.000587431	0.00515128	0.00921865	0.00917708	0.00147135	0.00659804	0.00837437	0.00349741	0.0162065	0.00408727	0.00598255	0.00444701	0.00685618	0.00169395	0.00480127	0.00915631	0.00603004	0.0225203	0.00420199	0.00801603	0.00196153	0.0211794	0.0013651	0.00148041	0.00236137	0.00123736	0.00159014	0.00758577	0.000459517	0.00662651	0.000374169
106	0	-1487.985	-1948.801	460.8163	0.0355195	0.378508	0.385227	0.251277	0.0248118	0.0425774	0.246728	0.256008	0.00948174	0.21571	0.225709	0.0101867	0.01032	0.0119808	0.00887136	0.00390192	0.00802327	0.00349757	0.006982	0.0174511	0.0155707	0.00765174	0.142734	0.0500184	0.0375706	0.188464	0.16198	0.0458792	0.0497972	0.0534275	0.00889046	0.185898	0.0753404	0.0457062	0.388828	0.397208	0.260148	0.0287137	0.0506007	0.250226	0.26299	0.0269328	0.23128	0.23336	0.00913045	0.00451492	0.0216587	0.0116185	0.000197258	0.00652457	0.00436664	0.00662135	0.0381554	0.00495092	0.00323718	0.00228351	0.0035314	0.0219615	0.00339733	0.00798761	0.0120182	0.0145123	0.0149096	0.0254608	0.0107282	0.00807356	0.014185	0.00145233	0.000394543	0.0124945	0.00172348	0.0105347	0.00774859	0.00674143	0.00827644	0.000468363	0.00471728	0.00362024	0.000102946	0.00927763	0.00784564	0.00716032	0.00153821	0.00689772	0.0055677	0.00707182	0.00836185	0.00455569	0.0187965	0.00353854	0.00243646	0.000420006	0.00327478	0.00197735	0.0127781	0.00860187	0.00409189	0.00184443	0.0112636	0.00249435	0.00287379	0.00631322	0.0160938	0.0308019	0.00799875	0.000868892	0.00298713	0.00214641	0.0094858	0.000219523	0.0353772	0.00881415	0.0343562	0.00226588	0.00212374	0.00634011	0.0114742	0.00865329	0.0129024	0.00345333	0.00248616	0.00373025	0.00204557	0.00252359	0.010849	0.001765	0.00546389	0.00133238	0.0158606	0.005268	0.00222169	0.042605	0.000789692	0.00533935	0.00342744	0.0132941	0.0013836	0.0031213	0.0011198	0.00516597	0.0288197	0.00684196	0.00280939	0.00700283	0.0160895	0.00527142	0.000430343	0.012712	0.011961	0.000977906	0.00789511	0.00307475	0.00719409	0.0242371
107	1	-1482.805	-1952.296	469.4917	0.0939735	0.123732	0.247517	0.513216	0.0564988	0.0166792	0.199116	0.553584	0.0478831	0.223478	0.302016	0.00818351	0.0081265	0.009336	0.00488569	0.00459559	0.00376161	0.00630687	0.00775645	0.00181601	0.00531766	0.0062442	0.0472235	0.0612611	0.272492	0.212649	0.0239373	0.0982406	0.0537204	0.0950254	0.0797169	0.030851	0.0248827	0.102157	0.131858	0.256853	0.518101	0.0610943	0.0204408	0.205422	0.561341	0.0496991	0.228796	0.30826	0.0137584	0.00470307	0.000143603	0.00513859	0.00177539	0.00587471	0.0122823	0.0112585	0.00232081	0.00105405	0.000914422	0.00162059	0.0144354	0.00268871	0.00915088	0.0114047	0.00481543	0.0137853	0.0167711	0.00611776	0.0164084	0.00725005	0.00758721	0.0231481	0.00355064	0.00329329	0.0064885	0.00423899	0.0171453	0.00282484	0.00505167	0.00185366	0.00544512	0.00404738	0.00902568	0.00564327	0.0257933	0.00120317	0.0257623	0.000305354	0.00817467	9.53792e-05	0.00037368	0.000388019	0.000618633	0.00322707	0.00375301	0.000826123	0.0295698	0.00704167	0.0110441	0.027524	0.0028176	0.00866041	0.00386209	0.00428327	0.00410045	0.00733498	0.00607596	0.0022788	0.00526263	0.0137189	0.00368997	0.0041358	0.00288723	0.00591476	0.024497	0.0189638	0.00636762	0.0211406	0.00839866	0.000161165	0.00735052	0.0206605	0.0108291	0.00524238	0.0510657	0.000721601	0.0259024	0.000676198	0.00563505	0.00814218	0.00893863	0.00123633	0.00641033	0.00897019	0.00349741	0.0173703	0.00434915	0.00564859	0.00413661	0.0070383	0.0016006	0.00571566	0.00999257	0.00586517	0.0246391	0.00455405	0.0085747	0.00184333	0.0173274	0.00143006	0.00157928	0.00236497	0.00108353	0.00140876	0.00661744	0.000520267	0.00741505	0.000356224
