Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
47	1	-1522.085	-1997.058	474.9728	0.0859046	0.141614	0.112316	0.162317	0.104452	0.0199128	0.162451	0.211128	0.0788064	0.245121	0.148562	0.00661608	0.00867826	0.00909547	0.00453245	0.00470872	0.00503796	0.00748732	0.00602607	0.00307445	0.00652167	0.00597227	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0925207	0.150292	0.121412	0.166849	0.10916	0.0249508	0.169939	0.217154	0.0818809	0.251643	0.154535	0.00508692	0.00421333	0.000160546	0.00578699	0.0005535	0.00491731	0.0138591	0.0179315	0.00858949	0.00106311	0.00117674	0.0011117	0.017534	0.00368038	0.00979108	0.00692773	0.0026331	0.00820131	0.0149986	0.0257055	0.0120621	0.00384633	0.00384735	0.0121088	0.00874989	0.00223579	0.00311951	0.0061444	0.0208731	0.00526358	0.00663697	0.00164143	0.00213417	0.00454648	0.0128534	0.00464936	0.0263846	0.0030399	0.0262217	0.000260901	0.00423802	5.7775e-05	0.000152909	0.000144144	0.000803439	0.00129156	0.0060863	0.00104781	0.0110173	0.0107879	0.0182652	0.0265516	0.0071348	0.00304115	0.00656475	0.00657831	0.00219809	0.00241794	0.00541396	0.00353415	0.00566143	0.00537419	0.00156815	0.00401083	0.00520231	0.00724253	0.0262428	0.0389827	0.00671183	0.0134206	0.00837669	0.000282252	0.00515874	0.0181627	0.0151835	0.00648718	0.0294993	0.000835558	0.0249117	0.00113571	0.00366971	0.00757043	0.0082835	0.00411323	0.00813278	0.00305479	0.010591	0.0263732	0.00271092	0.00603015	0.0063354	0.00466923	0.00176531	0.00756487	0.00879948	0.00282352	0.00810731	0.00642381	0.0143737	0.00165935	0.0121976	0.00114967	0.00306477	0.00174528	0.00166255	0.0018541	0.00824273	0.000967153	0.00478637	0.000225748
48	0	-1514.682	-1977.813	463.1306	0.0870154	0.179834	0.168573	0.0688255	0.0410014	0.0508537	0.156835	0.232958	0.044109	0.225741	0.198317	0.0140782	0.00802307	0.0104555	0.00638165	0.00516428	0.00578258	0.00780916	0.00594976	0.00798551	0.00965826	0.00811174	0.137601	0.0482197	0.0362196	0.338616	0.0326197	0.0370586	0.0480065	0.0515062	0.00857076	0.179213	0.0823686	0.101094	0.187857	0.179028	0.0752071	0.0461657	0.0566363	0.164644	0.238908	0.0520945	0.235399	0.206429	0.00699908	0.00407209	0.0288797	0.00633418	0.000424356	0.00505919	0.00368412	0.0173059	0.0209726	0.00490877	0.00198923	0.00389789	0.00546721	0.0177515	0.00818088	0.0106129	0.00505481	0.0156043	0.0232016	0.0192546	0.00811907	0.00757845	0.0172703	0.00225127	0.000558023	0.0137365	0.0037459	0.00501004	0.00495413	0.00239763	0.0200503	0.000185962	0.00420336	0.00161887	0.000223709	0.0108719	0.00769118	0.0130998	0.00104145	0.00541452	0.00205977	0.0039222	0.0132475	0.00424696	0.0218778	0.00334067	0.00118914	0.000462889	0.0029196	0.00283948	0.0141487	0.00866277	0.00787174	0.00146777	0.00648469	0.00335558	0.00487205	0.00480339	0.00749669	0.029414	0.0086765	0.000880154	0.00322186	0.00121739	0.0187687	0.000131176	0.00758161	0.0062748	0.0315663	0.00267174	0.001248	0.00435862	0.0145014	0.00580521	0.0113541	0.00185443	0.00266823	0.00373034	0.00234238	0.00503554	0.00992954	0.00145451	0.00367788	0.00226245	0.00719897	0.00751987	0.000875078	0.0401562	0.00074058	0.00514619	0.004357	0.00820789	0.00126796	0.00554833	0.00135058	0.00399417	0.0244914	0.0133797	0.00486587	0.0115464	0.0197112	0.00721556	0.000491885	0.0199444	0.013571	0.000992257	0.00706409	0.00377366	0.0116829	0.0482979
49	1	-1521.37	-1992.648	471.2781	0.0838084	0.142748	0.118254	0.167909	0.0861792	0.0232917	0.14797	0.2291	0.0816572	0.244937	0.143775	0.00603609	0.00754439	0.0126351	0.00496982	0.00426292	0.00492325	0.010505	0.00565468	0.002893	0.00652167	0.00618138	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0898445	0.150292	0.130889	0.172879	0.0904421	0.028215	0.158475	0.234754	0.0845502	0.251459	0.149957	0.00522974	0.00402436	0.000155971	0.00667623	0.000593097	0.00513217	0.016496	0.0189559	0.00858949	0.00118518	0.00114155	0.000995047	0.0207058	0.00352291	0.00899522	0.00692773	0.00317709	0.00920278	0.0120326	0.0274085	0.0124769	0.00386685	0.00397414	0.0121746	0.00831752	0.00246375	0.00301201	0.00577997	0.0240664	0.00568756	0.00614527	0.00154748	0.00236885	0.00482752	0.0137403	0.00495563	0.0260943	0.00264817	0.0319549	0.000225834	0.00492209	5.8532e-05	0.000145395	0.000147253	0.00082463	0.00131942	0.00570889	0.00104781	0.0113723	0.0101831	0.0214173	0.0265516	0.00730686	0.00293136	0.00494708	0.00685424	0.00230722	0.00240749	0.00541396	0.0040837	0.00633964	0.00555243	0.00156017	0.00439905	0.00483228	0.00695707	0.0260806	0.0389827	0.00673845	0.0134206	0.00706072	0.00028355	0.00632575	0.0173706	0.0154997	0.00609923	0.0326815	0.000770145	0.0243952	0.00107969	0.003352	0.00702445	0.00851346	0.00439579	0.00806714	0.00285938	0.0112725	0.0284576	0.00273847	0.00669584	0.00572343	0.00491438	0.00182652	0.00751395	0.00863347	0.00253157	0.00900599	0.00566138	0.0169466	0.00148416	0.0111004	0.00100868	0.00292528	0.00172838	0.00189	0.0017272	0.00824273	0.00101899	0.00495515	0.000219317
50	0	-1514.917	-1981.612	466.6946	0.0743118	0.213278	0.15294	0.0670191	0.0402076	0.0535139	0.151184	0.212443	0.0431512	0.236096	0.215827	0.0125857	0.00796258	0.00960722	0.00614661	0.00575245	0.00579483	0.00624575	0.00671779	0.00683986	0.00962321	0.00860369	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0868975	0.221241	0.162547	0.0731657	0.04596	0.0593087	0.15743	0.21916	0.0499911	0.245719	0.224431	0.00881361	0.00407209	0.0299516	0.00619033	0.000511	0.00459241	0.00362688	0.0168148	0.021215	0.00434466	0.00198923	0.00425448	0.00594241	0.0184909	0.00744719	0.0102222	0.00499377	0.0148075	0.0256179	0.0178351	0.00848391	0.00803437	0.0145757	0.00256885	0.000504016	0.0127791	0.00346181	0.00450799	0.00415675	0.00237723	0.0173487	0.000178414	0.00398805	0.00163093	0.000174856	0.0109454	0.00875627	0.0122022	0.00114137	0.00541452	0.00222556	0.00504832	0.012158	0.00470451	0.0182079	0.00341162	0.00118914	0.000487366	0.00264822	0.00257876	0.0155261	0.00806695	0.0079982	0.00161009	0.00597259	0.00387821	0.00466638	0.00478797	0.00901867	0.0270178	0.0107152	0.000912882	0.00352622	0.00113735	0.0187687	0.000129351	0.00876576	0.00732528	0.0301833	0.00231437	0.00138128	0.00424827	0.015606	0.00514727	0.00904052	0.00175337	0.00266823	0.00398597	0.00225669	0.00476497	0.00822413	0.0013863	0.00360579	0.00257819	0.0062668	0.00751987	0.000904923	0.0370247	0.000818708	0.00538514	0.00433147	0.00924579	0.0012889	0.00508963	0.00113877	0.00418962	0.0210981	0.0124139	0.00444897	0.0107207	0.01606	0.00745742	0.000400851	0.020956	0.0143162	0.00105948	0.00700304	0.00379046	0.0114661	0.0447416
51	1	-1516.237	-1986.274	470.0377	0.0910082	0.139162	0.103075	0.192693	0.0850303	0.0238495	0.184139	0.245001	0.0819004	0.220953	0.137423	0.00538967	0.00698836	0.0144386	0.00496982	0.00444181	0.0045316	0.0111961	0.00552217	0.00274654	0.00667102	0.00689744	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0963979	0.146151	0.117513	0.197663	0.0894721	0.0283811	0.195335	0.250523	0.0846469	0.227624	0.14432	0.00539428	0.00354836	0.000128171	0.00687604	0.000550095	0.00456411	0.0171494	0.0198767	0.00863929	0.0013268	0.0011207	0.00109283	0.0204172	0.00366193	0.00899522	0.00672028	0.00338753	0.00876363	0.0132893	0.0281972	0.0124769	0.00386043	0.00419206	0.0132343	0.00871782	0.00245007	0.00285247	0.00539942	0.0229401	0.0048438	0.00584965	0.00154748	0.00236885	0.00476389	0.0144294	0.00472097	0.0305631	0.00286989	0.0332987	0.000228912	0.00485126	5.47781e-05	0.000145395	0.000164213	0.000866332	0.00150655	0.00413672	0.0011166	0.0120856	0.00941901	0.0212163	0.0314543	0.00773753	0.00320098	0.00505425	0.00737947	0.00209258	0.0022783	0.00523871	0.00381164	0.00661667	0.00495939	0.00170372	0.00479311	0.00445946	0.0055894	0.0228149	0.0391395	0.00719864	0.0129438	0.00638008	0.000209361	0.00643974	0.0202633	0.0167141	0.00638422	0.0320502	0.000802276	0.0234649	0.001249	0.00361094	0.00722343	0.0104497	0.0048143	0.00765264	0.00281366	0.00933375	0.0246141	0.00297707	0.00607196	0.0052979	0.00497262	0.00175895	0.00771047	0.00968146	0.00268721	0.011638	0.00552614	0.0147386	0.00148416	0.0120991	0.00109544	0.00276857	0.0014299	0.00189	0.00171791	0.00836826	0.000920379	0.00505397	0.000183637
52	0	-1513.595	-1977.326	463.7308	0.0746458	0.275253	0.168662	0.0696384	0.0445295	0.0505994	0.154024	0.236946	0.0438582	0.226075	0.231069	0.011986	0.00844922	0.00896856	0.00585474	0.0060109	0.00664942	0.00624575	0.00683378	0.00613289	0.00981643	0.00783822	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0866318	0.283702	0.177631	0.0754931	0.0505404	0.0572488	0.16027	0.24378	0.0499911	0.235891	0.238907	0.00953547	0.00410065	0.0332231	0.00619033	0.000544541	0.00517578	0.00355911	0.0163325	0.0205605	0.00446022	0.0023576	0.00476413	0.00630186	0.0202829	0.00773327	0.0108086	0.00540089	0.0166165	0.026339	0.0184987	0.0100958	0.00778067	0.0152835	0.00270811	0.000504016	0.0149549	0.00335251	0.00527248	0.00431359	0.00298399	0.0149517	0.000193349	0.00408514	0.00159997	0.000165642	0.0111124	0.00818429	0.0114275	0.00108962	0.00549334	0.00232521	0.00553936	0.0111975	0.00436622	0.018271	0.00308231	0.00118914	0.000468149	0.00357076	0.00226405	0.0184272	0.00759693	0.00763083	0.00165179	0.00679424	0.00348344	0.00509377	0.00508958	0.0094059	0.0280646	0.0121239	0.00100453	0.0030525	0.00152024	0.0209227	0.000140774	0.0100227	0.0077179	0.0310759	0.00291603	0.00135033	0.00459643	0.0149243	0.00576859	0.00849566	0.00172797	0.00265988	0.00388508	0.002583	0.00503979	0.00893512	0.00147346	0.00354072	0.00268589	0.00543657	0.00781402	0.000952501	0.0343616	0.000804437	0.00448064	0.00408926	0.00926183	0.0011322	0.00396898	0.000907091	0.00418962	0.0239376	0.0125656	0.00491699	0.00873222	0.0160328	0.00873963	0.00036634	0.0200864	0.0154874	0.00118888	0.00702104	0.00385424	0.0121772	0.0397347
53	1	-1513.248	-1983.724	470.4758	0.096417	0.176126	0.108021	0.192954	0.078584	0.0244341	0.178534	0.247382	0.0819341	0.215643	0.149698	0.00525527	0.00599696	0.0151518	0.00470854	0.00391534	0.00552744	0.0107548	0.00552217	0.00270996	0.00667102	0.00529149	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.101672	0.182123	0.123173	0.197663	0.0824993	0.0299616	0.189288	0.252904	0.084644	0.222314	0.154989	0.00539428	0.00354836	0.000128171	0.00689944	0.000601643	0.00443897	0.0171987	0.0189177	0.00978139	0.00151328	0.00127835	0.00114636	0.0195524	0.00312079	0.00907086	0.00776208	0.00338753	0.00831997	0.0129965	0.027545	0.0136103	0.00401269	0.00446924	0.0162284	0.00716516	0.00259147	0.00285247	0.00651214	0.0229401	0.00544468	0.00611512	0.00134528	0.00237299	0.00466119	0.0148704	0.00464442	0.0286156	0.00265602	0.0311364	0.000219487	0.0045239	6.63429e-05	0.000136298	0.000215674	0.000964489	0.00134134	0.00448717	0.00105971	0.0124737	0.00910552	0.0251703	0.0289638	0.00790474	0.00380067	0.00470755	0.00767127	0.00214288	0.0022783	0.00558322	0.00367845	0.00600971	0.00491541	0.00178706	0.00496492	0.0043679	0.00638275	0.0208543	0.0398394	0.00648272	0.0140016	0.0070892	0.000212733	0.00573898	0.0171107	0.0154159	0.00641187	0.0300601	0.000802276	0.0250969	0.00142404	0.00313937	0.00838814	0.00972247	0.00520105	0.00830301	0.00281366	0.0098856	0.0257013	0.00271912	0.00605934	0.00518255	0.00467104	0.00192539	0.00744708	0.00720781	0.00261305	0.012157	0.00609672	0.0144229	0.0016963	0.0127996	0.00109546	0.0027985	0.00135618	0.00192549	0.00165916	0.00804056	0.000963943	0.00496173	0.000174938
54	0	-1509.707	-1970.805	461.0979	0.0625058	0.292073	0.145963	0.0764852	0.0492578	0.0539894	0.187372	0.240364	0.0462126	0.211672	0.239877	0.0130942	0.00902924	0.00978404	0.00645776	0.00573441	0.00693384	0.00485998	0.00740838	0.00811099	0.00840436	0.00664839	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0756	0.301102	0.155747	0.082943	0.0549923	0.0609232	0.192232	0.247773	0.0543236	0.220077	0.246525	0.00914826	0.00406555	0.0348408	0.00638921	0.000539015	0.00498566	0.00327762	0.0154829	0.0205605	0.00420684	0.00255679	0.00434727	0.00664895	0.0184278	0.00807051	0.0106545	0.00565087	0.0167636	0.027824	0.0215438	0.0114538	0.00652081	0.016834	0.00254193	0.000551491	0.0157386	0.00296442	0.00500985	0.00444544	0.00327265	0.0138846	0.0001854	0.00386856	0.00168369	0.000164124	0.0121675	0.0115921	0.0118048	0.00114553	0.00528995	0.00247958	0.00487161	0.0119149	0.00365034	0.0190612	0.00281253	0.00129233	0.000499121	0.00440645	0.00209614	0.0195504	0.00792229	0.0063506	0.00182197	0.00694461	0.00328227	0.00509377	0.00496804	0.0103768	0.0285578	0.0118076	0.000998272	0.00314756	0.00140326	0.0195173	0.000141672	0.011465	0.0077179	0.0338301	0.00303205	0.0014364	0.00380637	0.0150453	0.00535973	0.00859516	0.00172797	0.00261984	0.00314153	0.00248901	0.00416216	0.00943485	0.00148639	0.00379868	0.00271601	0.00489692	0.00737558	0.000981099	0.037315	0.000836732	0.00484248	0.00408926	0.00906131	0.00110566	0.00348271	0.000874307	0.00465884	0.0249586	0.0128038	0.00499043	0.0111029	0.0188669	0.00763197	0.000401675	0.0200106	0.0128502	0.00113894	0.00632567	0.00402273	0.0105944	0.0417573
55	1	-1508.742	-1978.316	469.574	0.0829573	0.161902	0.127649	0.206394	0.0660732	0.0273856	0.204175	0.266758	0.0835136	0.216256	0.166427	0.00604206	0.00534334	0.0152213	0.004667	0.00447578	0.00563946	0.0123098	0.00590069	0.00231462	0.00605737	0.00445437	0.116445	0.0700368	0.18547	0.0388652	0.0273663	0.0879609	0.0353989	0.240846	0.133893	0.0352704	0.0284471	0.0889994	0.167245	0.14287	0.211061	0.070549	0.033025	0.216485	0.272659	0.0858282	0.222314	0.170881	0.00556058	0.0037448	0.000138317	0.00631747	0.000596302	0.00458142	0.0186956	0.0211066	0.008362	0.00153043	0.00118953	0.00122799	0.0202636	0.00295399	0.00901596	0.00906642	0.00389218	0.00835055	0.0136033	0.0275938	0.0127654	0.00428593	0.00414899	0.015346	0.00590688	0.0028656	0.00343274	0.00608471	0.0229401	0.00582365	0.00569943	0.00130308	0.00237466	0.004607	0.0152046	0.00406029	0.0283281	0.00256517	0.0322968	0.00023537	0.00442475	6.05592e-05	0.000154297	0.000243046	0.00105605	0.00139657	0.00548142	0.000973809	0.0102942	0.00837012	0.0288936	0.029511	0.00650576	0.0037977	0.00489293	0.00691119	0.00253974	0.0022783	0.00652636	0.00347462	0.00622956	0.00540457	0.00185763	0.00589546	0.0043347	0.00689338	0.0176825	0.0398394	0.00649976	0.0115736	0.00750244	0.000198827	0.0059637	0.0209314	0.0146221	0.00687123	0.0330211	0.000695347	0.02806	0.00141724	0.002866	0.00841919	0.00957292	0.00478777	0.00653137	0.00291539	0.0101985	0.0254871	0.00222682	0.00572113	0.00509546	0.00465413	0.00211892	0.00700534	0.00619334	0.00231528	0.0122189	0.00648428	0.0143541	0.00161704	0.0127996	0.00117284	0.00294067	0.00135618	0.00214287	0.00151635	0.00608728	0.000812853	0.00547969	0.000192343
56	0	-1506.737	-1969.536	462.7995	0.0625058	0.229137	0.147464	0.0748305	0.0418334	0.0499987	0.200176	0.24023	0.0510391	0.196646	0.219819	0.0130942	0.00746523	0.00995959	0.00720365	0.00614114	0.00653817	0.00409913	0.00754254	0.00836912	0.00900523	0.00595958	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0756	0.236602	0.157424	0.0820341	0.0479746	0.0565368	0.204275	0.247773	0.0594083	0.205651	0.225779	0.00788483	0.00437112	0.0327624	0.0055967	0.00058817	0.00504651	0.00325415	0.0147152	0.0233955	0.00481947	0.00261308	0.00393127	0.00771564	0.0169152	0.00892052	0.0107431	0.00612481	0.0173741	0.0265449	0.0218834	0.0112112	0.00700336	0.0169791	0.00337857	0.000599562	0.0190051	0.00250013	0.00554988	0.00428633	0.00318044	0.0138846	0.000189985	0.00452692	0.00145852	0.000164124	0.010532	0.0115921	0.0122016	0.000942259	0.00494786	0.00238202	0.00456031	0.0113881	0.00373102	0.0205066	0.00307967	0.00137408	0.000555438	0.0045872	0.0021783	0.0210569	0.00737142	0.00816112	0.00168628	0.005768	0.0034601	0.00477153	0.00494896	0.0099805	0.0257548	0.0125137	0.000899914	0.00267622	0.0016057	0.0166759	0.000127351	0.0119923	0.00694805	0.0318197	0.00256384	0.00127517	0.00430629	0.0141383	0.0055704	0.00912234	0.00206876	0.00252206	0.0032499	0.00236625	0.00379197	0.0102379	0.00153902	0.00383162	0.00266345	0.00538061	0.00852832	0.000926715	0.0346031	0.000819203	0.00446977	0.00385946	0.00895174	0.00106625	0.00383685	0.000904383	0.00531555	0.0287312	0.0123579	0.00486289	0.00961069	0.0181601	0.00745615	0.000401675	0.0200971	0.0127729	0.00108135	0.00576005	0.00398634	0.00970343	0.0384508
57	1	-1508.996	-1975.468	466.472	0.0747169	0.177796	0.14252	0.202251	0.0524239	0.0270343	0.193646	0.266372	0.0887352	0.22676	0.141854	0.00623569	0.00571397	0.0156093	0.00480071	0.00424812	0.00474003	0.0123098	0.00628669	0.0024275	0.00719579	0.00419526	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0809526	0.18351	0.158129	0.207052	0.056672	0.0317744	0.205956	0.272659	0.0911627	0.233956	0.146049	0.00595397	0.00362619	0.000117635	0.00617739	0.000639428	0.00555528	0.015137	0.0228845	0.00761758	0.00145199	0.00116102	0.00103785	0.0189543	0.00287152	0.00901153	0.00968392	0.00407291	0.00863797	0.013848	0.0275549	0.0135738	0.00499679	0.00445867	0.0166135	0.00543696	0.00288792	0.00352005	0.00603983	0.0189482	0.00666924	0.00497477	0.00115402	0.00267949	0.00433906	0.0151933	0.00404563	0.0312582	0.00240693	0.036778	0.000259805	0.00400669	6.84192e-05	0.000133011	0.000284944	0.00105605	0.00128207	0.00591108	0.000842545	0.00976363	0.00894547	0.028156	0.0330509	0.0061123	0.0046492	0.00468469	0.00669614	0.00278907	0.00230734	0.00718412	0.00347462	0.00632195	0.00560396	0.00164514	0.00604592	0.00442298	0.00670447	0.0227484	0.0421069	0.00719568	0.0129679	0.0072192	0.000187196	0.0054944	0.0205463	0.0148553	0.0066262	0.0393314	0.000792459	0.0236077	0.00128345	0.00263754	0.00929489	0.00937126	0.0046821	0.00653137	0.00381075	0.00935151	0.0259421	0.00197604	0.0051703	0.00500276	0.00466532	0.00211892	0.00710628	0.00657289	0.0024067	0.0134332	0.00703578	0.015154	0.00135937	0.0140258	0.000968785	0.00298461	0.00139546	0.00240916	0.00154797	0.00608728	0.00076987	0.00733138	0.000214529
58	0	-1506.655	-1969.646	462.9904	0.0664181	0.213201	0.163779	0.0749129	0.0467016	0.0442256	0.186114	0.265685	0.0478014	0.186347	0.255866	0.0122298	0.00772785	0.00910044	0.00924124	0.00545353	0.00653817	0.004371	0.00697259	0.00876512	0.00786785	0.00559506	0.124914	0.0437739	0.0328801	0.307396	0.121812	0.0336418	0.0435803	0.0467574	0.00778054	0.16269	0.0747743	0.0786479	0.220929	0.172879	0.0841542	0.0521552	0.0507638	0.190485	0.272658	0.0565666	0.194215	0.261461	0.00689053	0.00517096	0.0327909	0.00578177	0.000488324	0.00481864	0.00325415	0.0145656	0.0235462	0.00478024	0.00288069	0.00351151	0.00771564	0.0161772	0.0084807	0.0106565	0.00700578	0.0224344	0.0283294	0.0215495	0.00985364	0.00885529	0.0159224	0.00325174	0.000515057	0.0174902	0.00232783	0.00597242	0.00419973	0.00346533	0.013437	0.000232054	0.00450187	0.00145634	0.000152079	0.0138968	0.010745	0.0123022	0.00096193	0.00537833	0.00316374	0.00435836	0.0121384	0.00364303	0.0175476	0.00307967	0.00122704	0.000555438	0.00420644	0.00199699	0.0245405	0.00745143	0.00819537	0.00186402	0.00636401	0.00319902	0.00382559	0.00527364	0.00886061	0.0230194	0.0103743	0.000881301	0.00288538	0.00182633	0.0172345	0.000110042	0.0148401	0.00668951	0.0305846	0.00295419	0.00140371	0.00445581	0.014207	0.00596155	0.00877869	0.00158611	0.00255286	0.00384703	0.00230573	0.00419326	0.00984331	0.00142461	0.00349545	0.00266345	0.00504209	0.00810724	0.000937362	0.0350693	0.000707608	0.00455427	0.00443379	0.0107861	0.00110869	0.00422708	0.000974058	0.00532984	0.0249143	0.0116894	0.00486289	0.00955787	0.0183387	0.00745615	0.000515988	0.0184141	0.0109645	0.000922758	0.00555472	0.00370786	0.0103995	0.0380868
59	1	-1506.355	-1973.327	466.9712	0.0675255	0.153065	0.172883	0.207108	0.0519834	0.026754	0.214973	0.289584	0.102072	0.250265	0.15579	0.0068063	0.00530891	0.0167139	0.00480071	0.00468859	0.00510875	0.0123098	0.00630062	0.00240155	0.00716989	0.00441033	0.108425	0.0652132	0.172696	0.10506	0.0254816	0.081903	0.032961	0.224259	0.124672	0.0328413	0.026488	0.0743318	0.158374	0.189597	0.211908	0.056672	0.0318627	0.227283	0.295885	0.104473	0.257435	0.160201	0.00588921	0.00375792	0.000102704	0.0068629	0.000639428	0.00579406	0.0116967	0.0204395	0.0061247	0.00153359	0.00109108	0.00118713	0.018743	0.00245033	0.0105419	0.00888682	0.00408612	0.00879396	0.0128174	0.0261831	0.0134255	0.00500983	0.00416419	0.0173103	0.00555085	0.0027043	0.00302279	0.00560829	0.0179822	0.00594634	0.00433455	0.00115809	0.00293289	0.00354871	0.017536	0.00415596	0.0307687	0.00222199	0.0390709	0.000258144	0.00369894	6.91005e-05	0.000145402	0.000295401	0.00119445	0.00138906	0.00584812	0.000975043	0.0101261	0.00804331	0.0255942	0.0320695	0.00594424	0.0039201	0.00477799	0.00677236	0.0025615	0.00267357	0.00777185	0.003619	0.00707152	0.005135	0.00181751	0.00561532	0.00479004	0.00703467	0.0237392	0.0421069	0.0084409	0.0122516	0.0075363	0.000169419	0.005122	0.0205463	0.0135556	0.00832118	0.0386	0.000671897	0.0225063	0.00136718	0.00287566	0.00883083	0.00937126	0.00411619	0.00653137	0.00380388	0.00921265	0.0268909	0.00195783	0.00538915	0.00540032	0.00507776	0.0022823	0.00568379	0.00677961	0.00267956	0.0145985	0.00766093	0.0159745	0.00187538	0.0117869	0.000968785	0.00304197	0.00169809	0.00244272	0.0016908	0.00580933	0.000872361	0.00743035	0.000244428
