family,species,subspecies,Sexual_dimorphism,Sexual_Dimorph_type,Location,Direction,Natal_coat,Natal_Coat_Type,NC_description,Sexual_dichromatism,Sexual_dichromatism_type,Where,Darker,SDC_description,Size_Dimorphism,Simple_Natal_Coat_Type,Natal_Coat_Conspicuous,Natal_Coat_Inconspicuous,Natal_Coat_Present,Maturation_Color_Change,Maturation_Males_Only,Maturation_Females_Only,Maturation_Both,Maturation_None,Sexual_Dichromatism_Complete,Sexual_Dichromatism_Partial,Sexual_Dichromatism_Present,integrated_trait
cercopithecidae,Pygathrix_nigripes,NA,1,"whiskers/goatee longer in males grueter 2015, lippold",Head,M,1,incon,"infants are gray with a black face and two pale stripes beneath the eyes napier, lippold",1,Partial,Body,F,two circular white spots above the white rump patch lippold,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Rhinopithecus_avunculus,NA,1,"Male body fur slightly fuller, Longer corkscrew hair on male tail, male has a more fully developed ruff around face grueter",Multiple,M,1,incon,"brown whitish gray and gradually darken rowe 75, boonratana, the head, ventral and medial aspects are white, the dorsal aspects are black, the collar region is a faint yellow chaplin",1,Partial,Multiple,F,"orange throat patch, creamy white hair on tail, and dark coloration around the mouth is more prominent in males boonratana",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Rhinopithecus_bieti,NA,1,"males have longer hair on back and thighs grueter 2015, cape is longer in males chaplin","Cape,Body",M,1,incon,"“a dark flat cap and a white or pale gray coat with a yellow or red tint on their bodies” WL2019, adult coat develops from head to tail chaplin",1,Partial,Multiple,F,males are more contrastingly colored grueter 2015,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Rhinopithecus_brelichi,NA,1,M: slightly longer capes chaplin,Cape,M,1,incon,infants are gray rowe 80,1,Partial,Multiple,F,"M: white patch between shoulders rowe 80, red hair on back of head, gingery-red underside of limbs grueter 2015",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Rhinopithecus_roxellana,NA,1,"males have granulomatous flanges on the side of the mouth (probably the lip warts) rowe 80, longer hair on shoulders in males chaplin",Cape,M,1,con to both,"con to both, cheeks, outer arms change first treves 56, dorsum dark gray ventrum whitish gray rapaport, have a phase where they are pure gold in color before becoming darker as adults chaplin",0,NA,NA,NA,NA,1,conspicuous,1,0,1,Both,0,0,1,0,NA,NA,0,2
callitrichidae,Saguinus_bicolor,NA,0,NA,NA,NA,0,no,"s.b.bicolor no treves 17,20, face and crown anterior to ears covered in short white hairs",1,Partial,Tail,F,black on tail may go further in females,0,none,0,0,0,None,0,0,0,1,0,1,1,0
callitrichidae,Leontocebus_fuscicollis,NA,0,NA,NA,NA,0,no,"no treves 20, maybe more distinct yellowish forehead, red-brown mantle on other parts of body hill",0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_geoffroyi,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_imperator,subgriscens,1,"mustaches, rowe 226, miller",Head,M,1,incon,"s.i.subgriscens no treves 7, other subspecies incon to both treves 20, more brownish on the crown, color of underparts lighter, shorter mustache",1,Partial,Body,NA,more grey on the dorsal side,0,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
callitrichidae,Saguinus_inustus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_labiatus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_leucopus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,"hill mentions two opposing views on dichromatism, females may have frosted silvery-white tipped hair on dorsal surface",0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_midas,NA,0,NA,NA,NA,1,incon,"infants have pale fur on their face (transverse frontal band and patch on each cheek) that turns black with age, more conspicuous buff fleckings on the back rowe 198, maybe incon to both treves 20,26",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
callitrichidae,Saguinus_mystax,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,females have white hair around the genitals hill,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontocebus_nigricollis,NA,0,NA,NA,NA,0,no,"no treves 20, may have slightly longer white hairs at corner of the mouth hill",0,NA,NA,NA,rowe 509,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Saguinus_oedipus,NA,0,NA,NA,NA,0,no,"no treves 20, hill thinks that the headdress might not be developed in infants, young have short white hairs on “crest” emmons",0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontocebus_tripartitus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cebidae,Saimiri_boliviensis,NA,0,NA,NA,NA,0,NA,NA,1,Partial,Head,F,"M: gray, F: black arches are differentiated, subspecies vary",1,none,0,0,0,None,0,0,0,1,0,1,1,0
cebidae,Saimiri_oerstedii,NA,0,NA,NA,NA,0,NA,no treves 10,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cebidae,Saimiri_sciureus,NA,0,NA,NA,NA,0,NA,"no treves 10,27",0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cebidae,Saimiri_ustus,NA,0,NA,NA,NA,0,NA,NA,1,Partial,Head,F,"females have a blackish temporal band, males have a buffy to agouti preauricular patch hersh",1,none,0,0,0,None,0,0,0,1,0,1,1,0
cebidae,Saimiri_vanzolinii,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cercopithecidae,Semnopithecus_entellus,NA,1,"s.e.achates: male facial hair longer, s.e.schistaceus: male facial hair longer, s.e.ajax: ruff around head is fuller in males grueter, dont know what their specific source is",Head,M,1,con to both,"s.e.hypoleucus incon to both treves 40, other subspecies con to both crown, head, beard first treves 33,40,57, blackish brown coloration of young infants oates et al, brown coat color jay",0,NA,NA,NA,NA,1,conspicuous,1,0,1,Both,0,0,1,0,NA,NA,0,2
tarsiidae,Tarsius_bancanus,NA,0,NA,NA,NA,1,incon,"incon to both treves 73, more uniformly colored, no rufous markings, golden wash on face and rump hill vol.2",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
tarsiidae,Tarsius_dentatus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
tarsiidae,Tarsius_pumilus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
tarsiidae,Tarsius_tarsier,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
tarsiidae,Tarsius_syrichta,NA,0,NA,NA,NA,1,incon,"maybe incon to both treves 73,74, infants are more uniformly colored than adults, butt is paler hill vol.2",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Theropithecus_gelada,NA,1,"long capes, Male has long cape of shoulder hair, long hair on top and sides of head grueter 2015",Cape,M,1,incon,"incon to both head changes first treves 7,12,49, dark smoky brown with basal third of the dorsal hairs greyish hill",1,Partial,Cape,M,"males have darker capes rowe 601, females in one subspecies more fulvous, maybe different but might be individual variation hill",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Trachypithecus_johnii,NA,0,NA,NA,NA,1,con to both,"incon or con to both treves 40,50,61, poirier 1986 b struhsaker, “The hair is reddish-brown until 10 weeks old, then it turns dark black. The pink skin darkens, and the hair tuft develops at 14 weeks. By 10 days old, female infants have a white hair patch on their thighs.” poirier",1,Partial,Pubis,M,females have a white pubic patch poirier,1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_vetulus,NA,0,NA,NA,NA,1,incon,"infants are gray with a brownish tinge rowe 718, incon to both treves 13,40,63, like badius struhsaker, rudran",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Trachypithecus_auratus,NA,0,NA,NA,NA,1,con to both,"infants are orange rowe 130, brandon-jones",1,Partial,Pubis,M,"F: pale pubic patch, whitish yellow brandon-jones",1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_cristatus,NA,0,NA,NA,NA,1,con to both,"infants are born orange rowe 654, con to both, s.c.ultimas head, tail changed first treves 21,54, struhsaker (bernstein 1968), orange all over grey starts from hands, feet, head and tail medway",1,Partial,Pubis,M,"females have pale pubic patch fooden, roonwal",1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_delacouri,NA,0,NA,NA,NA,1,incon,infants are brownish and have more white on their head rowe 595,1,Partial,Pubis,M,females have a white pubic patch brandon-jones,0,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Trachypithecus_francoisi,NA,0,NA,NA,NA,1,con to both,"orange (t.f.francoisi), look at specific subspecies, con to both, head limbs first to change treves 29,52,58-60, francoisi and poliocephalus hendershott, leucophalus burton",1,Partial,Pubis,M,"F: pale pubic patch, whitish yellow brandon-jones",1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_geei,NA,0,NA,NA,NA,1,con to both,"orange, brown or gray rowe 46, con to both treves 40",1,Partial,Tail,M,"tail is different MUKHERJEE and SAHA (1978), females are paler",1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_obscurus,NA,0,"“ontogenetic hair change” (molecular), probably just the natal coat change",NA,NA,1,con to both,"orange yellow change to adult within 9 months rowe 385, con to both (may also be phayrei) tail dorsal changes first, treves 15,40,50, uniform pale orange brown medway, orange yellow with white hair on face, head then hands change first orange to grey horwich",1,Partial,Pubis,F,"pale pubic patch, maybe",1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_phayrei,NA,1,ocular region is differently shaped M: more circular F: more diamond shaped bhattacharya,Head,Both,1,con to both,"neonates are “straw colored” roonwal, yellow-orange stanford",1,Partial,Pubis,M,females have pale pubic patch fooden,1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Trachypithecus_pileatus,NA,0,NA,NA,NA,1,con to both,"infants are creamy orange white with a pink face, by 5-14 months have adult color pattern, but still lighter than adults stanford rowe 772, con to both treves 40,62, infants are cream colored islam",1,Partial,Body,M,females less blue tint on hindquarters and thighs,1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
lemuridae,Varecia_variegata,NA,0,NA,NA,NA,0,NA,no treves 67,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
