Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
7981	1	-65.56523	-75.93914	10.37391	0.0134825	0.013564	0.01352316	0.004467316	0.0100127	0.110663	0.03328719	1.78107	0.121887	0.363018	0.300458	0.214638	0.0007639989	0.01982851
7982	0	-71.00718	-78.00681	6.999634	0.012862	0.0156436	0.01418478	0.1451361	0.00468856	0.10079	0.02173842	2.274248	0.150833	0.355228	0.302489	0.19145	0.01709931	0.03150334
7983	1	-67.25398	-78.01476	10.76078	0.0267083	0.0299682	0.02829135	0.08537116	0.0100127	0.110663	0.03328719	1.78107	0.121887	0.363018	0.300458	0.214638	0.0007639989	0.001146635
7984	0	-69.38476	-80.23353	10.84877	0.00757559	0.00921393	0.008354696	0.1451361	0.0064352	0.118453	0.02760915	2.15921	0.131597	0.309927	0.263914	0.294561	0.01709931	0.004208008
7985	1	-64.67892	-76.58154	11.90262	0.0183128	0.020548	0.01939824	0.08537116	0.0100127	0.110663	0.03328719	1.78107	0.168188	0.500919	0.218915	0.111978	0.0007639989	0.001521271
7986	0	-66.58818	-76.91908	10.3309	0.0148915	0.0152216	0.01505565	0.01625243	0.0064352	0.118453	0.02760915	2.15921	0.131597	0.309927	0.263914	0.294561	0.007342961	0.01276373
7987	1	-65.26344	-76.54043	11.27699	0.0157721	0.0238581	0.01939824	0.306811	0.00966148	0.123911	0.03459998	1.891366	0.168188	0.500919	0.218915	0.111978	0.0007639989	0.0006626564
7988	0	-68.81978	-79.20559	10.38581	0.021018	0.0221719	0.02158724	0.03962155	0.00870798	0.0818548	0.02669814	1.661039	0.131597	0.309927	0.263914	0.294561	0.007342961	0.01276373
7989	1	-66.19077	-76.83473	10.64396	0.0157721	0.0238581	0.01939824	0.306811	0.00966148	0.123911	0.03459998	1.891366	0.168188	0.500919	0.218915	0.111978	0.002400309	0.00374895
7990	0	-72.0096	-82.2682	10.2586	0.0150673	0.0309285	0.02158724	0.5331095	0.00317876	0.0637882	0.01423964	2.223219	0.147365	0.347063	0.175716	0.329856	0.007342961	0.01276373
7991	1	-66.56969	-75.91058	9.340884	0.009344	0.0188478	0.01327077	0.5201411	0.00907046	0.116331	0.03248341	1.891366	0.00932409	0.596587	0.260725	0.133364	0.002400309	0.01900496
7992	0	-67.95689	-79.01452	11.05764	0.0179197	0.0259466	0.02156283	0.2743824	0.00832518	0.079324	0.02569799	1.671082	0.222844	0.0126355	0.265716	0.498804	0.002777943	0.01023211
7993	1	-65.17089	-75.90439	10.7335	0.00793732	0.0160103	0.01127294	0.5201411	0.0144065	0.125609	0.04253918	1.605283	0.00831497	0.53202	0.232507	0.227158	0.002400309	0.004191075
7994	0	-68.30025	-77.20655	8.906301	0.0157623	0.0214084	0.01836972	0.226956	0.0224304	0.100841	0.04755944	1.114269	0.222844	0.0126355	0.265716	0.498804	0.007833365	0.01023211
7995	1	-64.1728	-76.19036	12.01756	0.0120416	0.0146549	0.01328415	0.1455953	0.0120833	0.105353	0.03567936	1.605283	0.0104029	0.293032	0.29089	0.405676	0.002426297	0.004191075
7996	0	-69.6884	-76.40159	6.713187	0.0157623	0.0214084	0.01836972	0.226956	0.0264378	0.145481	0.06201775	1.264106	0.395429	0.0989417	0.471503	0.034126	0.007833365	0.01023211
7997	1	-64.67207	-76.48217	11.8101	0.00801896	0.0220064	0.01328415	0.7483621	0.00378034	0.112708	0.0206416	2.51671	0.005277	0.64138	0.147558	0.205785	0.0005864367	0.00338551
7998	0	-68.80078	-76.55182	7.751041	0.00870583	0.0335307	0.01708545	0.9996216	0.00714172	0.199547	0.03775057	2.468603	0.386245	0.11987	0.460552	0.0333334	0.0005312481	0.01023211
7999	1	-66.28402	-76.44632	10.1623	0.00801896	0.0220064	0.01328415	0.7483621	0.00262658	0.162217	0.0206416	3.056572	0.00503584	0.612069	0.186515	0.196381	0.006023034	0.00338551
8000	0	-66.19494	-76.00646	9.811519	0.013353	0.0218611	0.01708545	0.3654372	0.0116154	0.122691	0.03775057	1.747502	0.254848	0.0790911	0.644068	0.0219937	0.003745175	0.008859111
8001	1	-66.46006	-77.8741	11.41405	0.00897049	0.0196721	0.01328415	0.5821171	0.00562808	0.0757054	0.0206416	1.926702	0.0044599	0.0311029	0.4397	0.524737	0.006023034	0.01050832
8002	0	-66.01305	-77.01791	11.00486	0.013799	0.0211546	0.01708545	0.3167302	0.00819218	0.10061	0.02870915	1.859237	0.254848	0.0790911	0.644068	0.0219937	0.004974603	0.00696793
8003	1	-66.63768	-75.93507	9.297386	0.0112526	0.0156824	0.01328415	0.2460658	0.0103822	0.139654	0.03807773	1.926702	0.00157417	0.13871	0.674504	0.185211	0.006636512	0.01251765
8004	0	-68.72427	-81.80798	13.08371	0.0151909	0.0192162	0.01708545	0.1742483	0.0155842	0.0528879	0.02870915	0.9058097	0.709516	0.197109	0.0385637	0.054812	0.003384247	0.00696793
8005	1	-65.65491	-76.55987	10.90496	0.00841184	0.0209786	0.01328415	0.6774476	0.00361332	0.118628	0.02070363	2.588152	0.00157417	0.13871	0.674504	0.185211	0.009663055	0.000992754
8006	0	-64.46471	-75.43022	10.96551	0.0162864	0.0179237	0.01708545	0.07100928	0.00605049	0.136223	0.02870915	2.308525	0.00968934	0.201707	0.325689	0.462914	0.002682743	0.00696793
8007	1	-63.82301	-75.71613	11.89312	0.00721132	0.0179846	0.01138826	0.6774476	0.00361332	0.118628	0.02070363	2.588152	0.000978242	0.161549	0.503279	0.334195	0.004353657	0.0008260787
8008	0	-66.07357	-75.67962	9.606051	0.0158308	0.0184395	0.01708545	0.1130734	0.00615281	0.138527	0.02919466	2.308525	0.0231357	0.481625	0.357107	0.138132	0.002682743	0.0160902
8009	1	-63.92484	-75.74761	11.82277	0.00661516	0.0196053	0.01138826	0.8053779	0.00383068	0.111897	0.02070363	2.501546	0.0212762	0.0495277	0.590741	0.338455	0.004353657	0.0008260787
8010	0	-65.63989	-76.89736	11.25748	0.020501	0.0243764	0.02235488	0.1283484	0.00715777	0.119077	0.02919466	2.084224	0.0231357	0.481625	0.357107	0.138132	0.002682743	0.001155347
8011	1	-66.93863	-76.02278	9.084144	0.00661516	0.0196053	0.01138826	0.8053779	0.00383068	0.111897	0.02070363	2.501546	0.0486694	0.113295	0.0638163	0.774219	0.008005448	0.01760526
8012	0	-64.66912	-75.06722	10.3981	0.0210724	0.0237155	0.02235488	0.08759612	0.00909388	0.151287	0.03709156	2.084224	0.00848713	0.139708	0.386186	0.465619	0.0005311075	0.002338899
8013	1	-67.21963	-76.97895	9.759318	0.00879271	0.01475	0.01138826	0.3834901	0.00356825	0.104231	0.0192853	2.501546	0.0549468	0.127908	0.0720473	0.745098	0.009744942	0.01760526
8014	0	-65.25409	-75.1468	9.89272	0.0213265	0.0240015	0.02262454	0.08759612	0.00960707	0.143205	0.03709156	2.002832	0.0164536	0.112677	0.748682	0.122188	0.0005311075	0.006873214
8015	1	-67.9378	-77.50557	9.567772	0.0148806	0.0162754	0.01556239	0.06642149	0.00380541	0.111159	0.02056708	2.501546	0.171941	0.400253	0.237585	0.190222	0.009744942	0.01760526
8016	0	-65.9428	-75.17848	9.235682	0.0239558	0.0256348	0.02478108	0.05021515	0.0112125	0.167136	0.04328986	2.002832	0.0144458	0.0989277	0.657323	0.229304	0.0005311075	0.00389483
8017	1	-65.63492	-75.87296	10.23804	0.0151176	0.0160202	0.01556239	0.04298813	0.00334533	0.126446	0.02056708	2.692593	0.189229	0.339951	0.261473	0.209348	0.002615766	0.01760526
8018	0	-63.18559	-75.28008	12.09449	0.0149511	0.0181087	0.01645435	0.1420389	0.00743642	0.112781	0.02896013	2.015643	0.0144458	0.0989277	0.657323	0.229304	0.0005311075	0.00389483
8019	1	-65.45699	-75.91293	10.45594	0.0141229	0.014434	0.01427763	0.01615073	0.00334533	0.126446	0.02056708	2.692593	0.166979	0.299979	0.230729	0.302313	0.002615766	0.01760526
8020	0	-66.06034	-77.35101	11.29066	0.0107953	0.0250799	0.01645435	0.6248831	0.00620145	0.0940517	0.02415071	2.015643	0.0261918	0.280245	0.277811	0.415752	0.001015444	0.008084361
8021	1	-64.3079	-76.06347	11.75557	0.0141495	0.0144069	0.01427763	0.01336337	0.00334533	0.126446	0.02056708	2.692593	0.223847	0.402143	0.309308	0.0647018	0.001063721	0.009497058
8022	0	-69.18371	-77.02826	7.844555	0.00911743	0.0211818	0.0138969	0.6248831	0.00932707	0.147954	0.03714806	2.048943	0.0261918	0.280245	0.277811	0.415752	0.01586164	0.008084361
8023	1	-68.4513	-78.56558	10.11428	0.0101464	0.0104628	0.0103034	0.02275758	0.00617556	0.172984	0.03268448	2.470462	0.169626	0.430237	0.330916	0.0692219	0.007866918	0.009497058
8024	0	-69.40595	-79.55967	10.15373	0.00858966	0.0224833	0.0138969	0.7132899	0.0097596	0.0704164	0.02621519	1.464941	0.040444	0.45803	0.428981	0.0725447	0.01586164	0.008084361
8025	1	-67.56249	-77.2531	9.690604	0.0129759	0.0147409	0.01383027	0.09453968	0.00593414	0.166222	0.03140674	2.470462	0.158796	0.380484	0.395918	0.0648024	0.007866918	0.009497058
8026	0	-67.44011	-77.02916	9.589051	0.00820444	0.0235389	0.0138969	0.7813167	0.0240619	0.0913326	0.04687893	0.9888067	0.0224832	0.332617	0.604572	0.0403283	0.004593719	0.008084361
8027	1	-67.54891	-77.75401	10.2051	0.0109369	0.0174891	0.01383027	0.3479971	0.00593414	0.166222	0.03140674	2.470462	0.229349	0.549533	0.127524	0.0935942	0.007866918	0.002439706
8028	0	-65.03847	-77.18957	12.15111	0.00472017	0.011685	0.007426662	0.6719623	0.0111934	0.0997627	0.03341688	1.621571	0.0226993	0.335814	0.610383	0.0311031	0.004593719	0.00225537
8029	1	-66.33007	-77.47046	11.14039	0.0109369	0.0174891	0.01383027	0.3479971	0.00518728	0.145302	0.02745397	2.470462	0.243453	0.583326	0.0738718	0.0993496	0.00572768	0.001554221
8030	0	-65.04999	-76.20317	11.15317	0.00650829	0.0161116	0.01024007	0.6719623	0.0111934	0.0997627	0.03341688	1.621571	0.0226993	0.335814	0.610383	0.0311031	0.002696631	0.008783968
8031	1	-68.29231	-76.35024	8.057933	0.0109369	0.0174891	0.01383027	0.3479971	0.00496498	0.139075	0.02627742	2.470462	0.184566	0.442231	0.297884	0.0753189	0.008536345	0.02291816
8032	0	-69.36496	-76.95934	7.594377	0.00650829	0.0161116	0.01024007	0.6719623	0.0183667	0.163695	0.05483199	1.621571	0.0485528	0.718292	0.166628	0.0665281	0.007831221	0.008783968
8033	1	-66.15373	-79.95788	13.80416	0.0109369	0.0174891	0.01383027	0.3479971	0.00708007	0.0569515	0.02008035	1.545551	0.155364	0.0731079	0.681106	0.090422	0.005687902	0.0008418617
8034	0	-71.05054	-75.21421	4.163669	0.00457676	0.0229112	0.01024007	1.193964	0.0211068	0.142445	0.05483199	1.415411	0.0485528	0.718292	0.166628	0.0665281	0.00913666	0.02906133
8035	1	-64.98702	-75.70938	10.72236	0.0056199	0.014097	0.008900777	0.6817372	0.0159431	0.128245	0.04521739	1.545551	0.0393855	0.0715736	0.666811	0.22223	0.004232854	0.0008418617
8036	0	-71.15829	-80.47423	9.31594	0.00512711	0.0204519	0.01024007	1.025615	0.0168519	0.0477865	0.02837771	0.7726424	0.0425404	0.629343	0.145994	0.182123	0.007454965	0.02906133
8037	1	-65.36435	-75.11534	9.750999	0.00253815	0.0176191	0.0066873	1.436306	0.0159431	0.128245	0.04521739	1.545551	0.0395481	0.0456801	0.691625	0.223147	0.004042494	0.0009089743
8038	0	-69.21072	-81.36661	12.15589	0.0124463	0.0137294	0.01307211	0.0727366	0.0158716	0.050738	0.02837771	0.8614989	0.168157	0.546775	0.12684	0.158229	0.007454965	0.01601588
8039	1	-65.77702	-75.56795	9.79093	0.00253815	0.0176191	0.0066873	1.436306	0.0161973	0.126232	0.04521739	1.522095	0.0257448	0.378763	0.450229	0.145263	0.004042494	0.0009089743
8040	0	-66.53114	-75.77978	9.248641	0.00866465	0.0197215	0.01307211	0.6096896	0.0293192	0.108696	0.05645248	0.9713355	0.0859254	0.279393	0.625727	0.00895461	0.001624396	0.007246113
8041	1	-66.45673	-75.83631	9.379579	0.0125378	0.0153197	0.01385913	0.1485536	0.0161973	0.126232	0.04521739	1.522095	0.0331099	0.201039	0.579031	0.18682	0.0046482	0.01255528
8042	0	-66.442	-78.38018	11.93817	0.00866465	0.0197215	0.01307211	0.6096896	0.0145429	0.0723271	0.03243219	1.189116	0.374782	0.231152	0.387612	0.00645317	0.002814017	0.007246113
8043	1	-66.87864	-76.87682	9.998179	0.0113966	0.0168537	0.01385913	0.2900388	0.0246939	0.0873477	0.04644301	0.9365164	0.0318473	0.193373	0.595084	0.179696	0.00444782	0.01255528
8044	0	-65.9799	-76.04043	10.06053	0.0128348	0.0226868	0.01706401	0.4222631	0.00408563	0.146919	0.0245001	2.65564	0.374782	0.231152	0.387612	0.00645317	0.002814017	0.00894904
8045	1	-68.09383	-77.56885	9.475017	0.00477054	0.0136103	0.008057828	0.7771564	0.0246939	0.0873477	0.04644301	0.9365164	0.685019	0.0623925	0.192006	0.0605827	0.007965456	0.01255528
8046	0	-67.18358	-77.02592	9.842337	0.0158154	0.0279554	0.02102679	0.4222631	0.00408563	0.146919	0.0245001	2.65564	0.460034	0.36279	0.169255	0.00792106	0.0004790005	0.00894904
8047	1	-70.32209	-76.23975	5.917665	0.00353522	0.0190667	0.008210042	1.249217	0.0246939	0.0873477	0.04644301	0.9365164	0.321487	0.0609457	0.548981	0.0685864	0.006940199	0.0339719
8048	0	-67.28385	-76.92337	9.639522	0.0179524	0.0298026	0.02313067	0.3757433	0.00408563	0.146919	0.0245001	2.65564	0.0289744	0.652408	0.304374	0.0142445	0.0004790005	0.00894904
8049	1	-68.47795	-76.05842	7.580471	0.00447486	0.0241345	0.01039223	1.249217	0.0277954	0.0983183	0.05227612	0.9365164	0.268876	0.575841	0.0979212	0.0573623	0.0003949868	0.02009677
8050	0	-65.09136	-76.36343	11.27208	0.00714938	0.0118686	0.009211578	0.3757433	0.00424664	0.152709	0.02546565	2.65564	0.317485	0.21356	0.447989	0.0209656	0.001253169	0.00894904
8051	1	-68.53741	-76.27372	7.736302	0.00408137	0.0220123	0.009478401	1.249217	0.0188702	0.144821	0.05227612	1.510708	0.279529	0.537532	0.115361	0.0675786	0.006993611	0.005956934
8052	0	-64.71281	-76.63046	11.91765	0.00434891	0.0132464	0.007589953	0.8256613	0.00681582	0.0951461	0.02546565	1.954194	0.277118	0.22316	0.468126	0.0315951	0.001253169	0.00894904
8053	1	-72.08614	-75.13143	3.045293	0.00447946	0.020056	0.009478401	1.11123	0.00788842	0.128238	0.03180564	2.067115	0.328862	0.500725	0.107462	0.0629513	0.006993611	0.05610965
8054	0	-64.98649	-77.18707	12.20058	0.0066463	0.020244	0.01159948	0.8256613	0.00705496	0.091921	0.02546565	1.903067	0.375911	0.302717	0.211238	0.110134	0.0004263187	0.004304955
8055	1	-69.34392	-75.56659	6.222667	0.00447946	0.020056	0.009478401	1.11123	0.0262332	0.156351	0.06404354	1.323278	0.313207	0.277803	0.295219	0.113771	0.006993611	0.009614629
8056	0	-64.9747	-76.91454	11.93984	0.0066463	0.020244	0.01159948	0.8256613	0.00705496	0.091921	0.02546565	1.903067	0.166834	0.308852	0.505601	0.0187132	0.002371518	0.004304955
8057	1	-67.96622	-76.27223	8.306008	0.00408782	0.0183025	0.008649708	1.11123	0.0395891	0.103604	0.06404354	0.7131443	0.313643	0.276798	0.29563	0.11393	0.005552998	0.004090536
8058	0	-65.44846	-77.66572	12.21727	0.0067622	0.019897	0.01159948	0.8000291	0.00657176	0.0856252	0.02372147	1.903067	0.228432	0.434108	0.321565	0.0158948	0.002371518	0.004304955
8059	1	-68.90587	-78.691	9.785136	0.00333412	0.0149279	0.007054888	1.11123	0.0282102	0.0578064	0.04038233	0.5318206	0.070123	0.0400488	0.864356	0.025472	0.005552998	0.02061471
8060	0	-65.77569	-77.89629	12.1206	0.0067622	0.019897	0.01159948	0.8000291	0.0105068	0.0767929	0.02840508	1.474514	0.222537	0.231674	0.530305	0.0154846	0.003851924	0.004304955
8061	1	-70.4473	-76.56476	6.117463	0.00685372	0.0306864	0.01450227	1.11123	0.0461973	0.0946643	0.06613045	0.5318206	0.333599	0.190526	0.354697	0.121179	0.01598875	0.004345425
8062	0	-65.39701	-76.93809	11.54107	0.00431215	0.017842	0.008771386	1.052735	0.0119649	0.0874502	0.03234711	1.474514	0.222537	0.231674	0.530305	0.0154846	0.003851924	0.004304955
8063	1	-65.57058	-77.33935	11.76877	0.0113166	0.0185848	0.01450227	0.3677399	0.0215554	0.079922	0.04150608	0.9714177	0.118968	0.128874	0.451089	0.301069	0.002312188	0.004345425
8064	0	-66.65211	-79.13989	12.48778	0.00408932	0.0188142	0.008771386	1.131397	0.018359	0.0569929	0.03234711	0.8397503	0.126406	0.131596	0.59899	0.143008	0.003851924	0.004304955
8065	1	-66.11061	-75.01565	8.905034	0.0103822	0.0170502	0.01330483	0.3677399	0.00982279	0.142465	0.03740858	1.982528	0.129289	0.0532995	0.490223	0.327188	0.002006425	0.01846895
8066	0	-67.95945	-78.92739	10.96794	0.00195433	0.0159668	0.005586082	1.557077	0.018359	0.0569929	0.03234711	0.8397503	0.0420655	0.293137	0.617207	0.0475905	0.003851924	0.01342241
8067	1	-65.46583	-75.63323	10.1674	0.0115329	0.0145776	0.0129662	0.1736745	0.008086	0.117275	0.0307943	1.982528	0.213425	0.0879845	0.158482	0.540108	0.002006425	0.01846895
8068	0	-66.6018	-76.03635	9.434549	0.00198987	0.0157765	0.005602961	1.53483	0.0133609	0.09719	0.03603533	1.470991	0.169201	0.121306	0.255413	0.45408	0.003851924	0.01342241
8069	1	-63.91518	-77.72291	13.80773	0.0104942	0.0160205	0.0129662	0.3136011	0.00511937	0.0742488	0.01949633	1.982528	0.149136	0.0951757	0.171436	0.584253	0.002006425	0.0008317884
8070	0	-66.70027	-79.5922	12.89192	0.00888167	0.0116758	0.01018335	0.2027669	0.00842436	0.0612806	0.02272113	1.470991	0.264376	0.18954	0.399082	0.147002	0.003710452	0.01342241
8071	1	-64.25626	-76.10081	11.84456	0.0104942	0.0160205	0.0129662	0.3136011	0.0089651	0.130025	0.03414221	1.982528	0.38134	0.243364	0.223421	0.151874	0.002006425	0.0008317884
8072	0	-66.30214	-80.24753	13.94539	0.00877647	0.0118158	0.01018335	0.2204332	0.00941846	0.0548125	0.02272113	1.305614	0.183036	0.131225	0.276298	0.409441	0.003710452	0.007439242
8073	1	-65.38561	-76.15835	10.77274	0.01412	0.0230374	0.01803575	0.362888	0.0089651	0.130025	0.03414221	1.982528	0.309741	0.235406	0.216116	0.238737	0.002006425	0.003132367
8074	0	-68.70286	-75.78292	7.08006	0.00737934	0.0135666	0.01000562	0.4513977	0.0385171	0.146189	0.07503862	0.9887487	0.142128	0.15632	0.101363	0.600189	0.003879131	0.007439242
8075	1	-63.86245	-75.89891	12.03646	0.00843845	0.0141533	0.0109285	0.3833642	0.00538731	0.118088	0.02522253	2.28868	0.0552113	0.322212	0.295808	0.32677	0.002006425	0.005583216
8076	0	-66.00039	-78.24173	12.24134	0.00673676	0.0148606	0.01000562	0.5864699	0.00534885	0.0845667	0.02126816	2.04648	0.170084	0.246762	0.121301	0.461853	0.009012017	0.002422965
8077	1	-65.85982	-79.04474	13.18493	0.00494884	0.0083004	0.006409164	0.3833642	0.00404863	0.0887443	0.01895501	2.28868	0.0552113	0.322212	0.295808	0.32677	0.004225366	0.005583216
8078	0	-65.83045	-77.70197	11.87152	0.0101476	0.0211814	0.01466084	0.5455144	0.00534885	0.0845667	0.02126816	2.04648	0.153637	0.3196	0.109572	0.417192	0.002770415	0.00728842
8079	1	-64.09728	-76.27962	12.18233	0.0148211	0.0187961	0.01669068	0.1761345	0.0122141	0.0898523	0.033128	1.479323	0.0152886	0.0892238	0.0385903	0.856897	0.0001571356	0.005587708
8080	0	-64.06106	-75.73689	11.67584	0.0131775	0.0163111	0.01466084	0.1581463	0.00702315	0.103641	0.0269794	1.995378	0.0951737	0.197982	0.0678763	0.638968	0.0004117811	0.01096446
8081	1	-66.59468	-77.27891	10.68423	0.00411612	0.0107066	0.006638501	0.7086472	0.0122141	0.0898523	0.033128	1.479323	0.185761	0.0737775	0.0319096	0.708552	0.003006922	0.01720329
8082	0	-66.86337	-76.62922	9.765843	0.00911005	0.0235938	0.01466084	0.7054257	0.00658263	0.110577	0.0269794	2.091416	0.048951	0.309256	0.211033	0.43076	0.006490497	0.01096446
8083	1	-66.48926	-79.54095	13.05169	0.00479691	0.0091871	0.006638501	0.481718	0.0135573	0.0809499	0.033128	1.324632	0.535265	0.212588	0.0919466	0.1602	0.003006922	0.004388028
8084	0	-66.07583	-76.30768	10.23185	0.00934263	0.0230064	0.01466084	0.66805	0.00208013	0.167694	0.01867689	3.254099	0.0441507	0.376994	0.190338	0.388518	0.006490497	0.001498504
8085	1	-67.68855	-79.16895	11.4804	0.00385328	0.0157821	0.007798248	1.045197	0.0100155	0.058419	0.02418874	1.30729	0.541833	0.260932	0.0930749	0.10416	0.005405143	0.01455546
8086	0	-66.62662	-76.73206	10.10544	0.0179126	0.030487	0.02336882	0.3942217	0.00208013	0.167694	0.01867689	3.254099	0.116656	0.170775	0.502914	0.209655	0.00355919	0.0001426336
8087	1	-67.51834	-78.23375	10.71541	0.00513126	0.0206611	0.01029647	1.032559	0.0114106	0.0665563	0.02755806	1.30729	0.541833	0.260932	0.0930749	0.10416	0.005405143	0.01455546
8088	0	-67.141	-76.7767	9.635692	0.0129475	0.0326114	0.02054841	0.6847821	0.00208013	0.167694	0.01867689	3.254099	0.151202	0.164243	0.483677	0.200879	0.00355919	0.002777247
8089	1	-69.13882	-77.03536	7.896534	0.00340059	0.0168656	0.007573181	1.187066	0.0167811	0.0978817	0.04052852	1.30729	0.0144149	0.49154	0.175333	0.318712	0.01422536	0.01455546
8090	0	-68.66175	-77.88947	9.227714	0.0154179	0.0388335	0.02446894	0.6847821	0.00319417	0.170367	0.02332768	2.947878	0.0707914	0.182575	0.523335	0.223299	0.00355919	0.001138731
8091	1	-68.16138	-77.5632	9.401824	0.00164079	0.0231984	0.006169573	1.963638	0.0108689	0.0890037	0.0311026	1.558789	0.0126318	0.430737	0.407581	0.14905	0.01422536	0.0010981
8092	0	-69.42181	-77.66171	8.239906	0.0228988	0.0261467	0.02446894	0.09832475	0.00467976	0.249604	0.03417726	2.947878	0.0500104	0.128979	0.369708	0.451302	0.00355919	0.00510677
8093	1	-63.63595	-76.53891	12.90297	0.00749568	0.011548	0.009303784	0.3203821	0.0118817	0.0972976	0.0340009	1.558789	0.00583462	0.198958	0.726361	0.0688463	0.0009371994	0.003104242
8094	0	-64.93946	-75.83828	10.89882	0.0077195	0.0232137	0.0133865	0.8161677	0.00995208	0.117371	0.03417726	1.829203	0.0442656	0.114163	0.327239	0.514333	0.003603381	0.001399468
8095	1	-63.5162	-76.45807	12.94187	0.00749568	0.011548	0.009303784	0.3203821	0.0118817	0.0972976	0.0340009	1.558789	0.0123563	0.168821	0.673023	0.145799	0.0006469509	0.003104242
8096	0	-63.99971	-75.27647	11.27676	0.0106284	0.0168603	0.0133865	0.3420574	0.0078483	0.148833	0.03417726	2.181299	0.054308	0.140063	0.482196	0.323433	0.002333452	0.001399468
8097	1	-65.85093	-75.84833	9.997394	0.00542102	0.0169772	0.00959343	0.8462603	0.0118817	0.0972976	0.0340009	1.558789	0.0101794	0.267861	0.601846	0.120114	0.0001576852	0.01859168
8098	0	-64.10579	-76.9062	12.8004	0.0124918	0.0198162	0.01573339	0.3420574	0.00455062	0.0862968	0.01981676	2.181299	0.0518138	0.179558	0.46005	0.308578	0.0009263036	0.003453359
8099	1	-71.24082	-76.72116	5.480339	0.010633	0.0332998	0.01881692	0.8462603	0.0100986	0.229524	0.04814422	2.315536	0.0101794	0.267861	0.601846	0.120114	0.0008784655	0.01859168
8100	0	-63.87312	-75.03147	11.15835	0.00309897	0.0202947	0.007930499	1.393121	0.00293427	0.133834	0.01981676	2.831873	0.0578766	0.200568	0.513881	0.227675	0.0009263036	0.001894961
8101	1	-64.93948	-75.22443	10.28495	0.00821291	0.013244	0.01042939	0.3542237	0.0188319	0.123082	0.04814422	1.391644	0.0127584	0.0823754	0.754322	0.150544	3.050951e-05	0.009966197
8102	0	-65.36516	-76.64725	11.28209	0.00229106	0.0150039	0.005863003	1.393121	0.00422139	0.0831024	0.01872986	2.20901	0.0421637	0.146116	0.335976	0.475744	0.0009263036	0.01203681
8103	1	-66.18173	-76.83908	10.65735	0.00631084	0.0101768	0.008013987	0.3542237	0.0335442	0.0929842	0.05584877	0.7558042	0.0137388	0.0887057	0.81229	0.0852659	3.862307e-05	0.009966197
8104	0	-68.46762	-78.25713	9.789515	0.00258842	0.0310408	0.008963632	1.84158	0.00374281	0.0736811	0.01660647	2.20901	0.143375	0.496858	0.0584552	0.301312	0.00538852	0.01203681
8105	1	-65.89723	-78.20916	12.31193	0.0104698	0.0168834	0.01329531	0.3542237	0.0230766	0.0639681	0.0384209	0.7558042	0.0204768	0.13221	0.720231	0.127083	3.862307e-05	0.009769058
8106	0	-69.05978	-79.44286	10.38308	0.00364072	0.0220689	0.008963632	1.335815	0.00374281	0.0736811	0.01660647	2.20901	0.158734	0.287115	0.220562	0.333589	0.01881059	0.000610028
8107	1	-64.24083	-75.0223	10.78147	0.0109131	0.0164838	0.01341231	0.3057197	0.0123047	0.120375	0.03848604	1.690638	0.0229145	0.147949	0.805975	0.0231616	1.737228e-05	0.009769058
8108	0	-65.11662	-77.28476	12.16814	0.00306163	0.0185586	0.007537888	1.335815	0.00232835	0.0815072	0.01377598	2.635718	0.118558	0.214446	0.417837	0.249158	0.004330294	0.000610028
8109	1	-64.50883	-76.32372	11.81488	0.0128698	0.0139777	0.01341231	0.0612207	0.0185259	0.0886825	0.040533	1.160798	0.0229145	0.147949	0.805975	0.0231616	9.531563e-05	0.009769058
8110	0	-66.60754	-75.77294	9.165406	0.00338635	0.0205269	0.008337345	1.335815	0.00522751	0.182996	0.03092917	2.635718	0.15579	0.28179	0.476203	0.0862173	0.004330294	0.005058732
8111	1	-65.32577	-77.45862	12.13286	0.00615631	0.0113491	0.00835875	0.4534259	0.0174748	0.0836507	0.03823319	1.160798	0.246746	0.264918	0.446864	0.0414731	9.531563e-05	0.009769058
8112	0	-68.66775	-80.02606	11.35831	0.0141048	0.0303115	0.02067696	0.5671055	0.0117191	0.0816288	0.03092917	1.43884	0.15579	0.28179	0.476203	0.0862173	0.004330294	0.001323218
8113	1	-66.04828	-77.19237	11.14408	0.00615631	0.0113491	0.00835875	0.4534259	0.0148956	0.0981346	0.03823319	1.397555	0.113172	0.236752	0.505502	0.144574	0.004464961	0.009769058
8114	0	-74.22762	-76.2722	2.044577	0.0141048	0.0303115	0.02067696	0.5671055	0.0287685	0.200386	0.07592632	1.43884	0.209965	0.520428	0.00418205	0.265425	0.004330294	0.02580939
8115	1	-66.20985	-77.13227	10.92241	0.00295867	0.0236149	0.00835875	1.539786	0.017806	0.0820946	0.03823319	1.132957	0.0297844	0.0623076	0.86986	0.0380485	0.004464961	0.0009860176
8116	0	-66.9504	-79.44119	12.49079	0.0100406	0.0205282	0.01435675	0.5301472	0.0120246	0.0688681	0.02877695	1.293747	0.186839	0.463105	0.00372142	0.346335	0.004330294	0.003659099
