Iteration	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
4435	-65.03827	-76.43408	11.39581	0.00575256	0.0121807	0.008370796	0.5561303	0.0249545	0.100876	0.05017277	1.035475	0.0841932	0.26182	0.128287	0.525699	0.001078503	0.002620085
4436	-67.01716	-77.04372	10.02656	0.00575256	0.0121807	0.008370796	0.5561303	0.0213194	0.0861814	0.04286418	1.035475	0.620629	0.0647282	0.0317157	0.282927	0.0008105427	0.02041172
4437	-69.22369	-77.53988	8.31619	0.0022495	0.0311492	0.008370796	1.9482	0.0278932	0.0658704	0.04286418	0.6370033	0.530882	0.140432	0.0459477	0.282738	0.0009512642	0.02041172
4438	-69.1587	-79.62506	10.46636	0.00584052	0.0119973	0.008370796	0.5336319	0.0267838	0.068599	0.04286418	0.6971798	0.177111	0.26806	0.0151313	0.539698	0.01294719	0.009576258
4439	-69.84202	-81.57193	11.72991	0.00783742	0.00894047	0.008370796	0.09761297	0.0324972	0.0565383	0.04286418	0.410506	0.223509	0.0763144	0.0190952	0.681082	0.01294719	0.009328304
4440	-70.32939	-82.05836	11.72897	0.00783742	0.00894047	0.008370796	0.09761297	0.0235361	0.049224	0.03403737	0.5469658	0.528651	0.180502	0.0451647	0.245682	0.007504945	0.02187129
4441	-69.6936	-80.75207	11.05847	0.0108542	0.0123818	0.01159285	0.09761297	0.021413	0.0541045	0.03403737	0.6871253	0.289595	0.55108	0.0247412	0.134584	0.007504945	0.02187129
4442	-71.8045	-80.76358	8.959088	0.00820674	0.0108268	0.009426158	0.2053896	0.0225335	0.0514142	0.03403737	0.6115089	0.430727	0.4416	0.019826	0.107847	0.007504945	0.03929154
4443	-70.85577	-76.97746	6.121693	0.00790379	0.0112418	0.009426158	0.2611557	0.0236985	0.100856	0.04888902	1.073615	0.752564	0.203104	0.00688429	0.0374484	0.007243918	0.03929154
4444	-67.31061	-78.22479	10.91417	0.011965	0.020162	0.01553184	0.3868248	0.0189723	0.0807426	0.03913918	1.073615	0.513975	0.0209918	0.198393	0.26664	0.00612624	0.006703935
4445	-65.40579	-77.42535	12.01955	0.00806611	0.0135921	0.0104707	0.3868248	0.00657955	0.0991475	0.02554107	2.010885	0.560736	0.101331	0.186706	0.151228	0.004635285	0.006703935
4446	-65.43798	-75.62798	10.19	0.0108217	0.0182356	0.01404778	0.3868248	0.0105443	0.152735	0.04013081	1.981586	0.560736	0.101331	0.186706	0.151228	0.0004895786	0.006703935
4447	-66.40103	-78.44934	12.04831	0.0108349	0.0182134	0.01404778	0.3850233	0.0159388	0.0654599	0.03230099	1.047222	0.354051	0.0336466	0.238793	0.37351	0.000688754	0.01236074
4448	-66.78505	-82.68298	15.89793	0.00688971	0.0115816	0.008932741	0.3850233	0.00868566	0.0356716	0.01760202	1.047222	0.233692	0.0222085	0.497564	0.246536	0.001047891	0.003096303
4449	-72.35648	-83.1056	10.74912	0.00850058	0.00938687	0.008932741	0.07351985	0.00852554	0.0363415	0.01760202	1.074809	0.168604	0.0427943	0.313543	0.475059	0.001047891	0.04511383
4450	-72.91354	-85.34973	12.43619	0.00719148	0.00876983	0.007941538	0.147089	0.00986798	0.0313976	0.01760202	0.8580087	0.0854524	0.0216892	0.631945	0.260913	0.01300928	0.0233767
4451	-75.92808	-85.55882	9.630746	0.0134652	0.022972	0.01758758	0.395976	0.0110842	0.0279525	0.01760202	0.6856906	0.211209	0.0536083	0.0902925	0.64489	0.02332025	0.0233767
4452	-76.33251	-84.54552	8.213017	0.01176	0.0263029	0.01758758	0.5967282	0.0115171	0.0286445	0.01816317	0.6754228	0.268144	0.0680591	0.585449	0.0783482	0.03091656	0.0233767
4453	-76.32156	-84.65555	8.333987	0.0110082	0.0246213	0.01646312	0.5967282	0.0136309	0.0242025	0.01816317	0.425596	0.59621	0.0375505	0.323012	0.0432274	0.03091656	0.0267716
4454	-69.85502	-78.84161	8.986585	0.00706027	0.0157913	0.01055891	0.5967282	0.0162248	0.116266	0.04343253	1.459875	0.59621	0.0375505	0.323012	0.0432274	0.01920069	0.001117929
4455	-67.5297	-77.69485	10.16515	0.0072872	0.0162988	0.01089829	0.5967282	0.00526191	0.131669	0.02632173	2.386842	0.521602	0.0086649	0.300465	0.169268	0.01378491	0.002739786
4456	-70.02224	-76.36562	6.343383	0.00699111	0.0169891	0.01089829	0.6582261	0.00452799	0.113304	0.0226504	2.386842	0.553962	0.00920246	0.319105	0.117731	0.01378491	0.03414163
4457	-64.11152	-76.09384	11.98232	0.00285205	0.0118085	0.005803307	1.053225	0.00738025	0.124531	0.03031616	2.09473	0.439662	0.0115607	0.400878	0.1479	0.0004256249	0.001555181
4458	-66.23072	-77.06064	10.82992	0.00458859	0.013715	0.007933009	0.8116661	0.00738025	0.124531	0.03031616	2.09473	0.577331	0.0151806	0.213276	0.194212	0.007768884	0.003747425
4459	-64.81114	-78.84335	14.0322	0.00625638	0.010059	0.007933009	0.3520158	0.00557695	0.0765041	0.02065573	1.941247	0.444797	0.169304	0.236271	0.149628	0.001185054	0.003888731
4460	-64.04865	-77.36279	13.31414	0.00785483	0.00882458	0.0083256	0.08629676	0.00286905	0.119642	0.01852724	2.765441	0.248828	0.142959	0.481868	0.126345	0.001185054	0.003888731
4461	-64.35088	-77.05622	12.70534	0.00760421	0.00911543	0.0083256	0.1343735	0.00232845	0.147419	0.01852724	3.074973	0.130143	0.161515	0.565598	0.142744	0.001185054	0.003888731
4462	-70.4767	-76.28001	5.803317	0.0205468	0.0307173	0.02512254	0.2980922	0.00232845	0.147419	0.01852724	3.074973	0.149625	0.185694	0.620787	0.0438945	0.001185054	0.03650373
4463	-63.62923	-75.18236	11.55313	0.0155384	0.0220703	0.01851855	0.2601348	0.00232845	0.147419	0.01852724	3.074973	0.0727152	0.202488	0.676932	0.0478644	0.0008833576	0.0009960868
4464	-65.24708	-75.89667	10.64959	0.00815185	0.0163656	0.01155033	0.5166413	0.00232845	0.147419	0.01852724	3.074973	0.0222264	0.20079	0.652689	0.124295	0.005971049	0.00635958
4465	-65.6154	-77.16238	11.54698	0.0113922	0.0191082	0.01475411	0.3833955	0.00288407	0.0948371	0.01653836	2.589333	0.0280355	0.253268	0.561916	0.15678	0.005921509	0.00635958
4466	-63.45118	-76.21625	12.76506	0.0113922	0.0191082	0.01475411	0.3833955	0.00288407	0.0948371	0.01653836	2.589333	0.0280355	0.253268	0.561916	0.15678	8.185838e-05	0.003111922
4467	-64.27098	-75.62521	11.35423	0.00944338	0.0176803	0.01292139	0.4648988	0.00168001	0.162807	0.01653836	3.390537	0.0530732	0.479455	0.170676	0.296796	0.001229087	0.003111922
4468	-66.03849	-76.20642	10.16792	0.00746387	0.0223694	0.01292139	0.813667	0.0018064	0.175055	0.01778254	3.390537	0.0576075	0.520417	0.185258	0.236718	0.004405568	0.003111922
4469	-66.18248	-79.10822	12.92574	0.00598342	0.0142018	0.009218198	0.6407606	0.00107599	0.0612431	0.008117695	2.99605	0.0233738	0.211155	0.669425	0.0960466	0.004405568	0.003111922
4470	-66.59486	-78.65872	12.06386	0.00444344	0.0191237	0.009218198	1.081929	0.00102976	0.0639923	0.008117695	3.061154	0.0390954	0.179699	0.620556	0.160649	0.004405568	0.003111922
4471	-67.1064	-79.06115	11.95475	0.00503213	0.0216573	0.01043946	1.081929	0.00105228	0.0626232	0.008117695	3.029088	0.0390954	0.179699	0.620556	0.160649	0.004405568	0.003111922
4472	-64.76632	-76.47498	11.70866	0.00295454	0.0127158	0.006129366	1.081929	0.00184897	0.110036	0.01426373	3.029088	0.0521546	0.239699	0.661701	0.0464457	0.004405568	0.003111922
4473	-69.4475	-74.72578	5.278276	0.00180446	0.0208201	0.006129366	1.812967	0.00280075	0.15512	0.02084353	2.975812	0.475147	0.0680109	0.343232	0.11361	0.004405568	0.03589687
4474	-69.72415	-76.87512	7.150972	0.00363941	0.0103229	0.006129366	0.772835	0.00121436	0.120449	0.01209414	3.407769	0.427892	0.064151	0.323752	0.184205	0.006908163	0.03589687
4475	-67.96739	-75.52694	7.559549	0.00234525	0.0160192	0.006129366	1.424333	0.00312948	0.102453	0.01790597	2.586057	0.220166	0.0774476	0.445105	0.257281	0.001569607	0.03453728
4476	-67.83241	-77.8138	9.98139	0.00270779	0.0138744	0.006129366	1.211222	0.00312948	0.102453	0.01790597	2.586057	0.155638	0.152146	0.186788	0.505429	0.01432985	0.00641595
4477	-64.93917	-75.73577	10.79659	0.00187633	0.0200227	0.006129366	1.755067	0.00312948	0.102453	0.01790597	2.586057	0.0939854	0.0872291	0.52901	0.289775	0.001341103	0.00641595
4478	-64.20853	-75.70072	11.49219	0.00187633	0.0200227	0.006129366	1.755067	0.00306972	0.104447	0.01790597	2.614641	0.0928545	0.0861795	0.59036	0.230606	0.001277367	0.0009272718
4479	-64.66133	-75.13701	10.47569	0.00187633	0.0200227	0.006129366	1.755067	0.00355662	0.121014	0.02074612	2.614641	0.0911684	0.102773	0.57964	0.226418	0.001277367	0.005670577
4480	-63.98868	-75.16475	11.17607	0.00187633	0.0200227	0.006129366	1.755067	0.00355662	0.121014	0.02074612	2.614641	0.150224	0.0340168	0.632616	0.183143	0.001277367	0.0004454987
4481	-64.01201	-75.23873	11.22672	0.00187633	0.0200227	0.006129366	1.755067	0.00355662	0.121014	0.02074612	2.614641	0.209652	0.0316379	0.588375	0.170335	0.001277367	6.766414e-05
4482	-65.2227	-75.21417	9.991476	0.000623918	0.0180609	0.003356858	2.494836	0.00197032	0.121291	0.01545904	3.054157	0.209652	0.0316379	0.588375	0.170335	0.002275928	0.001366526
4483	-65.81588	-76.12821	10.31233	0.000623918	0.0180609	0.003356858	2.494836	0.00228241	0.104706	0.01545904	2.836163	0.437704	0.0832946	0.226409	0.252593	0.002275928	0.001741478
4484	-68.12522	-76.45385	8.328628	0.000396546	0.0284166	0.003356858	3.16679	0.00230853	0.105904	0.01563596	2.836163	0.258959	0.177107	0.481407	0.0825266	0.002275928	0.007829449
4485	-68.39477	-76.83087	8.436103	0.000629573	0.0451153	0.005329482	3.16679	0.00189891	0.0871128	0.01286154	2.836163	0.597052	0.138007	0.22617	0.0387718	0.002275928	0.007829449
4486	-65.2762	-77.95911	12.68292	0.00706387	0.0117208	0.009099148	0.3753768	0.00189891	0.0871128	0.01286154	2.836163	0.553864	0.128024	0.20981	0.108302	0.002275928	0.007829449
4487	-71.88307	-83.88466	12.00159	0.00275975	0.00355922	0.003134093	0.1885893	0.00149469	0.188242	0.01677388	3.58479	0.504415	0.142214	0.233064	0.120306	0.002275928	0.007829449
4488	-70.33049	-77.3055	6.975007	0.000596932	0.0164551	0.003134093	2.458588	0.000666692	0.0705931	0.006860312	3.456212	0.396404	0.111761	0.39729	0.0945448	0.002275928	0.02804587
4489	-69.25672	-75.7405	6.48378	0.000857276	0.0125413	0.003278931	1.988929	0.000912965	0.155044	0.01189745	3.806406	0.404162	0.0943764	0.405066	0.0963952	0.002275928	0.02804587
4490	-67.39858	-75.24428	7.845702	0.0034557	0.0217653	0.008672633	1.364212	0.000912965	0.155044	0.01189745	3.806406	0.415823	0.0970993	0.416752	0.0703256	0.006104124	0.01659781
4491	-65.57975	-76.1567	10.57695	0.00337305	0.0212448	0.008465204	1.364212	0.0011592	0.12211	0.01189745	3.452379	0.0465832	0.470057	0.142914	0.340446	0.006104124	0.0009256182
4492	-65.92141	-76.18759	10.26618	0.00323858	0.0221269	0.008465204	1.424527	0.00160079	0.131387	0.01450251	3.267395	0.384999	0.241685	0.098862	0.274455	0.006104124	0.00222228
4493	-65.33938	-76.06149	10.72211	0.00385848	0.018572	0.008465204	1.164866	0.00160079	0.131387	0.01450251	3.267395	0.168256	0.506799	0.207308	0.117638	0.003478944	0.004743919
4494	-64.89325	-75.26742	10.37416	0.00416941	0.0200686	0.009147361	1.164866	0.00186141	0.149533	0.0166836	3.251484	0.0842004	0.253618	0.103743	0.558438	0.003282292	0.0048752
4495	-65.09713	-75.59102	10.49389	0.00416941	0.0200686	0.009147361	1.164866	0.00257266	0.158826	0.020214	3.056289	0.163116	0.231763	0.0948036	0.510317	0.00467404	0.001538916
4496	-67.44252	-76.53465	9.092126	0.003138	0.0266648	0.009147361	1.586204	0.00212945	0.191883	0.020214	3.336612	0.434751	0.274285	0.112197	0.178767	0.00467404	0.003085103
4497	-65.59806	-78.45535	12.85729	0.00363689	0.0114089	0.006441509	0.8475058	0.00287032	0.0805029	0.01520096	2.471401	0.349268	0.164265	0.342851	0.143617	0.00467404	0.003085103
4498	-64.75024	-77.21491	12.46467	0.0124257	0.0154939	0.01387525	0.1635938	0.00365985	0.102647	0.01938226	2.471401	0.385739	0.181417	0.378652	0.0541922	0.00467404	0.003085103
4499	-63.42904	-75.48802	12.05898	0.0124257	0.0154939	0.01387525	0.1635938	0.00173338	0.140316	0.01559553	3.257145	0.133255	0.19576	0.586977	0.0840074	0.001732064	0.002861043
4500	-63.54234	-76.52771	12.98537	0.0109931	0.0115313	0.01125895	0.03543078	0.00193357	0.125788	0.01559553	3.095105	0.08051	0.118274	0.354638	0.446578	0.00347241	0.0005116057
4501	-65.07028	-76.92886	11.85858	0.0109931	0.0115313	0.01125895	0.03543078	0.00109405	0.175279	0.01384788	3.763207	0.0846934	0.0724576	0.373066	0.469783	0.00347241	0.002180272
4502	-65.04016	-76.31128	11.27113	0.0106613	0.0118901	0.01125895	0.08086605	0.000812923	0.130239	0.01028951	3.763207	0.123924	0.10602	0.759881	0.0101749	0.00347241	0.009544152
4503	-64.69036	-75.58581	10.89545	0.00760027	0.0144082	0.01046452	0.4741457	0.000812923	0.130239	0.01028951	3.763207	0.109889	0.21088	0.673823	0.00540804	0.002074684	0.009544152
4504	-67.60068	-76.98213	9.381442	0.0148223	0.0280994	0.02040829	0.4741457	0.000882292	0.141352	0.01116755	3.763207	0.510721	0.178855	0.298725	0.0116986	0.002547817	0.009544152
4505	-65.99061	-76.73774	10.74714	0.00864049	0.0163802	0.01189676	0.4741457	0.000882292	0.141352	0.01116755	3.763207	0.515035	0.405375	0.0677932	0.0117974	0.0008708588	0.009544152
4506	-68.94286	-77.56254	8.619678	0.00864049	0.0163802	0.01189676	0.4741457	0.00165678	0.0752749	0.01116755	2.829005	0.515035	0.405375	0.0677932	0.0117974	0.000849666	0.03730161
4507	-64.15918	-75.46725	11.30807	0.00864049	0.0163802	0.01189676	0.4741457	0.00396715	0.149866	0.02438318	2.692176	0.224993	0.312544	0.393914	0.0685491	0.000557031	0.006060155
4508	-67.31552	-78.05777	10.74225	0.00838823	0.015902	0.01154943	0.4741457	0.00326469	0.123329	0.02006566	2.692176	0.311575	0.521844	0.0521265	0.114454	0.009443089	0.006060155
4509	-68.49042	-76.3864	7.895982	0.00338667	0.0393866	0.01154943	1.81884	0.00402386	0.152008	0.02473172	2.692176	0.251543	0.421298	0.0420831	0.285076	0.00535156	0.009641428
4510	-65.58802	-75.93835	10.35033	0.00760666	0.0175358	0.01154943	0.6191514	0.00395366	0.154707	0.02473172	2.718271	0.261066	0.399389	0.0436763	0.295869	0.002622478	0.008965512
4511	-66.6872	-77.03753	10.35033	0.00760666	0.0175358	0.01154943	0.6191514	0.00395366	0.154707	0.02473172	2.718271	0.605923	0.348171	0.0380753	0.00783012	0.002622478	0.008965512
4512	-66.04895	-76.83795	10.789	0.00760666	0.0175358	0.01154943	0.6191514	0.00343049	0.134235	0.02145908	2.718271	0.523337	0.397021	0.0660573	0.0135846	0.002622478	0.008965512
4513	-67.45722	-75.83237	8.37515	0.00143585	0.0269159	0.006216694	2.172721	0.000910401	0.148512	0.01162779	3.776585	0.53359	0.4048	0.0477593	0.0138507	0.002622478	0.008965512
4514	-68.97671	-79.94738	10.97067	0.00143585	0.0269159	0.006216694	2.172721	0.00269959	0.0437882	0.01087245	2.065461	0.405009	0.516396	0.0609257	0.0176691	0.00574647	0.008965512
4515	-67.63656	-77.41102	9.774456	0.00150993	0.011115	0.004096679	1.479808	0.0076269	0.123711	0.03071692	2.065461	0.149356	0.523105	0.305718	0.0218213	0.00574647	0.008965512
4516	-68.53519	-75.66396	7.128766	0.00308092	0.0226795	0.008359048	1.479808	0.0076269	0.123711	0.03071692	2.065461	0.241817	0.669984	0.0518903	0.0363088	0.00574647	0.0244408
4517	-67.53427	-78.23568	10.70141	0.00308092	0.0226795	0.008359048	1.479808	0.0077961	0.0880346	0.02619784	1.796993	0.11894	0.778566	0.0603	0.0421933	0.00574647	0.005716528
4518	-65.83934	-77.75381	11.91447	0.00498205	0.0140251	0.008359048	0.7672502	0.0077961	0.0880346	0.02619784	1.796993	0.161419	0.422975	0.0327594	0.382846	0.00574647	0.005716528
4519	-67.85033	-77.67612	9.82579	0.00195157	0.0307033	0.007740774	2.042833	0.0077961	0.0880346	0.02619784	1.796993	0.217713	0.474258	0.0367313	0.271298	0.00574647	0.005716528
4520	-68.43673	-76.09669	7.65996	0.000368296	0.0182799	0.002594689	2.894538	0.0044669	0.153647	0.02619784	2.622696	0.238361	0.46174	0.0357618	0.264137	0.00574647	0.005716528
4521	-68.86808	-75.88597	7.017883	0.000391996	0.0194563	0.002761662	2.894538	0.00375142	0.116232	0.02088148	2.545224	0.284798	0.551697	0.042729	0.120775	0.00574647	0.01663993
4522	-73.03243	-79.8946	6.86217	0.00117988	0.0727389	0.00926408	3.055245	0.00270024	0.16148	0.02088148	3.032694	0.0967511	0.632719	0.132018	0.138512	0.00574647	0.003067047
4523	-65.94976	-77.24578	11.29603	0.00699836	0.0122633	0.00926408	0.4158231	0.0112619	0.132094	0.03856989	1.825151	0.0967511	0.632719	0.132018	0.138512	0.003838315	0.003067047
4524	-65.99528	-77.85113	11.85585	0.00453652	0.0079494	0.006005212	0.4158231	0.00597792	0.123957	0.02722137	2.247521	0.155643	0.409156	0.212376	0.222824	0.000323143	0.01164887
4525	-66.76861	-78.55358	11.78497	0.0038743	0.00678899	0.005128602	0.4158231	0.00597792	0.123957	0.02722137	2.247521	0.0939183	0.246893	0.100894	0.558295	0.001728553	0.01164887
4526	-65.32746	-76.01577	10.68831	0.0021041	0.0125006	0.005128602	1.320914	0.00444211	0.166813	0.02722137	2.68777	0.0797559	0.144314	0.301824	0.474107	0.001728553	0.002743835
4527	-66.19359	-76.88196	10.68837	0.00163097	0.00968966	0.003975361	1.320914	0.00428905	0.131332	0.02373373	2.536482	0.0904708	0.163702	0.342372	0.403455	0.00296069	0.008073559
4528	-65.54849	-76.7288	11.18031	0.00163097	0.00968966	0.003975361	1.320914	0.00964615	0.130195	0.03543838	1.929216	0.0904708	0.163702	0.342372	0.403455	0.001771398	0.001600719
4529	-66.9352	-74.99509	8.05989	0.00677697	0.0149395	0.01006204	0.5859847	0.00964615	0.130195	0.03543838	1.929216	0.106994	0.1936	0.336905	0.362501	0.0001734154	0.02972526
4530	-68.65628	-78.6786	10.02232	0.00674276	0.0150153	0.01006204	0.5934865	0.0211951	0.0591434	0.03540555	0.7607181	0.123931	0.224247	0.231937	0.419885	0.000311099	0.02972526
4531	-64.43453	-78.25357	13.81903	0.00841789	0.0120273	0.01006204	0.2645129	0.0176251	0.0711231	0.03540555	1.03418	0.0845658	0.153017	0.158265	0.604152	0.002182821	0.0002338849
4532	-66.59956	-78.34205	11.74249	0.00813453	0.0116225	0.009723341	0.2645129	0.0180755	0.0690426	0.03532678	0.9934659	0.0817247	0.153492	0.158756	0.606027	0.002182821	0.01666012
4533	-66.36664	-76.5015	10.13486	0.00860365	0.0109888	0.009723341	0.181386	0.0184787	0.10821	0.04471657	1.310214	0.0921686	0.173107	0.179044	0.55568	0.002182821	0.01629664
4534	-66.85947	-77.02389	10.16442	0.00860365	0.0109888	0.009723341	0.181386	0.0203388	0.098313	0.04471657	1.168012	0.0962833	0.180835	0.187037	0.535844	0.003768335	0.01629664
4535	-67.03268	-77.25899	10.22631	0.00669606	0.0107047	0.008466358	0.3477914	0.0218137	0.0916659	0.04471657	1.064222	0.10201	0.0940188	0.0676245	0.736347	0.003768335	0.01629664
4536	-66.63907	-76.37388	9.734812	0.00605485	0.0118383	0.008466358	0.4970281	0.0167353	0.107772	0.04246883	1.380676	0.10201	0.0940188	0.0676245	0.736347	0.003768335	0.01629664
4537	-65.06035	-76.99933	11.93899	0.00736057	0.0143912	0.01029211	0.4970281	0.0181791	0.0992129	0.04246883	1.257985	0.536953	0.1928	0.138675	0.131572	0.0009103131	0.002443307
4538	-66.90357	-79.27637	12.3728	0.00830792	0.0127502	0.01029211	0.3175256	0.0296007	0.060931	0.04246883	0.5351784	0.536953	0.1928	0.138675	0.131572	0.0009103131	0.0106667
4539	-68.78454	-81.80911	13.02457	0.0025969	0.04079	0.01029211	2.04163	0.0118683	0.02443	0.0170277	0.5351784	0.237913	0.355914	0.208424	0.197749	0.0009103131	0.009348502
4540	-68.51503	-79.14601	10.63098	0.0025969	0.04079	0.01029211	2.04163	0.00362266	0.0639657	0.01522255	2.128379	0.133449	0.0803843	0.693746	0.0924202	0.0003380046	0.009348502
4541	-65.40607	-78.42809	13.02202	0.0109568	0.0169078	0.01361083	0.3215884	0.00362266	0.0639657	0.01522255	2.128379	0.133449	0.0803843	0.693746	0.0924202	0.001026703	0.009348502
4542	-65.1453	-75.13699	9.991692	0.0109568	0.0169078	0.01361083	0.3215884	0.00781526	0.166434	0.03606556	2.267284	0.133449	0.0803843	0.693746	0.0924202	0.001026703	0.009348502
4543	-64.58339	-77.08597	12.50258	0.0109568	0.0169078	0.01361083	0.3215884	0.00410815	0.0814554	0.01829292	2.214327	0.321684	0.0640306	0.552608	0.0616777	0.000739908	0.009348502
4544	-64.49279	-75.55051	11.05772	0.0109568	0.0169078	0.01361083	0.3215884	0.00568257	0.112673	0.02530355	2.214327	0.321684	0.0640306	0.552608	0.0616777	0.000739908	0.01311699
4545	-63.73583	-76.03332	12.29749	0.0100672	0.0184019	0.01361083	0.4471347	0.00561067	0.111247	0.0249834	2.214327	0.314496	0.11881	0.45225	0.114444	0.002078376	0.001255095
4546	-63.69544	-76.09206	12.39662	0.00538793	0.0144919	0.008836358	0.7334621	0.00561067	0.111247	0.0249834	2.214327	0.140494	0.268028	0.540352	0.0511254	0.002476848	0.001255095
4547	-63.94123	-75.96915	12.02792	0.00706509	0.0190029	0.01158694	0.7334621	0.00561067	0.111247	0.0249834	2.214327	0.141061	0.26911	0.542534	0.0472947	0.002476848	0.001255095
4548	-64.13313	-76.1363	12.00317	0.00858173	0.0156445	0.01158694	0.4451408	0.00597241	0.104509	0.0249834	2.121694	0.0541347	0.296345	0.597439	0.0520811	0.002476848	0.006278027
4549	-64.47868	-75.8575	11.37882	0.00800683	0.0167678	0.01158694	0.5479454	0.00499843	0.124873	0.0249834	2.385637	0.406082	0.13267	0.267466	0.193782	0.002476848	0.006278027
4550	-64.46308	-75.95576	11.49268	0.00800683	0.0167678	0.01158694	0.5479454	0.00407373	0.122796	0.02236601	2.524845	0.306229	0.257705	0.412794	0.0232729	0.002476848	0.006278027
4551	-64.70338	-75.91792	11.21454	0.00800683	0.0167678	0.01158694	0.5479454	0.00364867	0.137102	0.02236601	2.688225	0.271763	0.341248	0.366335	0.0206536	0.002476848	0.006278027
4552	-63.71568	-76.10891	12.39323	0.012127	0.0155425	0.01372895	0.18395	0.0029271	0.109988	0.01794284	2.688225	0.160012	0.200924	0.557724	0.0813412	0.002476848	0.004388686
4553	-65.63913	-76.3991	10.75997	0.0185426	0.023765	0.02099204	0.18395	0.00160313	0.119543	0.01384353	3.196281	0.163781	0.191456	0.57086	0.0739032	0.002476848	0.006956962
4554	-65.05254	-75.31748	10.26494	0.0106957	0.0206205	0.01485094	0.4866224	0.0011663	0.164317	0.01384353	3.667929	0.117511	0.137368	0.409587	0.335534	0.002476848	0.006956962
4555	-65.3336	-74.84977	9.516168	0.012358	0.019778	0.01563385	0.3486087	0.0011663	0.164317	0.01384353	3.667929	0.117511	0.137368	0.409587	0.335534	9.537213e-05	0.0158944
4556	-64.48186	-74.90635	10.42449	0.0143069	0.0170839	0.01563385	0.1315054	0.0011663	0.164317	0.01384353	3.667929	0.166407	0.0300062	0.328438	0.475149	9.537213e-05	0.01187536
4557	-64.30352	-77.49359	13.19008	0.00708388	0.0122346	0.009309585	0.4050804	0.000555436	0.078254	0.006592809	3.667929	0.25232	0.0454978	0.498005	0.204178	0.0006824669	0.000756593
4558	-65.31083	-78.70037	13.38954	0.00868493	0.0168325	0.01209088	0.490537	0.000760993	0.0602558	0.006771573	3.240769	0.123809	0.022325	0.746819	0.107047	0.0005741172	0.000756593
4559	-65.78705	-79.55731	13.77025	0.00555452	0.00676933	0.006131916	0.1466225	0.00177397	0.111142	0.01404147	3.067204	0.42323	0.076316	0.134525	0.365929	0.003641622	0.000110148
4560	-64.96376	-77.9335	12.96974	0.00490716	0.0111726	0.007404425	0.6099171	0.00113276	0.0936586	0.01030015	3.272841	0.360493	0.213238	0.114584	0.311686	0.003641622	5.532785e-05
4561	-64.89476	-76.24365	11.34889	0.00811386	0.0184735	0.01224302	0.6099171	0.00182454	0.150855	0.0165904	3.272841	0.429973	0.228243	0.251079	0.0907046	0.003641622	0.00101849
4562	-66.18162	-79.05109	12.86947	0.00732116	0.0166687	0.01104692	0.6099171	0.00267916	0.0736157	0.01404381	2.456193	0.492288	0.261321	0.142541	0.10385	0.004613613	0.002816994
4563	-70.69618	-81.61027	10.91409	0.0020779	0.0587298	0.01104692	2.477124	0.0052548	0.037533	0.01404381	1.457456	0.492288	0.261321	0.142541	0.10385	0.008171382	0.002816994
4564	-69.18712	-81.37448	12.18736	0.00172096	0.0192828	0.005760629	1.791231	0.00693801	0.0495555	0.01854228	1.457456	0.67372	0.249019	0.0730388	0.00422214	0.008171382	0.002816994
4565	-68.25375	-77.56755	9.313805	0.00207535	0.0232537	0.006946897	1.791231	0.00236674	0.14527	0.01854228	3.051993	0.495851	0.447286	0.0537558	0.00310745	0.008171382	0.002816994
4566	-68.5871	-75.84251	7.255408	0.0022049	0.0218874	0.006946897	1.701456	0.00210696	0.129324	0.01650699	3.051993	0.500231	0.427623	0.0542307	0.0179149	0.01111082	0.0184093
4567	-70.02194	-77.41171	7.389774	0.00333378	0.0144759	0.006946897	1.088511	0.00288344	0.176984	0.02259032	3.051993	0.688299	0.239993	0.0539013	0.017806	0.01180976	0.0184093
4568	-66.35027	-77.45573	11.10546	0.00412383	0.0179064	0.008593201	1.088511	0.0051659	0.0757161	0.0197773	1.990328	0.473847	0.342986	0.170909	0.0122582	0.0005667177	0.01658252
4569	-67.25031	-81.80696	14.55665	0.00429493	0.00842278	0.006014584	0.4992701	0.00725012	0.0539497	0.0197773	1.487817	0.0200446	0.599229	0.298594	0.0821325	0.001807958	0.006038669
4570	-64.66457	-76.8178	12.15323	0.0104455	0.018869	0.0140391	0.4383688	0.00424893	0.118651	0.02245309	2.46818	0.476604	0.320049	0.15948	0.0438671	0.001807958	0.001591086
4571	-63.73194	-76.14643	12.41448	0.0106918	0.0184344	0.0140391	0.4038184	0.0043306	0.116414	0.02245309	2.439951	0.304669	0.269746	0.397543	0.028042	0.001807958	0.0004393545
4572	-63.90035	-76.17041	12.27007	0.0125739	0.0156751	0.0140391	0.1634193	0.00512728	0.13783	0.02658367	2.439951	0.454564	0.201357	0.204461	0.139617	0.001807958	0.0004393545
4573	-64.76813	-78.16903	13.40091	0.012169	0.0161965	0.0140391	0.2119399	0.00204295	0.0784835	0.01266245	2.704634	0.368165	0.163085	0.355669	0.11308	0.003314936	0.0004393545
