Iteration	Posterior	Likelihood	Prior	rate_gain[1]	rate_gain[2]	rate_gain_median	rate_gain_sd	rate_loss[1]	rate_loss[2]	rate_loss_median	rate_loss_sd	rf[1]	rf[2]	rf[3]	rf[4]	switch_fast_slow	switch_slow_fast
18	-67.60517	-76.04345	8.438282	0.004907	0.014774	0.008514454	0.8170671	0.0314765	0.106487	0.05789512	0.9034843	0.149941	0.545622	0.238578	0.0658591	0.001912657	0.01434635
19	-66.34576	-76.35768	10.01192	0.00945338	0.0196677	0.01363549	0.543082	0.017983	0.0967457	0.04171067	1.247356	0.275095	0.166358	0.437716	0.120831	0.001741032	0.01295395
20	-68.91118	-76.79983	7.888652	0.0080763	0.0230212	0.01363549	0.7765002	0.026377	0.089172	0.04849836	0.9029604	0.222948	0.134823	0.0184475	0.623781	0.004181266	0.02097574
21	-70.30967	-75.55424	5.244569	0.00849563	0.021885	0.01363549	0.7014549	0.0166006	0.196778	0.05715435	1.83297	0.250982	0.099838	0.0418245	0.607355	0.003209743	0.02215853
22	-70.81741	-76.52572	5.70831	0.0147732	0.0293057	0.02080722	0.5077664	0.0248028	0.131704	0.05715435	1.237675	0.258292	0.31458	0.0430427	0.384086	0.002186562	0.02257077
23	-69.36268	-75.33353	5.970857	0.0164594	0.0231946	0.01953893	0.2542838	0.0180263	0.181214	0.05715435	1.710808	0.156288	0.241643	0.307035	0.295034	0.0009990604	0.02027823
24	-65.16034	-77.7879	12.62756	0.00787037	0.0101202	0.008924663	0.1863837	0.00565527	0.085553	0.02199603	2.013781	0.173063	0.267581	0.232652	0.326703	0.0009990604	0.01340423
25	-65.44742	-78.84718	13.39976	0.0100502	0.0119768	0.0109713	0.1300101	0.00587213	0.0665884	0.01977411	1.800111	0.199815	0.308943	0.268614	0.222628	0.0011935	0.01105392
26	-65.03575	-75.95818	10.92244	0.0131107	0.0151605	0.0140984	0.107686	0.0062113	0.127173	0.02810533	2.238121	0.255894	0.395649	0.0633484	0.285109	0.0011935	0.01279777
27	-66.83323	-78.93129	12.09807	0.0128126	0.0155132	0.0140984	0.141783	0.00378729	0.0663468	0.01585164	2.122527	0.400359	0.318835	0.0510496	0.229756	0.001444376	0.01706506
28	-65.78972	-77.39969	11.60997	0.0111417	0.0144211	0.01267578	0.1912579	0.00490205	0.0858755	0.02051745	2.122527	0.68065	0.0988883	0.0867892	0.133673	0.001214191	0.01706506
29	-66.50168	-79.50967	13.00799	0.0107187	0.0146141	0.01251576	0.2297988	0.00693259	0.0607227	0.02051745	1.608685	0.66395	0.104059	0.0913277	0.140663	0.001214191	0.01283198
30	-65.13743	-76.61566	11.47823	0.0112922	0.0180028	0.01425803	0.3457527	0.00425761	0.0988738	0.02051745	2.331493	0.623841	0.0364908	0.0858107	0.253857	0.001214191	0.01184952
31	-63.97802	-75.27614	11.29813	0.0125334	0.0176639	0.01487917	0.2543574	0.00495594	0.115091	0.02388273	2.331493	0.110787	0.054972	0.359231	0.475011	0.0007859769	0.01079568
32	-65.01717	-75.02176	10.00458	0.0132041	0.0166764	0.014839	0.17307	0.00245733	0.157036	0.01964407	3.081886	0.120955	0.0600176	0.392203	0.426824	0.001104112	0.01590869
33	-65.34163	-76.7978	11.45617	0.014046	0.0177397	0.0157852	0.17307	0.00639297	0.08285	0.02301428	1.89909	0.0880619	0.0320512	0.421347	0.45854	0.001112511	0.01577667
34	-64.18416	-75.61824	11.43408	0.011642	0.0162941	0.01377301	0.2492165	0.0030269	0.103912	0.01773505	2.621249	0.0745848	0.0271461	0.356863	0.541406	0.001112511	0.01309402
35	-65.07077	-75.72343	10.65266	0.00641772	0.0122248	0.008857492	0.4776949	0.00444716	0.15267	0.0260566	2.621249	0.101587	0.0369737	0.486058	0.375382	0.001503619	0.01222473
36	-63.88396	-75.30592	11.42195	0.00568983	0.0140675	0.008946612	0.6710171	0.00505977	0.127773	0.0254264	2.393612	0.101972	0.0333222	0.487901	0.376805	0.001503619	0.00746246
37	-64.31553	-75.82114	11.50561	0.00342679	0.0192846	0.008129219	1.280732	0.00393154	0.099282	0.01975679	2.393612	0.0803478	0.0452658	0.662779	0.211608	0.001503619	0.005581699
38	-64.90529	-75.11003	10.20474	0.00342679	0.0192846	0.008129219	1.280732	0.00257364	0.139217	0.0189287	2.958321	0.125411	0.205512	0.48418	0.184896	0.002341582	0.008104659
39	-66.11698	-75.89565	9.778668	0.00265261	0.0249129	0.008129219	1.6604	0.00408907	0.112086	0.02140855	2.454408	0.125411	0.205512	0.48418	0.184896	0.004162994	0.008559998
40	-65.34925	-76.01721	10.66796	0.00187947	0.0176518	0.005759858	1.6604	0.00590399	0.102378	0.02458538	2.114966	0.136408	0.223533	0.526636	0.113422	0.003983638	0.005608532
41	-66.08614	-75.63493	9.548793	0.00447157	0.0285397	0.01129678	1.374044	0.00370808	0.148397	0.02345782	2.73494	0.398394	0.0333905	0.236956	0.33126	0.001762444	0.007532617
42	-65.25495	-75.48131	10.22637	0.00220717	0.0164219	0.006020456	1.487717	0.00374478	0.146943	0.02345782	2.720338	0.520385	0.0330232	0.161371	0.28522	0.00194039	0.006317845
43	-64.52742	-75.99155	11.46413	0.00191294	0.0142327	0.005217886	1.487717	0.00217765	0.116805	0.01594867	2.952053	0.520385	0.0330232	0.161371	0.28522	0.001221052	0.003171906
44	-64.90815	-76.00387	11.09572	0.00269428	0.0209719	0.007516925	1.521186	0.0043159	0.112623	0.02204695	2.417929	0.528007	0.0335068	0.243339	0.195147	0.001930721	0.003171906
45	-65.44051	-77.35962	11.9191	0.00192316	0.0109803	0.004595308	1.291444	0.00850575	0.100991	0.02930882	1.834195	0.528007	0.0335068	0.243339	0.195147	0.002614761	0.00233645
46	-67.20859	-76.32399	9.115399	0.00244025	0.0139326	0.00583087	1.291444	0.0135454	0.160828	0.04667424	1.834195	0.528007	0.0335068	0.243339	0.195147	0.003677195	0.003589523
47	-66.75431	-76.63654	9.882222	0.00244025	0.0139326	0.00583087	1.291444	0.0107759	0.127946	0.03713137	1.834195	0.516884	0.203122	0.238213	0.0417814	0.005065726	0.006023123
48	-67.00178	-76.90707	9.905293	0.00479525	0.0273785	0.01145805	1.291444	0.00526568	0.111102	0.02418734	2.260404	0.516884	0.203122	0.238213	0.0417814	0.008139981	0.004680556
49	-66.55874	-77.07259	10.51384	0.00423824	0.0241983	0.0101271	1.291444	0.00876668	0.0965777	0.02909753	1.77867	0.543712	0.16786	0.245388	0.0430399	0.006138992	0.004680556
50	-66.98544	-76.64512	9.659685	0.00299602	0.0257378	0.008781284	1.594299	0.00858783	0.0985891	0.02909753	1.809231	0.594828	0.183641	0.174445	0.0470862	0.007548584	0.006754556
51	-67.9632	-75.53634	7.573138	0.00355677	0.02168	0.008781284	1.339931	0.0167838	0.112076	0.04337111	1.407553	0.340224	0.105037	0.0997773	0.454961	0.007548584	0.01637933
52	-71.72993	-78.52721	6.797283	0.00251414	0.0422446	0.01030576	2.091616	0.0103565	0.0712593	0.02716608	1.429757	0.327879	0.117909	0.153205	0.401008	0.007548584	0.02701927
53	-67.56641	-76.37717	8.810758	0.00617484	0.0172002	0.01030576	0.7594182	0.0130337	0.0896804	0.03418871	1.429757	0.479439	0.141339	0.224023	0.155199	0.002424316	0.02701927
54	-67.55935	-75.24341	7.684056	0.00529318	0.0177674	0.009697727	0.8976738	0.00572357	0.119252	0.02612562	2.251069	0.479439	0.141339	0.224023	0.155199	0.002424316	0.03190901
55	-65.81104	-75.49204	9.680993	0.00365949	0.0217858	0.008928888	1.322435	0.00564848	0.120837	0.02612562	2.27065	0.479439	0.141339	0.224023	0.155199	0.002424316	0.01213674
56	-66.21086	-75.57088	9.360021	0.00449011	0.0177557	0.008928888	1.019164	0.00457204	0.149287	0.02612562	2.584112	0.268473	0.337079	0.125447	0.269001	0.003437131	0.01338905
57	-70.50103	-77.58939	7.088355	0.0100591	0.0397778	0.02000321	1.019164	0.00588549	0.192175	0.03363096	2.584112	0.345339	0.30166	0.112266	0.240736	0.001804793	0.01338905
58	-71.74471	-77.65694	5.912227	0.0104593	0.0382558	0.02000321	0.9613233	0.00349372	0.231459	0.02843679	3.108598	0.309087	0.226214	0.335799	0.128901	0.00461922	0.01861645
59	-70.03547	-77.92075	7.885285	0.0109404	0.0353526	0.01966653	0.869477	0.00186996	0.123885	0.01522034	3.108598	0.288739	0.211322	0.313693	0.186246	0.00461922	0.01861645
60	-69.81171	-78.10739	8.295673	0.0109404	0.0353526	0.01966653	0.869477	0.00185584	0.122949	0.01510544	3.108598	0.357769	0.261843	0.149615	0.230773	0.006082145	0.0142068
61	-69.39772	-78.88768	9.489957	0.0132406	0.0292112	0.01966653	0.5865661	0.001399	0.0926836	0.01138702	3.108598	0.184639	0.0966345	0.075507	0.64322	0.007496797	0.01119394
62	-67.06131	-76.06978	9.00847	0.00518216	0.0186921	0.009842027	0.9509995	0.000889891	0.178698	0.01261039	3.930642	0.177178	0.0927296	0.112864	0.617228	0.007496797	0.008318317
63	-67.64586	-76.6935	9.047634	0.00518216	0.0186921	0.009842027	0.9509995	0.00106713	0.214289	0.01512196	3.930642	0.181294	0.0948838	0.0922553	0.631567	0.004939517	0.008071851
64	-67.25211	-78.9673	11.71519	0.00702645	0.0211996	0.01220485	0.81862	0.00362295	0.0662577	0.0154935	2.154416	0.0918046	0.0306434	0.111849	0.765703	0.008392228	0.006224148
65	-65.59792	-75.84773	10.24981	0.00661189	0.0199488	0.01148475	0.81862	0.00157806	0.132379	0.01445342	3.283573	0.0977992	0.0326444	0.0538552	0.815701	0.007968358	0.004999582
66	-65.72461	-76.41099	10.68639	0.00944957	0.0196171	0.01361517	0.5414692	0.00115383	0.118582	0.01169715	3.434096	0.0977242	0.042653	0.0445468	0.815076	0.007968358	0.003976656
67	-65.70793	-76.07814	10.37021	0.00691956	0.0227402	0.01254401	0.8819865	0.000579367	0.115114	0.008166605	3.922776	0.0992344	0.0433121	0.0413733	0.81608	0.005705983	0.002668312
68	-65.41265	-78.17729	12.76464	0.00429634	0.0141193	0.007788544	0.8819865	0.00244188	0.0723347	0.01329032	2.511926	0.173041	0.0662138	0.56314	0.197605	0.005468782	0.002592551
69	-65.02863	-75.83842	10.80979	0.00295468	0.0205306	0.007788544	1.437033	0.00382621	0.113342	0.02082477	2.511926	0.224564	0.0859289	0.317519	0.371988	0.005468782	0.002592551
70	-65.6271	-75.43146	9.80436	0.00266809	0.0185393	0.007033106	1.437033	0.00123238	0.157449	0.0139297	3.595425	0.229228	0.0669429	0.324114	0.379715	0.005122239	0.004329472
71	-65.89743	-76.0249	10.12747	0.0023884	0.0227188	0.00736624	1.669833	0.00217081	0.102535	0.01491927	2.857797	0.238085	0.0308918	0.336637	0.394386	0.005122239	0.00700781
72	-67.45268	-76.23976	8.787081	0.00777914	0.0328154	0.01597735	1.067067	0.001447	0.156984	0.0150717	3.474223	0.156382	0.0306878	0.374355	0.438575	0.005122239	0.008070505
73	-68.39735	-76.52504	8.127687	0.00909207	0.0307268	0.01671439	0.9027075	0.001447	0.156984	0.0150717	3.474223	0.311187	0.0610659	0.495891	0.131856	0.008699317	0.01076311
74	-68.88809	-76.37894	7.490848	0.00598738	0.0381028	0.01510417	1.371876	0.001447	0.156984	0.0150717	3.474223	0.421765	0.0343956	0.369207	0.174632	0.009679201	0.01018581
75	-68.22487	-76.32328	8.098413	0.00441778	0.039399	0.01319305	1.622043	0.00119713	0.129876	0.01246909	3.474223	0.37808	0.030833	0.434543	0.156544	0.006483073	0.01018581
76	-67.93873	-76.37885	8.440124	0.00636473	0.027347	0.01319305	1.080696	0.00181997	0.197448	0.01895655	3.474223	0.522082	0.0607574	0.200991	0.216169	0.005662763	0.00884474
77	-66.08538	-76.70633	10.62095	0.00265011	0.0184135	0.006985538	1.436999	0.00421223	0.0853113	0.01895655	2.230067	0.460532	0.0535944	0.29519	0.190684	0.004293961	0.01142754
78	-67.24267	-78.13516	10.89248	0.00348411	0.0140058	0.006985538	1.031342	0.00700187	0.0696054	0.02207641	1.70252	0.325382	0.144626	0.274564	0.255428	0.004968326	0.01745972
79	-66.96943	-78.20957	11.24013	0.00833228	0.0133598	0.0105507	0.3499755	0.00635929	0.0766387	0.02207641	1.845236	0.15671	0.30913	0.193762	0.340397	0.005650687	0.01745972
80	-66.98156	-76.71209	9.730535	0.00549565	0.0202555	0.0105507	0.9670046	0.00722027	0.0870147	0.02506531	1.845236	0.0861605	0.169963	0.70981	0.0340672	0.003833342	0.01971368
81	-67.96243	-78.20481	10.24238	0.00347645	0.0162966	0.007526911	1.145271	0.00537549	0.0647825	0.01866113	1.845236	0.124775	0.246134	0.579757	0.0493349	0.003101181	0.02379118
82	-67.55459	-77.25091	9.696324	0.00282706	0.0171223	0.006957423	1.335188	0.00465567	0.0747987	0.01866113	2.058381	0.0446294	0.188524	0.724559	0.0422879	0.002625379	0.02379118
83	-67.39234	-74.91462	7.522287	0.00294846	0.0163769	0.006948855	1.271025	0.00910722	0.145902	0.03645213	2.056269	0.0452754	0.191253	0.720571	0.0429001	0.001903659	0.02379118
84	-67.05571	-75.11733	8.061627	0.00191486	0.0252168	0.006948855	1.910973	0.00513061	0.168113	0.02936871	2.586704	0.247602	0.150723	0.567867	0.0338087	0.002466083	0.01142414
85	-66.77622	-76.4164	9.640183	0.00179005	0.0235731	0.006495931	1.910973	0.00592727	0.094673	0.02368866	2.054045	0.182588	0.282552	0.509929	0.0249314	0.002466083	0.01254561
86	-66.1974	-76.07496	9.877563	0.00172839	0.0244142	0.006495931	1.962946	0.00700414	0.111873	0.0279924	2.054045	0.182588	0.282552	0.509929	0.0249314	0.003739086	0.004537862
87	-66.07765	-75.7821	9.704453	0.00229184	0.0176067	0.006352301	1.511454	0.00952677	0.111412	0.03257906	1.822954	0.434503	0.155244	0.403761	0.00649228	0.003739086	0.0100554
88	-66.90586	-76.44359	9.537728	0.00205675	0.0158006	0.005700705	1.511454	0.00885805	0.113836	0.03175475	1.892861	0.361196	0.293487	0.333043	0.0122736	0.007097413	0.008528962
89	-66.15036	-75.76973	9.619368	0.00256053	0.0196708	0.007097024	1.511454	0.00885805	0.113836	0.03175475	1.892861	0.262218	0.121103	0.561959	0.0547195	0.006737852	0.006883137
90	-65.75907	-76.99457	11.2355	0.00402299	0.0162791	0.008092616	1.036232	0.00525011	0.10346	0.02330615	2.20977	0.487354	0.225081	0.185865	0.101701	0.005698705	0.00532908
91	-66.91778	-78.42401	11.50623	0.00288372	0.0182059	0.007245735	1.365968	0.00849341	0.063201	0.02316876	1.487813	0.417868	0.192989	0.159365	0.229778	0.004024609	0.01094911
92	-67.01664	-78.53946	11.52282	0.00188746	0.0119162	0.004742507	1.365968	0.00535728	0.0768227	0.02028695	1.974117	0.437643	0.202122	0.119583	0.240651	0.005242635	0.008816091
93	-67.4028	-77.53897	10.13616	0.00105676	0.0220027	0.004821985	2.250558	0.00509957	0.0731272	0.01931106	1.974117	0.443943	0.104943	0.062088	0.389026	0.005249216	0.008816091
94	-66.80397	-75.26783	8.463855	0.00101834	0.0212027	0.00464667	2.250558	0.00198793	0.120181	0.01545676	3.040745	0.216241	0.103624	0.410193	0.269943	0.004936092	0.01208811
95	-67.48224	-76.20483	8.722598	0.000950368	0.0227192	0.00464667	2.352975	0.00387718	0.111738	0.02081418	2.491552	0.121105	0.608383	0.229727	0.0407856	0.003766409	0.01164435
96	-68.27439	-75.34926	7.074863	0.000773062	0.0279299	0.00464667	2.659117	0.00517447	0.149126	0.02777852	2.491552	0.216621	0.296972	0.410914	0.0754925	0.006140208	0.01071067
97	-67.57351	-76.01444	8.440923	0.00144851	0.0174696	0.0050304	1.845782	0.0047564	0.137077	0.02553414	2.491552	0.216621	0.296972	0.410914	0.0754925	0.009554598	0.009295435
98	-68.23462	-76.05093	7.816312	0.000870097	0.0177873	0.003934039	2.236976	0.0160291	0.102373	0.04050856	1.374535	0.155113	0.0706584	0.294238	0.479991	0.009554598	0.009295435
99	-70.25983	-76.79789	6.538066	0.000561041	0.0114693	0.002536681	2.236976	0.029488	0.116859	0.05870203	1.020756	0.214137	0.0975454	0.33618	0.352138	0.007461366	0.008621808
100	-67.65304	-76.40098	8.74794	0.000976823	0.0199691	0.004416586	2.236976	0.0152365	0.0908204	0.03719923	1.323365	0.427318	0.0408756	0.176267	0.35554	0.006754652	0.008621808
101	-66.54054	-77.71861	11.17807	0.00233809	0.0157676	0.006071748	1.414863	0.0119477	0.0712167	0.02916972	1.323365	0.145411	0.0139094	0.6865	0.15418	0.006308705	0.007753777
102	-67.52632	-78.53111	11.00479	0.00235878	0.0116799	0.005248832	1.185878	0.00589672	0.0776539	0.02139867	1.910975	0.140468	0.0134366	0.663163	0.182933	0.00994592	0.00944854
103	-66.57833	-76.43464	9.856307	0.00380337	0.0188331	0.008463405	1.185878	0.0125207	0.0982047	0.03506552	1.526838	0.155944	0.0253635	0.736227	0.0824657	0.01005711	0.00590271
104	-69.01362	-77.24505	8.231427	0.00396815	0.019649	0.008830064	1.185878	0.0117929	0.104265	0.03506552	1.61562	0.108403	0.0176313	0.511784	0.362182	0.02068498	0.00590271
105	-70.44185	-78.15475	7.712897	0.00193936	0.0232022	0.006708013	1.839827	0.00849631	0.0751187	0.02526325	1.61562	0.10177	0.0165523	0.480465	0.401213	0.02453464	0.009540315
106	-69.9051	-78.10789	8.202794	0.00267296	0.0162121	0.006582892	1.336249	0.00555863	0.114818	0.02526325	2.244659	0.352985	0.0120722	0.346008	0.288935	0.0228077	0.006144189
107	-70.10318	-79.54022	9.437034	0.00322282	0.0224521	0.008506404	1.43896	0.00328382	0.0678301	0.01492455	2.244659	0.352985	0.0120722	0.346008	0.288935	0.0228077	0.004047099
108	-67.62166	-78.84738	11.22571	0.00257298	0.0179116	0.006788694	1.43841	0.00334424	0.0666047	0.01492455	2.217628	0.296531	0.0101415	0.29067	0.402657	0.01153159	0.004047099
109	-67.82457	-77.58	9.755435	0.00339025	0.0135938	0.006788694	1.029451	0.00148402	0.150093	0.01492455	3.422216	0.166703	0.0206722	0.586261	0.226364	0.01422934	0.002213227
110	-67.25231	-77.8484	10.59609	0.00397661	0.0115893	0.006788694	0.7929368	0.00153073	0.154818	0.0153943	3.422216	0.16458	0.033141	0.578796	0.223482	0.01123349	0.001471597
111	-71.28625	-84.6227	13.33646	0.00354418	0.00743944	0.005134855	0.5496668	0.00454767	0.0521112	0.0153943	1.807858	0.254066	0.0511603	0.349781	0.344994	0.01533537	0.00217231
112	-69.30049	-81.1851	11.88461	0.00496911	0.0101642	0.007106826	0.5304961	0.00637212	0.0730172	0.02157022	1.807858	0.221948	0.044693	0.305564	0.427795	0.01732805	0.003106437
113	-67.74667	-78.3635	10.61683	0.00519419	0.00972375	0.007106826	0.4648193	0.0113357	0.137618	0.03949684	1.850677	0.285334	0.0574567	0.107242	0.549968	0.009969243	0.002286935
114	-68.37973	-79.47778	11.09805	0.00499923	0.010103	0.007106826	0.5215376	0.00971302	0.114857	0.03340067	1.831174	0.405038	0.301181	0.152232	0.141548	0.01200881	0.002280872
115	-67.07062	-77.96303	10.89241	0.0059603	0.0196288	0.01081637	0.8835414	0.014271	0.0944244	0.03670874	1.400741	0.394228	0.405949	0.148169	0.0516541	0.007394384	0.002280872
116	-68.53134	-77.62011	9.088767	0.0119631	0.0224799	0.01639907	0.4676097	0.0151668	0.128053	0.04406993	1.581448	0.416215	0.42859	0.10066	0.054535	0.007394384	0.00578021
117	-66.45545	-75.7386	9.283148	0.00771672	0.0207594	0.01265681	0.7335999	0.0133561	0.145413	0.04406993	1.769935	0.277765	0.147818	0.538023	0.0363945	0.005352376	0.004342259
118	-66.60387	-76.76786	10.16399	0.00722529	0.0183241	0.01150638	0.6898765	0.00809383	0.152492	0.03513179	2.176467	0.536029	0.285257	0.108479	0.0702338	0.004368287	0.004235734
119	-67.40934	-77.98337	10.57403	0.00663107	0.0283113	0.01370161	1.075996	0.00234499	0.0907333	0.0145866	2.709931	0.513329	0.26611	0.101198	0.119364	0.005648728	0.006567125
120	-66.30533	-77.67631	11.37099	0.00528554	0.0208279	0.01049221	1.016558	0.00201172	0.087791	0.01328952	2.799128	0.815768	0.124605	0.0273581	0.0322691	0.003477991	0.00692083
121	-67.09931	-77.25002	10.15071	0.00580275	0.0189714	0.01049221	0.8781481	0.00289685	0.126418	0.0191367	2.799128	0.549596	0.349168	0.0897288	0.0115073	0.008109579	0.007303548
122	-68.81778	-77.51685	8.699071	0.00580275	0.0189714	0.01049221	0.8781481	0.00289685	0.126418	0.0191367	2.799128	0.587871	0.319495	0.0821037	0.0105294	0.01509169	0.01115112
123	-69.1549	-76.72591	7.571008	0.00536592	0.0264554	0.0119146	1.182666	0.00223055	0.164181	0.0191367	3.186645	0.5255	0.340978	0.124109	0.00941224	0.01326805	0.01117893
124	-70.14322	-76.37652	6.233305	0.00326629	0.0313877	0.01012527	1.677388	0.00145043	0.10676	0.01244378	3.186645	0.514317	0.355002	0.121468	0.00921195	0.01886758	0.01775812
125	-69.88812	-76.31377	6.425648	0.00326629	0.0313877	0.01012527	1.677388	0.00112972	0.137068	0.01244378	3.557141	0.514014	0.354793	0.121397	0.00979566	0.01886758	0.0116177
126	-71.35915	-79.45393	8.094783	0.00297029	0.0583765	0.01316796	2.207781	0.00278253	0.0638591	0.01333004	2.322733	0.144191	0.426444	0.417591	0.0117739	0.01509544	0.007949962
127	-70.90947	-77.32333	6.41386	0.00430734	0.0566566	0.01562175	1.910102	0.00218296	0.134174	0.01711419	3.053016	0.275896	0.532028	0.170417	0.021659	0.01556997	0.008283417
128	-69.61845	-77.05221	7.433758	0.00289634	0.0339157	0.009911187	1.82392	0.00420502	0.0887019	0.01931303	2.260228	0.283805	0.547281	0.146634	0.02228	0.01220143	0.01871825
129	-67.64096	-76.68297	9.042015	0.00249496	0.0213432	0.007297296	1.591175	0.00388449	0.0812603	0.01776668	2.254049	0.590944	0.0573408	0.305324	0.0463917	0.007398029	0.01871825
130	-69.80731	-75.4699	5.662589	0.00184365	0.0374132	0.008305225	2.231521	0.00204272	0.154527	0.01776668	3.206932	0.229167	0.108054	0.575358	0.0874214	0.008179677	0.0219055
131	-67.86107	-75.7086	7.847529	0.00184365	0.0374132	0.008305225	2.231521	0.00295104	0.106964	0.01776668	2.661519	0.648756	0.117535	0.209818	0.023891	0.009002004	0.01170983
132	-67.02492	-76.17068	9.145764	0.00355585	0.0244939	0.009332551	1.430585	0.00498138	0.0957461	0.02183914	2.191281	0.659885	0.119552	0.213418	0.0071451	0.006068564	0.01600275
133	-66.53458	-76.29214	9.757559	0.00582572	0.0223927	0.01142164	0.9981272	0.00249219	0.116543	0.01704252	2.850374	0.692889	0.195509	0.104099	0.00750246	0.004735839	0.01260046
134	-66.89436	-75.32912	8.434757	0.00257516	0.0196632	0.007115893	1.506945	0.00274668	0.128443	0.01878277	2.850374	0.776304	0.0986592	0.116632	0.00840566	0.005168359	0.01813972
135	-67.30891	-76.7236	9.41469	0.00376154	0.0287221	0.01039419	1.506945	0.00201107	0.094044	0.01375243	2.850374	0.387592	0.162358	0.332653	0.117397	0.002471646	0.01527788
136	-68.25928	-80.38243	12.12316	0.00593387	0.0182072	0.01039419	0.8311036	0.00405059	0.0466918	0.01375243	1.812264	0.475808	0.169778	0.261963	0.0924498	0.002060857	0.01725064
137	-66.85853	-76.70409	9.845562	0.00413465	0.0114511	0.006880864	0.7551496	0.00189329	0.0998943	0.01375243	2.939847	0.546169	0.12174	0.153771	0.17832	0.001778566	0.02468164
138	-66.98261	-76.10665	9.124042	0.00485809	0.0252374	0.01107274	1.221428	0.0016401	0.114424	0.01369912	3.146936	0.418654	0.368531	0.119	0.0938143	0.001778566	0.01737375
139	-67.42317	-75.85583	8.432659	0.0041918	0.0292489	0.01107274	1.440134	0.00133407	0.175367	0.01529549	3.61655	0.881638	0.0750331	0.0242285	0.0191006	0.002807628	0.01116429
