Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
30	-231.6658	-223.2758	-8.390031	1	0	1	1	0.0222698	0.0222698	0.003197589	0.02813933	0.1089431	0.1089431	0.07543402	0.07543402	0.430677	0.293059	0.188502	0.0877629
31	-233.1012	-227.6178	-5.483474	1	0	1	1	0.02027184	0.02027184	0.007975387	0.03179688	0.08082186	0.08082186	0.07543402	0.07543402	0.33313	0.270806	0.270243	0.12582
32	-233.0132	-225.4174	-7.595854	1	0	1	1	0.02027184	0.02027184	0.00878328	0.03179688	0.1060147	0.1060147	0.06519233	0.06519233	0.211373	0.171828	0.370984	0.245814
33	-232.2385	-228.7319	-3.506543	1	0	1	1	0.02027184	0.02027184	0.00878328	0.03283752	0.08465212	0.08465212	0.05500671	0.05500671	0.0313267	0.250947	0.541806	0.17592
34	-233.1906	-230.1397	-3.050883	1	0	1	1	0.02759525	0.02759525	0.01140581	0.02489247	0.08465212	0.08465212	0.04960646	0.04960646	0.0208612	0.16217	0.699819	0.11715
35	-234.6256	-232.3637	-2.261881	1	0	1	1	0.03184077	0.03184077	0.01220763	0.01800603	0.08465212	0.08465212	0.04555936	0.04555936	0.0209354	0.159193	0.702305	0.117566
36	-237.5561	-227.83	-9.726056	0	0	1	1	0.0361386	0.04019773	0.01184834	0.01709706	0.08465212	0.08465212	0.09455889	0.09455889	0.00826536	0.109444	0.755559	0.126732
37	-236.4559	-222.5709	-13.88504	1	0	1	1	0.0361386	0.0361386	0.006771575	0.01709706	0.1189183	0.1189183	0.1000527	0.1000527	0.0068121	0.0902009	0.622713	0.280274
38	-236.3503	-223.192	-13.15833	1	0	1	1	0.03055323	0.03055323	0.006935468	0.01709706	0.1189183	0.1189183	0.1000527	0.1000527	0.00422537	0.140424	0.681504	0.173847
39	-235.2841	-225.8731	-9.410986	0	0	1	1	0.0247537	0.01184843	0.008624786	0.01794428	0.1189183	0.1189183	0.1000527	0.1000527	0.0129646	0.236808	0.317835	0.432392
40	-236.2715	-230.9246	-5.346903	1	0	1	0	0.0293019	0.0293019	0.007246216	0.01822009	0.1401012	0.1401012	0.05589174	0.001061784	0.0114197	0.208589	0.399126	0.380865
41	-235.4125	-226.1443	-9.268249	1	0	1	1	0.02380978	0.02380978	0.006030619	0.02768019	0.149206	0.149206	0.03780896	0.03780896	0.0114197	0.208589	0.399126	0.380865
42	-230.1522	-226.9238	-3.228479	1	0	1	1	0.02380978	0.02380978	0.003270153	0.04162504	0.08179121	0.08179121	0.04898083	0.04898083	0.0131738	0.240629	0.30683	0.439367
43	-231.3821	-228.8069	-2.575199	1	0	1	1	0.03914325	0.03914325	0.003270153	0.03581534	0.07654148	0.07654148	0.03983313	0.03983313	0.0178571	0.326173	0.0604068	0.595563
44	-231.3589	-234.0596	2.700764	1	0	1	1	0.01827754	0.01827754	0.002554527	0.03581534	0.07654148	0.07654148	0.02205416	0.02205416	0.0242998	0.08306	0.0822012	0.810439
45	-231.4818	-228.1781	-3.303651	1	0	1	1	0.02447245	0.02447245	0.004816249	0.03581534	0.113916	0.113916	0.02101778	0.02101778	0.0151703	0.168091	0.166353	0.650386
46	-230.5359	-225.9766	-4.559264	1	0	1	1	0.02743605	0.02743605	0.004816249	0.02994827	0.1157347	0.1157347	0.0314698	0.0314698	0.0151703	0.168091	0.166353	0.650386
47	-230.7442	-229.3992	-1.344982	1	0	1	1	0.03085527	0.03085527	0.004816249	0.0376763	0.08066852	0.08066852	0.03140921	0.03140921	0.015427	0.154017	0.169167	0.661389
48	-229.8219	-228.256	-1.565848	1	0	1	1	0.03085527	0.03085527	0.003968673	0.02842097	0.08324488	0.08324488	0.04058348	0.04058348	0.015427	0.154017	0.169167	0.661389
49	-231.48	-229.1509	-2.329086	0	0	1	1	0.02517832	0.04837659	0.003968673	0.02059046	0.1070669	0.1070669	0.02412816	0.02412816	0.0162891	0.162624	0.122736	0.698351
50	-231.0136	-228.2697	-2.743931	1	0	1	1	0.03642069	0.03642069	0.0035964	0.02059046	0.1070669	0.1070669	0.02818775	0.02818775	0.0135471	0.135248	0.270412	0.580793
51	-230.7572	-226.6721	-4.085039	1	0	1	1	0.02687996	0.02687996	0.003221631	0.02013862	0.1165638	0.1165638	0.03906322	0.03906322	0.0303498	0.280478	0.605812	0.0833604
52	-230.9162	-224.2643	-6.651876	1	0	1	1	0.02020472	0.02020472	0.002439441	0.03471263	0.1178499	0.1178499	0.04980991	0.04980991	0.0721008	0.666319	0.0635442	0.198036
53	-229.0535	-223.6502	-5.403317	1	0	1	1	0.03208763	0.03208763	0.002717777	0.03471263	0.1050792	0.1050792	0.04110476	0.04110476	0.371859	0.132065	0.327729	0.168347
54	-231.7718	-221.136	-10.63579	1	0	1	1	0.03153337	0.03153337	0.002961919	0.03471263	0.1367173	0.1367173	0.0488126	0.0488126	0.0369819	0.765636	0.130399	0.0669833
55	-229.617	-228.5755	-1.04159	1	0	1	1	0.03153337	0.03153337	0.004422538	0.02600019	0.0962775	0.0962775	0.02492856	0.02492856	0.0342478	0.782962	0.120759	0.0620312
56	-230.4375	-226.4432	-3.994284	1	0	1	1	0.03153337	0.03153337	0.004355448	0.02600019	0.1187743	0.1187743	0.02452683	0.02452683	0.0405622	0.729637	0.171994	0.0578065
57	-230.123	-226.0615	-4.061482	1	0	1	1	0.03300963	0.03300963	0.0033805	0.02600019	0.1187743	0.1187743	0.02452683	0.02452683	0.0211327	0.748865	0.170673	0.0593298
58	-229.8317	-223.7327	-6.098963	1	0	1	1	0.03300963	0.03300963	0.003520218	0.02840014	0.1187743	0.1187743	0.0371874	0.0371874	0.0228304	0.809027	0.130954	0.0371883
59	-230.8026	-230.9433	0.1407167	1	0	1	1	0.03598912	0.03598912	0.002985882	0.02015665	0.08193038	0.08193038	0.03327976	0.03327976	0.0222719	0.789236	0.127751	0.0607415
60	-228.6102	-227.9327	-0.6774928	0	0	1	1	0.03598912	0.01559132	0.00438509	0.02703389	0.0895906	0.0895906	0.04439764	0.04439764	0.0136371	0.796206	0.128879	0.061278
61	-226.9264	-226.8572	-0.06921974	0	0	1	1	0.02567271	0.01287686	0.003298884	0.02703389	0.1047013	0.1047013	0.0388661	0.0388661	0.0068058	0.825928	0.103701	0.0635654
62	-232.1206	-232.907	0.7863826	1	0	1	1	0.02567271	0.02567271	0.004742024	0.02703389	0.0636701	0.0636701	0.0484062	0.0484062	0.0069981	0.849265	0.106631	0.0371059
63	-229.9833	-229.7005	-0.2828339	1	0	1	1	0.01881036	0.01881036	0.003349712	0.02917932	0.08036111	0.08036111	0.04580111	0.04580111	0.0069981	0.849265	0.106631	0.0371059
64	-229.6713	-228.0166	-1.654751	1	0	1	1	0.01881036	0.01881036	0.001812916	0.02917932	0.08992508	0.08992508	0.04800886	0.04800886	0.00684617	0.830827	0.104316	0.0580104
65	-226.9735	-233.2207	6.24715	0	0	1	0	0.01881036	0.004936974	0.004408862	0.02917932	0.08992508	0.08992508	0.04978539	0.004823476	0.0631343	0.108772	0.750489	0.0776042
66	-231.1004	-231.6129	0.5125061	1	0	1	0	0.03072376	0.03072376	0.006627514	0.04996548	0.08992508	0.08992508	0.0252749	0.005593171	0.0631343	0.108772	0.750489	0.0776042
67	-228.4597	-231.6907	3.231032	0	0	1	1	0.02709526	0.008588522	0.004266871	0.0407563	0.0911835	0.0911835	0.0159384	0.0159384	0.173868	0.361266	0.207119	0.257747
68	-229.9612	-227.377	-2.584211	1	0	1	1	0.0279764	0.0279764	0.004266871	0.03920264	0.1016185	0.1016185	0.02160617	0.02160617	0.288961	0.309399	0.183683	0.217957
69	-230.9746	-226.5335	-4.4411	1	0	1	1	0.04485034	0.04485034	0.004229133	0.03003401	0.1016185	0.1016185	0.02779156	0.02779156	0.06773	0.811095	0.0554171	0.0657576
70	-230.5273	-230.9196	0.392237	1	0	0	1	0.04332909	0.04332909	0.00551202	0.02566357	0.1016185	0.004416281	0.02846766	0.02846766	0.0686042	0.821564	0.0432258	0.0666063
71	-228.7249	-228.381	-0.3439534	1	0	1	0	0.03683247	0.03683247	0.00496209	0.04152946	0.1016185	0.1016185	0.02129414	0.008262668	0.0686042	0.821564	0.0432258	0.0666063
72	-230.702	-228.1891	-2.51296	1	0	1	1	0.04139377	0.04139377	0.003721667	0.02611094	0.1016185	0.1016185	0.02129414	0.02129414	0.1704	0.598778	0.0653837	0.165438
73	-228.4047	-226.4865	-1.918176	1	0	1	0	0.037818	0.037818	0.003721667	0.03080513	0.1016185	0.1016185	0.02241082	0.02986941	0.423351	0.421958	0.0613483	0.0933424
74	-231.5783	-224.2834	-7.294941	1	0	1	0	0.03911272	0.03911272	0.00263907	0.03080513	0.1016185	0.1016185	0.02871031	0.06347012	0.179008	0.558273	0.0837164	0.179003
75	-230.9893	-224.4569	-6.532414	1	0	1	0	0.03911272	0.03911272	0.002785664	0.03071198	0.1016185	0.1016185	0.02871031	0.05772798	0.494205	0.223025	0.033444	0.249325
76	-228.5009	-226.0088	-2.492109	0	0	1	1	0.03911272	0.02067348	0.002785664	0.03762457	0.1016185	0.1016185	0.02871031	0.02871031	0.609024	0.124472	0.127354	0.13915
77	-229.0314	-226.0992	-2.932185	0	0	1	1	0.03911272	0.01271203	0.003791436	0.02626119	0.1183394	0.1183394	0.0335916	0.0335916	0.481307	0.0983696	0.100647	0.319676
78	-230.4864	-226.483	-4.003374	1	0	1	1	0.03911272	0.03911272	0.003791436	0.02231547	0.1062357	0.1062357	0.03380265	0.03380265	0.163667	0.383813	0.0342247	0.418295
79	-231.1745	-223.9488	-7.225668	1	0	1	1	0.03843585	0.03843585	0.00560814	0.0239255	0.1062357	0.1062357	0.05509209	0.05509209	0.353942	0.343424	0.0228886	0.279745
80	-229.723	-225.8846	-3.838456	1	0	1	1	0.03205267	0.03205267	0.003599868	0.0239255	0.1062357	0.1062357	0.03821389	0.03821389	0.0681757	0.242616	0.0161699	0.673039
81	-232.4234	-228.6544	-3.769048	1	0	1	1	0.05000125	0.05000125	0.003539282	0.0239255	0.09612275	0.09612275	0.02992106	0.02992106	0.0474146	0.478697	0.00580632	0.468082
82	-233.007	-228.1069	-4.900056	1	0	1	1	0.04645323	0.04645323	0.007442803	0.03064844	0.09612275	0.09612275	0.03128029	0.03128029	0.0568963	0.574425	0.00696745	0.361712
83	-232.4465	-228.6075	-3.839054	1	0	1	1	0.02939206	0.02939206	0.01067695	0.03058336	0.09612275	0.09612275	0.03725699	0.03725699	0.055207	0.557369	0.0364517	0.350972
84	-233.0202	-230.5699	-2.450252	1	0	1	1	0.03258728	0.03258728	0.009766139	0.01793806	0.09612275	0.09612275	0.03725699	0.03725699	0.0656016	0.632589	0.043315	0.258494
85	-230.6161	-226.4582	-4.157889	1	0	1	1	0.03409495	0.03409495	0.004608192	0.01957472	0.1017128	0.1017128	0.04642008	0.04642008	0.0447914	0.589371	0.0295746	0.336263
86	-228.3836	-229.1562	0.7726388	0	0	1	1	0.02206273	0.01952062	0.004608192	0.0197731	0.1017493	0.1017493	0.03845526	0.03845526	0.281947	0.485834	0.0187728	0.213447
87	-231.528	-234.1254	2.597381	1	0	1	1	0.01481556	0.01481556	0.002797112	0.0197731	0.08337364	0.08337364	0.03525491	0.03525491	0.213062	0.18183	0.0489173	0.556191
88	-230.5921	-233.7459	3.153822	1	0	1	1	0.02423644	0.02423644	0.002797112	0.02504722	0.07161707	0.07161707	0.02816524	0.02816524	0.213674	0.182353	0.0461841	0.557789
89	-230.1063	-226.298	-3.808263	1	0	1	1	0.03561988	0.03561988	0.003147107	0.02504722	0.1160683	0.1160683	0.02391992	0.02391992	0.132335	0.654978	0.0286033	0.184083
90	-227.9025	-231.3785	3.475999	1	0	1	0	0.02304547	0.02304547	0.003547917	0.03608649	0.07968693	0.07968693	0.02184912	0.0217854	0.393175	0.287019	0.20192	0.117887
91	-225.9456	-231.9335	5.987927	0	0	1	0	0.02304547	0.01111608	0.003707569	0.0216958	0.1070232	0.1070232	0.01463046	0.02258477	0.393175	0.287019	0.20192	0.117887
92	-224.9921	-231.1986	6.206508	0	0	1	0	0.02188545	0.01111608	0.003272322	0.02660525	0.1060643	0.1060643	0.0152758	0.01795348	0.341549	0.380636	0.175407	0.102408
93	-227.8494	-230.6966	2.847235	1	0	1	0	0.01828401	0.01828401	0.002431181	0.02676115	0.1060643	0.1060643	0.02279272	0.01435876	0.493274	0.292927	0.134988	0.0788103
94	-229.1981	-229.4208	0.2227787	1	0	1	1	0.02422927	0.02422927	0.001842206	0.02480249	0.1000629	0.1000629	0.02279272	0.02279272	0.191857	0.539314	0.14539	0.123439
95	-229.452	-226.1598	-3.292138	1	0	1	1	0.02062596	0.02062596	0.001842206	0.02989139	0.1000629	0.1000629	0.04752949	0.04752949	0.143319	0.655863	0.108608	0.0922098
96	-230.036	-229.6506	-0.3854615	1	0	1	1	0.01740054	0.01740054	0.001469747	0.02477369	0.09710576	0.09710576	0.03751749	0.03751749	0.143925	0.658638	0.104837	0.0925999
97	-230.3477	-229.5492	-0.798462	1	0	1	1	0.01752929	0.01752929	0.002870506	0.02890292	0.08108755	0.08108755	0.05095808	0.05095808	0.177189	0.446166	0.213118	0.163527
98	-231.1479	-225.4467	-5.701224	1	0	1	1	0.01876747	0.01876747	0.002709051	0.02726339	0.1099719	0.1099719	0.05921267	0.05921267	0.164969	0.30222	0.301482	0.231329
99	-230.4093	-222.3838	-8.025497	1	0	1	1	0.02797712	0.02797712	0.002345971	0.02915043	0.1165781	0.1165781	0.05921267	0.05921267	0.0775964	0.363266	0.141808	0.41733
100	-233.1256	-226.2182	-6.907422	1	0	0	1	0.0397672	0.0397672	0.003050461	0.03605422	0.08908067	0.01332674	0.08218556	0.08218556	0.0775964	0.363266	0.141808	0.41733
101	-232.3827	-226.1068	-6.275951	1	0	1	1	0.01904532	0.01904532	0.002179828	0.03605422	0.08274719	0.08274719	0.08218556	0.08218556	0.0219227	0.273814	0.106888	0.597375
102	-231.9226	-223.4396	-8.482938	1	0	1	1	0.03389339	0.03389339	0.003007411	0.02422398	0.09536657	0.09536657	0.08218556	0.08218556	0.011094	0.276846	0.108072	0.603988
103	-228.063	-224.665	-3.397961	0	0	1	1	0.02274889	0.02065429	0.003137173	0.03427224	0.09536657	0.09536657	0.06110403	0.06110403	0.011094	0.276846	0.108072	0.603988
104	-229.7533	-227.6665	-2.086873	1	0	1	1	0.02020577	0.02020577	0.002241615	0.02564575	0.09536657	0.09536657	0.04750059	0.04750059	0.0129175	0.167983	0.115838	0.703262
105	-227.0895	-226.4964	-0.5931428	0	0	1	1	0.02230525	0.01729191	0.002632206	0.03261335	0.09843733	0.09843733	0.04307834	0.04307834	0.0109781	0.13235	0.302586	0.554085
106	-229.5032	-229.7367	0.2335157	1	0	1	1	0.02194299	0.02194299	0.002004491	0.02642145	0.08303079	0.08303079	0.04024976	0.04024976	0.0637192	0.170603	0.390043	0.375635
107	-230.0807	-231.0562	0.9755014	1	0	1	1	0.01794917	0.01794917	0.0020017	0.02384626	0.08303079	0.08303079	0.04128611	0.04128611	0.483639	0.120186	0.0958387	0.300336
108	-229.462	-227.4441	-2.017914	1	0	1	1	0.02352311	0.02352311	0.00170707	0.02384626	0.107469	0.107469	0.0339004	0.0339004	0.503083	0.133004	0.0880343	0.275879
109	-230.259	-226.3535	-3.905551	1	0	1	1	0.02804655	0.02804655	0.00170707	0.01958762	0.1011799	0.1011799	0.05400704	0.05400704	0.571871	0.151189	0.100071	0.176869
110	-231.0888	-225.6258	-5.463008	1	0	1	1	0.02804655	0.02804655	0.004930735	0.01958762	0.1011799	0.1011799	0.06240249	0.06240249	0.571871	0.151189	0.100071	0.176869
111	-231.6027	-225.636	-5.96678	1	0	1	1	0.03347047	0.03347047	0.004930735	0.01792201	0.1011799	0.1011799	0.06240249	0.06240249	0.422786	0.295138	0.0853257	0.19675
112	-230.2796	-227.1768	-3.102761	1	0	0	1	0.03347047	0.03347047	0.00745905	0.02069452	0.1011799	0.009874488	0.06240249	0.06240249	0.272593	0.371934	0.107528	0.247946
113	-234.3398	-220.7034	-13.63639	1	0	1	1	0.04858661	0.04858661	0.006486751	0.03174223	0.1136425	0.1136425	0.07666524	0.07666524	0.323161	0.440931	0.127475	0.108433
114	-232.2385	-221.8486	-10.38989	1	0	0	1	0.03452636	0.03452636	0.006486751	0.03174223	0.1114553	0.04093755	0.06429693	0.06429693	0.3479	0.474686	0.0606794	0.116734
115	-231.7546	-224.7082	-7.046316	1	0	1	1	0.0205866	0.0205866	0.006424111	0.03174223	0.1082214	0.1082214	0.06098493	0.06098493	0.353545	0.470578	0.0601542	0.115724
116	-233.2497	-220.5354	-12.71427	1	0	1	1	0.03220337	0.03220337	0.006009919	0.03541425	0.1082214	0.1082214	0.08839499	0.08839499	0.353545	0.470578	0.0601542	0.115724
117	-230.3402	-223.8186	-6.521636	1	0	1	1	0.0262985	0.0262985	0.005215373	0.029631	0.1076346	0.1076346	0.05526552	0.05526552	0.153868	0.43849	0.29981	0.107833
118	-230.4641	-222.8762	-7.587966	1	0	1	1	0.03757755	0.03757755	0.004215197	0.02730728	0.1076346	0.1076346	0.05526552	0.05526552	0.21922	0.404622	0.276654	0.0995039
119	-230.6297	-226.105	-4.524702	1	0	1	1	0.02708285	0.02708285	0.002675999	0.01867143	0.1076346	0.1076346	0.05308237	0.05308237	0.228803	0.399656	0.273259	0.0982827
120	-230.9875	-222.316	-8.671548	1	0	1	1	0.02484905	0.02484905	0.00253053	0.03743374	0.1012939	0.1012939	0.07397682	0.07397682	0.0825768	0.144239	0.748512	0.0246717
121	-230.9189	-224.8844	-6.034453	1	0	1	1	0.02484905	0.02484905	0.00236317	0.02453356	0.09468786	0.09468786	0.07397682	0.07397682	0.148423	0.259255	0.265468	0.326854
122	-229.6569	-222.6415	-7.015437	1	0	1	1	0.03349872	0.03349872	0.00236317	0.03151169	0.104216	0.104216	0.0561393	0.0561393	0.179079	0.106261	0.320298	0.394363
123	-230.6578	-226.1465	-4.511353	1	0	1	1	0.02304193	0.02304193	0.006528995	0.03029385	0.1047434	0.1047434	0.04443954	0.04443954	0.132099	0.340726	0.23627	0.290905
124	-230.0072	-226.7631	-3.244111	1	0	1	1	0.02713978	0.02713978	0.005984978	0.02794319	0.1007348	0.1007348	0.03779085	0.03779085	0.00760808	0.505919	0.35082	0.135653
125	-229.8738	-226.8747	-2.999065	1	0	1	1	0.02202721	0.02202721	0.004787328	0.02794319	0.1007348	0.1007348	0.04227296	0.04227296	0.00671432	0.446486	0.309607	0.237192
126	-230.9912	-226.2363	-4.754892	1	0	1	1	0.02202721	0.02202721	0.006971583	0.03564016	0.1007348	0.1007348	0.04549074	0.04549074	0.00909725	0.604945	0.0645846	0.321373
127	-233.1592	-237.2035	4.044278	0	0	1	1	0.02202721	0.003467151	0.005527738	0.04830739	0.05694156	0.05694156	0.04549074	0.04549074	0.00909725	0.604945	0.0645846	0.321373
128	-235.0306	-244.8514	9.820835	0	0	1	1	0.01659671	0.00394957	0.005527738	0.03353737	0.04780332	0.04780332	0.03125218	0.03125218	0.00886232	0.589323	0.0887412	0.313073
129	-227.6368	-230.4391	2.80225	0	0	1	0	0.0214543	0.005636524	0.005990776	0.03785574	0.1201305	0.1201305	0.02486992	0.01163176	0.00886232	0.589323	0.0887412	0.313073
130	-229.9121	-226.4161	-3.495976	1	0	1	1	0.02358284	0.02358284	0.004545052	0.03785574	0.09772167	0.09772167	0.03776733	0.03776733	0.0185637	0.139766	0.185884	0.655786
131	-229.1172	-227.3712	-1.745909	1	0	1	1	0.02642681	0.02642681	0.002820675	0.02863153	0.09772167	0.09772167	0.03281591	0.03281591	0.0185637	0.139766	0.185884	0.655786
132	-230.4979	-225.7516	-4.746353	1	0	1	1	0.04173815	0.04173815	0.004042636	0.02843979	0.1065652	0.1065652	0.03001505	0.03001505	0.0736124	0.55423	0.118322	0.253835
133	-229.6743	-227.7074	-1.966892	1	0	1	1	0.03235797	0.03235797	0.002895205	0.02538603	0.1054093	0.1054093	0.02401669	0.02401669	0.0539083	0.405877	0.0866507	0.453564
134	-230.011	-227.557	-2.45401	1	0	1	0	0.03235797	0.03235797	0.001842344	0.02455591	0.09293241	0.09293241	0.0633155	0.0152369	0.0582129	0.253335	0.198671	0.489781
135	-229.9351	-224.0341	-5.901054	1	0	1	1	0.02800912	0.02800912	0.001842344	0.03081676	0.09293241	0.09293241	0.06581463	0.06581463	0.182492	0.556631	0.215873	0.0450037
136	-229.9456	-227.2156	-2.730001	1	0	1	1	0.02098513	0.02098513	0.00426623	0.0392186	0.09293241	0.09293241	0.03835586	0.03835586	0.0378279	0.439072	0.487601	0.035499
137	-230.1325	-227.3817	-2.750859	1	0	1	1	0.02098513	0.02098513	0.003113196	0.04431496	0.09293241	0.09293241	0.03456814	0.03456814	0.0260131	0.301937	0.556744	0.115307
138	-230.9626	-229.893	-1.069591	1	0	1	1	0.02098513	0.02098513	0.003863236	0.04431496	0.07963959	0.07963959	0.03456814	0.03456814	0.0120231	0.0930691	0.257323	0.637585
139	-232.1031	-231.8612	-0.2418459	1	0	1	1	0.02549778	0.02549778	0.004546125	0.04431496	0.06826881	0.06826881	0.03456814	0.03456814	0.026809	0.207526	0.573778	0.191887
140	-232.0709	-229.5869	-2.484005	1	0	1	1	0.03151939	0.03151939	0.004364696	0.03082088	0.06826881	0.06826881	0.05894925	0.05894925	0.0589144	0.250639	0.458695	0.231751
