Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
42704	0	-78.59493	-79.95971	1.364781	0.013726	0.0491759	0.0730919	0.926908
42705	1	-78.58578	-78.35562	-0.2301542	0.0122454	0.0625551	0.633618	0.366382
42706	0	-78.55354	-80.14955	1.596009	0.0120009	0.0491759	0.0492399	0.95076
42707	1	-78.85653	-77.67094	-1.185594	0.0122454	0.069683	0.852338	0.147662
42708	0	-78.49964	-80.09565	1.596009	0.0120009	0.0491759	0.27072	0.72928
42709	1	-80.56206	-83.54771	2.985645	0.0063596	0.0444501	0.486817	0.513183
42710	0	-78.46016	-80.05617	1.596009	0.0120009	0.0491759	0.440685	0.559315
42711	1	-81.94236	-79.35711	-2.585248	0.0063596	0.0860107	0.764417	0.235583
42712	0	-78.64975	-79.85402	1.204262	0.0149235	0.0491759	0.440184	0.559816
42713	1	-81.90665	-79.3214	-2.585248	0.0063596	0.0860107	0.114561	0.885439
42714	0	-78.50953	-80.07121	1.56168	0.012257	0.0491759	0.202969	0.797031
42715	1	-80.64539	-80.87612	0.2307267	0.0063596	0.0650027	0.191031	0.808969
42716	0	-78.53689	-80.09857	1.56168	0.012257	0.0491759	0.0911826	0.908817
42717	1	-79.23792	-79.11668	-0.1212411	0.00898539	0.0650027	0.337626	0.662374
42718	0	-78.58035	-79.88945	1.309105	0.0141413	0.0491759	0.298095	0.701905
42719	1	-79.07565	-79.65942	0.5837705	0.00898539	0.0597431	0.365333	0.634667
42720	0	-78.51856	-79.82767	1.309105	0.0141413	0.0491759	0.56787	0.43213
42721	1	-78.95035	-79.98467	1.034316	0.00898539	0.0563818	0.987647	0.0123534
42722	0	-78.58411	-79.89321	1.309105	0.0141413	0.0491759	0.282206	0.717794
42723	1	-78.41587	-79.03893	0.6230563	0.0120535	0.0563818	0.888645	0.111355
42724	0	-78.5633	-79.87241	1.309105	0.0141413	0.0491759	0.370868	0.629132
42725	1	-78.48541	-78.82967	0.3442606	0.0141334	0.0563818	0.914606	0.085394
42726	0	-78.46344	-80.82463	2.36119	0.0127388	0.0427295	0.818147	0.181853
42727	1	-78.48158	-79.04641	0.5648289	0.0124879	0.0563818	0.324922	0.675078
42728	0	-78.52594	-79.12495	0.5990147	0.0121095	0.0565052	0.058581	0.941419
42729	1	-78.89815	-79.88671	0.9885591	0.00932674	0.0563818	0.437878	0.562122
42730	0	-79.12931	-80.67963	1.550316	0.0173287	0.044189	0.942214	0.0577861
42731	1	-78.85362	-80.72573	1.872107	0.00932674	0.0497903	0.549593	0.450407
42732	0	-79.24879	-80.7991	1.550316	0.0173287	0.044189	0.514411	0.485589
42733	1	-79.27856	-80.01459	0.7360228	0.0178023	0.0497903	0.407559	0.592441
42734	0	-79.06615	-77.67447	-1.391686	0.0112785	0.0721874	0.548093	0.451907
42735	1	-78.59618	-80.46013	1.863949	0.0125099	0.046668	0.0614499	0.93855
42736	0	-78.74829	-82.30502	3.55673	0.0120571	0.0344921	0.900831	0.099169
42737	1	-79.37322	-81.66732	2.294108	0.0163325	0.0396363	0.0614499	0.93855
42738	0	-78.76288	-82.31961	3.55673	0.0120571	0.0344921	0.870766	0.129234
42739	1	-79.03114	-81.29096	2.259822	0.0163325	0.0398921	0.860565	0.139435
42740	0	-78.76203	-82.16891	3.406878	0.0131751	0.0344921	0.911764	0.0882362
42741	1	-80.01706	-84.19075	4.173692	0.0163325	0.025614	0.814356	0.185644
42742	0	-78.73347	-81.95694	3.223471	0.0131751	0.0358604	0.822349	0.177651
42743	1	-80.26366	-81.26369	1.000032	0.0207785	0.0448445	0.943175	0.0568249
42744	0	-78.51139	-79.61398	1.10259	0.0131751	0.0516828	0.156007	0.843993
42745	1	-79.9821	-85.45288	5.470782	0.0120303	0.0202395	0.9302	0.0698005
42746	0	-80.48744	-83.45718	2.969732	0.0190985	0.0318299	0.551586	0.448414
42747	1	-78.83766	-79.48425	0.6465962	0.0162695	0.0519902	0.637533	0.362467
42748	0	-79.17088	-81.90777	2.736882	0.0152618	0.0374038	0.288678	0.711322
42749	1	-79.59497	-82.19367	2.598698	0.0175727	0.0361237	0.720136	0.279864
42750	0	-78.81718	-82.21159	3.394406	0.0103564	0.0374038	0.841077	0.158923
42751	1	-78.64138	-81.96038	3.318999	0.0119183	0.0364045	0.940983	0.0590169
42752	0	-78.67614	-82.01045	3.334307	0.0108048	0.0374038	0.999373	0.00062701
42753	1	-78.65492	-79.06258	0.4076629	0.0146431	0.0553992	0.0701826	0.929817
42754	0	-79.02737	-83.22849	4.20112	0.0108048	0.0309371	0.981728	0.0182723
42755	1	-79.40542	-83.34953	3.944113	0.0133339	0.0303254	0.368623	0.631377
42756	0	-79.6626	-83.02128	3.358683	0.0170896	0.0309371	0.979959	0.0200406
42757	1	-79.02771	-82.67581	3.648107	0.0133339	0.0325337	0.65525	0.34475
42758	0	-81.0644	-76.24043	-4.823964	0.0110903	0.0979815	0.349359	0.650641
42759	1	-81.16669	-75.65685	-5.509841	0.0133339	0.100855	0.0253447	0.974655
42760	0	-80.98554	-76.4237	-4.561837	0.0106824	0.0964338	0.175692	0.824308
42761	1	-79.45447	-77.10072	-2.353747	0.0166341	0.0740091	0.936708	0.0632921
42762	0	-78.68224	-79.60069	0.9184454	0.0150893	0.0511423	0.321044	0.678956
42763	1	-80.25641	-79.10641	-1.150003	0.0076538	0.0740091	0.953416	0.0465844
42764	0	-79.74268	-81.8262	2.083515	0.00736285	0.050177	0.379722	0.620278
42765	1	-79.23929	-80.52845	1.289164	0.0174164	0.0460496	0.445032	0.554968
42766	0	-79.74454	-81.82805	2.083515	0.00736285	0.050177	0.367066	0.632934
42767	1	-79.95544	-80.94136	0.9859169	0.0196787	0.0460496	0.400169	0.599831
42768	0	-78.54265	-79.70938	1.166733	0.0142023	0.050177	0.450029	0.549971
42769	1	-81.78773	-86.1289	4.341165	0.0196787	0.0210184	0.749527	0.250473
42770	0	-78.44709	-79.61383	1.166733	0.0142023	0.050177	0.921032	0.0789679
42771	1	-80.70152	-84.56936	3.867842	0.0178364	0.0263918	0.416361	0.583639
42772	0	-78.65931	-80.75262	2.093308	0.0135604	0.0439064	0.253324	0.746676
42773	1	-80.30927	-84.17711	3.867842	0.0178364	0.0263918	0.927986	0.0720139
42774	0	-78.50788	-80.84216	2.334279	0.0117627	0.0439064	0.629407	0.370593
42775	1	-80.37625	-84.24409	3.867842	0.0178364	0.0263918	0.825826	0.174174
42776	0	-79.62494	-76.52009	-3.10485	0.0139649	0.0822818	0.668195	0.331805
42777	1	-80.15664	-85.28499	5.128346	0.00843267	0.0263918	0.922685	0.0773151
42778	0	-79.62703	-76.52218	-3.10485	0.0139649	0.0822818	0.548004	0.451996
42779	1	-79.50189	-84.19959	4.697695	0.0116455	0.0263918	0.690721	0.309279
42780	0	-79.63579	-76.53093	-3.10485	0.0139649	0.0822818	0.0461198	0.95388
42781	1	-79.3136	-84.0113	4.697695	0.0116455	0.0263918	0.945175	0.0548249
42782	0	-79.67609	-76.4793	-3.196791	0.0146508	0.0822818	0.525601	0.474399
42783	1	-79.58422	-76.58529	-2.998936	0.0136124	0.0818441	0.392507	0.607493
42784	0	-79.29503	-78.11543	-1.179602	0.0174359	0.0644478	0.276969	0.723031
42785	1	-78.42362	-79.05173	0.6281033	0.0136124	0.0547853	0.880691	0.119309
42786	0	-79.30153	-78.12193	-1.179602	0.0174359	0.0644478	0.194918	0.805082
42787	1	-81.63897	-79.69898	-1.939987	0.0244228	0.0631337	0.619771	0.380229
42788	0	-78.79598	-77.97713	-0.8188539	0.0147446	0.0644478	0.361251	0.638749
42789	1	-81.63072	-79.69073	-1.939987	0.0244228	0.0631337	0.73372	0.26628
42790	0	-80.55542	-78.81202	-1.743404	0.021642	0.0644478	0.591734	0.408266
42791	1	-79.9497	-77.86342	-2.086279	0.0194626	0.0691853	0.772363	0.227637
42792	0	-84.35204	-84.12933	-0.2227065	0.0291596	0.0455854	0.517098	0.482902
42793	1	-79.07794	-77.50926	-1.568673	0.0156011	0.0691853	0.462396	0.537604
42794	0	-78.54449	-78.38898	-0.1555043	0.0138851	0.0603586	0.916969	0.0830311
42795	1	-79.06167	-77.493	-1.568673	0.0156011	0.0691853	0.758848	0.241152
42796	0	-78.55405	-78.39854	-0.1555043	0.0138851	0.0603586	0.820553	0.179447
42797	1	-78.47479	-78.6095	0.134704	0.0125505	0.0595282	0.870658	0.129342
42798	0	-78.37002	-79.23986	0.8698441	0.0122547	0.0543395	0.958489	0.0415105
42799	1	-78.42137	-79.1897	0.76833	0.0125505	0.0548011	0.625775	0.374225
42800	0	-78.41283	-80.45865	2.045817	0.0115018	0.0463193	0.880327	0.119673
42801	1	-78.3689	-79.13723	0.76833	0.0125505	0.0548011	0.98911	0.0108897
42802	0	-78.61972	-81.21423	2.594517	0.011928	0.0417997	0.463332	0.536668
42803	1	-78.48106	-79.32546	0.8443983	0.011983	0.0548011	0.299286	0.700714
42804	0	-79.05114	-82.02494	2.973809	0.00909833	0.0417997	0.660651	0.339349
42805	1	-79.83285	-78.89135	-0.9414951	0.00825892	0.0718485	0.762445	0.237555
42806	0	-79.04566	-77.30607	-1.739583	0.0145667	0.0714947	0.47596	0.52404
42807	1	-79.48506	-82.31537	2.830314	0.00825892	0.0437096	0.152646	0.847354
42808	0	-78.89562	-80.19186	1.296236	0.016498	0.0469153	0.823866	0.176134
42809	1	-79.16367	-80.84633	1.682654	0.0168208	0.0437096	0.41252	0.58748
42810	0	-78.67588	-78.9705	0.2946155	0.0107099	0.0601757	0.356922	0.643078
42811	1	-79.97317	-84.79339	4.820216	0.0100901	0.0270331	0.36903	0.63097
42812	0	-78.6305	-78.90138	0.2708787	0.010887	0.0601757	0.57696	0.42304
42813	1	-81.53187	-87.69871	6.166844	0.0100901	0.0169868	0.331138	0.668862
42814	0	-79.03666	-81.43384	2.39718	0.0151998	0.04	0.243343	0.756657
42815	1	-79.2117	-77.10804	-2.103657	0.0125964	0.0761811	0.437945	0.562055
42816	0	-79.06744	-77.48145	-1.585983	0.0156765	0.0692389	0.91209	0.0879099
42817	1	-78.57377	-80.83923	2.265456	0.0125964	0.0435862	0.402713	0.597287
42818	0	-78.99716	-77.84944	-1.147718	0.0156765	0.0659694	0.0909259	0.909074
42819	1	-78.46737	-79.17481	0.7074415	0.0121591	0.0556467	0.402713	0.597287
42820	0	-78.9837	-81.59801	2.614307	0.00903937	0.0445406	0.701315	0.298685
42821	1	-78.45636	-78.93674	0.4803859	0.013853	0.0556467	0.858351	0.141649
42822	0	-78.91913	-80.00842	1.089283	0.0161746	0.0487826	0.291509	0.708491
42823	1	-80.70304	-76.74196	-3.961079	0.0197989	0.0828355	0.273465	0.726535
42824	0	-78.98287	-81.00947	2.026601	0.00918188	0.0487826	0.193856	0.806144
42825	1	-79.79423	-78.83616	-0.9580671	0.00835186	0.0718792	0.579422	0.420578
42826	0	-81.24762	-75.77354	-5.474071	0.0125195	0.101402	0.193856	0.806144
42827	1	-79.79365	-78.83558	-0.9580671	0.00835186	0.0718792	0.979001	0.0209985
42828	0	-81.24753	-75.77346	-5.474071	0.0125195	0.101402	0.110906	0.889094
42829	1	-80.20616	-77.69931	-2.506845	0.0199062	0.0718792	0.230366	0.769634
42830	0	-81.7801	-75.4977	-6.282404	0.0185499	0.101402	0.772394	0.227606
42831	1	-78.74555	-77.79264	-0.9529065	0.0134876	0.0667049	0.660435	0.339565
42832	0	-78.63289	-78.60885	-0.02403528	0.0145701	0.0586928	0.413109	0.586891
42833	1	-79.17587	-77.78645	-1.389418	0.0167441	0.0667049	0.736277	0.263723
42834	0	-80.65886	-82.26299	1.604126	0.0212645	0.0398517	0.908683	0.0913168
42835	1	-79.21268	-77.82326	-1.389418	0.0167441	0.0667049	0.184007	0.815993
42836	0	-78.98402	-77.57033	-1.413688	0.0151373	0.0684928	0.441544	0.558456
42837	1	-79.0953	-80.09703	1.001726	0.0167441	0.0488663	0.0852982	0.914702
42838	0	-79.82345	-76.35966	-3.463788	0.0136437	0.0852807	0.933013	0.0669874
42839	1	-78.89848	-79.9002	1.001726	0.0167441	0.0488663	0.971442	0.0285584
42840	0	-79.83173	-76.36668	-3.465043	0.0136531	0.0852807	0.286935	0.713065
42841	1	-78.52195	-80.17398	1.652025	0.0118927	0.0488663	0.212675	0.787325
42842	0	-78.75618	-81.06895	2.312769	0.0136531	0.0421765	0.188455	0.811545
42843	1	-80.16285	-80.62888	0.4660303	0.0207406	0.0488663	0.910139	0.0898606
42844	0	-79.5064	-83.2589	3.752498	0.012632	0.0324567	0.00369743	0.996303
42845	1	-80.16745	-78.88051	-1.286935	0.0207406	0.0619439	0.890717	0.109283
42846	0	-78.57149	-81.44946	2.877969	0.0131481	0.0384649	0.934093	0.065907
42847	1	-78.68327	-79.84124	1.157968	0.0156676	0.0487771	0.890717	0.109283
42848	0	-78.42864	-78.88421	0.4555755	0.0131481	0.0565367	0.832647	0.167353
42849	1	-79.69786	-81.97632	2.27846	0.0073084	0.0487771	0.972666	0.0273343
42850	0	-78.87835	-77.58471	-1.293643	0.0131481	0.0695864	0.213017	0.786983
42851	1	-78.97948	-81.55036	2.570879	0.0159487	0.0379553	0.972666	0.0273343
42852	0	-78.87907	-77.58543	-1.293643	0.0131481	0.0695864	0.198595	0.801405
42853	1	-79.26831	-81.83919	2.570879	0.0159487	0.0379553	0.301417	0.698583
42854	0	-78.9566	-77.4627	-1.493902	0.0146421	0.0695864	0.679149	0.320851
42855	1	-78.85905	-79.31135	0.4523015	0.0159487	0.0537605	0.118406	0.881594
42856	0	-78.61678	-79.86452	1.247735	0.0146421	0.049133	0.408623	0.591377
42857	1	-79.70318	-81.29795	1.594769	0.00742555	0.0537605	0.292778	0.707222
42858	0	-79.63323	-76.65346	-2.979771	0.0158437	0.0794698	0.674237	0.325763
42859	1	-79.10109	-81.18007	2.078979	0.00864908	0.0489246	0.514615	0.485385
42860	0	-78.94476	-77.95084	-0.9939216	0.0158437	0.0646548	0.62652	0.37348
42861	1	-79.06372	-81.41583	2.352116	0.00864908	0.046887	0.80332	0.19668
42862	0	-78.68871	-77.93398	-0.7547335	0.0140593	0.0646548	0.93397	0.0660298
42863	1	-78.80717	-80.26428	1.45711	0.0153261	0.046887	0.236194	0.763806
42864	0	-78.79651	-79.38726	0.590754	0.00978325	0.0588931	0.693722	0.306278
42865	1	-78.892	-80.1953	1.303303	0.0164735	0.046887	0.817082	0.182918
42866	0	-79.58181	-80.45373	0.8719226	0.00768564	0.0588931	0.971904	0.0280958
42867	1	-79.05182	-80.55119	1.499369	0.0164735	0.0454242	0.330616	0.669384
42868	0	-79.72389	-80.00568	0.2817845	0.00768564	0.0632957	0.701249	0.298751
42869	1	-78.49962	-80.65355	2.153929	0.0115903	0.0454242	0.58116	0.41884
42870	0	-78.98036	-82.18387	3.203517	0.0109786	0.0382057	0.213648	0.786352
42871	1	-78.55036	-78.61018	0.05982717	0.0115903	0.0610469	0.912844	0.0871557
42872	0	-78.95065	-77.95521	-0.9954426	0.0109786	0.0695313	0.997115	0.00288545
42873	1	-80.25612	-78.02288	-2.233238	0.0203697	0.0693745	0.391761	0.608239
42874	0	-78.68731	-79.25759	0.5702898	0.0153473	0.0534817	0.485718	0.514282
42875	1	-80.2447	-78.01146	-2.233238	0.0203697	0.0693745	0.605958	0.394042
42876	0	-79.2012	-77.1697	-2.031502	0.0153473	0.0728919	0.601544	0.398456
42877	1	-78.83259	-77.60039	-1.232201	0.0129017	0.0693745	0.860501	0.139499
42878	0	-80.24418	-76.27095	-3.973231	0.0170763	0.0856487	0.511086	0.488914
42879	1	-78.85178	-77.61958	-1.232201	0.0129017	0.0693745	0.46836	0.53164
42880	0	-80.14572	-77.09545	-3.050271	0.0101908	0.0856487	0.0438925	0.956108
42881	1	-78.73706	-77.86957	-0.8674917	0.0129017	0.0666536	0.46836	0.53164
42882	0	-80.3582	-77.41757	-2.940624	0.00937277	0.0856487	0.20645	0.79355
42883	1	-78.80072	-78.15879	-0.6419294	0.0112189	0.0666536	0.721496	0.278504
42884	0	-81.00244	-78.27228	-2.730158	0.00780263	0.0856487	0.993067	0.00693338
42885	1	-78.79038	-78.14845	-0.6419294	0.0112189	0.0666536	0.917582	0.0824182
42886	0	-79.73901	-83.33196	3.592951	0.00780263	0.0384764	0.717957	0.282043
42887	1	-79.14014	-83.08755	3.947414	0.0112189	0.0324157	0.537553	0.462447
42888	0	-79.46706	-81.74689	2.279833	0.00780263	0.0482727	0.66717	0.33283
42889	1	-80.28951	-77.05956	-3.229949	0.0100712	0.0871088	0.040035	0.959965
42890	0	-80.53806	-85.70449	5.166431	0.00780263	0.0267377	0.82536	0.17464
42891	1	-81.61665	-76.78952	-4.827133	0.0219866	0.0871088	0.254911	0.745089
42892	0	-79.9057	-84.2022	4.296495	0.0120317	0.0289986	0.016016	0.983984
42893	1	-82.42923	-79.76583	-2.663399	0.00584451	0.0871088	0.341317	0.658683
42894	0	-78.66827	-81.04443	2.376161	0.00998664	0.04537	0.813016	0.186984
42895	1	-78.98588	-78.79992	-0.1859557	0.00972235	0.0647485	0.871276	0.128724
42896	0	-79.86391	-78.21691	-1.647003	0.00887618	0.0764945	0.801416	0.198584
42897	1	-79.36312	-83.17112	3.808003	0.0131023	0.0315724	0.267868	0.732132
42898	0	-79.73909	-83.41464	3.675546	0.0150022	0.0306606	0.185358	0.814642
42899	1	-78.67918	-81.45035	2.771162	0.0114142	0.0409956	0.468737	0.531263
42900	0	-79.40594	-76.82266	-2.583281	0.0150022	0.0773534	0.350441	0.649559
42901	1	-78.64642	-81.41758	2.771162	0.0114142	0.0409956	0.552206	0.447794
42902	0	-79.6706	-81.48858	1.817982	0.007394	0.0521268	0.740459	0.259541
42903	1	-79.10756	-81.25964	2.152075	0.0160328	0.0409956	0.351074	0.648926
42904	0	-79.79741	-81.64432	1.846906	0.00717822	0.0521268	0.809567	0.190433
42905	1	-78.93386	-81.08593	2.152075	0.0160328	0.0409956	0.829427	0.170573
42906	0	-78.84295	-77.92465	-0.9183022	0.0148323	0.0651021	0.153924	0.846076
42907	1	-78.49868	-78.66502	0.1663389	0.0120547	0.0597879	0.802945	0.197055
42908	0	-78.7846	-80.60826	1.823657	0.0148323	0.0446462	0.247658	0.752342
42909	1	-79.71587	-76.79038	-2.925492	0.01177	0.0831387	0.607788	0.392212
42910	0	-78.83643	-80.66009	1.823657	0.0148323	0.0446462	0.0932853	0.906715
42911	1	-78.77622	-81.81119	3.034969	0.01177	0.0386718	0.42483	0.57517
42912	0	-78.99404	-81.59561	2.601564	0.00902888	0.0446462	0.668476	0.331524
42913	1	-78.51423	-78.76268	0.2484455	0.0117956	0.0594345	0.687466	0.312534
42914	0	-80.8559	-86.71958	5.86368	0.00902888	0.0203098	0.649376	0.350624
42915	1	-79.32261	-80.03364	0.7110357	0.00834453	0.0594345	0.202059	0.797941
42916	0	-80.68487	-78.57326	-2.11161	0.00772506	0.0811117	0.649376	0.350624
42917	1	-79.2563	-82.076	2.819698	0.00834453	0.0437032	0.783661	0.216339
42918	0	-80.53097	-78.7116	-1.819363	0.00772506	0.0789315	0.688538	0.311462
42919	1	-80.25176	-78.30375	-1.948016	0.00834453	0.0792718	0.0804263	0.919574
42920	0	-80.52209	-78.70273	-1.819363	0.00772506	0.0789315	0.300956	0.699044
42921	1	-79.643	-76.67189	-2.971111	0.0159771	0.0792718	0.607603	0.392397
42922	0	-81.59136	-78.001	-3.590363	0.00772506	0.0921437	0.706381	0.293619
42923	1	-79.78173	-77.64574	-2.135997	0.00974693	0.0792718	0.0773189	0.922681
42924	0	-79.14957	-81.61251	2.462941	0.0151291	0.0395801	0.0324654	0.967535
42925	1	-78.87941	-80.97996	2.100551	0.00974693	0.0476659	0.0597237	0.940276
42926	0	-79.31356	-82.54221	3.228653	0.00941669	0.0395801	0.0435272	0.956473
42927	1	-79.09989	-82.49783	3.397949	0.00974693	0.0379869	0.463119	0.536881
42928	0	-80.07228	-77.60485	-2.46743	0.00941669	0.0820746	0.525283	0.474717
42929	1	-79.3107	-82.90433	3.593629	0.00974693	0.036527	0.239333	0.760667
42930	0	-80.6935	-78.43895	-2.254553	0.00782856	0.0820746	0.260505	0.739495
42931	1	-79.91352	-83.79389	3.880363	0.00760781	0.036527	0.811226	0.188774
42932	0	-79.97776	-76.5084	-3.469365	0.0168914	0.0820746	0.312994	0.687006
42933	1	-78.53094	-79.12545	0.5945095	0.0114373	0.057211	0.374735	0.625265
42934	0	-78.86099	-81.51448	2.653484	0.0102801	0.0430077	0.201766	0.798234
42935	1	-78.59033	-78.69766	0.1073272	0.0114373	0.0608456	0.540237	0.459763
42936	0	-78.94726	-82.71317	3.765911	0.0102801	0.0347086	0.87772	0.12228
42937	1	-78.55975	-80.07553	1.515782	0.0114373	0.0503381	0.090323	0.909677
42938	0	-80.27022	-76.10475	-4.16548	0.013209	0.0909503	0.577495	0.422505
42939	1	-78.83894	-79.70438	0.8654382	0.016289	0.0503381	0.693222	0.306778
42940	0	-79.87104	-78.70839	-1.162644	0.00837262	0.0733846	0.927682	0.072318
42941	1	-80.62829	-75.88978	-4.738508	0.0166378	0.0917965	0.164233	0.835767
42942	0	-79.32367	-77.12845	-2.19522	0.016076	0.0733846	0.927682	0.072318
42943	1	-79.53997	-83.70629	4.16632	0.00876346	0.0332381	0.788458	0.211542
42944	0	-80.66444	-75.77222	-4.892222	0.0157183	0.0938628	0.877403	0.122597
42945	1	-79.38564	-77.44903	-1.936611	0.0170953	0.0704359	0.865309	0.134691
42946	0	-80.67065	-75.77843	-4.892222	0.0157183	0.0938628	0.00851135	0.991489
42947	1	-79.64111	-84.18562	4.544517	0.00911388	0.0300662	0.777047	0.222953
42948	0	-78.39283	-80.17939	1.786564	0.0124272	0.0473281	0.771979	0.228021
42949	1	-78.93629	-80.80514	1.868856	0.00911388	0.0500274	0.458215	0.541785
42950	0	-80.81153	-76.4533	-4.358231	0.0194342	0.0861631	0.219195	0.780805
42951	1	-82.20847	-75.87783	-6.330641	0.0210761	0.099236	0.330004	0.669996
42952	0	-82.98801	-77.02737	-5.960633	0.0249747	0.092577	0.780939	0.219061
42953	1	-81.28596	-76.36881	-4.91715	0.010531	0.099236	0.257973	0.742027
42954	0	-82.01517	-81.95541	-0.05976073	0.0249747	0.0485547	0.774414	0.225586
42955	1	-81.91663	-75.73434	-6.182283	0.0199693	0.099236	0.543426	0.456574
42956	0	-82.02735	-81.96759	-0.05976073	0.0249747	0.0485547	0.70565	0.29435
42957	1	-79.61739	-80.89906	1.281673	0.00763621	0.0558857	0.0650652	0.934935
42958	0	-78.48009	-79.91116	1.431077	0.0138526	0.0485547	0.634689	0.365311
42959	1	-79.60227	-82.03529	2.433017	0.00763621	0.0472963	0.509226	0.490774
42960	0	-80.62746	-85.98845	5.360996	0.0114425	0.0216464	0.252042	0.747958
42961	1	-79.50804	-81.94106	2.433017	0.00763621	0.0472963	0.996607	0.00339269
42962	0	-79.0677	-77.62214	-1.445561	0.0114425	0.0724254	0.358834	0.641166
42963	1	-79.50785	-81.94086	2.433017	0.00763621	0.0472963	0.997673	0.00232697
42964	0	-78.99622	-78.46667	-0.529555	0.0168237	0.0602105	0.946582	0.0534175
42965	1	-78.47864	-80.3831	1.904458	0.0115794	0.0472963	0.545499	0.454501
42966	0	-78.99241	-78.46286	-0.529555	0.0168237	0.0602105	0.984862	0.0151383
42967	1	-79.30442	-80.3939	1.089476	0.0176594	0.0472963	0.331106	0.668894
42968	0	-78.95628	-78.76042	-0.1958524	0.0168237	0.057721	0.910246	0.089754
42969	1	-78.80097	-79.56309	0.7621116	0.00960944	0.0577885	0.854698	0.145302
42970	0	-80.27241	-84.41533	4.142926	0.0168237	0.0253524	0.691554	0.308446
42971	1	-79.33028	-82.94806	3.617776	0.00861459	0.0374792	0.862474	0.137526
42972	0	-78.67345	-78.1244	-0.5490477	0.012053	0.0651266	0.743189	0.256811
42973	1	-80.01017	-85.05863	5.048455	0.0139025	0.021518	0.81122	0.18878
42974	0	-78.41707	-80.30091	1.883836	0.012053	0.0469765	0.713682	0.286318
42975	1	-79.60376	-79.96283	0.3590704	0.0189708	0.051434	0.412478	0.587522
42976	0	-78.47917	-80.363	1.883836	0.012053	0.0469765	0.471355	0.528645
42977	1	-79.02558	-80.74402	1.718436	0.0088295	0.051434	0.473616	0.526384
42978	0	-78.48267	-81.11834	2.635666	0.012053	0.0413676	0.874087	0.125913
42979	1	-79.23188	-80.85652	1.624642	0.0170182	0.043945	0.330154	0.669846
42980	0	-78.6253	-81.1705	2.545208	0.0127279	0.0413676	0.472962	0.527038
42981	1	-78.94756	-80.74554	1.797972	0.0157252	0.043945	0.29741	0.70259
42982	0	-80.76355	-78.4993	-2.264248	0.00774388	0.0822317	0.872154	0.127846
42983	1	-78.80553	-80.6035	1.797972	0.0157252	0.043945	0.755757	0.244243
42984	0	-79.22149	-83.50374	4.282255	0.0109201	0.0302165	0.719553	0.280447
42985	1	-79.0248	-77.72709	-1.297708	0.0157252	0.0670397	0.323369	0.676631
42986	0	-79.53423	-83.96649	4.432254	0.00980105	0.0302165	0.597763	0.402237
42987	1	-79.04036	-77.74265	-1.297708	0.0157252	0.0670397	0.0873457	0.912654
42988	0	-79.66623	-84.07468	4.408446	0.00997867	0.0302165	0.374734	0.625266
42989	1	-79.08238	-77.37061	-1.711769	0.0122845	0.0735694	0.0873457	0.912654
42990	0	-80.15637	-85.31323	5.156857	0.0106648	0.023947	0.425344	0.574656
42991	1	-79.59826	-84.11055	4.512283	0.0109447	0.0284758	0.428747	0.571253
42992	0	-80.2351	-85.6192	5.384102	0.0106648	0.0222517	0.544253	0.455747
42993	1	-79.83117	-84.34346	4.512283	0.0109447	0.0284758	0.203507	0.796493
42994	0	-80.91121	-86.4478	5.536594	0.0143786	0.0174002	0.601595	0.398405
42995	1	-79.17697	-77.65838	-1.518588	0.0109447	0.073468	0.611183	0.388817
42996	0	-79.4762	-83.30269	3.826481	0.0134816	0.0310552	0.220826	0.779174
42997	1	-78.44271	-80.12521	1.6825	0.0126953	0.0478363	0.550975	0.449025
42998	0	-78.90825	-81.33955	2.431299	0.00913272	0.0458126	0.777231	0.222769
42999	1	-79.87328	-76.45307	-3.420212	0.0126953	0.0859041	0.482604	0.517396
43000	0	-79.01188	-81.48886	2.476977	0.00879194	0.0458126	0.850464	0.149536
43001	1	-78.46654	-80.43104	1.964504	0.0126953	0.0457325	0.585017	0.414983
43002	0	-78.81638	-78.8191	0.002723379	0.0104126	0.0626506	0.0282455	0.971755
43003	1	-78.72378	-79.87181	1.148024	0.00979743	0.0547215	0.655383	0.344617
43004	0	-79.67359	-80.03089	0.3572967	0.00776738	0.0626506	0.176013	0.823987
43005	1	-78.82061	-80.96954	2.148933	0.00979743	0.0472544	0.270757	0.729243
43006	0	-79.67315	-80.03045	0.3572967	0.00776738	0.0626506	0.191416	0.808584
43007	1	-78.86587	-81.01481	2.148933	0.00979743	0.0472544	0.100108	0.899892
43008	0	-78.70761	-78.15425	-0.5533631	0.0145612	0.0626506	0.532874	0.467126
43009	1	-78.81186	-81.37407	2.562214	0.00979743	0.0441712	0.550781	0.449219
43010	0	-78.57458	-78.35521	-0.2193693	0.0120695	0.0626506	0.886249	0.113751
43011	1	-78.59337	-78.87906	0.2856928	0.0139541	0.0569981	0.042591	0.957409
43012	0	-78.627	-78.49042	-0.1365871	0.0114519	0.0626506	0.728361	0.271639
43013	1	-78.47781	-78.96941	0.4915938	0.012418	0.0569981	0.416292	0.583708
43014	0	-79.00271	-77.73697	-1.265735	0.0114519	0.0710744	0.201623	0.798377
43015	1	-78.57126	-78.83819	0.2669229	0.0140941	0.0569981	0.299338	0.700662
43016	0	-79.98704	-76.51357	-3.473465	0.0169399	0.0820567	0.248493	0.751507
