Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rf[1]	rf[2]
47	-79.94216	-84.7759	4.833739	0.0133267	0.0236957	0.540894	0.459106
48	-79.45745	-82.66272	3.205278	0.0165439	0.0326273	0.860244	0.139756
49	-79.08405	-82.91388	3.829831	0.0118845	0.0326273	0.522222	0.477778
50	-78.55621	-78.74174	0.1855381	0.0118845	0.0598149	0.315567	0.684433
51	-78.61694	-80.82078	2.203838	0.0135277	0.0431145	0.441546	0.558454
52	-81.54386	-82.41002	0.8661683	0.0235072	0.0431145	0.720895	0.279105
53	-80.04324	-80.8966	0.8533586	0.0201019	0.0466153	0.58977	0.41023
54	-79.56542	-77.62526	-1.940154	0.0179399	0.0696178	0.521896	0.478104
55	-78.96874	-77.38381	-1.584935	0.0142869	0.0706208	0.675236	0.324764
56	-78.66737	-79.02291	0.3555357	0.0154169	0.0550142	0.738315	0.261685
57	-78.68033	-79.03587	0.3555357	0.0154169	0.0550142	0.649706	0.350294
58	-78.94286	-77.81849	-1.124368	0.0154169	0.0660548	0.316973	0.683027
59	-78.90415	-77.81677	-1.087377	0.0151409	0.0660548	0.296639	0.703361
60	-78.86628	-77.77891	-1.087377	0.0151409	0.0660548	0.847653	0.152347
61	-78.58966	-78.49395	-0.09570608	0.0141129	0.0596846	0.522015	0.477985
62	-78.58697	-78.50117	-0.08579571	0.0141129	0.0596107	0.53273	0.46727
63	-80.36055	-80.17857	-0.1819771	0.0212111	0.05323	0.43426	0.56574
64	-79.33241	-78.25091	-1.081501	0.0177008	0.063451	0.31271	0.68729
65	-78.61071	-78.34042	-0.2702916	0.013999	0.061101	0.528728	0.471272
66	-79.46644	-83.3395	3.873062	0.0131853	0.0310041	0.215588	0.784412
67	-79.69393	-83.39775	3.703819	0.014369	0.0310829	0.0867423	0.913258
68	-79.41188	-78.82101	-0.5908747	0.00889792	0.0685937	0.666108	0.333892
69	-80.63625	-81.35949	0.7232388	0.0062415	0.0614465	0.526468	0.473532
70	-80.50143	-82.98732	2.485896	0.0062415	0.0482965	0.978305	0.0216953
71	-78.44365	-79.85692	1.413269	0.0142436	0.0482965	0.994406	0.0055939
72	-78.71199	-79.9027	1.190711	0.015904	0.0482965	0.994406	0.0055939
73	-79.08764	-79.15553	0.06788976	0.0175253	0.0550517	0.994135	0.00586458
74	-79.25418	-79.23974	-0.01443949	0.0181395	0.0550517	0.994135	0.00586458
75	-80.86196	-76.43806	-4.423901	0.0195907	0.0864966	0.983029	0.0169715
76	-79.71054	-79.2809	-0.4296476	0.0195907	0.0566982	0.968371	0.0316295
77	-80.05728	-81.72685	1.669568	0.0195907	0.0410374	0.594482	0.405518
78	-80.34517	-82.35912	2.013941	0.0195907	0.0384683	0.217397	0.782603
79	-79.94638	-80.87762	0.9312466	0.0195907	0.0465455	0.257054	0.742946
80	-82.74368	-75.42958	-7.314099	0.0205013	0.107148	0.274691	0.725309
81	-79.6695	-77.6373	-2.032196	0.0182257	0.0700186	0.193352	0.806648
82	-78.92943	-77.50653	-1.422891	0.0136801	0.0700186	0.0164436	0.983556
83	-78.39166	-79.59648	1.204819	0.0117395	0.0523557	0.830416	0.169584
84	-79.08522	-80.86398	1.778763	0.0169227	0.0428908	0.836379	0.163621
85	-78.75574	-81.55508	2.799332	0.0132616	0.038938	0.459921	0.540079
86	-78.79501	-82.1049	3.309887	0.0100803	0.0383105	0.945199	0.0548014
87	-78.51612	-81.11193	2.595804	0.0108949	0.0428231	0.945199	0.0548014
88	-79.85065	-76.78404	-3.066613	0.017389	0.0785724	0.92441	0.0755903
89	-78.35758	-79.64881	1.291222	0.0124425	0.0510081	0.869996	0.130004
90	-79.15854	-77.45989	-1.69865	0.0114426	0.0743134	0.869996	0.130004
91	-78.4386	-80.07485	1.63625	0.0114426	0.0494341	0.67907	0.32093
92	-79.29241	-78.98904	-0.3033652	0.00895393	0.0663928	0.67907	0.32093
93	-78.78597	-77.79259	-0.993385	0.0141017	0.0663928	0.489192	0.510808
94	-79.79648	-83.23579	3.439307	0.0153253	0.0321	0.0279907	0.972009
95	-79.23386	-77.66911	-1.564748	0.0165438	0.0682132	0.00881483	0.991185
96	-79.4272	-78.71142	-0.7157795	0.0181842	0.0602393	0.0475486	0.952451
97	-81.77564	-79.60304	-2.172608	0.0246342	0.0646577	0.168129	0.831871
98	-81.66652	-81.38633	-0.2801894	0.0242695	0.0509044	0.513297	0.486703
99	-84.39688	-75.7173	-8.679576	0.0242695	0.113566	0.640085	0.359915
100	-80.92146	-80.53799	-0.3834643	0.0225941	0.0533502	0.329337	0.670663
101	-78.57864	-79.75191	1.173268	0.0109804	0.0533502	0.148167	0.851833
102	-80.44756	-78.4226	-2.024963	0.00804661	0.0801438	0.242621	0.757379
103	-79.00704	-79.68924	0.682198	0.00916905	0.0588251	0.232969	0.767031
104	-78.60304	-78.65542	0.05238012	0.0138677	0.0588251	0.0795876	0.920412
105	-79.23484	-77.02549	-2.209348	0.013105	0.0764609	0.144674	0.855326
106	-79.36237	-77.44717	-1.915195	0.0109106	0.0764609	0.489324	0.510676
107	-78.98954	-82.14207	3.152529	0.0109639	0.0386009	0.157087	0.842913
108	-79.37498	-82.74729	3.372309	0.00932422	0.0386009	0.0981198	0.90188
109	-78.67462	-78.14976	-0.5248592	0.0129147	0.0640845	0.0795009	0.920499
110	-79.54869	-76.64613	-2.902567	0.0133692	0.0813684	0.181428	0.818572
111	-78.38079	-79.76565	1.384855	0.0133692	0.0493829	0.89638	0.10362
112	-78.65534	-81.41446	2.759113	0.0133692	0.0391305	0.690802	0.309198
113	-78.79488	-82.01289	3.218001	0.00994572	0.0391305	0.947849	0.0521511
114	-78.93858	-80.79802	1.859438	0.0158629	0.0433486	0.469276	0.530724
115	-78.87967	-79.1978	0.3181315	0.0164381	0.0542721	0.60993	0.39007
116	-78.45079	-79.20771	0.7569205	0.0131646	0.0542721	0.498448	0.501552
117	-78.82816	-82.29597	3.467811	0.0107262	0.0364864	0.768312	0.231688
118	-78.65941	-81.44381	2.784399	0.0107262	0.0415848	0.679507	0.320493
119	-79.43365	-81.01493	1.581288	0.00781146	0.0534752	0.827533	0.172467
120	-78.50018	-78.60671	0.1065292	0.0123415	0.0599473	0.745341	0.254659
121	-78.69647	-80.76825	2.071782	0.0106282	0.0469992	0.144572	0.855428
122	-78.87024	-78.42866	-0.4415847	0.0106282	0.0657497	0.244541	0.755459
123	-78.52984	-79.33566	0.8058187	0.0118585	0.0552134	0.033741	0.966259
124	-79.4902	-76.8464	-2.643794	0.0124243	0.0803828	0.0454412	0.954559
125	-79.51232	-76.65649	-2.85583	0.0140061	0.0803828	0.0454412	0.954559
126	-79.59078	-76.60685	-2.983934	0.0149618	0.0803828	0.11378	0.88622
127	-81.0203	-81.31659	0.2962953	0.0224261	0.0484469	0.0464985	0.953501
128	-80.84952	-81.07992	0.2303972	0.0224261	0.0489386	0.831246	0.168754
129	-80.85604	-81.08644	0.2303972	0.0224261	0.0489386	0.795616	0.204384
130	-81.13512	-77.89659	-3.238529	0.0224261	0.0748178	0.739409	0.260591
131	-83.40478	-75.27741	-8.127366	0.0210701	0.112646	0.749657	0.250343
132	-78.51989	-78.41007	-0.1098203	0.0131844	0.0607184	0.838423	0.161577
133	-78.55209	-78.71097	0.1588877	0.0140649	0.0578333	0.514618	0.485382
134	-78.49307	-79.00184	0.508776	0.0114546	0.0578333	0.779804	0.220196
135	-78.89899	-82.16114	3.262152	0.0114546	0.0372923	0.370341	0.629659
136	-80.298	-84.299	4.001	0.016912	0.0263228	0.561469	0.438531
137	-79.40402	-84.20865	4.804631	0.0109211	0.0263184	0.932925	0.0670745
138	-79.04322	-81.85094	2.807718	0.009406	0.0427311	0.310633	0.689367
139	-78.66202	-81.44154	2.779516	0.0126464	0.0397011	0.54113	0.45887
140	-79.38581	-82.37221	2.986395	0.0150952	0.0357089	0.0777764	0.922224
141	-80.08283	-81.38754	1.304711	0.0197252	0.0436248	0.316615	0.683385
142	-78.98464	-78.75687	-0.227768	0.0166309	0.0581518	0.363072	0.636928
143	-78.5925	-79.14078	0.5482825	0.0108413	0.0581518	0.556309	0.443691
144	-78.48414	-78.87885	0.3947113	0.011987	0.0581518	0.616735	0.383265
145	-79.03084	-78.21226	-0.8185822	0.0103918	0.0687986	0.450455	0.549545
146	-80.50188	-77.12231	-3.37957	0.0199912	0.078305	0.604328	0.395672
147	-79.59942	-76.75012	-2.849292	0.0160351	0.078305	0.436308	0.563692
148	-79.0725	-81.29581	2.223318	0.0160351	0.0404618	0.501369	0.498631
149	-78.51061	-81.32025	2.80964	0.011661	0.0404618	0.921647	0.0783534
150	-79.77915	-80.35626	0.5771093	0.00745986	0.0613183	0.921647	0.0783534
151	-79.73383	-79.13167	-0.6021589	0.00818873	0.0693871	0.921647	0.0783534
152	-82.2074	-75.68096	-6.526442	0.0117944	0.109978	0.437603	0.562397
153	-80.88174	-76.94585	-3.935896	0.00966266	0.0927839	0.118212	0.881788
154	-78.63122	-78.58014	-0.05108653	0.0116653	0.0617993	0.166093	0.833907
155	-78.583	-78.35142	-0.2315822	0.0130119	0.0617993	0.41413	0.58587
156	-78.78462	-78.88735	0.1027307	0.0154596	0.0568575	0.0679917	0.932008
157	-80.63641	-77.22404	-3.412369	0.0204282	0.0781126	0.123221	0.876779
158	-79.41476	-76.77417	-2.640591	0.0146705	0.0781126	0.387964	0.612036
159	-78.42698	-79.49215	1.065173	0.0120996	0.0530375	0.547794	0.452206
160	-78.55771	-79.39893	0.8412176	0.0137703	0.0530375	0.0881261	0.911874
161	-79.52136	-77.00993	-2.511433	0.0164554	0.0753643	0.0881261	0.911874
162	-81.91834	-75.3024	-6.615941	0.0141917	0.108249	0.277796	0.722204
163	-81.47651	-75.44103	-6.03548	0.0141917	0.103918	0.58096	0.41904
164	-81.51696	-75.73738	-5.779577	0.0122826	0.103918	0.41379	0.58621
165	-79.88374	-76.52561	-3.358129	0.0122826	0.0858536	0.740809	0.259191
166	-78.57098	-78.55532	-0.01566888	0.0128605	0.0603399	0.144434	0.855566
167	-79.36846	-78.98689	-0.3815704	0.0181497	0.0577805	0.271583	0.728417
168	-79.35773	-80.63052	1.27279	0.0181497	0.0454385	0.857463	0.142537
169	-79.97475	-76.92101	-3.053737	0.0181497	0.0777157	0.867895	0.132105
170	-78.91154	-77.46633	-1.445212	0.0128385	0.0710267	0.882065	0.117935
171	-79.37009	-76.86328	-2.506809	0.0128487	0.0789364	0.882065	0.117935
172	-78.54768	-80.2658	1.718112	0.0104644	0.0498015	0.74541	0.25459
173	-79.42521	-76.72073	-2.704481	0.0140819	0.079178	0.709841	0.290159
174	-78.72476	-79.66772	0.9429537	0.0150811	0.0509677	0.118807	0.881193
175	-81.85705	-78.76645	-3.090599	0.0245989	0.0715414	0.8801	0.1199
176	-78.78241	-78.03005	-0.7523616	0.0150553	0.0636411	0.730457	0.269543
177	-78.66481	-78.17992	-0.4848945	0.012527	0.064174	0.215396	0.784604
178	-79.41933	-79.15515	-0.2641769	0.0182752	0.0567792	0.111964	0.888036
179	-79.43544	-78.49361	-0.9418335	0.0182752	0.0618348	0.461896	0.538104
180	-79.81702	-81.46811	1.651092	0.0188753	0.0418905	0.461896	0.538104
181	-78.77792	-80.66727	1.889351	0.0155597	0.0434287	0.783378	0.216622
182	-79.07384	-77.47458	-1.599267	0.0155597	0.0694548	0.625311	0.374689
183	-80.21888	-76.0768	-4.142079	0.0156016	0.0883832	0.195635	0.804365
184	-79.72113	-80.00609	0.2849572	0.00768301	0.0632747	0.855423	0.144577
185	-78.83533	-78.79386	-0.04146618	0.0101182	0.0632747	0.901276	0.0987241
186	-78.90656	-78.07798	-0.8285802	0.0159903	0.0632747	0.916168	0.0838315
187	-78.68801	-78.45595	-0.2320568	0.0115401	0.0632747	0.0924404	0.90756
188	-81.11915	-76.71124	-4.407909	0.00991514	0.0960528	0.294787	0.705213
189	-79.27851	-79.44614	0.1676324	0.00865791	0.063175	0.617286	0.382714
190	-81.05155	-76.29705	-4.754503	0.0196834	0.0888702	0.640466	0.359534
191	-80.58822	-76.83224	-3.755978	0.0196834	0.0814209	0.342476	0.657524
192	-78.80645	-81.65824	2.851792	0.0143603	0.037448	0.747679	0.252321
193	-78.5009	-78.61735	0.116456	0.0124651	0.0597496	0.67344	0.32656
194	-79.7429	-78.91742	-0.8254857	0.0194923	0.0597496	0.654832	0.345168
195	-78.62991	-80.78691	2.156995	0.0116641	0.0453276	0.146164	0.853836
196	-78.50269	-78.95599	0.4533086	0.0135947	0.056107	0.42201	0.57799
197	-81.69564	-79.26961	-2.426035	0.0244476	0.066735	0.649269	0.350731
198	-81.59922	-80.28371	-1.315506	0.0244476	0.0584501	0.979657	0.0203433
199	-79.13718	-78.25795	-0.8792299	0.0172228	0.0624201	0.95708	0.04292
200	-78.65224	-78.56409	-0.08814577	0.0113211	0.0624201	0.468411	0.531589
201	-78.65932	-78.57118	-0.08814577	0.0113211	0.0624201	0.379131	0.620869
202	-78.56791	-80.17897	1.611057	0.0113211	0.0497435	0.128691	0.871309
203	-78.64853	-78.45636	-0.1921654	0.0140341	0.060483	0.055814	0.944186
204	-78.60305	-78.72236	0.1193119	0.0117104	0.060483	0.0945154	0.905485
205	-78.86224	-78.56276	-0.2994822	0.0157987	0.0595191	0.150974	0.849026
206	-78.56888	-78.56541	-0.003462654	0.0135903	0.0595191	0.298961	0.701039
207	-78.54522	-78.54176	-0.003462654	0.0135903	0.0595191	0.513829	0.486171
208	-78.64305	-79.05767	0.4146104	0.0147847	0.0552057	0.262262	0.737738
209	-78.44479	-79.56099	1.116203	0.011639	0.0531173	0.575327	0.424673
210	-79.36272	-79.59737	0.2346588	0.0182156	0.0531173	0.407366	0.592634
211	-78.93032	-79.31595	0.3856258	0.00956796	0.0606387	0.259033	0.740967
212	-78.94262	-79.32825	0.3856258	0.00956796	0.0606387	0.0996529	0.900347
213	-80.00771	-85.28242	5.274716	0.0115431	0.0221894	0.657929	0.342071
214	-79.70925	-82.86193	3.152676	0.0167626	0.032801	0.489601	0.510399
215	-79.18686	-77.8433	-1.343559	0.0167626	0.0663443	0.449583	0.550417
216	-78.63182	-80.74151	2.109692	0.0120925	0.0452521	0.0911993	0.908801
217	-79.77714	-79.83938	0.06224662	0.0193854	0.0532338	0.0684786	0.931521
218	-78.79268	-78.11322	-0.679465	0.0114321	0.0667204	0.516376	0.483624
219	-78.56816	-79.24015	0.671997	0.0114321	0.0566381	0.0336005	0.9664
220	-78.86071	-81.93627	3.075552	0.0120192	0.0381198	0.29269	0.70731
221	-78.62214	-81.59711	2.974962	0.010838	0.0400514	0.876166	0.123834
222	-79.14975	-80.01127	0.8615112	0.0175523	0.0491041	0.741018	0.258982
223	-80.39275	-76.24447	-4.148274	0.0175523	0.0864786	0.545832	0.454168
224	-79.35341	-80.28033	0.9269181	0.018322	0.0478464	0.906299	0.0937011
225	-82.4244	-83.97007	1.545671	0.0247448	0.0368076	0.973154	0.0268462
226	-78.62107	-78.13022	-0.4908498	0.0140757	0.0626698	0.973154	0.0268462
227	-81.13292	-77.0197	-4.11322	0.0213477	0.0824218	0.629777	0.370223
228	-81.0822	-77.09609	-3.986111	0.0213477	0.0814735	0.595104	0.404896
229	-81.0873	-77.10119	-3.986111	0.0213477	0.0814735	0.371628	0.628372
230	-81.08043	-77.09431	-3.986111	0.0213477	0.0814735	0.673056	0.326944
231	-80.47458	-81.0362	0.5616267	0.0213477	0.047546	0.666193	0.333807
232	-80.41498	-79.49265	-0.9223232	0.0213477	0.0586167	0.24363	0.75637
233	-79.33881	-78.852	-0.4868072	0.0180986	0.0586167	0.465876	0.534124
234	-78.68624	-81.6752	2.988961	0.0108914	0.0398936	0.700949	0.299051
235	-80.29841	-85.90267	5.604262	0.00946138	0.0218126	0.845452	0.154548
236	-79.10691	-81.98861	2.881696	0.0153591	0.0362261	0.585908	0.414092
237	-79.56422	-83.6715	4.107277	0.0153591	0.0270829	0.936921	0.0630794
238	-78.94645	-82.66081	3.714356	0.0116731	0.0337002	0.645372	0.354628
239	-78.40339	-80.18995	1.786561	0.0116731	0.0480821	0.800876	0.199124
240	-78.54144	-80.41287	1.871428	0.01104	0.0480821	0.451461	0.548539
241	-78.76641	-82.2347	3.468288	0.01104	0.036169	0.841975	0.158025
242	-79.49443	-82.45239	2.957953	0.0168629	0.0341534	0.757777	0.242223
243	-79.11495	-79.20502	0.09006961	0.00919704	0.0632146	0.179614	0.820386
244	-78.79862	-78.12789	-0.6707372	0.0115714	0.066516	0.0534213	0.946579
245	-82.14063	-75.78055	-6.360083	0.0206103	0.0999215	0.0316441	0.968356
246	-80.24503	-78.5125	-1.73252	0.0206103	0.0653984	0.148661	0.851339
247	-79.50984	-78.09653	-1.413313	0.0182289	0.0653984	0.40241	0.59759
248	-78.70099	-78.03358	-0.6674149	0.0126642	0.0653984	0.279619	0.720381
249	-78.44358	-79.1618	0.7182127	0.0131251	0.0546003	0.54955	0.45045
250	-78.40695	-79.12084	0.7138855	0.0131574	0.0546003	0.80194	0.19806
251	-78.56254	-81.37653	2.813993	0.0131574	0.0389329	0.913606	0.0863939
252	-78.51532	-79.70549	1.190166	0.0121849	0.0520196	0.0578641	0.942136
253	-80.30767	-85.00855	4.700883	0.0121849	0.0258286	0.0421013	0.957899
254	-79.2146	-82.21813	3.003523	0.0141722	0.0365042	0.0421013	0.957899
255	-79.36247	-82.91583	3.553353	0.0100703	0.0365042	0.0421013	0.957899
256	-79.01374	-81.82865	2.814909	0.010137	0.0419464	0.013656	0.986344
257	-78.61165	-80.45011	1.838457	0.0133489	0.0460192	0.160559	0.839441
258	-78.39873	-80.23719	1.838457	0.0133489	0.0460192	0.927185	0.0728154
259	-79.03493	-78.33493	-0.6999995	0.0166434	0.0616624	0.460087	0.539913
260	-79.04296	-78.34297	-0.6999995	0.0166434	0.0616624	0.375808	0.624192
261	-78.75376	-77.90547	-0.8482891	0.014362	0.0650501	0.614503	0.385497
262	-78.69183	-78.22078	-0.4710577	0.0115477	0.0650501	0.917991	0.0820087
263	-78.80698	-82.09461	3.287624	0.0126258	0.035931	0.620165	0.379835
264	-79.19748	-82.62428	3.426793	0.0128669	0.0346517	0.132274	0.867726
265	-78.83458	-77.63081	-1.203775	0.0128669	0.0691972	0.647246	0.352754
266	-78.62556	-80.08029	1.454722	0.0151321	0.0470988	0.798406	0.201594
267	-78.6455	-80.19444	1.548945	0.0151321	0.0463959	0.75895	0.24105
268	-80.48089	-75.86851	-4.612371	0.0151321	0.0923612	0.40828	0.59172
269	-78.6553	-78.96446	0.3091572	0.0151321	0.0556451	0.540065	0.459935
270	-79.54031	-78.01355	-1.526765	0.00957516	0.0748985	0.86635	0.13365
271	-78.50436	-79.47488	0.9705249	0.0119223	0.0539208	0.144813	0.855187
272	-78.60668	-78.45139	-0.1552922	0.0119223	0.0623198	0.44592	0.55408
273	-78.71888	-81.34682	2.627941	0.0119223	0.041556	0.239372	0.760628
274	-78.92526	-77.72912	-1.196146	0.0117889	0.0702182	0.410831	0.589169
275	-79.00134	-77.43242	-1.568925	0.01457	0.0702182	0.196798	0.803202
276	-79.65003	-79.4412	-0.2088306	0.0193584	0.0552831	0.799276	0.200724
277	-81.93337	-75.84384	-6.089528	0.0204039	0.0981094	0.799276	0.200724
278	-80.17838	-76.46353	-3.714852	0.0117624	0.0890351	0.533307	0.466693
279	-80.00282	-83.99456	3.991735	0.00755919	0.0357448	0.777542	0.222458
280	-79.58926	-79.30973	-0.2795279	0.0082638	0.0669051	0.470294	0.529706
281	-79.46315	-79.60884	0.1456902	0.0082638	0.0637329	0.537311	0.462689
282	-78.62474	-78.36778	-0.2569581	0.0145605	0.06044	0.80648	0.19352
283	-78.65057	-79.77012	1.119546	0.0145605	0.0501709	0.156887	0.843113
284	-78.72512	-80.26287	1.537751	0.0145605	0.0470509	0.0940367	0.905963
285	-80.98469	-76.9682	-4.01649	0.0208803	0.0821675	0.0940367	0.905963
286	-82.00562	-75.20226	-6.80336	0.0152448	0.108594	0.0940367	0.905963
287	-82.00562	-75.20226	-6.80336	0.0152448	0.108594	0.0940367	0.905963
288	-80.28207	-76.02133	-4.260738	0.0140247	0.0908453	0.0362531	0.963747
289	-80.05646	-77.0441	-3.01236	0.0104263	0.0851304	0.0788758	0.921124
290	-79.32769	-78.39249	-0.935199	0.00948387	0.0705765	0.505773	0.494227
291	-78.91471	-77.46554	-1.449164	0.0133182	0.0705765	0.508531	0.491469
292	-78.98213	-79.7264	0.7442665	0.0167747	0.0507563	0.508531	0.491469
293	-78.48028	-79.5882	1.107927	0.0140617	0.0507563	0.667157	0.332843
294	-78.67214	-80.86075	2.188607	0.0140617	0.0426941	0.465778	0.534222
295	-79.09411	-82.91594	3.821831	0.0109142	0.0336574	0.530143	0.469857
296	-78.95101	-82.53362	3.582618	0.0116366	0.0347195	0.530143	0.469857
297	-78.53244	-81.4612	2.928767	0.0116366	0.0395974	0.941283	0.0587174
298	-78.94479	-80.3767	1.431914	0.0167059	0.0456952	0.911016	0.0889843
299	-78.98587	-78.37827	-0.6076046	0.0167059	0.0609106	0.942793	0.0572073
300	-78.9881	-78.3805	-0.6076046	0.0167059	0.0609106	0.919438	0.0805617
301	-79.11993	-77.92078	-1.199153	0.0167059	0.0653237	0.770228	0.229772
302	-79.17325	-80.86661	1.693365	0.0167059	0.0437447	0.292288	0.707712
303	-78.87137	-80.68645	1.815076	0.0157979	0.0437447	0.601559	0.398441
304	-79.32619	-80.84276	1.516566	0.0179635	0.043806	0.919193	0.0808071
305	-79.58042	-79.92342	0.3429946	0.0190381	0.0514866	0.659572	0.340428
306	-79.61645	-79.1964	-0.4200549	0.0190381	0.0571792	0.33151	0.66849
307	-79.84485	-81.6609	1.816041	0.0190381	0.0404972	0.721548	0.278452
308	-78.57673	-80.10048	1.523748	0.0136853	0.0480306	0.209569	0.790431
309	-78.57025	-78.66907	0.09881969	0.0136853	0.058661	0.213481	0.786519
310	-78.61205	-79.32654	0.7144896	0.0152035	0.0525498	0.780255	0.219745
311	-78.70114	-79.78074	1.079598	0.0152035	0.0498259	0.376098	0.623902
312	-78.7513	-79.8309	1.079598	0.0152035	0.0498259	0.153401	0.846599
313	-78.856	-77.8833	-0.9726986	0.0152035	0.0651367	0.664179	0.335821
314	-79.1688	-82.02427	2.855471	0.0152035	0.0365774	0.368116	0.631884
315	-78.87127	-82.26795	3.396679	0.0111659	0.0365774	0.552027	0.447973
316	-79.54936	-84.1601	4.610736	0.0111659	0.0275201	0.556369	0.443631
317	-79.60682	-83.80466	4.197843	0.0142462	0.0275201	0.556369	0.443631
318	-79.83202	-84.61834	4.786322	0.00967901	0.0276971	0.556369	0.443631
319	-78.97018	-80.10967	1.139495	0.0167755	0.047807	0.727668	0.272332
320	-78.52883	-80.4864	1.957565	0.0106725	0.047807	0.727668	0.272332
321	-78.62187	-81.58025	2.958375	0.0106725	0.0403407	0.919915	0.080085
322	-78.92054	-78.51915	-0.4013893	0.0164584	0.0596197	0.80185	0.19815
323	-78.94334	-79.4824	0.5390644	0.00944228	0.0596197	0.225969	0.774031
324	-81.09109	-85.8783	4.787209	0.0154599	0.0219096	0.130953	0.869047
325	-79.23463	-82.90896	3.674332	0.0100798	0.0355921	0.334794	0.665206
326	-79.25569	-81.95208	2.696392	0.0158775	0.0370902	0.397943	0.602057
327	-80.40799	-77.37231	-3.035681	0.020131	0.0755996	0.757265	0.242735
328	-80.41547	-77.37979	-3.035681	0.020131	0.0755996	0.541712	0.458288
329	-79.16941	-77.14428	-2.025136	0.0125921	0.0755996	0.731452	0.268548
330	-78.70204	-81.33588	2.633847	0.010747	0.0426872	0.450659	0.549341
331	-78.82617	-78.24123	-0.584932	0.0157545	0.0616928	0.859751	0.140249
332	-79.25816	-78.41101	-0.8471522	0.0177108	0.0616928	0.744088	0.255912
