Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
7300	0	-228.7157	-227.7487	-0.9670131	0	0	1	1	0.02791644	0.03708922	0.00424893	0.02754807	0.09257312	0.09257312	0.02977179	0.02977179	0.235362	0.580933	0.0155217	0.168183
7301	1	-229.5709	-226.1654	-3.40553	1	0	1	1	0.03639577	0.03639577	0.002671557	0.02462076	0.1049587	0.1049587	0.03215112	0.03215112	0.27211	0.320987	0.245886	0.161017
7302	0	-229.1327	-226.7826	-2.350022	1	0	1	1	0.02791644	0.02791644	0.00424893	0.02754807	0.09257312	0.09257312	0.04063691	0.04063691	0.211411	0.623579	0.0139422	0.151068
7303	1	-231.1063	-226.4992	-4.607163	1	0	1	1	0.04299056	0.04299056	0.002671557	0.02462076	0.08963656	0.08963656	0.049843	0.049843	0.036957	0.46966	0.350092	0.14329
7304	0	-229.8939	-225.5775	-4.316347	1	0	1	1	0.02791644	0.02791644	0.00424893	0.04042749	0.08572582	0.08572582	0.04927419	0.04927419	0.705913	0.158805	0.0968099	0.0384721
7305	1	-229.3694	-228.1665	-1.202891	1	0	1	1	0.03192779	0.03192779	0.002671557	0.02462076	0.08963656	0.08963656	0.03550885	0.03550885	0.0322099	0.409332	0.366285	0.192173
7306	0	-229.8246	-226.1019	-3.722795	1	0	1	1	0.02430445	0.02430445	0.003106374	0.04042749	0.08397838	0.08397838	0.05134808	0.05134808	0.328708	0.362493	0.220981	0.0878176
7307	1	-229.4441	-230.1233	0.6791293	1	0	1	1	0.02098797	0.02098797	0.002540983	0.02462076	0.08963656	0.08963656	0.03253879	0.03253879	0.0582075	0.415236	0.179274	0.347282
7308	0	-230.1542	-223.7241	-6.430113	1	0	1	1	0.0311203	0.0311203	0.003106374	0.04506048	0.09272696	0.09272696	0.05134808	0.05134808	0.0925889	0.373875	0.102556	0.43098
7309	1	-229.0364	-229.6064	0.5699788	1	0	1	1	0.02098797	0.02098797	0.002540983	0.0282563	0.08963656	0.08963656	0.02971755	0.02971755	0.0203294	0.791106	0.0641999	0.124365
7310	0	-229.6793	-226.6186	-3.060763	1	0	1	1	0.0311203	0.0311203	0.001855675	0.04506048	0.09272696	0.09272696	0.02746239	0.02746239	0.323135	0.112918	0.108401	0.455545
7311	1	-229.2364	-229.8064	0.5699788	1	0	1	1	0.02098797	0.02098797	0.002540983	0.0282563	0.08963656	0.08963656	0.02971755	0.02971755	0.0959426	0.392709	0.212718	0.29863
7312	0	-232.2689	-222.9376	-9.331218	1	0	1	0	0.05339237	0.05339237	0.001067262	0.04506048	0.1267229	0.1267229	0.0249752	0.03032885	0.530039	0.18522	0.177811	0.10693
7313	1	-231.6018	-230.5795	-1.022284	1	0	1	1	0.02852328	0.02852328	0.002540983	0.04963639	0.07259993	0.07259993	0.02971755	0.02971755	0.0959426	0.392709	0.212718	0.29863
7314	0	-233.8282	-228.4587	-5.369455	1	0	1	1	0.05339237	0.05339237	0.0008361389	0.02790813	0.120931	0.120931	0.01238173	0.01238173	0.484049	0.1672	0.217783	0.130968
7315	1	-229.1271	-225.7168	-3.410364	1	0	1	1	0.02852328	0.02852328	0.002540983	0.03020815	0.109844	0.109844	0.02971755	0.02971755	0.127016	0.379211	0.205406	0.288366
7316	0	-230.2981	-223.0562	-7.241826	1	0	1	1	0.03354066	0.03354066	0.0008361389	0.04324971	0.120931	0.120931	0.03086033	0.03086033	0.531867	0.183718	0.140509	0.143907
7317	1	-229.8372	-227.8448	-1.992416	1	0	1	1	0.02852328	0.02852328	0.001997643	0.03020815	0.109844	0.109844	0.01968256	0.01968256	0.228409	0.0247004	0.369375	0.377515
7318	0	-230.7129	-225.878	-4.834868	1	0	1	1	0.03354066	0.03354066	0.004983979	0.04324971	0.08574634	0.08574634	0.04394049	0.04394049	0.564299	0.221114	0.169109	0.0454779
7319	1	-231.1512	-226.8589	-4.292375	1	0	1	1	0.02852328	0.02852328	0.001997643	0.03020815	0.1270024	0.1270024	0.01968256	0.01968256	0.235675	0.00810234	0.381126	0.375097
7320	0	-230.6373	-226.2746	-4.362676	1	0	1	1	0.03354066	0.03354066	0.005549788	0.0391612	0.08574634	0.08574634	0.04394049	0.04394049	0.345013	0.404401	0.224121	0.0264653
7321	1	-232.9614	-227.4359	-5.525528	1	0	1	1	0.02852328	0.02852328	0.0004081304	0.04562062	0.1270024	0.1270024	0.0150593	0.0150593	0.235675	0.00810234	0.381126	0.375097
7322	0	-232.8495	-230.9492	-1.90026	1	0	1	1	0.03354066	0.03354066	0.006353666	0.01667492	0.1130077	0.1130077	0.01999115	0.01999115	0.579306	0.259744	0.143951	0.0169985
7323	1	-233.7516	-232.7065	-1.045144	1	0	1	1	0.0413919	0.0413919	0.0009108794	0.04562062	0.08020597	0.08020597	0.0150593	0.0150593	0.156911	0.00539448	0.587958	0.249736
7324	0	-231.1967	-224.6152	-6.58149	1	0	1	1	0.0274474	0.0274474	0.006353666	0.02374856	0.1130077	0.1130077	0.05393418	0.05393418	0.637549	0.185319	0.158424	0.0187075
7325	1	-232.9933	-234.585	1.591635	1	0	1	1	0.0413919	0.0413919	0.003987824	0.02400479	0.08020597	0.08020597	0.013927	0.013927	0.600297	0.005934	0.0199735	0.373796
7326	0	-231.2745	-224.6585	-6.615993	1	0	1	1	0.02770481	0.02770481	0.006353666	0.02374856	0.1130077	0.1130077	0.05393418	0.05393418	0.32048	0.0931552	0.401061	0.185304
7327	1	-228.6948	-229.4248	0.7299549	1	0	1	0	0.0413919	0.0413919	0.003987824	0.02937251	0.09884901	0.09884901	0.013927	0.01895941	0.573837	0.00567244	0.0190931	0.401398
7328	0	-230.4015	-222.9146	-7.486906	1	0	1	1	0.02770481	0.02770481	0.004336514	0.03459015	0.1180078	0.1180078	0.04660691	0.04660691	0.31433	0.110556	0.393365	0.181749
7329	1	-230.1073	-231.1558	1.048477	1	0	1	1	0.03156365	0.03156365	0.00214048	0.02046136	0.09268502	0.09268502	0.0207191	0.0207191	0.573837	0.00567244	0.0190931	0.401398
7330	0	-230.324	-229.5887	-0.7353156	1	0	1	1	0.02611114	0.02611114	0.002008303	0.03459015	0.07156075	0.07156075	0.04660691	0.04660691	0.187456	0.169292	0.23459	0.408661
7331	1	-233.2354	-224.064	-9.171405	1	0	0	1	0.02002276	0.02002276	0.006169851	0.02046136	0.1293439	0.03470308	0.06965389	0.06965389	0.573837	0.00567244	0.0190931	0.401398
7332	0	-228.5654	-224.1735	-4.391886	0	0	1	1	0.03845672	0.0207767	0.001915562	0.03366513	0.1032772	0.1032772	0.04660691	0.04660691	0.187456	0.169292	0.23459	0.408661
7333	1	-231.3251	-224.8965	-6.42862	0	0	0	1	0.01376342	0.01673355	0.003329	0.02892317	0.1293439	0.03468766	0.06965389	0.06965389	0.405097	0.00400443	0.0134787	0.57742
7334	0	-228.0185	-225.051	-2.967485	0	0	1	1	0.03845672	0.01073265	0.001915562	0.03366513	0.1026947	0.1026947	0.04660691	0.04660691	0.111796	0.504578	0.139906	0.24372
7335	1	-230.7431	-222.9466	-7.796539	1	0	1	1	0.02537629	0.02537629	0.003329	0.02892317	0.1062738	0.1062738	0.06965389	0.06965389	0.322799	0.00451328	0.0151915	0.657496
7336	0	-229.9746	-225.6318	-4.342759	1	0	1	1	0.03845672	0.03845672	0.0006020177	0.03366513	0.1098253	0.1098253	0.0252407	0.0252407	0.376192	0.260936	0.132337	0.230534
7337	1	-231.2984	-228.0641	-3.23423	1	0	1	1	0.02537629	0.02537629	0.00283064	0.05075551	0.1012784	0.1012784	0.01927911	0.01927911	0.254836	0.00356304	0.222535	0.519065
7338	0	-231.8351	-223.2587	-8.576384	1	0	1	1	0.03845672	0.03845672	0.0008020866	0.02554019	0.1360523	0.1360523	0.03852274	0.03852274	0.552522	0.172101	0.217298	0.0580797
7339	1	-230.7392	-228.9469	-1.792273	1	0	1	1	0.02537629	0.02537629	0.002471917	0.01869702	0.08497154	0.08497154	0.05724572	0.05724572	0.306757	0.00428898	0.0641323	0.624821
7340	0	-229.6937	-228.2617	-1.431951	0	0	1	1	0.02549744	0.03797216	0.006327318	0.03135124	0.08294525	0.08294525	0.03852274	0.03852274	0.589789	0.0801242	0.268089	0.0619972
7341	1	-228.7817	-235.2663	6.484626	0	0	1	1	0.02537629	0.002084709	0.002382479	0.01869702	0.08497154	0.08497154	0.030044	0.030044	0.303366	0.00430997	0.0644461	0.627878
7342	0	-232.7847	-230.7927	-1.992036	0	0	1	1	0.01471833	0.0380048	0.01147879	0.03135124	0.08448452	0.08448452	0.04675687	0.04675687	0.532823	0.106292	0.355646	0.005239
7343	1	-229.6706	-232.0294	2.35881	0	0	1	1	0.02537629	0.02788409	0.002382479	0.01869702	0.07496574	0.07496574	0.04503028	0.04503028	0.369892	0.00525511	0.327541	0.297312
7344	0	-229.2013	-228.346	-0.8552792	0	0	1	1	0.01581496	0.03802199	0.00188441	0.03135124	0.08448452	0.08448452	0.04675687	0.04675687	0.280049	0.0911895	0.305113	0.323649
7345	1	-229.5925	-222.5658	-7.026748	0	0	1	1	0.03030832	0.02788372	0.00446897	0.04366946	0.1129943	0.1129943	0.04503028	0.04503028	0.523214	0.0039764	0.247842	0.224968
7346	0	-230.5282	-231.4308	0.9026461	0	0	1	1	0.01148475	0.03802844	0.00188441	0.02256034	0.08448452	0.08448452	0.04675687	0.04675687	0.15896	0.0517606	0.450881	0.338398
7347	1	-229.3843	-227.7754	-1.608848	0	0	1	1	0.01921463	0.02788372	0.003865584	0.03557863	0.1129943	0.1129943	0.02439898	0.02439898	0.328546	0.00249694	0.527691	0.141266
7348	0	-231.7384	-235.1181	3.37964	0	0	1	1	0.009100361	0.03804039	0.001647883	0.02256034	0.08448452	0.08448452	0.0308867	0.0308867	0.146506	0.0477054	0.493903	0.311885
7349	1	-231.2188	-228.2436	-2.975185	0	0	1	1	0.01921463	0.02786187	0.003865584	0.05867016	0.07996975	0.07996975	0.04454714	0.04454714	0.516193	0.00383239	0.0664193	0.413556
7350	0	-235.5462	-237.9552	2.40894	1	0	1	1	0.009100361	0.009100361	0.007933376	0.02337239	0.08612731	0.08612731	0.0308867	0.0308867	0.2015	0.0656124	0.303931	0.428957
7351	1	-229.982	-229.9692	-0.01273146	1	0	1	1	0.01921463	0.01921463	0.003865584	0.02788945	0.07996975	0.07996975	0.04454714	0.04454714	0.773762	0.0017921	0.0310589	0.193387
7352	0	-232.9566	-226.4176	-6.539047	1	0	1	1	0.03527645	0.03527645	0.007933376	0.02337239	0.08612731	0.08612731	0.07146535	0.07146535	0.587612	0.0799386	0.19809	0.134359
7353	1	-227.3831	-229.5993	2.216211	0	0	1	1	0.01921463	0.01327864	0.003507369	0.0348822	0.07996975	0.07996975	0.04454714	0.04454714	0.71171	0.00309044	0.0535605	0.231639
7354	0	-229.9688	-225.3784	-4.59033	1	0	1	1	0.03527645	0.03527645	0.002680436	0.02337239	0.1163071	0.1163071	0.03200046	0.03200046	0.579261	0.0930149	0.195275	0.132449
7355	1	-230.279	-223.7603	-6.51865	0	0	1	1	0.01921463	0.01328173	0.003507369	0.0348822	0.1159698	0.1159698	0.0737088	0.0737088	0.172204	0.00516203	0.0894633	0.733171
7356	0	-231.904	-222.9194	-8.984685	1	0	1	1	0.03527645	0.03527645	0.004732993	0.05018171	0.1163071	0.1163071	0.03592183	0.03592183	0.306487	0.131756	0.276608	0.285148
7357	1	-231.8922	-221.403	-10.48923	0	0	1	1	0.02230716	0.0195665	0.003507369	0.0473459	0.1237505	0.1237505	0.0737088	0.0737088	0.334253	0.00912918	0.425389	0.231229
7358	0	-229.5217	-223.4477	-6.073972	1	0	1	1	0.03527645	0.03527645	0.002185219	0.03836221	0.1089596	0.1089596	0.03592183	0.03592183	0.0341464	0.423758	0.0308176	0.511278
7359	1	-231.8552	-228.0627	-3.792509	0	0	1	1	0.02230716	0.03871009	0.003507369	0.04228908	0.1171282	0.1171282	0.01628479	0.01628479	0.158858	0.00895727	0.53913	0.293055
7360	0	-227.4772	-229.2725	1.795226	0	0	1	1	0.01873884	0.01183598	0.004527728	0.03836221	0.08860909	0.08860909	0.03646655	0.03646655	0.451885	0.314577	0.0228775	0.21066
7361	1	-228.8321	-231.9526	3.120521	1	0	1	0	0.01917055	0.01917055	0.00245493	0.04228908	0.0853045	0.0853045	0.01628479	0.02314945	0.212683	0.0119922	0.533894	0.241431
7362	0	-230.1246	-229.8693	-0.2553449	1	0	1	1	0.01873884	0.01873884	0.001278081	0.03171011	0.07929107	0.07929107	0.04627843	0.04627843	0.364918	0.254036	0.0184746	0.362572
7363	1	-231.811	-236.1076	4.296581	1	0	1	1	0.01917055	0.01917055	0.00245493	0.02012299	0.0853045	0.0853045	0.01628479	0.01628479	0.212683	0.0119922	0.533894	0.241431
7364	0	-230.3284	-232.1359	1.807554	1	0	1	1	0.01873884	0.01873884	0.001278081	0.02340709	0.07929107	0.07929107	0.03919158	0.03919158	0.108544	0.676811	0.0492208	0.165424
7365	1	-232.834	-232.0993	-0.7346337	1	0	1	1	0.0398798	0.0398798	0.005443383	0.02059761	0.09866659	0.09866659	0.01628479	0.01628479	0.361155	0.0203639	0.208509	0.409972
7366	0	-230.2982	-226.2204	-4.077736	1	0	1	1	0.03054923	0.03054923	0.001991035	0.04859468	0.08548621	0.08548621	0.03919158	0.03919158	0.0467481	0.29149	0.590517	0.0712449
7367	1	-229.0531	-225.8746	-3.178463	1	0	1	1	0.03406032	0.03406032	0.001883024	0.03683259	0.09866659	0.09866659	0.02766136	0.02766136	0.487003	0.0274598	0.281166	0.204372
7368	0	-230.0312	-229.1949	-0.8362649	1	0	1	1	0.03054923	0.03054923	0.001991035	0.01912436	0.09077416	0.09077416	0.03919158	0.03919158	0.0135732	0.499144	0.466597	0.0206858
7369	1	-230.2818	-225.8648	-4.417018	1	0	1	1	0.04185669	0.04185669	0.003326662	0.03683259	0.09866659	0.09866659	0.02766136	0.02766136	0.695209	0.0269189	0.106586	0.171287
7370	0	-231.0529	-226.6135	-4.439443	1	0	1	1	0.04087508	0.04087508	0.001991035	0.01912436	0.1073291	0.1073291	0.03919158	0.03919158	0.1036	0.37746	0.147513	0.371427
7371	1	-227.4529	-230.6873	3.234402	0	0	1	1	0.01694	0.01911636	0.003326662	0.02641313	0.09434619	0.09434619	0.02766136	0.02766136	0.695209	0.0269189	0.106586	0.171287
7372	0	-229.8326	-225.8438	-3.988828	1	0	1	1	0.02715841	0.02715841	0.003920916	0.02432909	0.1105495	0.1105495	0.03919158	0.03919158	0.1036	0.37746	0.147513	0.371427
7373	1	-230.2192	-231.72	1.50084	1	0	1	1	0.01694	0.01694	0.002826672	0.02242061	0.09434619	0.09434619	0.02766136	0.02766136	0.730872	0.0237691	0.0941141	0.151244
7374	0	-232.8081	-231.3665	-1.441615	1	0	1	1	0.02467141	0.02467141	0.0005805902	0.04268463	0.1105495	0.1105495	0.007660362	0.007660362	0.1036	0.37746	0.147513	0.371427
7375	1	-233.4614	-229.8798	-3.581664	1	0	1	1	0.01694	0.01694	0.002468555	0.04228735	0.1216185	0.1216185	0.01879749	0.01879749	0.0995363	0.0810956	0.289902	0.529466
7376	0	-232.7217	-228.0356	-4.686031	1	0	1	1	0.02794284	0.02794284	0.0005805902	0.04268463	0.1293069	0.1293069	0.009835804	0.009835804	0.508542	0.283016	0.141689	0.0667534
7377	1	-230.9108	-225.0577	-5.853177	1	0	1	1	0.03489687	0.03489687	0.001457875	0.04228735	0.1216185	0.1216185	0.01879749	0.01879749	0.381386	0.0648213	0.13058	0.423213
7378	0	-228.7657	-225.6991	-3.066588	1	0	1	0	0.03546425	0.03546425	0.0003540239	0.04268463	0.1148395	0.1148395	0.02176486	0.01970377	0.367248	0.250057	0.125188	0.257506
7379	1	-231.5758	-225.0046	-6.57126	1	0	1	1	0.03489687	0.03489687	0.0006141796	0.04711145	0.1216185	0.1216185	0.02017421	0.02017421	0.381386	0.0648213	0.13058	0.423213
7380	0	-231.1339	-219.9789	-11.15503	1	0	1	1	0.03546425	0.03546425	0.002177032	0.04268463	0.1148395	0.1148395	0.06344614	0.06344614	0.367248	0.250057	0.125188	0.257506
7381	1	-229.0104	-227.3419	-1.668506	1	0	1	0	0.03388305	0.03388305	0.004179843	0.02715401	0.1216185	0.1216185	0.02017421	0.01737132	0.25	0.0785884	0.158314	0.513097
7382	0	-232.0058	-219.7985	-12.20721	1	0	1	1	0.0440006	0.0440006	0.001490248	0.04268463	0.1148395	0.1148395	0.06344614	0.06344614	0.447935	0.380775	0.059954	0.111336
7383	1	-230.7981	-225.2381	-5.559957	1	0	1	1	0.03662053	0.03662053	0.00336774	0.04120042	0.1155077	0.1155077	0.02017421	0.02017421	0.456475	0.101843	0.252046	0.189636
7384	0	-231.2933	-223.6869	-7.606317	1	0	1	1	0.02679186	0.02679186	0.001490248	0.04268463	0.0868349	0.0868349	0.07433541	0.07433541	0.53978	0.317426	0.0499797	0.0928138
7385	1	-233.6609	-233.7044	0.04346639	1	0	1	1	0.03662053	0.03662053	0.001171039	0.04120042	0.088038	0.088038	0.00803731	0.00803731	0.0573918	0.129333	0.320078	0.493197
7386	0	-231.0876	-229.5845	-1.503111	1	0	1	1	0.02679186	0.02679186	0.00795417	0.02771833	0.0868349	0.0868349	0.03730599	0.03730599	0.17913	0.233583	0.518988	0.0682985
7387	1	-231.2026	-224.3632	-6.839401	1	0	1	1	0.0400552	0.0400552	0.001001857	0.0365163	0.088038	0.088038	0.06080424	0.06080424	0.125548	0.119981	0.296935	0.457536
7388	0	-231.439	-228.854	-2.585028	1	0	1	0	0.04167435	0.04167435	0.005741086	0.02771833	0.0868349	0.0868349	0.03730599	0.0319438	0.102407	0.218173	0.484748	0.194672
7389	1	-230.787	-224.2904	-6.496565	1	0	1	1	0.0400552	0.0400552	0.004691865	0.03634886	0.09539828	0.09539828	0.04736375	0.04736375	0.194981	0.147211	0.461152	0.196657
7390	0	-232.0815	-226.5262	-5.555297	1	0	1	0	0.03544106	0.03544106	0.005741086	0.0192647	0.1236943	0.1236943	0.03730599	0.03193045	0.102407	0.218173	0.484748	0.194672
7391	1	-229.2641	-227.7275	-1.536553	0	0	1	1	0.0400552	0.005677824	0.004094032	0.03659191	0.08961379	0.08961379	0.04736375	0.04736375	0.335921	0.294059	0.352001	0.0180178
7392	0	-231.2945	-226.8828	-4.411673	1	0	1	1	0.03544106	0.03544106	0.003551644	0.0192647	0.1173295	0.1173295	0.03271715	0.03271715	0.0839755	0.178906	0.397502	0.339616
7393	1	-232.2704	-224.8477	-7.42266	1	0	1	1	0.04900275	0.04900275	0.004094032	0.03659191	0.09371447	0.09371447	0.04736375	0.04736375	0.335921	0.294059	0.352001	0.0180178
7394	0	-231.4585	-223.2874	-8.171048	1	0	1	1	0.03018904	0.03018904	0.002603745	0.05299766	0.1178425	0.1178425	0.03271715	0.03271715	0.0848957	0.375509	0.196258	0.343338
7395	1	-232.7779	-223.4739	-9.303964	1	0	1	1	0.0390884	0.0390884	0.007900777	0.03659191	0.1226995	0.1226995	0.03852147	0.03852147	0.446921	0.0607925	0.468315	0.0239716
7396	0	-234.2939	-226.6124	-7.681514	1	0	1	1	0.06163138	0.06163138	0.00174182	0.02747724	0.1178425	0.1178425	0.02400508	0.02400508	0.04407	0.675822	0.101879	0.178229
7397	1	-233.5177	-220.8789	-12.63882	1	0	1	1	0.0390884	0.0390884	0.007900777	0.03659191	0.1226995	0.1226995	0.06340049	0.06340049	0.0189746	0.107831	0.830675	0.0425196
7398	0	-236.0619	-226.6849	-9.376954	1	0	1	1	0.06163138	0.06163138	0.006098412	0.03576915	0.1178425	0.1178425	0.02400508	0.02400508	0.04407	0.675822	0.101879	0.178229
7399	1	-231.8646	-229.9549	-1.909692	1	0	0	0	0.04413771	0.04413771	0.006225362	0.03659191	0.1226995	0.01176039	0.01193777	0.02936943	0.0208152	0.0212861	0.911254	0.0466443
7400	0	-231.1751	-227.029	-4.146098	1	0	1	1	0.03107762	0.03107762	0.006778054	0.03576915	0.1086928	0.1086928	0.02400508	0.02400508	0.04407	0.675822	0.101879	0.178229
7401	1	-230.8694	-230.1972	-0.6722175	1	0	0	0	0.03489888	0.03489888	0.006225362	0.03659191	0.1226995	0.01176727	0.01193777	0.02936943	0.0147113	0.0150442	0.644037	0.326207
7402	0	-234.0712	-220.9221	-13.14909	1	0	1	1	0.03107762	0.03107762	0.007700203	0.03576915	0.1086928	0.1086928	0.09024805	0.09024805	0.0618441	0.582918	0.142968	0.21227
7403	1	-229.3147	-228.8783	-0.4363804	1	0	1	0	0.03273429	0.03273429	0.003819989	0.03357825	0.103739	0.103739	0.01193777	0.02937959	0.0129721	0.13149	0.567897	0.287642
7404	0	-230.1826	-224.2951	-5.887565	1	0	1	1	0.03107762	0.03107762	0.004015404	0.03576915	0.08881517	0.08881517	0.05963728	0.05963728	0.0816685	0.301046	0.336972	0.280314
7405	1	-228.7782	-229.554	0.7758521	1	0	1	0	0.03273429	0.03273429	0.002336192	0.03882639	0.103739	0.103739	0.01048289	0.01802649	0.0129721	0.13149	0.567897	0.287642
7406	0	-231.3494	-225.4156	-5.933836	0	0	1	1	0.04263505	0.01131979	0.004015404	0.04453634	0.08881517	0.08881517	0.06487984	0.06487984	0.0816685	0.301046	0.336972	0.280314
7407	1	-228.75	-230.3393	1.589281	1	0	1	0	0.02583937	0.02583937	0.003156622	0.03882639	0.103739	0.103739	0.01048289	0.01803256	0.0158218	0.160375	0.692653	0.13115
7408	0	-233.0198	-223.578	-9.441745	1	0	1	1	0.04263505	0.04263505	0.004963504	0.04453634	0.08881517	0.08881517	0.06487984	0.06487984	0.0884736	0.173375	0.576715	0.161436
7409	1	-232.6364	-228.3198	-4.316609	1	0	1	1	0.02583937	0.02583937	0.00146565	0.03882639	0.1308929	0.1308929	0.01057052	0.01057052	0.00517894	0.718324	0.226726	0.0497716
7410	0	-229.6018	-224.0374	-5.564346	1	0	1	0	0.04263505	0.04263505	0.002075141	0.03641446	0.115876	0.115876	0.0294919	0.02695258	0.0884293	0.173288	0.576927	0.161355
7411	1	-235.9935	-228.8211	-7.172451	1	0	1	1	0.02583937	0.02583937	0.00146565	0.05865521	0.1308929	0.1308929	0.01204716	0.01204716	0.0155889	0.15214	0.682456	0.149815
7412	0	-229.2046	-231.2058	2.001284	1	0	1	0	0.01770687	0.01770687	0.003577313	0.03641446	0.08286607	0.08286607	0.0294919	0.02694654	0.0490076	0.541836	0.319734	0.089423
7413	1	-234.5565	-234.6114	0.05496622	1	0	1	1	0.01636727	0.01636727	0.00146565	0.05865521	0.08644621	0.08644621	0.01204716	0.01204716	0.0622082	0.607121	0.281168	0.049503
7414	0	-230.1376	-231.0534	0.9157725	1	0	1	1	0.01791528	0.01791528	0.003577313	0.03470907	0.08286607	0.08286607	0.0294919	0.0294919	0.0540029	0.597065	0.208592	0.14034
7415	1	-228.237	-237.0464	8.809475	1	0	1	0	0.02208459	0.02208459	0.002632122	0.02084155	0.07827554	0.07827554	0.01204716	0.01033099	0.582133	0.182273	0.084414	0.15118
7416	0	-230.7538	-232.2423	1.488516	1	0	1	1	0.0318748	0.0318748	0.003577313	0.02461368	0.08286607	0.08286607	0.02135493	0.02135493	0.0255395	0.282369	0.576256	0.115836
7417	1	-230.9139	-229.1072	-1.806696	1	0	1	1	0.02208459	0.02208459	0.002130976	0.03603673	0.1164158	0.1164158	0.01220198	0.01220198	0.582133	0.182273	0.084414	0.15118
7418	0	-228.3464	-229.6788	1.33241	1	0	1	0	0.0318748	0.0318748	0.002731829	0.02461368	0.09300496	0.09300496	0.02965529	0.02011261	0.034781	0.0226927	0.784775	0.157751
7419	1	-230.5874	-227.5994	-2.98798	1	0	1	1	0.01806663	0.01806663	0.002130976	0.03121269	0.1164158	0.1164158	0.02985673	0.02985673	0.643297	0.0963548	0.0932833	0.167065
7420	0	-228.7354	-227.4232	-1.312247	1	0	1	0	0.0318748	0.0318748	0.002731829	0.04635609	0.09300496	0.09300496	0.02763835	0.02011709	0.110697	0.0722236	0.498865	0.318214
7421	1	-228.8028	-230.0076	1.204792	1	0	1	0	0.01806663	0.01806663	0.002156411	0.03121269	0.1158163	0.1158163	0.02985673	0.005836504	0.595516	0.163473	0.0863547	0.154656
7422	0	-231.0573	-229.2234	-1.833856	1	0	1	1	0.0318748	0.0318748	0.002731829	0.04674138	0.08008635	0.08008635	0.02763835	0.02763835	0.110697	0.0722236	0.498865	0.318214
7423	1	-230.3673	-228.2737	-2.093617	1	0	1	1	0.03492487	0.03492487	0.0004599911	0.03121269	0.1097165	0.1097165	0.0146966	0.0146966	0.599691	0.164619	0.0799502	0.15574
7424	0	-233.5514	-223.5956	-9.955785	1	0	1	1	0.03223182	0.03223182	0.00238532	0.04674138	0.08008635	0.08008635	0.08821994	0.08821994	0.0882322	0.0575668	0.44944	0.404761
7425	1	-229.26	-227.2918	-1.968246	1	0	1	1	0.02453399	0.02453399	0.001222471	0.03121269	0.1097165	0.1097165	0.02338969	0.02338969	0.392522	0.283212	0.137547	0.186719
7426	0	-232.8419	-224.9571	-7.884833	1	0	1	1	0.0411903	0.0411903	0.00238532	0.04674138	0.08008635	0.08008635	0.06381152	0.06381152	0.22485	0.12055	0.369447	0.285153
7427	1	-229.0674	-227.9015	-1.165808	0	0	1	0	0.0495118	0.006367372	0.00301274	0.03121269	0.1251316	0.1251316	0.01493685	0.02699932	0.154427	0.740372	0.0515071	0.0536943
7428	0	-232.4585	-227.2701	-5.188411	1	0	1	1	0.0411903	0.0411903	0.006017547	0.0333202	0.08008635	0.08008635	0.05348433	0.05348433	0.388686	0.144793	0.124024	0.342497
7429	1	-231.4181	-224.8779	-6.540179	1	0	1	1	0.02229024	0.02229024	0.00175871	0.02417644	0.120912	0.120912	0.05504598	0.05504598	0.208431	0.375902	0.388405	0.0272617
7430	0	-232.7046	-222.1053	-10.59923	1	0	1	1	0.0411903	0.0411903	0.002613716	0.02205326	0.1351235	0.1351235	0.05348433	0.05348433	0.101401	0.312966	0.15569	0.429943
7431	1	-230.0604	-226.1441	-3.916272	1	0	1	1	0.02229024	0.02229024	0.002354423	0.02417644	0.09711135	0.09711135	0.05867572	0.05867572	0.297588	0.107517	0.554546	0.040349
7432	0	-231.4333	-224.3267	-7.106564	1	0	1	1	0.0411903	0.0411903	0.002613716	0.04850673	0.1115039	0.1115039	0.02459405	0.02459405	0.37873	0.26552	0.132087	0.223663
7433	1	-232.2751	-230.5811	-1.694035	1	0	1	1	0.02229024	0.02229024	0.008623387	0.03485253	0.09711135	0.09711135	0.02515209	0.02515209	0.24422	0.0882351	0.455096	0.212449
7434	0	-232.2792	-227.8445	-4.434683	1	0	1	1	0.04731071	0.04731071	0.002613716	0.02245326	0.1115039	0.1115039	0.02459405	0.02459405	0.1259	0.0682427	0.441754	0.364104
7435	1	-229.8016	-227.2757	-2.525916	1	0	1	1	0.02229024	0.02229024	0.004713239	0.02632237	0.09711135	0.09711135	0.04379849	0.04379849	0.222919	0.16776	0.415403	0.193919
7436	0	-229.0773	-226.3579	-2.719401	1	0	1	1	0.02365423	0.02365423	0.002613716	0.03659675	0.09395201	0.09395201	0.03886243	0.03886243	0.167464	0.0907721	0.587593	0.154171
7437	1	-226.8783	-229.9948	3.116574	0	0	1	0	0.03090613	0.02781915	0.004713239	0.0370701	0.09711135	0.09711135	0.02306674	0.004537808	0.491871	0.192426	0.0932719	0.222431
