Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
9677	1	-84.52098	-87.41138	2.890403	0.01497848	0.0149785	0.0149785
9678	0	-84.37199	-86.93592	2.563929	0.01741407	0.0174141	0.0174141
9679	1	-85.36606	-88.6642	3.298138	0.01193665	0.0119366	0.0119366
9680	0	-84.37199	-86.93592	2.563929	0.01741407	0.0174141	0.0174141
9681	1	-85.87431	-87.27647	1.40216	0.02608123	0.0260812	0.0260812
9682	0	-84.37199	-86.93592	2.563929	0.01741407	0.0174141	0.0174141
9683	1	-85.87431	-87.27647	1.40216	0.02608123	0.0260812	0.0260812
9684	0	-85.85291	-87.265	1.412093	0.02600712	0.0260071	0.0260071
9685	1	-84.81818	-86.80943	1.991246	0.02168646	0.0216865	0.0216865
9686	0	-85.24602	-86.96609	1.720069	0.02370953	0.0237095	0.0237095
9687	1	-84.48732	-87.34377	2.856448	0.01523179	0.0152318	0.0152318
9688	0	-85.55482	-88.90734	3.352524	0.01153091	0.0115309	0.0115309
9689	1	-84.48732	-87.34377	2.856448	0.01523179	0.0152318	0.0152318
9690	0	-86.19495	-87.45358	1.258625	0.02715204	0.027152	0.027152
9691	1	-84.58154	-86.77298	2.191435	0.02019299	0.020193	0.020193
9692	0	-86.19495	-87.45358	1.258625	0.02715204	0.027152	0.027152
9693	1	-84.58154	-86.77298	2.191435	0.02019299	0.020193	0.020193
9694	0	-86.19495	-87.45358	1.258625	0.02715204	0.027152	0.027152
9695	1	-84.37544	-87.02109	2.645647	0.01680443	0.0168044	0.0168044
9696	0	-84.63255	-87.61195	2.979401	0.01431452	0.0143145	0.0143145
9697	1	-84.55242	-87.47089	2.918466	0.01476911	0.0147691	0.0147691
9698	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9699	1	-84.93572	-88.07829	3.142567	0.01309726	0.0130973	0.0130973
9700	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9701	1	-85.68175	-89.06768	3.385928	0.01128171	0.0112817	0.0112817
9702	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9703	1	-86.09093	-89.57147	3.480541	0.01057586	0.0105759	0.0105759
9704	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9705	1	-86.69236	-90.28657	3.594209	0.009727867	0.00972787	0.00972787
9706	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9707	1	-84.41575	-86.82875	2.413005	0.01854001	0.01854	0.01854
9708	0	-85.45238	-87.06093	1.608559	0.02454143	0.0245414	0.0245414
9709	1	-84.41575	-86.82875	2.413005	0.01854001	0.01854	0.01854
9710	0	-84.4248	-86.8201	2.395299	0.0186721	0.0186721	0.0186721
9711	1	-84.41575	-86.82875	2.413005	0.01854001	0.01854	0.01854
9712	0	-84.4248	-86.8201	2.395299	0.0186721	0.0186721	0.0186721
9713	1	-84.37644	-87.02767	2.651239	0.01676271	0.0167627	0.0167627
9714	0	-85.47323	-88.803	3.329773	0.01170064	0.0117006	0.0117006
9715	1	-85.52953	-88.87512	3.345588	0.01158265	0.0115827	0.0115827
9716	0	-86.02058	-89.48605	3.465475	0.01068826	0.0106883	0.0106883
9717	1	-84.69115	-87.70854	3.017394	0.01403109	0.0140311	0.0140311
9718	0	-84.88634	-88.00676	3.120415	0.01326251	0.0132625	0.0132625
9719	1	-86.49314	-90.05233	3.559195	0.009989078	0.00998908	0.00998908
9720	0	-85.04002	-86.88191	1.841887	0.02280073	0.0228007	0.0228007
9721	1	-84.75743	-86.79458	2.03715	0.021344	0.021344	0.021344
9722	0	-84.85755	-87.96445	3.106902	0.01336333	0.0133633	0.0133633
9723	1	-86.09684	-87.39842	1.301574	0.02683163	0.0268316	0.0268316
9724	0	-84.44678	-86.80414	2.357362	0.01895512	0.0189551	0.0189551
9725	1	-84.49971	-87.36921	2.869502	0.01513441	0.0151344	0.0151344
9726	0	-84.98447	-86.86162	1.877141	0.02253772	0.0225377	0.0225377
9727	1	-84.49971	-87.36921	2.869502	0.01513441	0.0151344	0.0151344
9728	0	-84.37717	-87.03221	2.655046	0.01673431	0.0167343	0.0167343
9729	1	-84.49971	-87.36921	2.869502	0.01513441	0.0151344	0.0151344
9730	0	-84.65876	-87.65571	2.996945	0.01418364	0.0141836	0.0141836
9731	1	-84.56151	-87.48756	2.926057	0.01471249	0.0147125	0.0147125
9732	0	-84.39446	-86.85753	2.463074	0.01816648	0.0181665	0.0181665
9733	1	-85.19944	-88.44367	3.244224	0.01233886	0.0123389	0.0123389
9734	0	-84.49358	-86.78431	2.290732	0.01945221	0.0194522	0.0194522
9735	1	-84.58976	-86.77296	2.183201	0.02025442	0.0202544	0.0202544
9736	0	-84.37125	-86.94686	2.575611	0.01732692	0.0173269	0.0173269
9737	1	-84.42936	-86.81627	2.386905	0.01873473	0.0187347	0.0187347
9738	0	-84.39031	-87.09294	2.702628	0.01637934	0.0163793	0.0163793
9739	1	-84.37734	-87.03323	2.655892	0.016728	0.016728	0.016728
9740	0	-84.39031	-87.09294	2.702628	0.01637934	0.0163793	0.0163793
9741	1	-87.13179	-88.01124	0.8794505	0.0299808	0.0299808	0.0299808
9742	0	-84.39031	-87.09294	2.702628	0.01637934	0.0163793	0.0163793
9743	1	-87.30958	-88.12184	0.8122549	0.0304821	0.0304821	0.0304821
9744	0	-86.08331	-89.56224	3.47893	0.01058788	0.0105879	0.0105879
9745	1	-90.40585	-90.1707	-0.2351548	0.0382961	0.0382961	0.0382961
9746	0	-86.08331	-89.56224	3.47893	0.01058788	0.0105879	0.0105879
9747	1	-88.60996	-88.96	0.3500435	0.03393034	0.0339303	0.0339303
9748	0	-84.38564	-87.07418	2.68854	0.01648443	0.0164844	0.0164844
9749	1	-84.67705	-86.77987	2.102823	0.02085407	0.0208541	0.0208541
9750	0	-84.38564	-87.07418	2.68854	0.01648443	0.0164844	0.0164844
9751	1	-84.39833	-86.85105	2.452715	0.01824376	0.0182438	0.0182438
9752	0	-84.38564	-87.07418	2.68854	0.01648443	0.0164844	0.0164844
9753	1	-84.39833	-86.85105	2.452715	0.01824376	0.0182438	0.0182438
9754	0	-85.00217	-86.86795	1.865778	0.02262249	0.0226225	0.0226225
9755	1	-84.49248	-87.35445	2.861971	0.01519058	0.0151906	0.0151906
9756	0	-85.00217	-86.86795	1.865778	0.02262249	0.0226225	0.0226225
9757	1	-84.49248	-87.35445	2.861971	0.01519058	0.0151906	0.0151906
9758	0	-86.37502	-87.55673	1.181708	0.02772587	0.0277259	0.0277259
9759	1	-84.49248	-87.35445	2.861971	0.01519058	0.0151906	0.0151906
9760	0	-84.3786	-87.04046	2.661865	0.01668344	0.0166834	0.0166834
9761	1	-84.49248	-87.35445	2.861971	0.01519058	0.0151906	0.0151906
9762	0	-84.59256	-86.77299	2.180434	0.02027507	0.0202751	0.0202751
9763	1	-84.40569	-87.14507	2.739378	0.01610517	0.0161052	0.0161052
9764	0	-84.66648	-87.66842	3.001937	0.01414639	0.0141464	0.0141464
9765	1	-85.14506	-86.92327	1.778204	0.02327582	0.0232758	0.0232758
9766	0	-84.66648	-87.66842	3.001937	0.01414639	0.0141464	0.0141464
9767	1	-85.14506	-86.92327	1.778204	0.02327582	0.0232758	0.0232758
9768	0	-84.66648	-87.66842	3.001937	0.01414639	0.0141464	0.0141464
9769	1	-87.39673	-88.17648	0.7797447	0.03072464	0.0307246	0.0307246
9770	0	-85.31438	-86.99652	1.682143	0.02399247	0.0239925	0.0239925
9771	1	-85.7559	-87.21365	1.457748	0.02566652	0.0256665	0.0256665
9772	0	-85.31438	-86.99652	1.682143	0.02399247	0.0239925	0.0239925
9773	1	-85.31475	-88.59695	3.282199	0.01205556	0.0120556	0.0120556
9774	0	-85.76128	-87.21647	1.455187	0.02568563	0.0256856	0.0256856
9775	1	-85.57958	-87.1233	1.543724	0.02502512	0.0250251	0.0250251
9776	0	-86.06188	-87.37896	1.317075	0.02671599	0.026716	0.026716
9777	1	-85.57958	-87.1233	1.543724	0.02502512	0.0250251	0.0250251
9778	0	-84.95282	-86.85062	1.897795	0.02238364	0.0223836	0.0223836
9779	1	-85.14335	-88.36788	3.224524	0.01248583	0.0124858	0.0124858
9780	0	-84.95282	-86.85062	1.897795	0.02238364	0.0223836	0.0223836
9781	1	-84.58968	-87.53806	2.948377	0.01454597	0.014546	0.014546
9782	0	-84.39315	-86.8599	2.466752	0.01813904	0.018139	0.018139
9783	1	-84.64557	-86.77608	2.130506	0.02064754	0.0206475	0.0206475
9784	0	-85.14364	-88.36827	3.224626	0.01248507	0.0124851	0.0124851
9785	1	-84.44936	-86.80262	2.353265	0.01898569	0.0189857	0.0189857
9786	0	-84.58626	-87.53203	2.945762	0.01456548	0.0145655	0.0145655
9787	1	-84.3829	-86.88319	2.500286	0.01788887	0.0178889	0.0178889
9788	0	-85.19985	-86.94617	1.746319	0.0235137	0.0235137	0.0235137
9789	1	-84.46775	-87.30189	2.834145	0.01539818	0.0153982	0.0153982
9790	0	-84.3756	-87.02214	2.646548	0.01679771	0.0167977	0.0167977
9791	1	-84.37325	-86.92446	2.551214	0.01750893	0.0175089	0.0175089
9792	0	-84.51087	-87.39156	2.880689	0.01505095	0.0150509	0.0150509
9793	1	-84.37091	-86.965	2.594099	0.01718899	0.017189	0.017189
9794	0	-84.51087	-87.39156	2.880689	0.01505095	0.0150509	0.0150509
9795	1	-84.71875	-86.7867	2.067953	0.0211142	0.0211142	0.0211142
9796	0	-84.44994	-87.26154	2.811605	0.01556633	0.0155663	0.0155663
9797	1	-84.71875	-86.7867	2.067953	0.0211142	0.0211142	0.0211142
9798	0	-84.54407	-86.77498	2.230911	0.01989849	0.0198985	0.0198985
9799	1	-84.56369	-86.77351	2.209817	0.02005586	0.0200559	0.0200559
9800	0	-84.37803	-86.89937	2.521346	0.01773176	0.0177318	0.0177318
9801	1	-84.51625	-87.40216	2.885908	0.01501201	0.015012	0.015012
9802	0	-84.37853	-86.89744	2.518909	0.01774993	0.0177499	0.0177499
9803	1	-84.51625	-87.40216	2.885908	0.01501201	0.015012	0.015012
9804	0	-84.74295	-87.79067	3.047722	0.01380483	0.0138048	0.0138048
9805	1	-84.51625	-87.40216	2.885908	0.01501201	0.015012	0.015012
9806	0	-86.09164	-87.39552	1.303874	0.02681447	0.0268145	0.0268145
9807	1	-84.81288	-86.80803	1.995145	0.02165738	0.0216574	0.0216574
9808	0	-84.3811	-87.05351	2.672409	0.01660477	0.0166048	0.0166048
9809	1	-84.59275	-86.77299	2.180239	0.02027651	0.0202765	0.0202765
9810	0	-84.93206	-86.84365	1.911585	0.02228076	0.0222808	0.0222808
9811	1	-85.58684	-87.12694	1.540098	0.02505216	0.0250522	0.0250522
9812	0	-86.91042	-90.5405	3.630078	0.009460273	0.00946027	0.00946027
9813	1	-84.834	-87.92948	3.095483	0.01344851	0.0134485	0.0134485
9814	0	-85.93765	-89.38478	3.447129	0.01082513	0.0108251	0.0108251
9815	1	-84.55903	-87.48305	2.924011	0.01472775	0.0147277	0.0147277
9816	0	-84.85125	-87.95513	3.103878	0.01338588	0.0133859	0.0133859
9817	1	-84.3709	-86.9642	2.593301	0.01719495	0.0171949	0.0171949
9818	0	-87.62649	-88.32176	0.6952706	0.03135484	0.0313548	0.0313548
9819	1	-84.3709	-86.9642	2.593301	0.01719495	0.0171949	0.0171949
9820	0	-84.49365	-86.7843	2.290646	0.01945284	0.0194528	0.0194528
9821	1	-84.63308	-86.77495	2.141865	0.0205628	0.0205628	0.0205628
9822	0	-84.63257	-87.61198	2.979412	0.01431444	0.0143144	0.0143144
9823	1	-85.66373	-89.04505	3.381322	0.01131607	0.0113161	0.0113161
9824	0	-84.37989	-87.04736	2.667474	0.0166416	0.0166416	0.0166416
9825	1	-84.3869	-86.87289	2.485992	0.01799551	0.0179955	0.0179955
9826	0	-84.73259	-86.78936	2.056776	0.02119759	0.0211976	0.0211976
9827	1	-85.57603	-87.12153	1.545495	0.0250119	0.0250119	0.0250119
9828	0	-84.73259	-86.78936	2.056776	0.02119759	0.0211976	0.0211976
9829	1	-84.89645	-86.83218	1.935726	0.02210066	0.0221007	0.0221007
9830	0	-84.73259	-86.78936	2.056776	0.02119759	0.0211976	0.0211976
9831	1	-84.38461	-87.06974	2.685128	0.01650989	0.0165099	0.0165099
9832	0	-84.52447	-86.77753	2.253061	0.01973324	0.0197332	0.0197332
9833	1	-84.38461	-87.06974	2.685128	0.01650989	0.0165099	0.0165099
9834	0	-84.52447	-86.77753	2.253061	0.01973324	0.0197332	0.0197332
9835	1	-85.2557	-86.97033	1.714632	0.02375009	0.0237501	0.0237501
9836	0	-84.52447	-86.77753	2.253061	0.01973324	0.0197332	0.0197332
9837	1	-85.2557	-86.97033	1.714632	0.02375009	0.0237501	0.0237501
9838	0	-84.52447	-86.77753	2.253061	0.01973324	0.0197332	0.0197332
9839	1	-85.2557	-86.97033	1.714632	0.02375009	0.0237501	0.0237501
9840	0	-84.52447	-86.77753	2.253061	0.01973324	0.0197332	0.0197332
9841	1	-85.06515	-86.89147	1.826316	0.02291689	0.0229169	0.0229169
9842	0	-85.76411	-89.17056	3.406451	0.0111286	0.0111286	0.0111286
9843	1	-85.06515	-86.89147	1.826316	0.02291689	0.0229169	0.0229169
9844	0	-84.47157	-87.31026	2.838686	0.0153643	0.0153643	0.0153643
9845	1	-85.37203	-87.02298	1.650947	0.0242252	0.0242252	0.0242252
9846	0	-84.47157	-87.31026	2.838686	0.0153643	0.0153643	0.0153643
9847	1	-85.37203	-87.02298	1.650947	0.0242252	0.0242252	0.0242252
9848	0	-84.41478	-86.82977	2.414992	0.01852519	0.0185252	0.0185252
9849	1	-84.56739	-86.77334	2.205947	0.02008473	0.0200847	0.0200847
9850	0	-84.48764	-87.34443	2.856788	0.01522925	0.0152293	0.0152293
9851	1	-84.38779	-87.08306	2.695269	0.01643424	0.0164342	0.0164342
9852	0	-84.77691	-87.84319	3.066275	0.01366642	0.0136664	0.0136664
9853	1	-84.38779	-87.08306	2.695269	0.01643424	0.0164342	0.0164342
9854	0	-84.77691	-87.84319	3.066275	0.01366642	0.0136664	0.0136664
9855	1	-84.85128	-87.95517	3.103894	0.01338576	0.0133858	0.0133858
9856	0	-87.10056	-87.99194	0.8913803	0.0298918	0.0298918	0.0298918
9857	1	-85.14322	-86.92251	1.779295	0.02326769	0.0232677	0.0232677
9858	0	-85.49473	-88.8306	3.335874	0.01165513	0.0116551	0.0116551
9859	1	-84.37446	-86.91642	2.541962	0.01757795	0.017578	0.017578
9860	0	-84.52694	-87.42289	2.895954	0.01493707	0.0149371	0.0149371
9861	1	-84.37446	-86.91642	2.541962	0.01757795	0.017578	0.017578
9862	0	-84.52694	-87.42289	2.895954	0.01493707	0.0149371	0.0149371
9863	1	-84.37446	-86.91642	2.541962	0.01757795	0.017578	0.017578
9864	0	-84.52694	-87.42289	2.895954	0.01493707	0.0149371	0.0149371
9865	1	-84.42956	-86.81611	2.386548	0.01873739	0.0187374	0.0187374
9866	0	-85.50858	-88.84834	3.339764	0.01162611	0.0116261	0.0116261
9867	1	-84.42956	-86.81611	2.386548	0.01873739	0.0187374	0.0187374
9868	0	-84.64347	-87.6303	2.986831	0.01425909	0.0142591	0.0142591
9869	1	-84.90808	-86.83585	1.927774	0.02215998	0.02216	0.02216
9870	0	-84.43609	-86.81115	2.375059	0.0188231	0.0188231	0.0188231
9871	1	-84.37198	-86.936	2.56402	0.01741339	0.0174134	0.0174134
9872	0	-84.53927	-86.77549	2.23622	0.01985888	0.0198589	0.0198589
9873	1	-84.37198	-86.936	2.56402	0.01741339	0.0174134	0.0174134
9874	0	-84.53927	-86.77549	2.23622	0.01985888	0.0198589	0.0198589
9875	1	-84.37093	-86.96672	2.595796	0.01717633	0.0171763	0.0171763
9876	0	-86.61226	-90.19267	3.580407	0.009830836	0.00983084	0.00983084
9877	1	-84.37093	-86.96672	2.595796	0.01717633	0.0171763	0.0171763
9878	0	-84.57569	-87.51321	2.937514	0.01462702	0.014627	0.014627
9879	1	-84.74875	-86.79269	2.043946	0.0212933	0.0212933	0.0212933
9880	0	-84.96983	-86.85647	1.886645	0.02246682	0.0224668	0.0224668
9881	1	-84.74875	-86.79269	2.043946	0.0212933	0.0212933	0.0212933
9882	0	-85.1781	-88.41493	3.236831	0.01239401	0.012394	0.012394
9883	1	-85.25261	-86.96897	1.716368	0.02373714	0.0237371	0.0237371
9884	0	-84.61145	-86.77355	2.162106	0.0204118	0.0204118	0.0204118
9885	1	-84.80004	-86.80471	2.004666	0.02158635	0.0215863	0.0215863
9886	0	-85.38141	-88.68421	3.302801	0.01190186	0.0119019	0.0119019
9887	1	-84.80004	-86.80471	2.004666	0.02158635	0.0215863	0.0215863
9888	0	-85.38141	-88.68421	3.302801	0.01190186	0.0119019	0.0119019
9889	1	-84.37318	-86.92497	2.55179	0.01750463	0.0175046	0.0175046
9890	0	-84.92165	-86.84023	1.91858	0.02222858	0.0222286	0.0222286
9891	1	-84.8795	-87.99674	3.117245	0.01328617	0.0132862	0.0132862
9892	0	-84.92165	-86.84023	1.91858	0.02222858	0.0222286	0.0222286
9893	1	-84.8795	-87.99674	3.117245	0.01328617	0.0132862	0.0132862
9894	0	-84.59121	-87.54074	2.949538	0.01453731	0.0145373	0.0145373
9895	1	-84.8795	-87.99674	3.117245	0.01328617	0.0132862	0.0132862
9896	0	-86.14324	-87.42441	1.281164	0.0269839	0.0269839	0.0269839
9897	1	-85.38706	-88.69156	3.304505	0.01188915	0.0118891	0.0118891
9898	0	-85.32938	-87.00334	1.673961	0.02405351	0.0240535	0.0240535
9899	1	-86.44498	-89.99536	3.550375	0.01005488	0.0100549	0.0100549
9900	0	-84.41655	-87.17684	2.76029	0.01594916	0.0159492	0.0159492
9901	1	-84.93571	-86.84486	1.909146	0.02229895	0.022299	0.022299
9902	0	-85.42275	-88.73788	3.315135	0.01180984	0.0118098	0.0118098
9903	1	-84.51126	-86.77997	2.268717	0.01961644	0.0196164	0.0196164
9904	0	-85.42275	-88.73788	3.315135	0.01180984	0.0118098	0.0118098
9905	1	-84.51126	-86.77997	2.268717	0.01961644	0.0196164	0.0196164
9906	0	-84.38208	-86.88558	2.5035	0.01786489	0.0178649	0.0178649
9907	1	-84.51126	-86.77997	2.268717	0.01961644	0.0196164	0.0196164
9908	0	-84.38208	-86.88558	2.5035	0.01786489	0.0178649	0.0178649
9909	1	-85.30281	-86.9913	1.688486	0.02394514	0.0239451	0.0239451
9910	0	-84.38208	-86.88558	2.5035	0.01786489	0.0178649	0.0178649
9911	1	-84.67175	-87.67705	3.005299	0.01412131	0.0141213	0.0141213
9912	0	-84.75682	-86.79444	2.037626	0.02134045	0.0213405	0.0213405
9913	1	-84.67175	-87.67705	3.005299	0.01412131	0.0141213	0.0141213
9914	0	-84.75682	-86.79444	2.037626	0.02134045	0.0213405	0.0213405
9915	1	-84.67175	-87.67705	3.005299	0.01412131	0.0141213	0.0141213
9916	0	-84.75682	-86.79444	2.037626	0.02134045	0.0213405	0.0213405
9917	1	-84.67175	-87.67705	3.005299	0.01412131	0.0141213	0.0141213
9918	0	-84.75682	-86.79444	2.037626	0.02134045	0.0213405	0.0213405
9919	1	-84.52965	-86.77674	2.247086	0.01977782	0.0197778	0.0197778
9920	0	-84.75682	-86.79444	2.037626	0.02134045	0.0213405	0.0213405
9921	1	-84.50385	-86.78163	2.277785	0.01954879	0.0195488	0.0195488
9922	0	-84.43893	-87.23519	2.796263	0.01568079	0.0156808	0.0156808
9923	1	-84.50385	-86.78163	2.277785	0.01954879	0.0195488	0.0195488
9924	0	-85.00602	-88.17816	3.17214	0.01287663	0.0128766	0.0128766
9925	1	-84.50385	-86.78163	2.277785	0.01954879	0.0195488	0.0195488
9926	0	-84.5806	-87.52197	2.941372	0.01459823	0.0145982	0.0145982
9927	1	-84.99992	-88.16957	3.169657	0.01289515	0.0128952	0.0128952
9928	0	-84.70751	-87.73477	3.027263	0.01395746	0.0139575	0.0139575
9929	1	-85.43763	-87.05388	1.616247	0.02448407	0.0244841	0.0244841
9930	0	-84.89545	-86.83186	1.936415	0.02209552	0.0220955	0.0220955
9931	1	-84.48793	-86.786	2.298066	0.01939749	0.0193975	0.0193975
9932	0	-85.21047	-86.95071	1.740232	0.02355911	0.0235591	0.0235591
9933	1	-86.7332	-90.33431	3.601111	0.009676378	0.00967638	0.00967638
9934	0	-84.46949	-86.7927	2.323209	0.01920992	0.0192099	0.0192099
9935	1	-84.46891	-87.30445	2.835538	0.01538779	0.0153878	0.0153878
9936	0	-84.46949	-86.7927	2.323209	0.01920992	0.0192099	0.0192099
9937	1	-84.37412	-87.01125	2.637125	0.016868	0.016868	0.016868
9938	0	-84.62601	-86.77441	2.148396	0.02051407	0.0205141	0.0205141
9939	1	-84.37412	-87.01125	2.637125	0.016868	0.016868	0.016868
9940	0	-84.62601	-86.77441	2.148396	0.02051407	0.0205141	0.0205141
9941	1	-84.75176	-86.79334	2.041578	0.02131097	0.021311	0.021311
9942	0	-84.62601	-86.77441	2.148396	0.02051407	0.0205141	0.0205141
9943	1	-84.56637	-86.77338	2.207007	0.02007682	0.0200768	0.0200768
9944	0	-84.62601	-86.77441	2.148396	0.02051407	0.0205141	0.0205141
9945	1	-84.56637	-86.77338	2.207007	0.02007682	0.0200768	0.0200768
9946	0	-84.62601	-86.77441	2.148396	0.02051407	0.0205141	0.0205141
9947	1	-84.56637	-86.77338	2.207007	0.02007682	0.0200768	0.0200768
9948	0	-84.37785	-86.90009	2.522239	0.01772509	0.0177251	0.0177251
9949	1	-84.56637	-86.77338	2.207007	0.02007682	0.0200768	0.0200768
9950	0	-84.37785	-86.90009	2.522239	0.01772509	0.0177251	0.0177251
9951	1	-84.48006	-87.32849	2.848432	0.0152916	0.0152916	0.0152916
9952	0	-85.14543	-86.92342	1.77799	0.02327742	0.0232774	0.0232774
9953	1	-85.1281	-86.91635	1.788253	0.02320085	0.0232009	0.0232009
9954	0	-84.4943	-86.78411	2.289812	0.01945907	0.0194591	0.0194591
9955	1	-84.47644	-87.32076	2.844326	0.01532223	0.0153222	0.0153222
9956	0	-84.46714	-87.30056	2.833421	0.01540358	0.0154036	0.0154036
9957	1	-84.47446	-86.7907	2.316241	0.0192619	0.0192619	0.0192619
9958	0	-85.86067	-87.26916	1.408486	0.02603404	0.026034	0.026034
9959	1	-85.21446	-86.95241	1.737957	0.02357608	0.0235761	0.0235761
9960	0	-84.51344	-87.39663	2.883191	0.01503228	0.0150323	0.0150323
9961	1	-85.21446	-86.95241	1.737957	0.02357608	0.0235761	0.0235761
9962	0	-86.11389	-87.40794	1.294057	0.02688771	0.0268877	0.0268877
9963	1	-85.55081	-87.10897	1.558163	0.0249174	0.0249174	0.0249174
9964	0	-88.18611	-88.68208	0.4959698	0.03284169	0.0328417	0.0328417
9965	1	-84.42139	-86.82318	2.401786	0.01862371	0.0186237	0.0186237
9966	0	-84.87304	-86.825	1.951954	0.02197959	0.0219796	0.0219796
9967	1	-84.3756	-87.02215	2.646554	0.01679766	0.0167977	0.0167977
9968	0	-84.60762	-86.77339	2.165767	0.02038449	0.0203845	0.0203845
9969	1	-88.88784	-89.14416	0.2563209	0.03462954	0.0346295	0.0346295
9970	0	-84.71521	-86.78605	2.070838	0.02109268	0.0210927	0.0210927
9971	1	-87.21759	-88.06446	0.8468727	0.03022384	0.0302238	0.0302238
9972	0	-84.71521	-86.78605	2.070838	0.02109268	0.0210927	0.0210927
9973	1	-84.43671	-86.81071	2.374	0.018831	0.018831	0.018831
9974	0	-85.41695	-88.73037	3.313424	0.01182261	0.0118226	0.0118226
9975	1	-84.38928	-86.86758	2.478298	0.0180529	0.0180529	0.0180529
9976	0	-84.41754	-87.17961	2.762066	0.01593591	0.0159359	0.0159359
9977	1	-84.38465	-86.87845	2.493802	0.01793724	0.0179372	0.0179372
9978	0	-84.61965	-87.59005	2.970396	0.0143817	0.0143817	0.0143817
9979	1	-85.04753	-86.88474	1.837215	0.02283558	0.0228356	0.0228356
9980	0	-84.38431	-87.06843	2.684119	0.01651741	0.0165174	0.0165174
9981	1	-85.04753	-86.88474	1.837215	0.02283558	0.0228356	0.0228356
9982	0	-84.7468	-87.79668	3.049876	0.01378875	0.0137888	0.0137888
9983	1	-85.04753	-86.88474	1.837215	0.02283558	0.0228356	0.0228356
9984	0	-88.08025	-88.61329	0.5330447	0.03256509	0.0325651	0.0325651
9985	1	-86.27647	-89.79476	3.518294	0.01029422	0.0102942	0.0102942
9986	0	-85.97645	-87.33186	1.355408	0.02643001	0.02643	0.02643
9987	1	-85.34215	-87.00918	1.667028	0.02410523	0.0241052	0.0241052
9988	0	-84.60128	-86.77317	2.17189	0.0203388	0.0203388	0.0203388
9989	1	-84.93578	-86.84488	1.909102	0.02229928	0.0222993	0.0222993
9990	0	-84.3858	-87.07483	2.689035	0.01648074	0.0164807	0.0164807
9991	1	-84.39396	-87.10637	2.712416	0.01630631	0.0163063	0.0163063
9992	0	-85.10398	-88.31413	3.210148	0.01259308	0.0125931	0.0125931
9993	1	-84.74018	-86.7909	2.050722	0.02124276	0.0212428	0.0212428
9994	0	-85.10398	-88.31413	3.210148	0.01259308	0.0125931	0.0125931
9995	1	-84.74018	-86.7909	2.050722	0.02124276	0.0212428	0.0212428
9996	0	-84.52677	-87.42257	2.895799	0.01493822	0.0149382	0.0149382
9997	1	-84.74018	-86.7909	2.050722	0.02124276	0.0212428	0.0212428
9998	0	-84.52677	-87.42257	2.895799	0.01493822	0.0149382	0.0149382
9999	1	-85.52876	-88.87413	3.345374	0.01158425	0.0115843	0.0115843
10000	0	-84.52677	-87.42257	2.895799	0.01493822	0.0149382	0.0149382
10001	1	-84.44927	-87.25997	2.810703	0.01557306	0.0155731	0.0155731
10002	0	-84.52677	-87.42257	2.895799	0.01493822	0.0149382	0.0149382
10003	1	-84.69572	-86.7827	2.086977	0.02097228	0.0209723	0.0209723
10004	0	-84.52677	-87.42257	2.895799	0.01493822	0.0149382	0.0149382
