Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
32763	1	-85.42094	-87.04594	1.624999	0.02441878	0.0244188	0.0244188
32764	0	-84.95495	-88.10582	3.15087	0.01303531	0.0130353	0.0130353
32765	1	-84.72281	-86.78746	2.064656	0.0211388	0.0211388	0.0211388
32766	0	-84.95495	-88.10582	3.15087	0.01303531	0.0130353	0.0130353
32767	1	-84.72281	-86.78746	2.064656	0.0211388	0.0211388	0.0211388
32768	0	-85.55022	-87.10868	1.55846	0.02491518	0.0249152	0.0249152
32769	1	-84.64739	-86.77626	2.128877	0.0206597	0.0206597	0.0206597
32770	0	-86.44236	-87.59588	1.153524	0.02793613	0.0279361	0.0279361
32771	1	-84.64739	-86.77626	2.128877	0.0206597	0.0206597	0.0206597
32772	0	-84.39573	-87.11263	2.716899	0.01627287	0.0162729	0.0162729
32773	1	-84.64739	-86.77626	2.128877	0.0206597	0.0206597	0.0206597
32774	0	-85.37391	-87.02385	1.649944	0.02423269	0.0242327	0.0242327
32775	1	-85.98857	-87.3385	1.349931	0.02647087	0.0264709	0.0264709
32776	0	-87.07208	-87.97437	0.9022964	0.02981036	0.0298104	0.0298104
32777	1	-84.43913	-86.80902	2.369889	0.01886167	0.0188617	0.0188617
32778	0	-87.07208	-87.97437	0.9022964	0.02981036	0.0298104	0.0298104
32779	1	-84.37193	-86.98924	2.617312	0.01701582	0.0170158	0.0170158
32780	0	-84.91486	-86.83803	1.92317	0.02219433	0.0221943	0.0221943
32781	1	-84.37193	-86.98924	2.617312	0.01701582	0.0170158	0.0170158
32782	0	-84.43231	-87.2187	2.786391	0.01575444	0.0157544	0.0157544
32783	1	-84.99494	-86.86535	1.870403	0.02258799	0.022588	0.022588
32784	0	-84.43231	-87.2187	2.786391	0.01575444	0.0157544	0.0157544
32785	1	-85.81914	-87.24701	1.427864	0.02588946	0.0258895	0.0258895
32786	0	-84.40996	-86.83519	2.425234	0.01844878	0.0184488	0.0184488
32787	1	-84.72343	-86.78758	2.06415	0.02114258	0.0211426	0.0211426
32788	0	-84.40996	-86.83519	2.425234	0.01844878	0.0184488	0.0184488
32789	1	-84.72343	-86.78758	2.06415	0.02114258	0.0211426	0.0211426
32790	0	-84.45333	-86.8004	2.34707	0.01903191	0.0190319	0.0190319
32791	1	-85.43635	-88.75548	3.319124	0.01178008	0.0117801	0.0117801
32792	0	-84.45333	-86.8004	2.34707	0.01903191	0.0190319	0.0190319
32793	1	-85.52508	-88.86943	3.344355	0.01159185	0.0115919	0.0115919
32794	0	-84.41323	-86.83145	2.418219	0.01850112	0.0185011	0.0185011
32795	1	-85.52508	-88.86943	3.344355	0.01159185	0.0115919	0.0115919
32796	0	-84.91335	-86.83754	1.924192	0.02218671	0.0221867	0.0221867
32797	1	-85.28528	-88.55807	3.272791	0.01212574	0.0121257	0.0121257
32798	0	-84.98007	-86.86006	1.87999	0.02251647	0.0225165	0.0225165
32799	1	-85.28528	-88.55807	3.272791	0.01212574	0.0121257	0.0121257
32800	0	-84.37262	-86.99748	2.624861	0.0169595	0.0169595	0.0169595
32801	1	-84.96439	-86.85459	1.890196	0.02244033	0.0224403	0.0224403
32802	0	-84.37262	-86.99748	2.624861	0.0169595	0.0169595	0.0169595
32803	1	-84.96439	-86.85459	1.890196	0.02244033	0.0224403	0.0224403
32804	0	-84.37262	-86.99748	2.624861	0.0169595	0.0169595	0.0169595
32805	1	-84.96439	-86.85459	1.890196	0.02244033	0.0224403	0.0224403
32806	0	-84.54171	-87.45094	2.909234	0.01483799	0.014838	0.014838
32807	1	-84.96439	-86.85459	1.890196	0.02244033	0.0224403	0.0224403
32808	0	-85.13448	-88.3558	3.221325	0.0125097	0.0125097	0.0125097
32809	1	-84.96439	-86.85459	1.890196	0.02244033	0.0224403	0.0224403
32810	0	-84.66525	-86.7783	2.113052	0.02077776	0.0207778	0.0207778
32811	1	-84.72471	-86.78783	2.063113	0.02115031	0.0211503	0.0211503
32812	0	-84.82493	-86.81124	1.986314	0.02172326	0.0217233	0.0217233
32813	1	-84.59502	-87.54745	2.952423	0.01451578	0.0145158	0.0145158
32814	0	-84.82493	-86.81124	1.986314	0.02172326	0.0217233	0.0217233
32815	1	-84.43564	-86.81147	2.375829	0.01881736	0.0188174	0.0188174
32816	0	-84.66462	-86.77822	2.113604	0.02077363	0.0207736	0.0207736
32817	1	-84.43564	-86.81147	2.375829	0.01881736	0.0188174	0.0188174
32818	0	-84.37467	-86.91518	2.540509	0.01758879	0.0175888	0.0175888
32819	1	-84.77092	-86.79763	2.026709	0.0214219	0.0214219	0.0214219
32820	0	-86.68212	-87.73755	1.055432	0.02866793	0.0286679	0.0286679
32821	1	-84.51336	-86.77954	2.266181	0.01963537	0.0196354	0.0196354
32822	0	-84.79068	-86.80236	2.011685	0.02153398	0.021534	0.021534
32823	1	-84.42549	-87.2011	2.775605	0.0158349	0.0158349	0.0158349
32824	0	-84.60872	-87.57126	2.962546	0.01444026	0.0144403	0.0144403
32825	1	-84.42549	-87.2011	2.775605	0.0158349	0.0158349	0.0158349
32826	0	-84.60872	-87.57126	2.962546	0.01444026	0.0144403	0.0144403
32827	1	-84.38772	-86.87101	2.483287	0.01801568	0.0180157	0.0180157
32828	0	-84.60872	-87.57126	2.962546	0.01444026	0.0144403	0.0144403
32829	1	-84.38772	-86.87101	2.483287	0.01801568	0.0180157	0.0180157
32830	0	-85.40808	-88.71887	3.310795	0.01184222	0.0118422	0.0118422
32831	1	-84.38772	-86.87101	2.483287	0.01801568	0.0180157	0.0180157
32832	0	-84.48931	-86.78557	2.296266	0.01941092	0.0194109	0.0194109
32833	1	-85.0366	-86.88062	1.844027	0.02278476	0.0227848	0.0227848
32834	0	-84.77885	-87.84616	3.067306	0.01365872	0.0136587	0.0136587
32835	1	-85.0366	-86.88062	1.844027	0.02278476	0.0227848	0.0227848
32836	0	-86.55851	-87.6641	1.105582	0.02829379	0.0282938	0.0282938
32837	1	-85.0366	-86.88062	1.844027	0.02278476	0.0227848	0.0227848
32838	0	-87.24003	-88.07843	0.8383966	0.03028708	0.0302871	0.0302871
32839	1	-84.74364	-86.79162	2.047975	0.02126325	0.0212632	0.0212632
32840	0	-85.05816	-88.25095	3.192793	0.01272256	0.0127226	0.0127226
32841	1	-84.74364	-86.79162	2.047975	0.02126325	0.0212632	0.0212632
32842	0	-85.05816	-88.25095	3.192793	0.01272256	0.0127226	0.0127226
32843	1	-85.1166	-86.91171	1.795112	0.02314968	0.0231497	0.0231497
32844	0	-85.05816	-88.25095	3.192793	0.01272256	0.0127226	0.0127226
32845	1	-84.55835	-87.4818	2.923443	0.01473198	0.014732	0.014732
32846	0	-85.05816	-88.25095	3.192793	0.01272256	0.0127226	0.0127226
32847	1	-84.67178	-87.67709	3.005315	0.01412119	0.0141212	0.0141212
32848	0	-84.60844	-86.77342	2.164976	0.02039039	0.0203904	0.0203904
32849	1	-88.10199	-88.6274	0.5254061	0.03262208	0.0326221	0.0326221
32850	0	-84.97862	-86.85955	1.880926	0.02250949	0.0225095	0.0225095
32851	1	-84.50417	-87.37821	2.874037	0.01510057	0.0151006	0.0151006
32852	0	-84.49205	-86.78476	2.292705	0.01943749	0.0194375	0.0194375
32853	1	-84.73608	-87.77993	3.043849	0.01383372	0.0138337	0.0138337
32854	0	-84.37137	-86.94468	2.573311	0.01734408	0.0173441	0.0173441
32855	1	-85.98619	-89.44414	3.457948	0.01074441	0.0107444	0.0107444
32856	0	-84.37137	-86.94468	2.573311	0.01734408	0.0173441	0.0173441
32857	1	-84.60181	-86.77318	2.171371	0.02034268	0.0203427	0.0203427
32858	0	-85.01356	-86.87209	1.858529	0.02267657	0.0226766	0.0226766
32859	1	-84.60181	-86.77318	2.171371	0.02034268	0.0203427	0.0203427
32860	0	-84.503	-86.78184	2.278837	0.01954095	0.0195409	0.0195409
32861	1	-84.57571	-86.77307	2.197365	0.02014875	0.0201487	0.0201487
32862	0	-85.02562	-86.87653	1.850911	0.0227334	0.0227334	0.0227334
32863	1	-84.82387	-86.81096	1.987083	0.02171752	0.0217175	0.0217175
32864	0	-84.37191	-86.98891	2.617005	0.01701811	0.0170181	0.0170181
32865	1	-84.37872	-86.89671	2.517993	0.01775677	0.0177568	0.0177568
32866	0	-84.60152	-87.55879	2.957271	0.01447962	0.0144796	0.0144796
32867	1	-84.37872	-86.89671	2.517993	0.01775677	0.0177568	0.0177568
32868	0	-84.40464	-87.14183	2.737189	0.0161215	0.0161215	0.0161215
32869	1	-84.37872	-86.89671	2.517993	0.01775677	0.0177568	0.0177568
32870	0	-85.21371	-86.95209	1.738381	0.02357292	0.0235729	0.0235729
32871	1	-84.37872	-86.89671	2.517993	0.01775677	0.0177568	0.0177568
32872	0	-85.21371	-86.95209	1.738381	0.02357292	0.0235729	0.0235729
32873	1	-84.59945	-86.77312	2.173673	0.0203255	0.0203255	0.0203255
32874	0	-85.21371	-86.95209	1.738381	0.02357292	0.0235729	0.0235729
32875	1	-84.71882	-87.75275	3.033927	0.01390774	0.0139077	0.0139077
32876	0	-85.21371	-86.95209	1.738381	0.02357292	0.0235729	0.0235729
32877	1	-85.2423	-86.96446	1.722167	0.02369387	0.0236939	0.0236939
32878	0	-85.21371	-86.95209	1.738381	0.02357292	0.0235729	0.0235729
32879	1	-84.37648	-86.90595	2.529474	0.01767112	0.0176711	0.0176711
32880	0	-84.45495	-87.27316	2.818206	0.01551709	0.0155171	0.0155171
32881	1	-86.01226	-87.35152	1.33926	0.02655048	0.0265505	0.0265505
32882	0	-84.79471	-86.80337	2.008654	0.0215566	0.0215566	0.0215566
32883	1	-86.01226	-87.35152	1.33926	0.02655048	0.0265505	0.0265505
32884	0	-84.81271	-86.80798	1.995269	0.02165645	0.0216564	0.0216564
32885	1	-84.39142	-87.0971	2.705683	0.01635654	0.0163565	0.0163565
32886	0	-84.6611	-86.77779	2.116693	0.02075059	0.0207506	0.0207506
32887	1	-84.64291	-86.77582	2.132905	0.02062964	0.0206296	0.0206296
32888	0	-84.6611	-86.77779	2.116693	0.02075059	0.0207506	0.0207506
32889	1	-84.62656	-86.77445	2.147887	0.02051788	0.0205179	0.0205179
32890	0	-85.03193	-88.21446	3.182531	0.01279911	0.0127991	0.0127991
32891	1	-85.16958	-86.93341	1.763833	0.02338304	0.023383	0.023383
32892	0	-84.4363	-86.811	2.374704	0.01882575	0.0188257	0.0188257
32893	1	-84.37629	-86.90684	2.530553	0.01766307	0.0176631	0.0176631
32894	0	-84.83758	-86.81472	1.977143	0.02179167	0.0217917	0.0217917
32895	1	-84.37629	-86.90684	2.530553	0.01766307	0.0176631	0.0176631
32896	0	-84.83758	-86.81472	1.977143	0.02179167	0.0217917	0.0217917
32897	1	-84.38215	-86.88535	2.503191	0.01786719	0.0178672	0.0178672
32898	0	-84.78547	-87.85627	3.0708	0.01363266	0.0136327	0.0136327
32899	1	-84.38215	-86.88535	2.503191	0.01786719	0.0178672	0.0178672
32900	0	-84.78547	-87.85627	3.0708	0.01363266	0.0136327	0.0136327
32901	1	-84.43256	-86.81376	2.381203	0.01877727	0.0187773	0.0187773
32902	0	-84.41485	-86.82971	2.414859	0.01852618	0.0185262	0.0185262
32903	1	-84.71141	-86.78537	2.073961	0.02106939	0.0210694	0.0210694
32904	0	-84.41485	-86.82971	2.414859	0.01852618	0.0185262	0.0185262
32905	1	-84.37509	-87.01862	2.643525	0.01682026	0.0168203	0.0168203
32906	0	-84.40887	-87.1547	2.74583	0.01605704	0.016057	0.016057
32907	1	-85.00006	-88.16977	3.169715	0.01289472	0.0128947	0.0128947
32908	0	-84.60456	-86.77327	2.168711	0.02036252	0.0203625	0.0203625
32909	1	-85.00006	-88.16977	3.169715	0.01289472	0.0128947	0.0128947
32910	0	-84.60456	-86.77327	2.168711	0.02036252	0.0203625	0.0203625
32911	1	-84.91708	-86.83874	1.921665	0.02220556	0.0222056	0.0222056
32912	0	-84.74767	-87.79802	3.050357	0.01378517	0.0137852	0.0137852
32913	1	-84.38064	-86.89004	2.509401	0.01782086	0.0178209	0.0178209
32914	0	-84.74767	-87.79802	3.050357	0.01378517	0.0137852	0.0137852
32915	1	-84.42487	-87.19945	2.774579	0.01584256	0.0158426	0.0158426
32916	0	-85.39176	-88.69768	3.30592	0.01187859	0.0118786	0.0118786
32917	1	-84.58815	-86.77296	2.184806	0.02024245	0.0202424	0.0202424
32918	0	-85.38454	-87.02881	1.644267	0.02427504	0.024275	0.024275
32919	1	-87.4366	-91.14452	3.707925	0.008879512	0.00887951	0.00887951
32920	0	-84.8298	-86.81257	1.982766	0.02174973	0.0217497	0.0217497
32921	1	-87.4366	-91.14452	3.707925	0.008879512	0.00887951	0.00887951
32922	0	-84.8298	-86.81257	1.982766	0.02174973	0.0217497	0.0217497
32923	1	-87.4366	-91.14452	3.707925	0.008879512	0.00887951	0.00887951
32924	0	-84.8298	-86.81257	1.982766	0.02174973	0.0217497	0.0217497
32925	1	-86.84179	-90.46084	3.619044	0.009542586	0.00954259	0.00954259
32926	0	-84.59027	-87.53909	2.948824	0.01454263	0.0145426	0.0145426
32927	1	-84.65372	-86.77694	2.123213	0.02070195	0.0207019	0.0207019
32928	0	-84.38798	-87.08381	2.695831	0.01643004	0.01643	0.01643
32929	1	-84.86326	-86.82209	1.95883	0.0219283	0.0219283	0.0219283
32930	0	-84.38798	-87.08381	2.695831	0.01643004	0.01643	0.01643
32931	1	-84.75424	-87.80823	3.053995	0.01375803	0.013758	0.013758
32932	0	-84.41227	-86.83252	2.420244	0.01848601	0.018486	0.018486
32933	1	-84.37207	-86.93507	2.563002	0.01742099	0.017421	0.017421
32934	0	-86.76065	-87.78465	1.023999	0.02890243	0.0289024	0.0289024
32935	1	-84.62188	-87.59385	2.97197	0.01436996	0.01437	0.01437
32936	0	-84.66298	-87.66266	2.99968	0.01416323	0.0141632	0.0141632
32937	1	-84.62188	-87.59385	2.97197	0.01436996	0.01437	0.01437
32938	0	-84.40155	-86.84618	2.444631	0.01830407	0.0183041	0.0183041
32939	1	-84.97144	-88.1293	3.15786	0.01298316	0.0129832	0.0129832
32940	0	-84.48155	-87.33165	2.850098	0.01527916	0.0152792	0.0152792
32941	1	-85.33615	-88.62506	3.288913	0.01200547	0.0120055	0.0120055
32942	0	-86.46573	-87.60954	1.143811	0.02800859	0.0280086	0.0280086
32943	1	-85.33615	-88.62506	3.288913	0.01200547	0.0120055	0.0120055
32944	0	-84.74069	-86.791	2.050314	0.02124579	0.0212458	0.0212458
32945	1	-84.80989	-87.89331	3.083425	0.01353847	0.0135385	0.0135385
32946	0	-85.38967	-88.69496	3.30529	0.01188329	0.0118833	0.0118833
32947	1	-84.57776	-86.77303	2.195272	0.02016436	0.0201644	0.0201644
32948	0	-85.09448	-88.30109	3.206607	0.01261949	0.0126195	0.0126195
32949	1	-86.88328	-87.85882	0.9755403	0.02926394	0.0292639	0.0292639
32950	0	-85.6413	-87.15445	1.513153	0.02525319	0.0252532	0.0252532
32951	1	-84.44459	-86.80547	2.360887	0.01892883	0.0189288	0.0189288
32952	0	-85.6413	-87.15445	1.513153	0.02525319	0.0252532	0.0252532
32953	1	-84.44459	-86.80547	2.360887	0.01892883	0.0189288	0.0189288
32954	0	-85.28857	-88.56242	3.27385	0.01211784	0.0121178	0.0121178
32955	1	-84.52553	-86.77736	2.251834	0.0197424	0.0197424	0.0197424
32956	0	-84.71929	-86.7868	2.067509	0.02111752	0.0211175	0.0211175
32957	1	-84.78315	-87.85273	3.069581	0.01364175	0.0136418	0.0136418
32958	0	-85.0704	-86.89349	1.823094	0.02294093	0.0229409	0.0229409
32959	1	-84.78315	-87.85273	3.069581	0.01364175	0.0136418	0.0136418
32960	0	-85.0704	-86.89349	1.823094	0.02294093	0.0229409	0.0229409
32961	1	-85.61716	-87.14221	1.525043	0.02516448	0.0251645	0.0251645
32962	0	-85.0704	-86.89349	1.823094	0.02294093	0.0229409	0.0229409
32963	1	-84.67916	-86.78017	2.101016	0.02086755	0.0208675	0.0208675
32964	0	-85.81319	-87.24385	1.430659	0.02586861	0.0258686	0.0258686
32965	1	-84.37383	-87.00885	2.635017	0.01688373	0.0168837	0.0168837
32966	0	-85.81319	-87.24385	1.430659	0.02586861	0.0258686	0.0258686
32967	1	-84.37383	-87.00885	2.635017	0.01688373	0.0168837	0.0168837
32968	0	-85.87948	-87.27925	1.39977	0.02609906	0.0260991	0.0260991
32969	1	-84.40705	-86.83875	2.431697	0.01840056	0.0184006	0.0184006
32970	0	-84.72743	-87.76633	3.038908	0.01387058	0.0138706	0.0138706
32971	1	-84.40705	-86.83875	2.431697	0.01840056	0.0184006	0.0184006
32972	0	-84.43053	-86.81533	2.384802	0.01875042	0.0187504	0.0187504
32973	1	-86.50177	-90.06254	3.560762	0.009977392	0.00997739	0.00997739
32974	0	-85.01462	-88.19024	3.175619	0.01285068	0.0128507	0.0128507
32975	1	-87.72514	-91.47144	3.746305	0.008593179	0.00859318	0.00859318
32976	0	-85.66656	-87.16735	1.500795	0.02534538	0.0253454	0.0253454
32977	1	-86.12196	-89.60901	3.487048	0.01052732	0.0105273	0.0105273
32978	0	-85.213	-86.95179	1.73879	0.02356987	0.0235699	0.0235699
32979	1	-84.87237	-87.98628	3.113915	0.013311	0.013311	0.013311
32980	0	-86.02145	-89.48712	3.465665	0.01068684	0.0106868	0.0106868
32981	1	-86.66395	-87.7267	1.062752	0.02861332	0.0286133	0.0286133
32982	0	-85.65334	-87.16059	1.507253	0.0252972	0.0252972	0.0252972
32983	1	-85.26444	-88.53046	3.266018	0.01217627	0.0121763	0.0121763
32984	0	-84.70015	-87.723	3.022857	0.01399033	0.0139903	0.0139903
32985	1	-85.0086	-86.87028	1.861679	0.02265307	0.0226531	0.0226531
32986	0	-84.52548	-86.77737	2.251885	0.01974201	0.019742	0.019742
32987	1	-84.70823	-87.73591	3.027689	0.01395428	0.0139543	0.0139543
32988	0	-84.52548	-86.77737	2.251885	0.01974201	0.019742	0.019742
32989	1	-84.53646	-86.77583	2.239373	0.01983536	0.0198354	0.0198354
32990	0	-84.50383	-86.78163	2.277804	0.01954865	0.0195487	0.0195487
32991	1	-84.53646	-86.77583	2.239373	0.01983536	0.0198354	0.0198354
32992	0	-84.37351	-86.92255	2.549044	0.01752512	0.0175251	0.0175251
32993	1	-84.53646	-86.77583	2.239373	0.01983536	0.0198354	0.0198354
32994	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
32995	1	-84.37611	-86.90768	2.531568	0.01765549	0.0176555	0.0176555
32996	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
32997	1	-84.94491	-86.84794	1.903028	0.0223446	0.0223446	0.0223446
32998	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
32999	1	-84.94491	-86.84794	1.903028	0.0223446	0.0223446	0.0223446
33000	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
33001	1	-84.60295	-87.56128	2.958326	0.01447175	0.0144718	0.0144718
33002	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
33003	1	-84.37118	-86.94836	2.57718	0.01731522	0.0173152	0.0173152
33004	0	-84.37909	-87.04314	2.664051	0.01666713	0.0166671	0.0166671
33005	1	-84.37118	-86.94836	2.57718	0.01731522	0.0173152	0.0173152
33006	0	-84.38141	-87.055	2.673596	0.01659592	0.0165959	0.0165959
33007	1	-84.37118	-86.94836	2.57718	0.01731522	0.0173152	0.0173152
33008	0	-84.84357	-86.8164	1.972833	0.02182383	0.0218238	0.0218238
33009	1	-84.37118	-86.94836	2.57718	0.01731522	0.0173152	0.0173152
33010	0	-84.58088	-87.52246	2.941587	0.01459663	0.0145966	0.0145966
33011	1	-85.28741	-86.98439	1.696976	0.02388181	0.0238818	0.0238818
33012	0	-86.39832	-87.57024	1.171925	0.02779885	0.0277989	0.0277989
33013	1	-84.381	-87.05301	2.672012	0.01660774	0.0166077	0.0166077
33014	0	-86.39832	-87.57024	1.171925	0.02779885	0.0277989	0.0277989
33015	1	-84.381	-87.05301	2.672012	0.01660774	0.0166077	0.0166077
33016	0	-84.79875	-86.80438	2.00563	0.02157915	0.0215792	0.0215792
33017	1	-84.66227	-87.66149	2.999221	0.01416666	0.0141667	0.0141667
33018	0	-84.40985	-87.15759	2.747746	0.01604274	0.0160427	0.0160427
33019	1	-84.832	-86.81317	1.981173	0.02176161	0.0217616	0.0217616
33020	0	-84.38273	-86.88368	2.500952	0.0178839	0.0178839	0.0178839
33021	1	-84.832	-86.81317	1.981173	0.02176161	0.0217616	0.0217616
33022	0	-84.62501	-86.77434	2.149325	0.02050715	0.0205071	0.0205071
33023	1	-85.45773	-87.06351	1.605774	0.0245622	0.0245622	0.0245622
33024	0	-85.22951	-88.48395	3.254438	0.01226266	0.0122627	0.0122627
33025	1	-85.45773	-87.06351	1.605774	0.0245622	0.0245622	0.0245622
33026	0	-84.61677	-86.77382	2.157057	0.02044946	0.0204495	0.0204495
33027	1	-86.07309	-89.54986	3.476763	0.01060405	0.0106041	0.0106041
33028	0	-84.61677	-86.77382	2.157057	0.02044946	0.0204495	0.0204495
33029	1	-85.7469	-89.14913	3.402232	0.01116007	0.0111601	0.0111601
33030	0	-84.37372	-86.92109	2.547365	0.01753765	0.0175376	0.0175376
33031	1	-85.68372	-89.07014	3.386428	0.01127798	0.011278	0.011278
33032	0	-84.37372	-86.92109	2.547365	0.01753765	0.0175376	0.0175376
33033	1	-85.68372	-89.07014	3.386428	0.01127798	0.011278	0.011278
33034	0	-85.08314	-86.89845	1.815305	0.02299904	0.022999	0.022999
33035	1	-84.41233	-87.16485	2.752523	0.0160071	0.0160071	0.0160071
33036	0	-85.08314	-86.89845	1.815305	0.02299904	0.022999	0.022999
33037	1	-84.9482	-86.84905	1.90085	0.02236085	0.0223608	0.0223608
33038	0	-84.90931	-86.83624	1.926938	0.02216622	0.0221662	0.0221662
33039	1	-84.41434	-86.83025	2.415913	0.01851831	0.0185183	0.0185183
33040	0	-84.90931	-86.83624	1.926938	0.02216622	0.0221662	0.0221662
33041	1	-86.43478	-87.59146	1.156682	0.02791257	0.0279126	0.0279126
33042	0	-84.5785	-86.77302	2.194516	0.02017001	0.02017	0.02017
33043	1	-86.09819	-87.39917	1.30098	0.02683606	0.0268361	0.0268361
33044	0	-84.5785	-86.77302	2.194516	0.02017001	0.02017	0.02017
33045	1	-84.94001	-88.08445	3.144435	0.01308332	0.0130833	0.0130833
33046	0	-84.4916	-87.35263	2.861037	0.01519756	0.0151976	0.0151976
33047	1	-85.85219	-87.26462	1.412428	0.02600462	0.0260046	0.0260046
33048	0	-84.67684	-86.77985	2.103003	0.02085272	0.0208527	0.0208527
33049	1	-85.60808	-87.13762	1.529538	0.02513095	0.0251309	0.0251309
33050	0	-84.67684	-86.77985	2.103003	0.02085272	0.0208527	0.0208527
33051	1	-84.38435	-86.87921	2.494855	0.01792939	0.0179294	0.0179294
33052	0	-84.67684	-86.77985	2.103003	0.02085272	0.0208527	0.0208527
33053	1	-84.38435	-86.87921	2.494855	0.01792939	0.0179294	0.0179294
33054	0	-84.41293	-87.16658	2.753653	0.01599867	0.0159987	0.0159987
33055	1	-84.37323	-87.00349	2.630269	0.01691916	0.0169192	0.0169192
33056	0	-84.43323	-86.81325	2.380023	0.01878607	0.0187861	0.0187861
33057	1	-85.17043	-86.93377	1.763341	0.02338671	0.0233867	0.0233867
33058	0	-84.45567	-86.79916	2.343494	0.01905858	0.0190586	0.0190586
33059	1	-84.58292	-87.5261	2.943179	0.01458475	0.0145848	0.0145848
33060	0	-84.44967	-87.26092	2.811249	0.01556899	0.015569	0.015569
33061	1	-84.58292	-87.5261	2.943179	0.01458475	0.0145848	0.0145848
33062	0	-84.68881	-86.78161	2.092795	0.02092888	0.0209289	0.0209289
33063	1	-84.91394	-88.04689	3.132948	0.01316901	0.013169	0.013169
33064	0	-84.68881	-86.78161	2.092795	0.02092888	0.0209289	0.0209289
33065	1	-84.39823	-86.85121	2.452983	0.01824176	0.0182418	0.0182418
33066	0	-84.4534	-87.26959	2.816192	0.01553212	0.0155321	0.0155321
33067	1	-84.39823	-86.85121	2.452983	0.01824176	0.0182418	0.0182418
33068	0	-85.55405	-87.11058	1.556528	0.02492959	0.0249296	0.0249296
33069	1	-84.37107	-86.95129	2.580221	0.01729253	0.0172925	0.0172925
33070	0	-85.03586	-88.21994	3.184083	0.01278753	0.0127875	0.0127875
33071	1	-84.52301	-86.77777	2.254759	0.01972057	0.0197206	0.0197206
33072	0	-84.37468	-87.0156	2.640921	0.01683969	0.0168397	0.0168397
33073	1	-87.69007	-88.36226	0.672192	0.03152701	0.031527	0.031527
33074	0	-86.7866	-87.80028	1.013683	0.02897939	0.0289794	0.0289794
33075	1	-85.15875	-86.92891	1.770163	0.02333581	0.0233358	0.0233358
33076	0	-85.1196	-86.91292	1.79332	0.02316305	0.0231631	0.0231631
33077	1	-84.37857	-86.89729	2.518717	0.01775137	0.0177514	0.0177514
33078	0	-86.12094	-87.41189	1.290953	0.02691087	0.0269109	0.0269109
33079	1	-84.77714	-86.79909	2.021953	0.02145738	0.0214574	0.0214574
33080	0	-84.69092	-86.78193	2.091017	0.02094214	0.0209421	0.0209421
33081	1	-84.37511	-86.91273	2.537617	0.01761037	0.0176104	0.0176104
33082	0	-84.69092	-86.78193	2.091017	0.02094214	0.0209421	0.0209421
33083	1	-86.04464	-89.51532	3.470678	0.01064945	0.0106494	0.0106494
33084	0	-84.49065	-86.78517	2.294515	0.01942398	0.019424	0.019424
33085	1	-84.65138	-87.64348	2.9921	0.01421979	0.0142198	0.0142198
33086	0	-84.49065	-86.78517	2.294515	0.01942398	0.019424	0.019424
33087	1	-85.01443	-88.18998	3.175544	0.01285124	0.0128512	0.0128512
33088	0	-84.50898	-86.78046	2.271476	0.01959586	0.0195959	0.0195959
33089	1	-84.39566	-86.85545	2.459788	0.018191	0.018191	0.018191
33090	0	-84.77434	-86.79843	2.024086	0.02144147	0.0214415	0.0214415
33091	1	-84.37125	-86.97766	2.606413	0.01709712	0.0170971	0.0170971
33092	0	-84.49324	-87.35602	2.862779	0.01518456	0.0151846	0.0151846
33093	1	-85.51659	-87.09209	1.575504	0.02478803	0.024788	0.024788
33094	0	-85.0616	-86.8901	1.828505	0.02290056	0.0229006	0.0229006
33095	1	-84.37587	-86.9088	2.532928	0.01764535	0.0176453	0.0176453
33096	0	-85.18825	-86.94125	1.753004	0.02346382	0.0234638	0.0234638
33097	1	-88.24897	-88.72305	0.474078	0.03300501	0.033005	0.033005
33098	0	-84.43219	-86.81404	2.381844	0.01877248	0.0187725	0.0187725
33099	1	-84.42643	-87.20357	2.777135	0.01582349	0.0158235	0.0158235
33100	0	-84.43219	-86.81404	2.381844	0.01877248	0.0187725	0.0187725
33101	1	-84.42643	-87.20357	2.777135	0.01582349	0.0158235	0.0158235
33102	0	-84.43219	-86.81404	2.381844	0.01877248	0.0187725	0.0187725
33103	1	-85.60304	-87.13508	1.53204	0.02511228	0.0251123	0.0251123
33104	0	-84.43219	-86.81404	2.381844	0.01877248	0.0187725	0.0187725
33105	1	-85.60304	-87.13508	1.53204	0.02511228	0.0251123	0.0251123
33106	0	-84.7128	-86.78562	2.072815	0.02107794	0.0210779	0.0210779
33107	1	-84.37945	-86.89408	2.514635	0.01778182	0.0177818	0.0177818
33108	0	-84.86841	-86.82361	1.955201	0.02195537	0.0219554	0.0219554
33109	1	-84.38893	-87.08759	2.698662	0.01640892	0.0164089	0.0164089
33110	0	-84.37389	-87.00933	2.635441	0.01688057	0.0168806	0.0168806
33111	1	-84.40142	-87.13166	2.730231	0.01617341	0.0161734	0.0161734
33112	0	-85.37554	-87.02461	1.649071	0.02423919	0.0242392	0.0242392
