Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
126	-84.50891	-87.38768	2.878764	0.01506531	0.0150653	0.0150653
127	-84.4865	-86.78645	2.299952	0.01938342	0.0193834	0.0193834
128	-84.39439	-87.10793	2.713538	0.01629794	0.0162979	0.0162979
129	-85.84093	-87.2586	1.417674	0.02596549	0.0259655	0.0259655
130	-86.79618	-87.80607	1.009882	0.02900774	0.0290077	0.0290077
131	-85.37743	-87.02549	1.64806	0.02424674	0.0242467	0.0242467
132	-87.856	-88.46851	0.6125111	0.03197225	0.0319723	0.0319723
133	-84.98715	-86.86257	1.875413	0.02255061	0.0225506	0.0225506
134	-87.4456	-88.20723	0.7616335	0.03085975	0.0308598	0.0308598
135	-84.58562	-86.77295	2.187332	0.0202236	0.0202236	0.0202236
136	-85.01546	-86.87279	1.85733	0.02268552	0.0226855	0.0226855
137	-85.01546	-86.87279	1.85733	0.02268552	0.0226855	0.0226855
138	-84.39209	-87.09961	2.707514	0.01634288	0.0163429	0.0163429
139	-85.42488	-87.04781	1.622932	0.0244342	0.0244342	0.0244342
140	-84.60954	-86.77347	2.163924	0.02039824	0.0203982	0.0203982
141	-85.82424	-87.24971	1.425477	0.02590727	0.0259073	0.0259073
142	-84.38643	-87.07748	2.69105	0.01646571	0.0164657	0.0164657
143	-84.60532	-86.7733	2.167979	0.02036798	0.020368	0.020368
144	-84.42145	-86.82312	2.401672	0.01862456	0.0186246	0.0186246
145	-84.42145	-86.82312	2.401672	0.01862456	0.0186246	0.0186246
146	-84.42209	-86.82254	2.400449	0.01863368	0.0186337	0.0186337
147	-84.42209	-86.82254	2.400449	0.01863368	0.0186337	0.0186337
148	-85.16009	-86.92947	1.769377	0.02334168	0.0233417	0.0233417
149	-84.90701	-86.83551	1.928502	0.02215456	0.0221546	0.0221546
150	-84.73737	-87.78196	3.044582	0.01382826	0.0138283	0.0138283
151	-85.36863	-88.66756	3.298922	0.0119308	0.0119308	0.0119308
152	-84.54127	-87.45011	2.908844	0.0148409	0.0148409	0.0148409
153	-84.63059	-86.77475	2.144159	0.02054569	0.0205457	0.0205457
154	-84.7136	-87.74447	3.030866	0.01393058	0.0139306	0.0139306
155	-84.43679	-87.22992	2.793131	0.01570415	0.0157042	0.0157042
156	-85.24422	-88.50357	3.25935	0.01222602	0.012226	0.012226
157	-85.20069	-88.44535	3.244655	0.01233565	0.0123356	0.0123356
158	-85.20069	-88.44535	3.244655	0.01233565	0.0123356	0.0123356
159	-84.42912	-87.21054	2.781421	0.01579151	0.0157915	0.0157915
160	-84.9	-86.83329	1.933289	0.02211884	0.0221188	0.0221188
161	-84.4493	-87.26006	2.810755	0.01557267	0.0155727	0.0155727
162	-84.73087	-86.78902	2.058156	0.0211873	0.0211873	0.0211873
163	-84.46055	-87.28588	2.825331	0.01546393	0.0154639	0.0154639
164	-84.97995	-88.14137	3.161422	0.01295659	0.0129566	0.0129566
165	-85.38867	-88.69366	3.304991	0.01188552	0.0118855	0.0118855
166	-85.40001	-88.7084	3.30839	0.01186016	0.0118602	0.0118602
167	-84.60043	-87.55689	2.95646	0.01448567	0.0144857	0.0144857
168	-84.59005	-87.53872	2.948663	0.01454384	0.0145438	0.0145438
169	-84.70479	-86.78421	2.079423	0.02102864	0.0210286	0.0210286
170	-84.72908	-87.76894	3.03986	0.01386348	0.0138635	0.0138635
171	-84.50458	-87.37903	2.874452	0.01509748	0.0150975	0.0150975
172	-86.51978	-87.64126	1.121477	0.02817521	0.0281752	0.0281752
173	-86.51978	-87.64126	1.121477	0.02817521	0.0281752	0.0281752
174	-84.3747	-86.91502	2.540325	0.01759016	0.0175902	0.0175902
175	-84.40462	-86.8419	2.437284	0.01835888	0.0183589	0.0183589
176	-87.31823	-88.12725	0.8090171	0.03050626	0.0305063	0.0305063
177	-84.67511	-86.7796	2.104494	0.0208416	0.0208416	0.0208416
178	-84.91442	-88.04758	3.133162	0.01316742	0.0131674	0.0131674
179	-84.3737	-86.92124	2.547542	0.01753632	0.0175363	0.0175363
180	-84.3731	-86.92558	2.552479	0.0174995	0.0174995	0.0174995
181	-84.38314	-86.88251	2.499377	0.01789565	0.0178956	0.0178956
182	-86.08959	-87.39437	1.304782	0.0268077	0.0268077	0.0268077
183	-87.44145	-88.20462	0.7631689	0.0308483	0.0308483	0.0308483
184	-84.85086	-86.81848	1.967624	0.02186269	0.0218627	0.0218627
185	-87.17739	-88.03949	0.8620975	0.03011026	0.0301103	0.0301103
186	-87.17739	-88.03949	0.8620975	0.03011026	0.0301103	0.0301103
187	-84.37108	-86.97338	2.602298	0.01712783	0.0171278	0.0171278
188	-84.45382	-87.27055	2.816731	0.01552809	0.0155281	0.0155281
189	-84.45382	-87.27055	2.816731	0.01552809	0.0155281	0.0155281
190	-84.57898	-87.51907	2.940099	0.01460773	0.0146077	0.0146077
191	-84.79452	-86.80332	2.008801	0.0215555	0.0215555	0.0215555
192	-84.41569	-87.17444	2.758747	0.01596067	0.0159607	0.0159607
193	-84.53889	-86.77554	2.236651	0.01985567	0.0198557	0.0198557
194	-84.39784	-86.85184	2.454001	0.01823417	0.0182342	0.0182342
195	-84.71233	-86.78553	2.073198	0.02107508	0.0210751	0.0210751
196	-84.38534	-86.87668	2.491349	0.01795554	0.0179555	0.0179555
197	-84.54051	-86.77535	2.234847	0.01986913	0.0198691	0.0198691
198	-84.42068	-87.18823	2.767548	0.01589501	0.015895	0.015895
199	-84.42068	-87.18823	2.767548	0.01589501	0.015895	0.015895
200	-85.85116	-87.26406	1.412909	0.02600104	0.026001	0.026001
201	-84.37467	-86.9152	2.540532	0.01758862	0.0175886	0.0175886
202	-84.3954	-87.11147	2.716072	0.01627903	0.016279	0.016279
203	-84.40844	-86.83702	2.428579	0.01842383	0.0184238	0.0184238
204	-84.40844	-86.83702	2.428579	0.01842383	0.0184238	0.0184238
205	-84.51539	-87.40046	2.885074	0.01501823	0.0150182	0.0150182
206	-84.72955	-86.78876	2.059217	0.02117938	0.0211794	0.0211794
207	-87.48827	-88.23415	0.7458834	0.03097725	0.0309773	0.0309773
208	-84.70138	-87.72497	3.023597	0.01398481	0.0139848	0.0139848
209	-84.67827	-87.68768	3.009413	0.01409062	0.0140906	0.0140906
210	-85.1133	-88.32689	3.213593	0.01256738	0.0125674	0.0125674
211	-84.40585	-87.14555	2.739704	0.01610274	0.0161027	0.0161027
212	-84.98006	-88.14152	3.161466	0.01295626	0.0129563	0.0129563
213	-84.53804	-87.44404	2.906	0.01486212	0.0148621	0.0148621
214	-86.41909	-89.96466	3.545571	0.01009072	0.0100907	0.0100907
215	-84.99667	-86.86597	1.869296	0.02259625	0.0225962	0.0225962
216	-84.99667	-86.86597	1.869296	0.02259625	0.0225962	0.0225962
217	-84.91386	-86.8377	1.923846	0.02218929	0.0221893	0.0221893
218	-84.38353	-87.06496	2.681425	0.01653752	0.0165375	0.0165375
219	-84.52569	-86.77734	2.251641	0.01974384	0.0197438	0.0197438
220	-84.82839	-87.9211	3.09271	0.0134692	0.0134692	0.0134692
221	-84.68797	-86.78148	2.093511	0.02092353	0.0209235	0.0209235
222	-84.39414	-86.8581	2.463961	0.01815986	0.0181599	0.0181599
223	-86.19944	-89.7024	3.502952	0.01040867	0.0104087	0.0104087
224	-84.47521	-86.79041	2.315201	0.01926966	0.0192697	0.0192697
225	-89.71219	-89.69788	-0.01430381	0.03664848	0.0366485	0.0366485
226	-85.30965	-86.99438	1.684733	0.02397315	0.0239731	0.0239731
227	-84.61737	-87.58614	2.968774	0.0143938	0.0143938	0.0143938
228	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
229	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
230	-84.3851	-86.87727	2.492169	0.01794942	0.0179494	0.0179494
231	-86.50961	-87.63528	1.125664	0.02814397	0.028144	0.028144
232	-87.50988	-88.24781	0.7379279	0.0310366	0.0310366	0.0310366
233	-84.39851	-87.1221	2.723586	0.01622298	0.016223	0.016223
234	-84.85308	-87.95784	3.104759	0.01337931	0.0133793	0.0133793
235	-84.88467	-86.82853	1.943857	0.02204	0.02204	0.02204
236	-84.88467	-86.82853	1.943857	0.02204	0.02204	0.02204
237	-85.05215	-86.8865	1.834344	0.022857	0.022857	0.022857
238	-84.37905	-86.89551	2.516462	0.01776819	0.0177682	0.0177682
239	-84.37905	-86.89551	2.516462	0.01776819	0.0177682	0.0177682
240	-84.40171	-86.84595	2.444238	0.018307	0.018307	0.018307
241	-84.40309	-87.13696	2.733872	0.01614625	0.0161462	0.0161462
242	-84.41762	-87.17983	2.76221	0.01593483	0.0159348	0.0159348
243	-84.39289	-87.10253	2.709643	0.016327	0.016327	0.016327
244	-84.39289	-87.10253	2.709643	0.016327	0.016327	0.016327
245	-85.6666	-87.16737	1.500776	0.02534552	0.0253455	0.0253455
246	-84.72565	-86.78801	2.062354	0.02115597	0.021156	0.021156
247	-84.72565	-86.78801	2.062354	0.02115597	0.021156	0.021156
248	-84.48885	-86.78572	2.296868	0.01940643	0.0194064	0.0194064
249	-88.15766	-88.66357	0.505906	0.03276756	0.0327676	0.0327676
250	-88.15766	-88.66357	0.505906	0.03276756	0.0327676	0.0327676
251	-84.37116	-86.97553	2.604374	0.01711234	0.0171123	0.0171123
252	-85.05012	-86.88572	1.835605	0.02284759	0.0228476	0.0228476
253	-84.60349	-86.77324	2.169742	0.02035483	0.0203548	0.0203548
254	-85.04494	-86.88376	1.838823	0.02282359	0.0228236	0.0228236
255	-85.86274	-87.27027	1.407524	0.02604121	0.0260412	0.0260412
256	-84.50053	-86.78245	2.28192	0.01951794	0.0195179	0.0195179
257	-85.82938	-89.25152	3.422139	0.01101156	0.0110116	0.0110116
258	-84.38261	-87.06073	2.678122	0.01656216	0.0165622	0.0165622
259	-84.38261	-87.06073	2.678122	0.01656216	0.0165622	0.0165622
260	-85.67104	-87.16965	1.498613	0.02536166	0.0253617	0.0253617
261	-84.41597	-87.17522	2.759253	0.0159569	0.0159569	0.0159569
262	-84.42439	-86.82046	2.396068	0.01866637	0.0186664	0.0186664
263	-84.95979	-86.853	1.893212	0.02241783	0.0224178	0.0224178
264	-84.49396	-86.78421	2.290243	0.01945585	0.0194559	0.0194559
265	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
266	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
267	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
268	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
269	-84.39506	-87.11027	2.71521	0.01628547	0.0162855	0.0162855
270	-85.99488	-89.45474	3.459861	0.01073015	0.0107301	0.0107301
271	-84.71004	-86.78512	2.075084	0.02106101	0.021061	0.021061
272	-84.87998	-86.82709	1.947115	0.02201569	0.0220157	0.0220157
273	-84.70765	-87.735	3.027348	0.01395682	0.0139568	0.0139568
274	-86.11645	-89.60235	3.485899	0.0105359	0.0105359	0.0105359
275	-86.11645	-89.60235	3.485899	0.0105359	0.0105359	0.0105359
276	-85.11424	-86.91076	1.796527	0.02313913	0.0231391	0.0231391
277	-84.50189	-87.37363	2.871734	0.01511775	0.0151178	0.0151178
278	-85.06033	-86.88962	1.829287	0.02289473	0.0228947	0.0228947
279	-84.37985	-86.89267	2.512812	0.01779542	0.0177954	0.0177954
280	-84.41552	-86.829	2.413483	0.01853645	0.0185364	0.0185364
281	-84.41552	-86.829	2.413483	0.01853645	0.0185364	0.0185364
282	-85.31988	-86.99902	1.679133	0.02401492	0.0240149	0.0240149
283	-84.81165	-86.8077	1.996051	0.02165061	0.0216506	0.0216506
284	-84.37225	-86.99327	2.621017	0.01698818	0.0169882	0.0169882
285	-84.5282	-87.42531	2.897112	0.01492842	0.0149284	0.0149284
286	-84.51087	-86.78005	2.269188	0.01961293	0.0196129	0.0196129
287	-84.98535	-86.86193	1.876574	0.02254195	0.022542	0.022542
288	-84.98535	-86.86193	1.876574	0.02254195	0.022542	0.022542
289	-84.64131	-87.62668	2.985373	0.01426997	0.01427	0.01427
290	-84.69641	-86.78281	2.086403	0.02097656	0.0209766	0.0209766
291	-84.58227	-87.52494	2.942673	0.01458853	0.0145885	0.0145885
292	-84.44208	-87.24287	2.800786	0.01564704	0.015647	0.015647
293	-84.50238	-86.78199	2.279603	0.01953523	0.0195352	0.0195352
294	-84.37256	-86.93011	2.557547	0.01746168	0.0174617	0.0174617
295	-84.97716	-86.85904	1.881876	0.0225024	0.0225024	0.0225024
296	-84.97716	-86.85904	1.881876	0.0225024	0.0225024	0.0225024
297	-84.68635	-87.70079	3.01444	0.01405312	0.0140531	0.0140531
298	-84.68635	-87.70079	3.01444	0.01405312	0.0140531	0.0140531
299	-84.46648	-86.79399	2.327507	0.01917786	0.0191779	0.0191779
300	-84.42217	-86.82246	2.400294	0.01863484	0.0186348	0.0186348
301	-84.39269	-86.86076	2.468069	0.01812922	0.0181292	0.0181292
302	-84.37102	-86.97138	2.600357	0.01714231	0.0171423	0.0171423
303	-84.69601	-87.71637	3.020356	0.01400898	0.014009	0.014009
304	-84.55861	-86.77379	2.215186	0.0200158	0.0200158	0.0200158
305	-84.81223	-86.80786	1.995622	0.02165381	0.0216538	0.0216538
306	-84.81223	-86.80786	1.995622	0.02165381	0.0216538	0.0216538
307	-84.58213	-87.5247	2.942566	0.01458932	0.0145893	0.0145893
308	-84.58213	-87.5247	2.942566	0.01458932	0.0145893	0.0145893
309	-85.5155	-87.09156	1.576058	0.02478389	0.0247839	0.0247839
310	-85.02401	-86.87594	1.851929	0.02272581	0.0227258	0.0227258
311	-84.63629	-87.61826	2.981966	0.01429539	0.0142954	0.0142954
312	-84.63629	-87.61826	2.981966	0.01429539	0.0142954	0.0142954
313	-84.78006	-87.848	3.067944	0.01365396	0.013654	0.013654
314	-84.43175	-87.21729	2.785536	0.01576082	0.0157608	0.0157608
315	-84.48371	-86.78737	2.303656	0.01935579	0.0193558	0.0193558
316	-84.61236	-87.57754	2.965184	0.01442059	0.0144206	0.0144206
317	-84.37168	-86.98567	2.613987	0.01704062	0.0170406	0.0170406
318	-84.37168	-86.98567	2.613987	0.01704062	0.0170406	0.0170406
319	-84.59713	-87.55113	2.954001	0.01450401	0.014504	0.014504
320	-84.39403	-87.10663	2.712605	0.0163049	0.0163049	0.0163049
321	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
322	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
323	-84.98652	-86.86234	1.875821	0.02254757	0.0225476	0.0225476
324	-85.16305	-88.39459	3.231541	0.01243348	0.0124335	0.0124335
325	-84.52746	-87.42389	2.896433	0.01493349	0.0149335	0.0149335
326	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
327	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
328	-84.37971	-86.89318	2.513473	0.01779049	0.0177905	0.0177905
329	-84.41731	-86.82715	2.409839	0.01856363	0.0185636	0.0185636
330	-84.91182	-88.04383	3.132001	0.01317608	0.0131761	0.0131761
331	-86.03902	-89.50848	3.469466	0.01065849	0.0106585	0.0106585
332	-84.49197	-87.3534	2.86143	0.01519462	0.0151946	0.0151946
333	-86.30583	-89.82986	3.524027	0.01025145	0.0102514	0.0102514
334	-84.47129	-86.79196	2.320671	0.01922885	0.0192288	0.0192288
335	-85.12049	-88.33672	3.216233	0.01254768	0.0125477	0.0125477
336	-85.07819	-88.27866	3.200466	0.01266531	0.0126653	0.0126653
337	-84.5549	-87.47545	2.920554	0.01475354	0.0147535	0.0147535
338	-84.66677	-87.66889	3.002121	0.01414503	0.014145	0.014145
339	-84.66677	-87.66889	3.002121	0.01414503	0.014145	0.014145
340	-84.40968	-86.83552	2.425835	0.0184443	0.0184443	0.0184443
341	-86.36302	-87.54978	1.186764	0.02768815	0.0276881	0.0276881
342	-85.13722	-86.92006	1.782841	0.02324123	0.0232412	0.0232412
343	-85.13722	-86.92006	1.782841	0.02324123	0.0232412	0.0232412
344	-84.39452	-86.85742	2.462895	0.01816782	0.0181678	0.0181678
345	-86.35854	-87.54719	1.188653	0.02767405	0.0276741	0.0276741
346	-86.35854	-87.54719	1.188653	0.02767405	0.0276741	0.0276741
347	-85.37127	-87.02262	1.651354	0.02422216	0.0242222	0.0242222
348	-84.42857	-86.81691	2.388336	0.01872405	0.0187241	0.0187241
349	-84.42857	-86.81691	2.388336	0.01872405	0.0187241	0.0187241
350	-84.42857	-86.81691	2.388336	0.01872405	0.0187241	0.0187241
351	-84.48643	-87.34191	2.855476	0.01523904	0.015239	0.015239
352	-84.48643	-87.34191	2.855476	0.01523904	0.015239	0.015239
353	-85.70318	-89.09454	3.391352	0.01124124	0.0112412	0.0112412
354	-85.70318	-89.09454	3.391352	0.01124124	0.0112412	0.0112412
355	-86.63392	-87.70881	1.074883	0.02852281	0.0285228	0.0285228
356	-84.59863	-86.7731	2.174473	0.02031954	0.0203195	0.0203195
357	-84.59863	-86.7731	2.174473	0.02031954	0.0203195	0.0203195
358	-85.17598	-86.93609	1.760108	0.02341082	0.0234108	0.0234108
359	-85.17598	-86.93609	1.760108	0.02341082	0.0234108	0.0234108
360	-84.40258	-87.13534	2.732763	0.01615452	0.0161545	0.0161545
361	-84.4499	-87.26145	2.811549	0.01556675	0.0155668	0.0155668
362	-84.4499	-87.26145	2.811549	0.01556675	0.0155668	0.0155668
363	-84.75566	-87.81044	3.054777	0.01375219	0.0137522	0.0137522
364	-85.12236	-88.33928	3.216918	0.01254257	0.0125426	0.0125426
365	-85.72728	-87.19871	1.47143	0.02556445	0.0255645	0.0255645
366	-84.38005	-87.0482	2.668149	0.01663656	0.0166366	0.0166366
367	-84.77315	-87.83741	3.064265	0.01368141	0.0136814	0.0136814
368	-84.85335	-87.95824	3.104891	0.01337833	0.0133783	0.0133783
369	-84.37097	-86.95479	2.583819	0.01726568	0.0172657	0.0172657
370	-84.80135	-87.88041	3.079061	0.01357103	0.013571	0.013571
371	-85.00738	-88.18007	3.172692	0.01287251	0.0128725	0.0128725
372	-84.47074	-86.79218	2.321436	0.01922314	0.0192231	0.0192231
373	-84.76029	-86.79522	2.03492	0.02136064	0.0213606	0.0213606
374	-84.68065	-86.78039	2.099739	0.02087707	0.0208771	0.0208771
375	-84.68065	-86.78039	2.099739	0.02087707	0.0208771	0.0208771
376	-84.68065	-86.78039	2.099739	0.02087707	0.0208771	0.0208771
377	-84.68065	-86.78039	2.099739	0.02087707	0.0208771	0.0208771
